
[00:00:00.000 --> 00:00:02.680]  各位電影姊妹早安
[00:00:02.680 --> 00:00:05.680]  其實是早安了
[00:00:05.680 --> 00:00:12.000]  今天說這段經文我收到的時候也挺難說的
[00:00:12.000 --> 00:00:14.680]  這段經文怎麼梳理呢
[00:00:14.680 --> 00:00:18.280]  我首先想用一個故事作為開始
[00:00:18.280 --> 00:00:20.280]  只是一個故事
[00:00:20.280 --> 00:00:23.320]  話說我兒子小時候
[00:00:23.320 --> 00:00:25.320]  我和他逛玩具店
[00:00:25.320 --> 00:00:27.120]  逛玩具店的時候
[00:00:27.120 --> 00:00:29.920]  那天突然間我很豪爽地跟他說
[00:00:29.920 --> 00:00:32.920]  買個車給你隨便選
[00:00:32.920 --> 00:00:34.920]  於是他就選了
[00:00:34.920 --> 00:00:37.320]  他有沒有買到也不記得也不要管了
[00:00:37.320 --> 00:00:39.320]  但是如是者過了很多年
[00:00:39.320 --> 00:00:41.320]  我兒子長大了
[00:00:41.320 --> 00:00:43.800]  有一天和他逛過商場
[00:00:43.800 --> 00:00:46.320]  看到中庭那裡怎麼這麼熱鬧
[00:00:46.320 --> 00:00:47.920]  原來在擺車展
[00:00:47.920 --> 00:00:49.320]  很多車在那裡
[00:00:49.320 --> 00:00:50.520]  然後我兒子跟我說
[00:00:50.520 --> 00:00:52.920]  老爸我記得那時候你跟我說過
[00:00:52.920 --> 00:00:54.920]  你買個車給我
[00:00:54.920 --> 00:00:56.920]  現在是時候兌現承諾了
[00:00:56.920 --> 00:00:59.920]  我說不是吧,那時候想買十幾二十元的車
[00:00:59.920 --> 00:01:01.920]  你現在叫我買十幾二十萬
[00:01:01.920 --> 00:01:03.920]  也買不到一輛車
[00:01:03.920 --> 00:01:06.920]  這個故事是一個笑話
[00:01:06.920 --> 00:01:08.920]  這個笑話挺誠真的
[00:01:08.920 --> 00:01:11.920]  因為我小時候我老爸答應買遙控車給我
[00:01:11.920 --> 00:01:14.920]  我現在四十多歲也記得他沒有買給我
[00:01:14.920 --> 00:01:17.920]  所以不要隨便答應你的小朋友
[00:01:17.920 --> 00:01:19.920]  這個故事大家先記住
[00:01:19.920 --> 00:01:22.920]  我等一下再和大家處理
[00:01:22.920 --> 00:01:24.920]  處理回經文
[00:01:24.920 --> 00:01:27.920]  在上有權柄的是什麼人呢
[00:01:27.920 --> 00:01:29.920]  什麼人是在上有權柄呢
[00:01:29.920 --> 00:01:31.920]  其實按解釋就是
[00:01:31.920 --> 00:01:33.920]  那些皇帝
[00:01:33.920 --> 00:01:35.920]  政府的官員
[00:01:35.920 --> 00:01:36.920]  高官
[00:01:36.920 --> 00:01:40.920]  有權力的那些就叫在上有權柄的人
[00:01:40.920 --> 00:01:43.920]  因為沒有權柄不是來自神的
[00:01:43.920 --> 00:01:45.920]  掌權的都是神所立的
[00:01:45.920 --> 00:01:48.920]  這一句我們傳統聽的時候
[00:01:48.920 --> 00:01:51.920]  到底我們要問的問題就是
[00:01:51.920 --> 00:01:54.920]  這個經文其實在肯定哪一件事
[00:01:54.920 --> 00:01:59.920]  它是在肯定在上者的權柄
[00:01:59.920 --> 00:02:01.920]  還是肯定上帝的權柄
[00:02:01.920 --> 00:02:03.920]  這是兩回事
[00:02:03.920 --> 00:02:05.920]  你想想古代人的思想是怎樣的呢
[00:02:05.920 --> 00:02:07.920]  我和大家分析一下
[00:02:07.920 --> 00:02:10.920]  古代人他們覺得是滿天神佛的
[00:02:10.920 --> 00:02:13.920]  天上靈界有很多神明
[00:02:13.920 --> 00:02:15.920]  那些神明
[00:02:15.920 --> 00:02:18.920]  他們不同的神明掌管著不同的東西
[00:02:18.920 --> 00:02:23.920]  舉個例子巴力掌管著雨水那些東西
[00:02:23.920 --> 00:02:26.920]  阿斯他祿掌管著生殖
[00:02:26.920 --> 00:02:30.920]  他們也覺得耶和華掌管著一些東西
[00:02:30.920 --> 00:02:32.920]  譬如曾經有一段經文是說
[00:02:32.920 --> 00:02:34.920]  打仗的時候那些外邦人說
[00:02:34.920 --> 00:02:36.920]  他們的神是山神
[00:02:36.920 --> 00:02:38.920]  於是我們在平地跟他打就沒死
[00:02:38.920 --> 00:02:40.920]  他們是這樣想的
[00:02:40.920 --> 00:02:44.920]  或者是以色列人某程度上可能以為耶和華是戰神
[00:02:44.920 --> 00:02:46.920]  因為打仗都贏
[00:02:46.920 --> 00:02:48.920]  而耶和華是戰神
[00:02:48.920 --> 00:02:51.920]  於是去到迦南地開始進入農業社會
[00:02:51.920 --> 00:02:53.920]  他們就要求封雨信
[00:02:53.920 --> 00:02:55.920]  就去拜巴力
[00:02:55.920 --> 00:02:57.920]  你明白他們的概念
[00:02:57.920 --> 00:02:59.920]  所以他們這麼容易去拜偶像
[00:02:59.920 --> 00:03:03.920]  他們會覺得不同的國家都有自己的神明
[00:03:03.920 --> 00:03:07.920]  而那個神明是掌管著那個國家
[00:03:07.920 --> 00:03:10.920]  皇帝是由那個神明授權的
[00:03:10.920 --> 00:03:12.920]  所謂君權臣授
[00:03:12.920 --> 00:03:16.920]  神明去到給權力那個人做皇帝
[00:03:16.920 --> 00:03:18.920]  其實這樣說好像很複雜
[00:03:18.920 --> 00:03:20.920]  你用中國人的想法就容易理解
[00:03:20.920 --> 00:03:22.920]  皇帝是天子
[00:03:22.920 --> 00:03:26.920]  天子就是天的授權
[00:03:26.920 --> 00:03:28.920]  他是天的兒子
[00:03:28.920 --> 00:03:31.920]  所以你去到反抗皇帝
[00:03:31.920 --> 00:03:33.920]  你就是逆天而行
[00:03:33.920 --> 00:03:37.920]  皇帝是受命於天
[00:03:37.920 --> 00:03:39.920]  他的聖子是奉天承運
[00:03:39.920 --> 00:03:41.920]  皇帝是照約的
[00:03:41.920 --> 00:03:43.920]  皇帝是皇帝的代表
[00:03:43.920 --> 00:03:45.920]  你明白了這件事的時候
[00:03:45.920 --> 00:03:47.920]  那些國家打仗
[00:03:47.920 --> 00:03:49.920]  就是天上的神明打仗
[00:03:49.920 --> 00:03:52.920]  你打贏就是你那個神打贏了對面的神
[00:03:52.920 --> 00:03:54.920]  你輸就是你的神打輸了
[00:03:54.920 --> 00:03:56.920]  就是這樣
[00:03:56.920 --> 00:04:00.920]  保羅這樣說的時候
[00:04:00.920 --> 00:04:04.920]  他是在宣告沒有權並不是來自神的
[00:04:04.920 --> 00:04:07.920]  掌權的都是神所立的
[00:04:07.920 --> 00:04:11.920]  他其實某程度是在貶低其他神明
[00:04:11.920 --> 00:04:14.920]  你以為你那個神給權力
[00:04:14.920 --> 00:04:15.920]  不是
[00:04:15.920 --> 00:04:17.920]  耶和華給權力
[00:04:17.920 --> 00:04:18.920]  所有的權力
[00:04:18.920 --> 00:04:20.920]  地上所有的權力
[00:04:20.920 --> 00:04:22.920]  都是來自耶和華的
[00:04:22.920 --> 00:04:27.920]  他不是去到提升掌權者的地位
[00:04:27.920 --> 00:04:32.920]  相反他是貶低其他神明的地位
[00:04:32.920 --> 00:04:37.920]  你們這些外邦人都是因為上帝授權
[00:04:37.920 --> 00:04:41.920]  其實你看舊約是有很多這樣的片段
