
[00:00:00.000 --> 00:00:11.000]  我相信在希伯來書裏面,也有一些經文是大家很喜歡的,
[00:00:11.000 --> 00:00:21.000]  也最容易想起的可能是第十一章,裏面有很多人物,
[00:00:21.000 --> 00:00:31.000]  他們所生命經歷的,他們被上帝所讚賞的,都是我們嚮往的。
[00:00:31.000 --> 00:00:38.000]  這個信心英雄榜的結尾在四十節是這樣說的,
[00:00:38.000 --> 00:00:47.000]  因為神給我們預備了更美的事,叫他們若不與我們同德,就不能圓全。
[00:00:47.000 --> 00:00:54.000]  你見到這裏有第三身的他們,即是第二句那裏,
[00:00:54.000 --> 00:01:05.000]  又有第一句的我們,作者很期盼透過這些不同的弟兄姊妹,
[00:01:05.000 --> 00:01:18.000]  幫助我們回顧過去的歷史,然後就將焦點去到十二章開始,
[00:01:18.000 --> 00:01:21.000]  就不斷我們我們我們。
[00:01:21.000 --> 00:01:28.000]  所以整個希伯來書來到這裏的轉折位,
[00:01:28.000 --> 00:01:39.000]  都很期盼在我們的生命當中,都能夠繼續很努力的去跑前面的路。
[00:01:39.000 --> 00:01:44.000]  我在大家的教會網頁裏面知道,
[00:01:44.000 --> 00:01:50.000]  今年你們的年題叫做生命更新,傳揚福音。
[00:01:50.000 --> 00:02:00.000]  相信背後的想法都是期盼我們在生命的歷程當中,繼續邁進向前走。
[00:02:00.000 --> 00:02:06.000]  我相信無論是個人還是教會都是這樣,
[00:02:06.000 --> 00:02:15.000]  希望我們可以在我們短暫的人生歷程當中,好好地將它活出來,
[00:02:15.000 --> 00:02:21.000]  將上帝的福音的托付來承傳下去。
[00:02:21.000 --> 00:02:30.000]  今天跟大家分享的經文很短,只有三節,主席的姐妹也幫我們讀出了。
[00:02:30.000 --> 00:02:36.000]  但在開始分享今天這一段的訊息之前,
[00:02:36.000 --> 00:02:43.000]  我想先跟大家來看一看一個很短的短片,一分鐘的。
[00:02:43.000 --> 00:02:52.000]  這個短片其實就是去年在歐洲田徑錦標賽,地點在慕尼黑。
[00:02:52.000 --> 00:02:57.000]  這一場賽事是4乘100的女子接力賽。
[00:02:57.000 --> 00:03:05.000]  我想大家去留意一下,究竟在這一場賽事裏面發生了什麼事。
[00:03:05.000 --> 00:03:15.000]  請專心去看一看。
[00:03:15.000 --> 00:03:31.000]  當中發生了一個小意外,看看大家是否夠眼力看到。
[00:03:31.000 --> 00:03:47.000]  如果不知道發生什麼事,再來一遍慢鏡。
[00:03:47.000 --> 00:03:49.000]  為什麼抱著頭?
[00:03:49.000 --> 00:03:57.000]  仍然不知道發生什麼事,看著紫色背心,黃色跑鞋。
[00:03:57.000 --> 00:04:06.000]  還有兩個選手。
[00:04:06.000 --> 00:04:10.000]  看到嗎?還是嘔吐了。
[00:04:10.000 --> 00:04:14.000]  他們掉了一根棒。
[00:04:14.000 --> 00:04:20.000]  我相信如果你玩過田徑,或者你看過田徑,你也知道,
[00:04:20.000 --> 00:04:26.000]  接力賽掉了一根棒,基本上你哪裡都不用去,對不對?
[00:04:26.000 --> 00:04:31.000]  你撿一根棒再跑,就差了一條街。
[00:04:31.000 --> 00:04:36.000]  所以接不接到棒,其實是很重要的。
[00:04:36.000 --> 00:04:44.000]  那你說,播放這個片段,跟我們今天的訊息究竟有什麼關係呢?
[00:04:44.000 --> 00:04:50.000]  我們看回剛才的第一節,看看他們怎麼說。
[00:04:50.000 --> 00:04:57.000]  我們既有者許多的見證人如同雲彩圍住我們,就要……
[00:04:57.000 --> 00:05:06.000]  其實在這一節的經文的開頭,有一個連接詞,叫做「由此看來」。
[00:05:06.000 --> 00:05:11.000]  畫本就認不出來,不過如果你看新漢語譯本就能看到。
[00:05:11.000 --> 00:05:15.000]  「由此看來」是什麼意思?
[00:05:15.000 --> 00:05:23.000]  原來今天我們所經歷的,跟前人是有些關係的。
[00:05:23.000 --> 00:05:30.000]  我們是承接著那個由上一手給我們的棒。
[00:05:30.000 --> 00:05:37.000]  我們的先言先信走了一節,接著輪到我們了。
[00:05:37.000 --> 00:05:42.000]  在第十一章這個信心英雄榜裡面,很多人物,對不對?
[00:05:42.000 --> 00:05:45.000]  這裡說好像雲彩一樣,那麼美。
[00:05:45.000 --> 00:05:48.000]  他們全部都是夢神紀念的。
[00:05:48.000 --> 00:05:54.000]  他們的共通點是因為信心,上帝讚賞他們。
[00:05:54.000 --> 00:06:00.000]  這也是神應許得以實現的一個名證。
[00:06:00.000 --> 00:06:06.000]  所以作者在第一節就已經提醒我們了。
[00:06:06.000 --> 00:06:15.000]  原來我們跟我們身邊的弟兄姊妹,甚至在歷史當中走過這個信仰歷程的,
[00:06:15.000 --> 00:06:23.000]  在這個信仰路上,我們有一個時空結連的關係。
[00:06:23.000 --> 00:06:29.000]  作者正如他一開始的時候說,他會一直說「我們我們我們」,
[00:06:29.000 --> 00:06:36.000]  繼續我們下去的,就要告訴我們原來我們這個屬靈群體,
[00:06:36.000 --> 00:06:42.000]  我們是有承接這個信仰的那一棒。
[00:06:42.000 --> 00:06:47.000]  請我們不要將這些棒掉到地上,好嗎?
[00:06:47.000 --> 00:06:57.000]  當我們今天仍然在世,帶到我們手上的那一棒是未完的。
[00:06:57.000 --> 00:07:01.000]  我們總是有一些未完成的事,是嗎?
[00:07:01.000 --> 00:07:06.000]  正在上班的弟兄姊妹,你手上一定有一些工作未完成,
[00:07:06.000 --> 00:07:10.000]  明天上班的時候要繼續。
[00:07:10.000 --> 00:07:15.000]  正在讀書的,可能你的功課還未完成。
[00:07:15.000 --> 00:07:23.000]  又或者現在來到四月底了,我不知道大家有沒有一個習慣有讀經計劃,
[00:07:23.000 --> 00:07:30.000]  不知道你會不會落後了幾條街,甚至你說我減肥大計。
[00:07:30.000 --> 00:07:35.000]  總是這個是畢生的事業,總是未完的。
[00:07:35.000 --> 00:07:43.000]  生活上我們有很多未完成的事情,信仰其實也一樣。
[00:07:43.000 --> 00:07:50.000]  究竟我們要做好什麼準備,以致我們能夠在往後的日子,
[00:07:50.000 --> 00:07:57.000]  調教好我們的心態,以致我們能夠完成上帝給我們的託付呢?
[00:07:57.000 --> 00:08:00.000]  我們再看多一次第一節,
[00:08:00.000 --> 00:08:06.000]  經文這樣說,我們既有者許多的見證人,如同雲彩圍著我們,
[00:08:06.000 --> 00:08:11.000]  就當放下各樣的重擔,脫去容易纏累我們的罪,
[00:08:11.000 --> 00:08:16.000]  全心忍耐,奔那擺在我們前頭的路程。
[00:08:16.000 --> 00:08:24.000]  作者用了「奔」這個字,即是說有速度的,
[00:08:24.000 --> 00:08:32.000]  英文是run,不是jog,即是說不是萬無目的,
[00:08:32.000 --> 00:08:41.000]  隨隨便便四處逛逛,累了就休息一下,
[00:08:41.000 --> 00:08:46.000]  躺平一下,不是的。
[00:08:46.000 --> 00:08:55.000]  而且在最後那句,就說奔那擺在我們前頭的路程,
[00:08:55.000 --> 00:09:00.000]  除了有速度,還有方向,前面,對嗎?
[00:09:00.000 --> 00:09:06.000]  而路程在呂鎮忠譯本和詩高譯本,
[00:09:06.000 --> 00:09:12.000]  將它譯作賽程,即是說這是比賽,
[00:09:12.000 --> 00:09:22.000]  可能是馬拉松之旅,鼓勵我們要完成上帝給我們的長途賽,
[00:09:22.000 --> 00:09:29.000]  究竟我們能否完成神給我們的託付和目標呢?
[00:09:29.000 --> 00:09:35.000]  在信仰的路上跑了這麼多年,我不知道在座的弟兄姊妹,
[00:09:35.000 --> 00:09:38.000]  你信了耶穌有多久?
[00:09:38.000 --> 00:09:45.000]  跑著跑著,不知道我們會不會掉進一個不太想跑的狀態,
[00:09:45.000 --> 00:09:54.000]  可能我們沒有傳福音很久,也沒有和身邊的未信的朋友分享
[00:09:54.000 --> 00:09:58.000]  上帝在我們生命裏的奇妙作為,
[00:09:58.000 --> 00:10:06.000]  我們沒有打算去服侍留給年輕人,
[00:10:06.000 --> 00:10:11.000]  甚至因為疫情已有一段時間,
[00:10:11.000 --> 00:10:19.000]  所以我們隱藏了很久,實體聚會也不太願意回來,
[00:10:19.000 --> 00:10:23.000]  究竟我們是否正在跑呢?
[00:10:23.000 --> 00:10:29.000]  又或者我們正在跑,我們是否全心全意地跑呢?
[00:10:29.000 --> 00:10:37.000]  到覺得有點累了,就坐在牆邊,坐下來,收工了,
[00:10:37.000 --> 00:10:39.000]  是否這樣呢?
[00:10:39.000 --> 00:10:46.000]  現在踏入了疫後,福常,很多事情,
[00:10:46.000 --> 00:10:55.000]  都是時候回來參與不同的教會生活團契當中,
[00:10:55.000 --> 00:11:00.000]  知道大家在接下來的星期又有聚餐,
[00:11:00.000 --> 00:11:04.000]  剛才在感受堂那邊聽到報告說,
[00:11:04.000 --> 00:11:08.000]  弟兄姊妹踴躍參與,是好事來的,
[00:11:08.000 --> 00:11:15.000]  踴躍我們真的能夠重拾我們和身邊弟兄姊妹的關係,
[00:11:15.000 --> 00:11:20.000]  有時我這樣想,如果我們的生命不更新的話,
[00:11:20.000 --> 00:11:27.000]  就有點像我們平時吃的東西,現在都挺好的,
[00:11:27.000 --> 00:11:31.000]  包裝上會有一個最佳食用日期,
[00:11:31.000 --> 00:11:36.000]  Best Before Date,不論何時食用,
[00:11:36.000 --> 00:11:42.000]  如果我們真的過了這個食用日期,
[00:11:42.000 --> 00:11:50.000]  我相信自然我們不會享受到最美味的地方,
[00:11:50.000 --> 00:11:56.000]  可能會有一點失色,甚至你說再等久一點,
[00:11:56.000 --> 00:12:01.000]  令到它變壞了,就吃到肚子痛,
[00:12:01.000 --> 00:12:10.000]  回想我們的信仰歷程,我不知道大家覺得哪一個階段,
[00:12:10.000 --> 00:12:15.000]  你覺得最精彩,是否剛剛信耶穌的時候,
[00:12:15.000 --> 00:12:20.000]  得著福音,很熱切追求成長,
[00:12:20.000 --> 00:12:27.000]  其實今天我們仍然有可能有力量繼續跑下去,
[00:12:27.000 --> 00:12:33.000]  為主跑得更好,不過總是心不知去哪裏,
[00:12:33.000 --> 00:12:39.000]  期盼今天透過希臘書短短這三節聖經,
[00:12:39.000 --> 00:12:43.000]  幫助我們重新激勵我們的心智,
[00:12:43.000 --> 00:12:48.000]  讓我們的生命可以被上帝的話更新,
[00:12:48.000 --> 00:12:54.000]  要更新生命其實有三方面的準備,
[00:12:54.000 --> 00:13:00.000]  聖經告訴我們,第一方面就是要放下各樣的重擔,
[00:13:00.000 --> 00:13:04.000]  重擔是甚麼呢?可能是你放不下的東西,
[00:13:04.000 --> 00:13:09.000]  你過往的歷史,受過的傷害,面對的痛苦,
[00:13:09.000 --> 00:13:13.000]  心裏面的重擔,你現在掛心的東西,
[00:13:13.000 --> 00:13:17.000]  可能是你的工作,可能是你和身邊的人的關係,
[00:13:17.000 --> 00:13:23.000]  甚至是金錢,經濟上遇上壓力等等,
[00:13:23.000 --> 00:13:28.000]  總之那些拖累你,令你跑不快的東西,
[00:13:28.000 --> 00:13:34.000]  我相信無論你是喜歡做運動,跑步,
[00:13:34.000 --> 00:13:40.000]  甚至你不喜歡做運動,平時走路的時候,
[00:13:40.000 --> 00:13:46.000]  相信大家都會遇過,可能有粒沙走進你的鞋裏,
[00:13:46.000 --> 00:13:53.000]  當沙走進你的鞋裏,你一定會覺得不舒服,
[00:13:53.000 --> 00:13:58.000]  甚至你會覺得很痛,那你會怎樣辦呢?
[00:13:58.000 --> 00:14:03.000]  停下來,脫下你的鞋,先倒掉那粒沙,
[00:14:03.000 --> 00:14:10.000]  這樣就可以舒舒服服地繼續走下去,或者跑下去,
[00:14:10.000 --> 00:14:14.000]  以致我不會走到半路,我放棄了,
[00:14:14.000 --> 00:14:20.000]  在我的信仰歷程當中,我連上帝都放下了。
