
[00:00:00.000 --> 00:00:05.600]  感謝神再有一次機會與感酸的弟兄姊妹見面
[00:00:05.600 --> 00:00:10.600]  將神的話語宣講彼此的面來
[00:00:10.600 --> 00:00:16.600]  教會以前所講的
[00:00:16.600 --> 00:00:18.600]  在我那一代
[00:00:18.600 --> 00:00:20.600]  很喜歡唱一首詩歌
[00:00:20.600 --> 00:00:22.600]  現在沒有人唱了
[00:00:22.600 --> 00:00:26.600]  就是「借世界飛鵝架」
[00:00:26.600 --> 00:00:30.600]  老一輩的人都記得的
[00:00:30.600 --> 00:00:32.600]  是不是
[00:00:32.600 --> 00:00:35.600]  但是年輕的人不唱
[00:00:35.600 --> 00:00:36.600]  為什麼
[00:00:36.600 --> 00:00:40.600]  因為覺得這首歌太離地了
[00:00:40.600 --> 00:00:42.600]  是不是
[00:00:42.600 --> 00:00:47.600]  跟我們今天要關心服務社群
[00:00:47.600 --> 00:00:52.600]  這個表現好像很不相配
[00:00:55.600 --> 00:00:59.600]  但是我們現在都很清楚看到
[00:00:59.600 --> 00:01:06.600]  我們要有一個平衡的信仰的認識、認知
[00:01:06.600 --> 00:01:11.600]  我想今天很清晰地將聖經
[00:01:11.600 --> 00:01:15.600]  一個由耶穌到保羅到彼得教導的
[00:01:15.600 --> 00:01:17.600]  另一面的真理
[00:01:17.600 --> 00:01:21.600]  擺在各位面前
[00:01:21.600 --> 00:01:27.600]  讓你感覺到如果你是一個真正相信聖經價值的人
[00:01:27.600 --> 00:01:33.600]  你不可以忽視這些在你看來是離地的
[00:01:33.600 --> 00:01:37.600]  但是它是你永遠生命
[00:01:37.600 --> 00:01:41.600]  一直存在的一個方向
[00:01:41.600 --> 00:01:43.600]  如果你否認這件事情
[00:01:43.600 --> 00:01:47.600]  那你就是一個得救的基督徒
[00:01:47.600 --> 00:01:51.600]  我不是想判斷大家
[00:01:51.600 --> 00:01:56.600]  耶穌基督在約翰福音離開世界之前
[00:01:56.600 --> 00:01:58.600]  祂為門徒祈禱
[00:01:58.600 --> 00:02:00.600]  祂說到明的
[00:02:00.600 --> 00:02:02.600]  祂說世界是恨你們的
[00:02:02.600 --> 00:02:05.600]  因為它不屬這個世界
[00:02:05.600 --> 00:02:08.600]  正如我不屬這個世界一樣
[00:02:08.600 --> 00:02:13.600]  我不求你把我從世上接走
[00:02:13.600 --> 00:02:15.600]  也就是說它也要屬地的
[00:02:15.600 --> 00:02:18.600]  只求你保存它們
[00:02:18.600 --> 00:02:21.600]  使它們脫離那惡者
[00:02:21.600 --> 00:02:23.600]  它們不屬世界
[00:02:23.600 --> 00:02:26.600]  正如我不屬世界一樣
[00:02:26.600 --> 00:02:30.600]  求你用真理使它們成性
[00:02:30.600 --> 00:02:34.600]  你的道就是真理
[00:02:34.600 --> 00:02:36.600]  耶穌說的
[00:02:36.600 --> 00:02:42.600]  我們在世是不屬世的
[00:02:42.600 --> 00:02:45.600]  祂更加猜顯我們下面那句話
[00:02:45.600 --> 00:02:47.600]  我猜你們到世上
[00:02:47.600 --> 00:02:50.600]  是 我們都關心世上的事情
[00:02:50.600 --> 00:02:53.600]  照樣猜你們到世上
[00:02:53.600 --> 00:02:57.600]  去傳揚去永恆的福音
[00:02:57.600 --> 00:03:00.600]  不只是搞社會福利
[00:03:00.600 --> 00:03:04.600]  服務社群
[00:03:04.600 --> 00:03:08.600]  我這樣說你不知道怎樣去回應
[00:03:08.600 --> 00:03:11.600]  但是我又想說
[00:03:11.600 --> 00:03:16.600]  在哥倫多後書第四章
[00:03:16.600 --> 00:03:19.600]  有一節我們很熟悉的經文
[00:03:19.600 --> 00:03:24.600]  本來說我們借短暫而輕微的苦楚
[00:03:24.600 --> 00:03:28.600]  要為我們成就極重無比的
[00:03:28.600 --> 00:03:30.600]  永遠的榮耀
[00:03:30.600 --> 00:03:33.600]  記得永遠這兩個字
[00:03:33.600 --> 00:03:36.600]  如果不是我們的使徒信經
[00:03:36.600 --> 00:03:38.600]  每個禮拜所念的
[00:03:38.600 --> 00:03:40.600]  我們所認信的
[00:03:40.600 --> 00:03:43.600]  我們相信耶穌基督會再臨
[00:03:43.600 --> 00:03:46.600]  設立永遠榮耀的國度
[00:03:46.600 --> 00:03:48.600]  你無法否認
[00:03:48.600 --> 00:03:51.600]  除非你離開教會
[00:03:51.600 --> 00:03:53.600]  我今天強調
[00:03:53.600 --> 00:03:55.600]  就是想你扭轉來
[00:03:55.600 --> 00:03:57.600]  看永遠的生命
[00:03:57.600 --> 00:03:58.600]  所以保羅繼續說
[00:03:58.600 --> 00:04:02.600]  因為我們不是顧念所看見的
[00:04:02.600 --> 00:04:06.600]  而是要顧念不看見的
[00:04:06.600 --> 00:04:08.600]  看不到的才是重要的
[00:04:08.600 --> 00:04:13.600]  所以原來我們看見的是暫時性的
[00:04:13.600 --> 00:04:17.600]  看不見的才是永遠的
[00:04:17.600 --> 00:04:19.600]  看到嗎?
[00:04:19.600 --> 00:04:21.600]  好了,到彼得
[00:04:21.600 --> 00:04:23.600]  我今天集中要說的這一段
[00:04:23.600 --> 00:04:27.600]  彼得前書一個很強調的真理就是
[00:04:27.600 --> 00:04:30.600]  我們是寄居的
[00:04:30.600 --> 00:04:33.600]  寄居是什麼意思?
[00:04:33.600 --> 00:04:35.600]  如果你買了樓在這裡住
[00:04:35.600 --> 00:04:40.600]  你就是感受的原居民,是嗎?
[00:04:40.600 --> 00:04:45.600]  但是有一天你可能有其他打算搬走
[00:04:45.600 --> 00:04:49.600]  就是說我們人生基本上是搬搬遷遷
[00:04:49.600 --> 00:04:53.600]  我都搬了九至十次屋
[00:04:53.600 --> 00:04:55.600]  就是說不是短
[00:04:55.600 --> 00:04:59.600]  不只是一個短行的居所
[00:04:59.600 --> 00:05:02.600]  我們是一個過去的
[00:05:02.600 --> 00:05:04.600]  有些東西是過去的
[00:05:04.600 --> 00:05:06.600]  我們要不斷遷移
[00:05:06.600 --> 00:05:10.600]  我們是一個寄居者在地上
[00:05:10.600 --> 00:05:14.600]  不是永遠的
[00:05:14.600 --> 00:05:16.600]  所以我想大家
[00:05:16.600 --> 00:05:18.600]  似乎要回到定位裏面
[00:05:18.600 --> 00:05:20.600]  信仰定位
[00:05:20.600 --> 00:05:23.600]  回歸正本
[00:05:23.600 --> 00:05:26.600]  看清楚基督徒的真正價值是什麼
[00:05:26.600 --> 00:05:28.600]  原來我們的信仰
[00:05:28.600 --> 00:05:29.600]  一早已經告訴我們
[00:05:29.600 --> 00:05:33.600]  人生的終局不在世上
[00:05:33.600 --> 00:05:35.600]  是嗎?
[00:05:35.600 --> 00:05:37.600]  我們的眼光要轉移回到
[00:05:37.600 --> 00:05:42.600]  一個聖經重要的真理
[00:05:42.600 --> 00:05:45.600]  因為基督徒死亡復活
[00:05:45.600 --> 00:05:52.600]  是開展一個永世的展望的國度
[00:05:52.600 --> 00:05:56.600]  我們說信耶穌得永生
[00:05:56.600 --> 00:05:58.600]  什麼意思?
[00:05:58.600 --> 00:06:00.600]  我們得到耶穌基督的生命之後
[00:06:00.600 --> 00:06:03.600]  改變了我們整個人格的時候
[00:06:03.600 --> 00:06:05.600]  我們就應該朝向
[00:06:05.600 --> 00:06:07.600]  耶穌基督在《約翰福音》說
[00:06:07.600 --> 00:06:11.600]  「誠誠之路」
[00:06:11.600 --> 00:06:15.600]  一直看著基督復活帶來給我們盼望
[00:06:15.600 --> 00:06:19.600]  向永生的那條路而活
[00:06:19.600 --> 00:06:30.600]  這才是我們信仰的本質
[00:06:30.600 --> 00:06:33.600]  所以我今天想用這段經文
[00:06:33.600 --> 00:06:38.600]  從兩個角度來幫你看一看
