
[00:00:00.000 --> 00:00:03.000]  以下是正道的時間
[00:00:03.000 --> 00:00:06.000]  請聽我讀出以下的經文
[00:00:06.000 --> 00:00:13.000]  是記載在《雙韓本聖經》新約272-273頁
[00:00:13.000 --> 00:00:19.000]  《雙韓本聖經》新約272-273頁
[00:00:19.000 --> 00:00:31.000]  哥倫多後書2章14-17節
[00:00:31.000 --> 00:00:37.000]  感謝神,下上說領我們在基督裡得勝
[00:00:37.000 --> 00:00:45.000]  並藉著我們在各處顯揚那因認識基督而有的香氣
[00:00:45.000 --> 00:00:50.000]  因為無論在得救的人或在滅亡的人當中
[00:00:50.000 --> 00:00:56.000]  我們都是基督傾向之氣,是獻給神的
[00:00:56.000 --> 00:01:02.000]  對滅亡的人,這是死而又死的氣味
[00:01:02.000 --> 00:01:07.000]  對得救的人,這是生而又生的氣味
[00:01:07.000 --> 00:01:12.000]  這就是誰能當得起呢?
[00:01:12.000 --> 00:01:18.000]  我們不像許多人把神的道當商品販賣
[00:01:18.000 --> 00:01:22.000]  而是由於真誠,而是受命於神
[00:01:22.000 --> 00:01:26.000]  在神面前憑著基督講道
[00:01:26.000 --> 00:01:33.000]  感謝神,今天有本堂堂主任曾睿桂牧師在我們當中正道
[00:01:33.000 --> 00:01:38.000]  他的講題是「要做最好的自己」
[00:01:38.000 --> 00:01:42.000]  現在恭請曾睿桂牧師
[00:01:42.000 --> 00:01:47.000]  曾睿桂牧師
[00:01:47.000 --> 00:01:49.000]  各位弟兄姊妹早晨
[00:01:49.000 --> 00:01:52.000]  開始我們今早的崇拜
[00:01:52.000 --> 00:01:55.000]  請大家一起低頭祈禱
[00:01:55.000 --> 00:01:57.000]  親愛的主,多謝你
[00:01:57.000 --> 00:02:02.000]  很快就是壽苦節,很快就是復活節
[00:02:02.000 --> 00:02:07.000]  我們可以再一次思想耶穌基督降生
[00:02:07.000 --> 00:02:12.000]  在十字架上的犧牲,帶來人類的盼望
[00:02:12.000 --> 00:02:17.000]  還有復活節告訴我們,主耶穌已經回到天上
[00:02:17.000 --> 00:02:22.000]  會再來迎接每一個信祢的人
[00:02:22.000 --> 00:02:26.000]  我們今早在你面前等候
[00:02:26.000 --> 00:02:29.000]  藉著史圖保羅這一段自白的聖經
[00:02:29.000 --> 00:02:33.000]  他的內心反映到他怎樣來到成為一位
[00:02:33.000 --> 00:02:38.000]  可以在神面前傳講基督救恩
[00:02:38.000 --> 00:02:43.000]  帶來人的生死的改變的一個很寶貴的分享
[00:02:43.000 --> 00:02:47.000]  我們很盼望神藉著這段短短的聖經
[00:02:47.000 --> 00:02:49.000]  成為我們在疫情期間
[00:02:49.000 --> 00:02:52.000]  可能相當長的時間
[00:02:52.000 --> 00:02:54.000]  我們需要繼續忍耐
[00:02:54.000 --> 00:02:57.000]  我們需要面對很多的逆境的時候
[00:02:57.000 --> 00:03:00.000]  這段聖經成為我們大家的安慰
[00:03:00.000 --> 00:03:04.000]  我們這樣禱告奉耶穌基督的名
[00:03:04.000 --> 00:03:05.000]  阿們
[00:03:05.000 --> 00:03:10.000]  弟兄姊妹,這段聖經相當重的說話
[00:03:10.000 --> 00:03:14.000]  保羅居然說他的道
[00:03:14.000 --> 00:03:19.000]  可能會令到一些信他關於耶穌的人
[00:03:19.000 --> 00:03:23.000]  帶來的是生命的一個基督的香氣
[00:03:23.000 --> 00:03:26.000]  但是對於一些不信他的人
[00:03:26.000 --> 00:03:30.000]  就看為是一些會死的香氣
[00:03:30.000 --> 00:03:32.000]  其實就是臭氣
[00:03:32.000 --> 00:03:37.000]  保羅在第十七節這樣來說
[00:03:37.000 --> 00:03:44.000]  他說哪個人能夠承擔這樣的事情呢?
[00:03:44.000 --> 00:03:50.000]  哪個人可以來承擔這樣的事情呢?
[00:03:50.000 --> 00:03:53.000]  這是第十六節的經文
[00:03:53.000 --> 00:03:57.000]  「這是誰能當得起?」
[00:03:57.000 --> 00:03:59.000]  是什麼意思呢?
[00:03:59.000 --> 00:04:04.000]  稍後三章五節就有解釋了
[00:04:04.000 --> 00:04:07.000]  這裡有些聖經的背景
[00:04:07.000 --> 00:04:11.000]  保羅是想用一個羅馬帝國
[00:04:11.000 --> 00:04:13.000]  打勝仗
[00:04:13.000 --> 00:04:15.000]  海船
[00:04:15.000 --> 00:04:17.000]  軍隊海船回來
[00:04:17.000 --> 00:04:19.000]  有很多的百姓
[00:04:19.000 --> 00:04:21.000]  有很多的軍人
[00:04:21.000 --> 00:04:25.000]  最後的就是那些奴隸
[00:04:25.000 --> 00:04:28.000]  被俘虜的戰俘
[00:04:28.000 --> 00:04:31.000]  在整個的大道兩旁
[00:04:31.000 --> 00:04:33.000]  是有不同的百姓
[00:04:33.000 --> 00:04:36.000]  特別是很多很多的女士
[00:04:36.000 --> 00:04:38.000]  會灑一些香花
[00:04:38.000 --> 00:04:41.000]  和會燃燒一些香料
[00:04:41.000 --> 00:04:43.000]  就是說在那個過程裏面
[00:04:43.000 --> 00:04:48.000]  就充滿了香氣、香料和香花的氣味
[00:04:48.000 --> 00:04:53.000]  保羅就說用這個海船的一個這樣的列隊
[00:04:53.000 --> 00:04:55.000]  來講到它的全度
[00:04:55.000 --> 00:04:59.000]  帶來在人的生命裏面的生與死
[00:04:59.000 --> 00:05:01.000]  保羅說這些話
[00:05:01.000 --> 00:05:04.000]  他不是靠自己去講的
