
[00:00:00.000 --> 00:00:05.440]  今日講題是「抓緊機遇 服侍基督」
[00:00:05.440 --> 00:00:08.680]  我們今日很高興有本堂的堂主任
[00:00:08.680 --> 00:00:12.000]  僧類貴木師在我們中間為我們靜悟
[00:00:12.000 --> 00:00:20.520]  經文是記載在《新約使徒行傳》第六章一至六節
[00:00:20.520 --> 00:00:23.040]  如果大家有聖經的話
[00:00:23.040 --> 00:00:30.640]  就在第187頁《新約使徒行傳》第六章一至六節
[00:00:30.640 --> 00:00:33.240]  請聽我讀出經文
[00:00:33.240 --> 00:00:36.040]  那些日子門徒增多
[00:00:36.040 --> 00:00:40.960]  有說希臘華的猶太人向希伯來人發怨言
[00:00:40.960 --> 00:00:46.080]  因為在日常的供給上忽略了他們的寡婦
[00:00:46.080 --> 00:00:48.960]  十二使徒叫眾門徒來說
[00:00:48.960 --> 00:00:53.480]  我們撇下神的道去管理飯食是不合義的
[00:00:53.480 --> 00:00:55.360]  所以弟兄們
[00:00:55.360 --> 00:00:59.680]  當從你們中間選出七個有好名聲
[00:00:59.680 --> 00:01:01.760]  滿有聖靈和智慧
[00:01:01.760 --> 00:01:04.680]  我們派他們管理這事
[00:01:04.680 --> 00:01:05.720]  至於我們
[00:01:05.720 --> 00:01:10.600]  我們要專注於祈禱和全道的侍奉
[00:01:10.600 --> 00:01:12.960]  這話使全會眾都喜怨
[00:01:12.960 --> 00:01:15.440]  就揀選了司提反
[00:01:15.440 --> 00:01:18.840]  他是一個滿有信心和聖靈的人
[00:01:18.840 --> 00:01:20.440]  他們又揀選了
[00:01:20.440 --> 00:01:28.520]  肥利、伯羅哥羅、尼加拿、提門、巴米蘭
[00:01:28.520 --> 00:01:33.840]  並反依猶太教的安提亞人尼戈拉
[00:01:33.840 --> 00:01:36.640]  叫他們站在使徒面前
[00:01:36.640 --> 00:01:38.320]  使徒禱告後
[00:01:38.320 --> 00:01:40.440]  就為他們按手
[00:01:40.440 --> 00:01:41.320]  經文讀筆
[00:01:41.320 --> 00:01:43.280]  我們現在請周師
[00:01:43.280 --> 00:01:51.600]  (主席)
[00:01:51.600 --> 00:01:53.400]  各位姐妹早安
[00:01:53.400 --> 00:01:55.400]  今早我們因為會有大會
[00:01:55.400 --> 00:01:58.200]  所以就將時間改到十一點半
[00:01:58.200 --> 00:01:59.840]  我們這個午堂崇拜
[00:01:59.840 --> 00:02:03.120]  下個禮拜是會恢復到十一點鐘
[00:02:03.120 --> 00:02:07.280]  很誠意呈現這一本年刊
[00:02:07.280 --> 00:02:08.520]  這一份年報
[00:02:08.520 --> 00:02:10.480]  大家如果還未拿的
[00:02:10.480 --> 00:02:12.600]  散會之後拿這份年報
[00:02:12.600 --> 00:02:16.080]  你會對錦宣家、嘉恩
[00:02:16.080 --> 00:02:18.200]  紅恩就不多著墨
[00:02:18.200 --> 00:02:21.240]  來到這裡有很多的認識
[00:02:21.240 --> 00:02:22.760]  對我們童宮
[00:02:22.760 --> 00:02:24.960]  對教會的一些聖宮
[00:02:24.960 --> 00:02:26.400]  特別差傳方面
[00:02:26.400 --> 00:02:28.000]  我們都有很多的著墨
[00:02:28.000 --> 00:02:31.360]  所以都鼓勵大家拿這本東西回來
[00:02:31.360 --> 00:02:32.640]  很認真去看一看
[00:02:32.640 --> 00:02:36.040]  認識一下教會不同的事工
[00:02:36.040 --> 00:02:38.600]  我們一起有祈禱
[00:02:38.600 --> 00:02:40.040]  親愛的主
[00:02:40.040 --> 00:02:43.280]  我們再一次感謝、讚美你
[00:02:43.280 --> 00:02:45.240]  因為你是那一位
[00:02:45.240 --> 00:02:48.240]  已經復活、升天
[00:02:48.240 --> 00:02:51.600]  聖靈已經降臨在教會當中
[00:02:51.600 --> 00:02:56.040]  來帶領著聖宮的發展
[00:02:56.040 --> 00:02:58.120]  福音的廣傳
[00:02:58.120 --> 00:03:02.680]  我們藉著今早去看這一段聖經
[00:03:02.680 --> 00:03:04.640]  看到初期教會
[00:03:04.640 --> 00:03:07.720]  他們怎樣來到去發展
[00:03:07.720 --> 00:03:10.120]  在面對阻力
[00:03:10.120 --> 00:03:11.960]  面對瓶頸
[00:03:11.960 --> 00:03:15.520]  他們能夠來到去繼續
[00:03:15.520 --> 00:03:18.640]  而且不單止是在耶路撒冷
[00:03:18.640 --> 00:03:21.720]  甚至乎去到更遠的地方
[00:03:21.720 --> 00:03:24.560]  去傳揚基督的福音
[00:03:24.560 --> 00:03:26.120]  我們很感謝你
[00:03:26.120 --> 00:03:27.840]  但願我們今天
[00:03:27.840 --> 00:03:30.200]  我們每一位的弟兄姊妹
[00:03:30.200 --> 00:03:34.000]  雖然不是每一位都是我們的會友
[00:03:34.000 --> 00:03:38.760]  但我們都是尋求神國度的弟兄姊妹
[00:03:38.760 --> 00:03:41.120]  神的子民
[00:03:41.120 --> 00:03:42.080]  我們很盼望
[00:03:42.080 --> 00:03:45.160]  我們能夠從神的話語裏面
[00:03:45.160 --> 00:03:47.040]  得到教訓
[00:03:47.040 --> 00:03:48.720]  是神的聖靈
[00:03:48.720 --> 00:03:51.120]  直接在我們大家的心靈裏面
[00:03:51.120 --> 00:03:53.200]  來到去和我們講解
[00:03:53.200 --> 00:03:54.720]  使到我們的內心
[00:03:54.720 --> 00:03:57.000]  有一個願意去跟隨
[00:03:57.000 --> 00:03:58.840]  求主帶領我們
[00:03:58.840 --> 00:04:00.760]  一起在你面前的等候
[00:04:00.760 --> 00:04:01.720]  禱告
[00:04:01.720 --> 00:04:04.080]  奉耶穌基督的名
[00:04:04.080 --> 00:04:05.440]  阿們
[00:04:05.440 --> 00:04:08.360]  找緊機遇去服侍基督
[00:04:08.360 --> 00:04:09.960]  相信這一段聖經
[00:04:09.960 --> 00:04:13.120]  亦都是一個很清晰的主題
[00:04:13.120 --> 00:04:17.440]  我們回頭看看第二章
[00:04:17.440 --> 00:04:20.200]  在這個使徒行傳的二章
[00:04:20.200 --> 00:04:23.080]  當時是五秦節
[00:04:23.080 --> 00:04:26.560]  亦都是一個很劃時代的開始
[00:04:26.560 --> 00:04:31.880]  因為聖靈普遍降臨在教會當中
[00:04:31.880 --> 00:04:34.840]  有一件很大的事情發生
[00:04:34.840 --> 00:04:40.200]  有在天下萬國上來守節的猶太人
[00:04:40.200 --> 00:04:42.880]  或者是皈依猶太教的人
[00:04:42.880 --> 00:04:44.840]  他們來到去守五秦節
[00:04:44.840 --> 00:04:48.920]  上來的時候發現一些很特殊的情況
[00:04:48.920 --> 00:04:51.560]  就是有一些使徒
[00:04:51.560 --> 00:04:57.160]  居然間講他們在不同地方的鄉下話
[00:04:57.160 --> 00:04:58.800]  聽到很特別
[00:04:58.800 --> 00:05:02.640]  明明這些在耶路撒冷的使徒
[00:05:02.640 --> 00:05:04.760]  是加利利人
[00:05:04.760 --> 00:05:07.520]  怎會懂得講外國的話呢?
[00:05:07.520 --> 00:05:08.920]  就覺得很特別
[00:05:08.920 --> 00:05:09.920]  很稀奇
[00:05:09.920 --> 00:05:12.440]  所以就聚集去聽的時候
[00:05:12.440 --> 00:05:15.480]  彼得和十一個使徒
[00:05:15.480 --> 00:05:17.520]  就來跟他們講
[00:05:17.520 --> 00:05:20.000]  我們不是新酒灌滿
[00:05:20.000 --> 00:05:22.520]  不是白酒喝醉酒
[00:05:22.520 --> 00:05:24.480]  在胡言亂語
[00:05:24.480 --> 00:05:26.760]  然後彼得就講了一篇信息
[00:05:26.760 --> 00:05:28.720]  二章的結尾
[00:05:28.720 --> 00:05:30.880]  這樣來到去講述
[00:05:30.880 --> 00:05:33.520]  第四十一節
[00:05:33.520 --> 00:05:38.640]  「於是領受他話的人都受了洗
[00:05:38.640 --> 00:05:44.080]  那一天門徒約添了三千人」
[00:05:44.080 --> 00:05:47.400]  這個數字是準確的
[00:05:47.400 --> 00:05:50.120]  聽完立即受洗
[00:05:50.120 --> 00:05:51.680]  就跟隨門徒
[00:05:51.680 --> 00:05:53.960]  專注使徒的教導
[00:05:53.960 --> 00:05:55.520]  彼此的團契
[00:05:55.520 --> 00:05:58.440]  抹餅和祈禱
[00:05:58.440 --> 00:06:01.080]  如果你是教會的領袖
[00:06:01.080 --> 00:06:03.920]  使徒彼得和十一個使徒
[00:06:03.920 --> 00:06:05.960]  一次的報道會呼召
[00:06:05.960 --> 00:06:08.000]  有三千人信了耶穌
[00:06:08.000 --> 00:06:10.520]  怎樣解決他們的匯值呢?
[00:06:10.520 --> 00:06:14.000]  你叫保護填那些袖珍證明
[00:06:14.000 --> 00:06:15.680]  填三千份
[00:06:15.680 --> 00:06:17.600]  沒有電腦的
[00:06:17.600 --> 00:06:18.880]  逐個登記
[00:06:18.880 --> 00:06:20.960]  那條路排到多遠呢?
[00:06:20.960 --> 00:06:22.240]  繞一個湖都未夠
[00:06:22.240 --> 00:06:24.840]  三千人
[00:06:24.840 --> 00:06:25.680]  三千人
[00:06:25.680 --> 00:06:27.400]  然後第二章
[00:06:27.400 --> 00:06:28.200]  最後那段
[00:06:28.200 --> 00:06:30.320]  四十七節
[00:06:30.320 --> 00:06:31.560]  對不起
[00:06:31.560 --> 00:06:33.600]  長一點
[00:06:33.600 --> 00:06:36.960]  四十三節
[00:06:36.960 --> 00:06:39.240]  「眾人都心存敬畏
[00:06:39.240 --> 00:06:42.040]  使徒們又行了許多歧視神蹟
[00:06:42.040 --> 00:06:44.720]  信的人都聚在一處凡物公用
[00:06:44.720 --> 00:06:46.840]  又賣了田產和家業
[00:06:46.840 --> 00:06:49.560]  照每一個人所需要的分給他們
[00:06:49.560 --> 00:06:51.640]  他們天天同心合意
[00:06:51.640 --> 00:06:54.120]  行節的在聖殿裏敬拜
[00:06:54.120 --> 00:06:55.760]  且在家中抹餅
[00:06:55.760 --> 00:06:58.360]  傳著歡喜坦誠的心用飯
[00:06:58.360 --> 00:06:59.480]  讚美神
[00:06:59.480 --> 00:07:02.200]  得全體百姓的喜愛」
[00:07:02.200 --> 00:07:04.800]  留意這句聖經的描述
[00:07:04.800 --> 00:07:07.120]  主耶穌
[00:07:07.120 --> 00:07:11.000]  將得救的人天天加給他們
[00:07:11.000 --> 00:07:13.040]  有人給田產
[00:07:13.040 --> 00:07:14.520]  凡物公用
[00:07:14.520 --> 00:07:17.480]  你要登記的資料
[00:07:17.480 --> 00:07:19.000]  都不簡單
[00:07:19.000 --> 00:07:22.240]  然後這裏還有一個很有趣的描述
[00:07:22.240 --> 00:07:24.440]  盧家醫生告訴我們
[00:07:24.440 --> 00:07:28.880]  主耶穌天天將人數加給教會
[00:07:28.880 --> 00:07:30.880]  沒有說那個數字
[00:07:30.880 --> 00:07:32.240]  天天
[00:07:32.240 --> 00:07:34.160]  我們香港每天一百五十個
[00:07:34.160 --> 00:07:35.800]  譬如
[00:07:35.800 --> 00:07:36.920]  天天
[00:07:36.920 --> 00:07:39.840]  加加加都很重要
[00:07:39.840 --> 00:07:42.520]  主耶穌天天加人數
[00:07:42.520 --> 00:07:44.720]  得救的人數給教會
[00:07:44.720 --> 00:07:46.040]  你想想
[00:07:46.040 --> 00:07:47.800]  作為教會的領袖
[00:07:47.800 --> 00:07:51.640]  要處理這些所謂的事務
[00:07:51.640 --> 00:07:54.000]  都相當的繁重
[00:07:54.000 --> 00:07:58.360]  第三章又有另外一次的修葛
[00:07:58.360 --> 00:08:00.600]  當時彼得和約翰
[00:08:00.600 --> 00:08:02.360]  照平常的規矩
[00:08:02.360 --> 00:08:04.920]  上聖殿去守節
[00:08:04.920 --> 00:08:06.880]  在這個時間
[00:08:06.880 --> 00:08:08.400]  當他們上聖殿的時候
[00:08:08.400 --> 00:08:09.760]  剛剛經過一個門
[00:08:09.760 --> 00:08:11.040]  叫做「美門」
[00:08:11.040 --> 00:08:14.080]  有一個大概四十歲的中年人
[00:08:14.080 --> 00:08:15.720]  來去求克
[00:08:15.720 --> 00:08:17.960]  其實他是一個天生的瓊腿
[00:08:17.960 --> 00:08:18.960]  不能走路的
[00:08:18.960 --> 00:08:21.560]  人們將他抬到「美門」門口
[00:08:21.560 --> 00:08:24.160]  每天都在門口來求克
[00:08:24.160 --> 00:08:26.160]  這次見到彼得和約翰
[00:08:26.160 --> 00:08:28.160]  彼得和約翰看著他
[00:08:28.160 --> 00:08:30.960]  他希望兩位使徒
[00:08:30.960 --> 00:08:32.440]  奏祭他
[00:08:32.440 --> 00:08:34.560]  彼得看到
[00:08:34.560 --> 00:08:37.000]  好像我們上星期所說
[00:08:37.000 --> 00:08:40.720]  突然之間彼得和約翰有一個信心
[00:08:40.720 --> 00:08:42.560]  我這次叫他起身
[00:08:42.560 --> 00:08:43.680]  一定會聽的
[00:08:43.680 --> 00:08:46.920]  耶穌果然就和他牽著他的手
