
[00:00:00.000 --> 00:00:06.360]  多謝主席帶領我們讀了這段今天要思考的經文
[00:00:06.360 --> 00:00:13.360]  這段經文表面上好像是在說施洗約翰
[00:00:13.360 --> 00:00:17.440]  由於他坐牢所以引起一個話題
[00:00:17.440 --> 00:00:22.360]  耶穌也說有關他的一些事情
[00:00:22.360 --> 00:00:25.000]  耶穌對約翰有一些看法
[00:00:25.000 --> 00:00:28.400]  耶穌對所有人都有看法
[00:00:28.400 --> 00:00:31.400]  包括你和我當然
[00:00:31.400 --> 00:00:35.400]  但是一會兒我希望能夠說服大家
[00:00:35.400 --> 00:00:39.400]  其實這段經文不是說施洗約翰
[00:00:39.400 --> 00:00:41.400]  施洗約翰只是一個引子
[00:00:41.400 --> 00:00:44.400]  其實是說主耶穌自己
[00:00:44.400 --> 00:00:47.400]  這段經文和我們有沒有關係呢
[00:00:47.400 --> 00:00:51.400]  表面上又好像是沒有什麼關係
[00:00:51.400 --> 00:00:56.400]  說施洗約翰當是說主耶穌基督
[00:00:56.400 --> 00:00:58.400]  和我們有什麼關係呢
[00:00:58.400 --> 00:01:02.400]  一會兒我也希望能夠讓大家看到
[00:01:02.400 --> 00:01:05.400]  這段經文耶穌所講論的
[00:01:05.400 --> 00:01:07.400]  提到施洗約翰也好
[00:01:07.400 --> 00:01:11.400]  提到他當時當世代的人也好
[00:01:11.400 --> 00:01:15.400]  其實今天和我們息息相關
[00:01:15.400 --> 00:01:21.400]  焦點我一會兒和大家分享的焦點
[00:01:21.400 --> 00:01:27.400]  是會放在Unpack第十一節那裡
[00:01:27.400 --> 00:01:29.400]  就是主耶穌所說
[00:01:29.400 --> 00:01:31.400]  說到施洗約翰的時候
[00:01:31.400 --> 00:01:35.400]  說了一句比較奇特的話
[00:01:35.400 --> 00:01:39.400]  表面上就好像有一點點自相矛盾
[00:01:39.400 --> 00:01:44.400]  主耶穌對當時的門徒說
[00:01:44.400 --> 00:01:48.400]  凡女子所生的沒有一個比施洗約翰大
[00:01:48.400 --> 00:01:52.400]  當時周圍的人可能也會聽到
[00:01:52.400 --> 00:01:54.400]  但是在天國裡面
[00:01:54.400 --> 00:01:57.400]  興起的沒有一個
[00:01:57.400 --> 00:02:01.400]  最小的也比他還大
[00:02:01.400 --> 00:02:05.400]  我們主要到最後也希望能夠明白
[00:02:05.400 --> 00:02:09.400]  到底主耶穌在這裡說的是什麼
[00:02:09.400 --> 00:02:12.400]  為什麼焦點不是約翰
[00:02:12.400 --> 00:02:13.400]  其實是他
[00:02:13.400 --> 00:02:14.400]  好像和我們沒有關係
[00:02:14.400 --> 00:02:19.400]  又和我們其實是直接息息相關
[00:02:19.400 --> 00:02:24.400]  我就將自己在這裡的思念
[00:02:24.400 --> 00:02:25.400]  對這段經文的一些思念
[00:02:25.400 --> 00:02:27.400]  呈現在大家面前
[00:02:27.400 --> 00:02:32.400]  也在崇拜當中呈現在主的面前
[00:02:32.400 --> 00:02:39.400]  向他擺上再一次低頭祈禱
[00:02:39.400 --> 00:02:42.400]  天父我們在這裏敬拜的時候
[00:02:42.400 --> 00:02:46.400]  願意你自己心滿意足
[00:02:46.400 --> 00:02:49.400]  不單止我們知道不單止只是我們
[00:02:49.400 --> 00:02:54.400]  而是在這個城市這個時區
[00:02:54.400 --> 00:02:57.400]  這個世界裡面不同時區
[00:02:57.400 --> 00:03:02.400]  我們這群屬於你自己的子民聚集
[00:03:02.400 --> 00:03:04.400]  向你敬拜的時候
[00:03:04.400 --> 00:03:06.400]  願意你也向我們施恩
[00:03:06.400 --> 00:03:08.400]  你自己的話如啟迪我們
[00:03:08.400 --> 00:03:10.400]  開啟我們的心你的靈
[00:03:10.400 --> 00:03:13.400]  也感動我們開我們的眼睛
[00:03:13.400 --> 00:03:15.400]  也給力量我們
[00:03:15.400 --> 00:03:18.400]  讓我們能夠在平常的日子
[00:03:18.400 --> 00:03:20.400]  能夠在身體力行
[00:03:20.400 --> 00:03:22.400]  將我們的信仰
[00:03:22.400 --> 00:03:25.400]  我們對你的信能夠實踐出來
[00:03:25.400 --> 00:03:26.400]  誰聽我們禱告
[00:03:26.400 --> 00:03:28.400]  奉主命求
[00:03:28.400 --> 00:03:29.400]  阿們
[00:03:29.400 --> 00:03:38.400]  這件事整段經文引發事情的原因
[00:03:38.400 --> 00:03:40.400]  當然就是第二節
[00:03:40.400 --> 00:03:48.400]  約翰坐牢的時候
[00:03:48.400 --> 00:03:51.400]  以前和現在一樣
[00:03:51.400 --> 00:03:53.400]  都可以有人探
[00:03:53.400 --> 00:03:57.400]  聽見基督所做的事情
[00:03:57.400 --> 00:03:58.400]  這裏很特別的
[00:03:58.400 --> 00:04:01.400]  馬太的記載
[00:04:01.400 --> 00:04:06.400]  不是說約翰聽見耶穌所做的事情
[00:04:06.400 --> 00:04:08.400]  他已經說明是基督
[00:04:08.400 --> 00:04:10.400]  但如果你看這節經文
[00:04:10.400 --> 00:04:13.400]  接著約翰聽見基督所做的事情
[00:04:13.400 --> 00:04:15.400]  就派兩個門徒去
[00:04:15.400 --> 00:04:17.400]  第三節就說要問
[00:04:17.400 --> 00:04:19.400]  這裏就轉了做耶穌
[00:04:19.400 --> 00:04:20.400]  要問耶穌
[00:04:20.400 --> 00:04:23.400]  將來要來的位置是不是就是你
[00:04:23.400 --> 00:04:26.400]  還是我們其實都要等另外一個
[00:04:26.400 --> 00:04:27.400]  你都不是
[00:04:27.400 --> 00:04:32.400]  所以馬太起講的時候
[00:04:32.400 --> 00:04:35.400]  開頭承認耶穌已經是基督
[00:04:35.400 --> 00:04:38.400]  倒轉引發這件事的本身
[00:04:38.400 --> 00:04:40.400]  反而是施洗約翰
[00:04:40.400 --> 00:04:43.400]  耶穌的表親
[00:04:43.400 --> 00:04:45.400]  對耶穌出現懷疑
[00:04:45.400 --> 00:04:48.400]  所以第二個問耶穌都合理的
[00:04:48.400 --> 00:04:50.400]  因為施洗約翰門徒
[00:04:50.400 --> 00:04:52.400]  就不會稱呼耶穌為基督
[00:04:52.400 --> 00:04:55.400]  他們的師父正正懷疑
[00:04:55.400 --> 00:04:57.400]  是不是那位基督
[00:04:57.400 --> 00:04:58.400]  那位尼塞亞
[00:04:58.400 --> 00:05:01.400]  那位先知應許要來
[00:05:01.400 --> 00:05:07.400]  所以整件事引發就是因為
[00:05:07.400 --> 00:05:10.400]  約翰坐牢
[00:05:10.400 --> 00:05:14.400]  他對耶穌起了疑問
[00:05:14.400 --> 00:05:19.400]  坐牢的人可能都會對很多事情產生疑問
[00:05:19.400 --> 00:05:22.400]  包括對自己的人生都會產生疑問
[00:05:22.400 --> 00:05:24.400]  為什麼會坐牢
[00:05:24.400 --> 00:05:27.400]  我是不是真的做錯事
[00:05:27.400 --> 00:05:30.400]  是不是蒙不白自怨
[00:05:30.400 --> 00:05:33.400]  抑或是死有餘辜
[00:05:33.400 --> 00:05:35.400]  到底是一件什麼事情
[00:05:35.400 --> 00:05:37.400]  我們要明白約翰坐牢
[00:05:37.400 --> 00:05:38.400]  到底是一回什麼事
[00:05:38.400 --> 00:05:40.400]  在馬太福音
[00:05:40.400 --> 00:05:42.400]  這裡沒有記載
[00:05:42.400 --> 00:05:44.400]  但三章之後
[00:05:44.400 --> 00:05:48.400]  我們就會看到約翰坐牢最終的下場
[00:05:48.400 --> 00:05:50.400]  在盧伽福音就記載得仔細一點
[00:05:50.400 --> 00:05:53.400]  他最終會被希律所殺
[00:05:53.400 --> 00:05:57.400]  但是他為什麼坐牢
