
[00:00:00.000 --> 00:00:04.800]  今日會有司徒榮富弟兄在我們中間講神話語
[00:00:04.800 --> 00:00:09.400]  他的講題是「翻轉人生,以馬五思之旅」
[00:00:09.400 --> 00:00:15.400]  經文記載在《新約聖經》路加福音24章13-35節
[00:00:15.400 --> 00:00:16.800]  請聽我讀出
[00:00:16.800 --> 00:00:22.900]  「同一天,門徒中有兩個人往一個村子去
[00:00:22.900 --> 00:00:29.000]  這村子名叫以馬五思,離耶路撒冷約有二十五里
[00:00:29.000 --> 00:00:33.000]  他們彼此談論所發生的這一切事
[00:00:33.000 --> 00:00:37.600]  正交談議論的時候,耶穌親自走近他們
[00:00:37.600 --> 00:00:39.400]  和他們同行
[00:00:39.400 --> 00:00:44.400]  可是他們的眼睛模糊了,沒認出他
[00:00:44.400 --> 00:00:48.600]  耶穌對他們說:你們一邊走一邊談
[00:00:48.600 --> 00:00:51.600]  彼此談論的是什麼事呢?
[00:00:51.600 --> 00:00:56.000]  他們就站著,臉上戴著手絨
[00:00:56.000 --> 00:01:00.000]  兩人中有一個名叫格劉巴的回答
[00:01:00.000 --> 00:01:02.400]  你是在耶路撒冷的旅客中
[00:01:02.400 --> 00:01:07.000]  唯一還不知道這幾天在哪裡發生了什麼事的人嗎?
[00:01:07.000 --> 00:01:10.400]  耶穌對他們說:什麼事呢?
[00:01:10.400 --> 00:01:14.600]  他們對他說:就是拿撒勒人耶穌的事
[00:01:14.600 --> 00:01:18.600]  他試過先知在神和眾百姓面前
[00:01:18.600 --> 00:01:21.000]  說話行事都大有能力
[00:01:21.000 --> 00:01:25.000]  祭司長們和我們的官長警方都戒去
[00:01:25.000 --> 00:01:28.000]  定了死罪釘在十字架上
[00:01:28.000 --> 00:01:33.000]  但我們數來所盼望要救贖以色列民的就是他
[00:01:33.000 --> 00:01:38.000]  不但如此,這些事發生到現在已經三天了
[00:01:38.000 --> 00:01:43.000]  還有,我們中間的幾個婦女使我們驚奇
[00:01:43.000 --> 00:01:45.000]  她們清早去了墳墓
[00:01:45.000 --> 00:01:48.000]  不見她的身體,就回來告訴我們
[00:01:48.000 --> 00:01:52.000]  說她們看見了天使顯現,說她活了
[00:01:52.000 --> 00:01:55.000]  又有我們幾個人往墳墓那裡去
[00:01:55.000 --> 00:01:58.000]  所發現的正如婦女們所說的
[00:01:58.000 --> 00:02:01.000]  只是沒有看見她
[00:02:01.000 --> 00:02:04.000]  耶穌對她們說:無知的人啊
[00:02:04.000 --> 00:02:06.000]  先知所說的一切話
[00:02:06.000 --> 00:02:09.000]  你們的心信得太遲鈍了
[00:02:09.000 --> 00:02:12.000]  基督不是必須受這些苦難
[00:02:12.000 --> 00:02:14.000]  然後進入他的榮耀嗎?
[00:02:14.000 --> 00:02:17.000]  於是,她從摩西和眾先知起
[00:02:17.000 --> 00:02:22.000]  凡經上所指著自己的話都給她們作了解釋
[00:02:22.000 --> 00:02:26.000]  她們走近所要去的村子
[00:02:26.000 --> 00:02:29.000]  耶穌抱著還要往的設行
[00:02:29.000 --> 00:02:31.000]  她們卻強留她說
[00:02:31.000 --> 00:02:33.000]  時候晚了,天快黑了
[00:02:33.000 --> 00:02:35.000]  請你和我們住下吧
[00:02:35.000 --> 00:02:39.000]  耶穌就進去,要和她們住下
[00:02:39.000 --> 00:02:42.000]  坐下來和她們用餐的時候
[00:02:42.000 --> 00:02:45.000]  耶穌拿起餅來,祝福了
[00:02:45.000 --> 00:02:47.000]  張開,遞給她們
[00:02:47.000 --> 00:02:51.000]  她們的眼睛開了,這才認出她們
[00:02:51.000 --> 00:02:54.000]  耶穌卻從她們眼前消失了
[00:02:54.000 --> 00:02:58.000]  她們彼此說:在路上她和我們說話
[00:02:58.000 --> 00:03:00.000]  給我們講解聖經的時候
[00:03:00.000 --> 00:03:04.000]  我們的心在我們裡面豈不是火熱的嗎?
[00:03:04.000 --> 00:03:08.000]  於是,她們立刻起身回耶路撒冷去
[00:03:08.000 --> 00:03:11.000]  看見十一座寺徒和她們正在一起的人
[00:03:11.000 --> 00:03:13.000]  聚集在一處
[00:03:13.000 --> 00:03:17.000]  說:「主果然復活了,已經顯現出西門漢了」
[00:03:17.000 --> 00:03:22.000]  於是,兩人把路上所遇到和耶穌抹餅的時候
[00:03:22.000 --> 00:03:26.000]  怎麼被他們認出來的事都述說了一遍
[00:03:26.000 --> 00:03:31.000]  經文讀筆,現在恭請將時間交給施老爺父大兄
[00:03:31.000 --> 00:03:43.000]  (施老爺父大兄)
[00:03:43.000 --> 00:03:45.000]  (施老爺父大兄)
[00:03:45.000 --> 00:03:47.000]  (施老爺父大兄)
[00:03:47.000 --> 00:03:49.000]  (施老爺父大兄)
[00:03:49.000 --> 00:03:51.000]  (施老爺父大兄)
[00:03:51.000 --> 00:03:53.000]  (施老爺父大兄)
[00:03:53.000 --> 00:03:55.000]  (施老爺父大兄)
[00:03:55.000 --> 00:03:57.000]  (施老爺父大兄)
[00:03:57.000 --> 00:03:59.000]  (施老爺父大兄)
[00:03:59.000 --> 00:04:01.000]  (施老爺父大兄)
[00:04:01.000 --> 00:04:03.000]  (施老爺父大兄)
[00:04:03.000 --> 00:04:07.000]  原來猶太人有一個習俗
[00:04:07.000 --> 00:04:12.000]  他們走在一起是要願你們平安的
[00:04:12.000 --> 00:04:16.000]  互相祝福平安
[00:04:16.000 --> 00:04:20.000]  你知道為什麼猶太人有這個習俗嗎?
[00:04:20.000 --> 00:04:23.000]  因為猶太人從來都不平安
[00:04:23.000 --> 00:04:29.000]  起碼亡國幾千年
[00:04:29.000 --> 00:04:39.000]  猶太人在上世紀才復國
[00:04:39.000 --> 00:04:47.000]  他們一直流散被迫
[00:04:47.000 --> 00:04:49.000]  在他們信仰的裏面
[00:04:49.000 --> 00:04:53.000]  他們一直在等待再來的基督
[00:04:53.000 --> 00:04:57.000]  這個君王幫他們復興國
[00:04:57.000 --> 00:05:05.000]  他們一直活在失望、絕望、恐懼
[00:05:05.000 --> 00:05:12.000]  基本上每一天都在生與死
[00:05:12.000 --> 00:05:14.000]  他們走在一起
[00:05:14.000 --> 00:05:17.000]  第一句不是我們香港人問的
[00:05:17.000 --> 00:05:19.000]  「吃飯了嗎?」
[00:05:19.000 --> 00:05:22.000]  我們是很低層次的
[00:05:22.000 --> 00:05:26.000]  他們是要平安的
[00:05:26.000 --> 00:05:29.000]  但我想問大家
[00:05:29.000 --> 00:05:32.000]  過去這半年大家平安嗎?
[00:05:32.000 --> 00:05:37.000]  或許你這一刻仍然有期望
[00:05:37.000 --> 00:05:44.000]  都很想冬至、聖誕
[00:05:44.000 --> 00:05:47.000]  大家平安好一點
[00:05:47.000 --> 00:05:49.000]  有沒有這個訴求?
[00:05:49.000 --> 00:05:54.000]  內心有沒有曾經去到失望、絕望的日子?
[00:05:54.000 --> 00:05:59.000]  有沒有曾經想過耶穌在哪裏?
[00:05:59.000 --> 00:06:05.000]  有沒有真的祈禱流眼淚
[00:06:05.000 --> 00:06:08.000]  或者情緒不能釋放出來
[00:06:08.000 --> 00:06:15.000]  當有機會在信德的朋友面前一起祈禱
[00:06:15.000 --> 00:06:17.000]  其實第一句都說不出
[00:06:17.000 --> 00:06:18.000]  已經流眼淚
[00:06:18.000 --> 00:06:20.000]  有沒有這個經驗?
[00:06:20.000 --> 00:06:21.000]  如果有的話
[00:06:21.000 --> 00:06:23.000]  為你感恩
[00:06:23.000 --> 00:06:25.000]  你真是一個人
[00:06:25.000 --> 00:06:27.000]  因為我們的內心
[00:06:27.000 --> 00:06:35.000]  其實很容易被一些環境影響我們
[00:06:35.000 --> 00:06:37.000]  甚至影響到一個地步
[00:06:37.000 --> 00:06:41.000]  就是究竟耶穌你在哪裏?
[00:06:41.000 --> 00:06:44.000]  你是不是不理我們?
[00:06:44.000 --> 00:06:49.000]  為何你沉默一個月又一個月
[00:06:49.000 --> 00:06:51.000]  猶太人一年又一年
[00:06:51.000 --> 00:06:52.000]  過千年
[00:06:52.000 --> 00:06:55.000]  好像請了假
[00:06:55.000 --> 00:06:57.000]  好像行動了
[00:06:57.000 --> 00:07:01.000]  好像隱身了去到某處
[00:07:01.000 --> 00:07:06.000]  好像耶穌不再理我們
[00:07:06.000 --> 00:07:08.000]  當你處於這樣的情況
[00:07:08.000 --> 00:07:11.000]  你如何去堅定自己?
[00:07:11.000 --> 00:07:14.000]  如何能夠翻轉?
[00:07:14.000 --> 00:07:15.000]  翻轉的意思是
[00:07:15.000 --> 00:07:19.000]  由絕望不是去到沒有絕望
[00:07:19.000 --> 00:07:21.000]  如果老婆問你愛不愛我?
[00:07:21.000 --> 00:07:22.000]  我沒有不愛你
[00:07:22.000 --> 00:07:25.000]  你老婆是不會接受的
[00:07:25.000 --> 00:07:27.000]  是去到什麼樣?
[00:07:27.000 --> 00:07:30.000]  由絕望去到盼望
[00:07:30.000 --> 00:07:36.000]  重拾你昨日的凝訊
[00:07:36.000 --> 00:07:40.000]  你知道無論任何一天
[00:07:40.000 --> 00:07:45.000]  耶穌是沒有離開過我們
[00:07:45.000 --> 00:07:47.000]  當然我們背口往
[00:07:47.000 --> 00:07:49.000]  洪水圍彎的時候
[00:07:49.000 --> 00:07:51.000]  耶華坐著為王
[00:07:51.000 --> 00:07:54.000]  這是背口往背金句
[00:07:54.000 --> 00:07:57.000]  但你相不相信呢?
[00:07:57.000 --> 00:08:01.000]  今天我用這樣的心情
[00:08:01.000 --> 00:08:05.000]  其實我自己也不是很堅定
[00:08:05.000 --> 00:08:10.000]  所以我今天和大家互相鼓勵
[00:08:10.000 --> 00:08:13.000]  其實是道在山間
[00:08:13.000 --> 00:08:14.000]  為什麼呢?
[00:08:14.000 --> 00:08:18.000]  以馬五師之旅在哪裡呢?
[00:08:18.000 --> 00:08:20.000]  在山上
[00:08:20.000 --> 00:08:23.000]  耶穌也花了時間
[00:08:23.000 --> 00:08:27.000]  和兩個不見經傳的年輕人
[00:08:27.000 --> 00:08:29.000]  在絕望裡
[00:08:29.000 --> 00:08:31.000]  如何和他們一起翻轉
[00:08:31.000 --> 00:08:36.000]  如果你相信耶穌既是神又是人
[00:08:36.000 --> 00:08:38.000]  其實他復活之後
[00:08:38.000 --> 00:08:40.000]  他可以變成神力
[00:08:40.000 --> 00:08:44.000]  即是說他不需要花時間
[00:08:44.000 --> 00:08:48.000]  和兩個不見經傳的年輕人
[00:08:48.000 --> 00:08:54.000]  剛才如果有留意讀這段經文
[00:08:54.000 --> 00:08:56.000]  其實你會發現
[00:08:56.000 --> 00:08:59.000]  裡面已經講論了
[00:08:59.000 --> 00:09:03.000]  耶穌向兩個年輕人顯現
[00:09:03.000 --> 00:09:08.000]  在釘上十字架之後
[00:09:08.000 --> 00:09:10.000]  大家都四散絕望
[00:09:10.000 --> 00:09:12.000]  這個情景裡
[00:09:12.000 --> 00:09:16.000]  向兩個年輕的門徒
[00:09:16.000 --> 00:09:18.000]  你要留意不是使徒
[00:09:18.000 --> 00:09:19.000]  是門徒
[00:09:19.000 --> 00:09:21.000]  門徒即是信徒
[00:09:21.000 --> 00:09:23.000]  即是你和我
[00:09:23.000 --> 00:09:28.000]  他在以馬五師之旅裡選擇
[00:09:28.000 --> 00:09:30.000]  如果你會發現
[00:09:30.000 --> 00:09:33.000]  如果用時間和體力
[00:09:33.000 --> 00:09:38.000]  還有到晚上
[00:09:38.000 --> 00:09:40.000]  其實在這麼多的顯現裡
[00:09:40.000 --> 00:09:42.000]  耶穌花的時間是最多的
[00:09:42.000 --> 00:09:45.000]  剛才讀的經文
[00:09:45.000 --> 00:09:46.000]  如果你有仔細看
[00:09:46.000 --> 00:09:50.000]  它已經講論了耶穌復活顯現
[00:09:50.000 --> 00:09:54.000]  向四個群體或四類人的顯現
[00:09:54.000 --> 00:09:55.000]  記不記得
[00:09:55.000 --> 00:09:59.000]  裡面有提到向幾個婦女
[00:09:59.000 --> 00:10:02.000]  大家記得其中一個是甚麼
[00:10:02.000 --> 00:10:05.000]  莫大拉的瑪利亞
[00:10:05.000 --> 00:10:09.000]  接著你會發現
[00:10:09.000 --> 00:10:11.000]  如果論次序
[00:10:11.000 --> 00:10:12.000]  剛才那段經文
[00:10:12.000 --> 00:10:14.000]  這麼多節裡
[00:10:14.000 --> 00:10:17.000]  其實第二個次序是
[00:10:17.000 --> 00:10:19.000]  以馬五師之旅
[00:10:19.000 --> 00:10:25.000]  因為是這兩個年輕人
[00:10:25.000 --> 00:10:27.000]  在路上福述時
[00:10:27.000 --> 00:10:30.000]  有提到這幾個婦女
[00:10:30.000 --> 00:10:33.000]  接著再讀下去的時候
[00:10:33.000 --> 00:10:34.000]  你會發現
[00:10:34.000 --> 00:10:39.000]  向這兩個年輕人顯現之後
[00:10:39.000 --> 00:10:41.000]  這兩個年輕人怎樣
[00:10:41.000 --> 00:10:43.000]  現在馬上溫書
[00:10:43.000 --> 00:10:47.000]  我們沒有再回到經文裡
[00:10:47.000 --> 00:10:49.000]  接著這兩個年輕人怎樣
[00:10:49.000 --> 00:10:52.000]  是回到耶路撒冷
[00:10:52.000 --> 00:10:55.000]  回到耶路撒冷的時候
[00:10:55.000 --> 00:10:57.000]  剛好那時候有十一個使徒
[00:10:57.000 --> 00:10:59.000]  那裡寫得很清楚
[00:10:59.000 --> 00:11:01.000]  是使徒不是門徒
[00:11:01.000 --> 00:11:05.000]  所以耶穌選擇在這二馬五師之旅裡
[00:11:05.000 --> 00:11:08.000]  向信徒顯現
[00:11:08.000 --> 00:11:10.000]  而且花的時間花最長
[00:11:10.000 --> 00:11:12.000]  在這麼多的顯現裡
[00:11:12.000 --> 00:11:13.000]  換句話說
[00:11:13.000 --> 00:11:18.000]  剛才我刻意剪了三十六節
[00:11:18.000 --> 00:11:20.000]  其實三十六節就是
[00:11:20.000 --> 00:11:24.000]  耶穌突然在群體顯現
[00:11:24.000 --> 00:11:28.000]  他們嚇得鼻子都沒用
[00:11:28.000 --> 00:11:29.000]  說祂像一個幽靈
[00:11:29.000 --> 00:11:30.000]  是不是鬼呢?
[00:11:30.000 --> 00:11:34.000]  所以第一個是向婦女顯現
[00:11:34.000 --> 00:11:39.000]  第二個是向這兩個年輕信徒顯現
[00:11:39.000 --> 00:11:43.000]  第三個群體就是使徒顯現
[00:11:43.000 --> 00:11:47.000]  中間其實是介入了
[00:11:47.000 --> 00:11:50.000]  應該是第四個群體向使徒顯現
[00:11:50.000 --> 00:11:51.000]  中間那個
[00:11:51.000 --> 00:11:52.000]  經文裡有提到
[00:11:52.000 --> 00:11:55.000]  其實中間同一個時序裡
[00:11:55.000 --> 00:11:57.000]  好像耶穌平行時空
[00:11:57.000 --> 00:11:59.000]  又是這邊又是那邊
[00:11:59.000 --> 00:12:01.000]  向了哪個顯現呢?
[00:12:01.000 --> 00:12:05.000]  向了西門彼得
[00:12:05.000 --> 00:12:07.000]  就是暴雨
[00:12:07.000 --> 00:12:09.000]  所以四個顯現
[00:12:09.000 --> 00:12:13.000]  在這個經文裡已經說完了
[00:12:13.000 --> 00:12:15.000]  因為裡面有提到西門彼得
[00:12:15.000 --> 00:12:17.000]  在與此同時
[00:12:17.000 --> 00:12:19.000]  向西門彼得
[00:12:19.000 --> 00:12:23.000]  你會發現在這個過程裡
[00:12:23.000 --> 00:12:28.000]  我們試試進入經文的世界
[00:12:28.000 --> 00:12:29.000]  這個經文的世界很有趣
[00:12:29.000 --> 00:12:34.000]  是不是開始的時候是不認得的?
[00:12:34.000 --> 00:12:35.000]  很奇怪
[00:12:35.000 --> 00:12:40.000]  大家有沒有想過為什麼不認得呢?
[00:12:40.000 --> 00:12:42.000]  不認得
[00:12:42.000 --> 00:12:44.000]  如果有一天我回來這裡
[00:12:44.000 --> 00:12:45.000]  你突然間說
[00:12:45.000 --> 00:12:49.000]  「貴姓,你是哪一水?」
[00:12:49.000 --> 00:12:51.000]  我一定會自問
[00:12:51.000 --> 00:12:52.000]  我是不是有些問題
[00:12:52.000 --> 00:12:54.000]  是不是變了「太」變了「上」呢?
[00:12:54.000 --> 00:12:56.000]  第一個解釋可能就是
[00:12:56.000 --> 00:12:59.000]  耶穌的復活之前和之後
[00:12:59.000 --> 00:13:02.000]  應該有一些不一樣
