
[00:00:00.000 --> 00:00:12.000]  啟示錄,二章一至七字,新約四百二
[00:00:12.000 --> 00:00:14.000]  請聽讀出
[00:00:14.000 --> 00:00:20.000]  你要寫信給已不鎖教會使者說
[00:00:20.000 --> 00:00:27.000]  拿右手拿著七顆星,在七個金燈台中間行走的寫樣說
[00:00:27.000 --> 00:00:33.000]  我知道你的行為牢固忍耐,也知道你不用忍惡人
[00:00:33.000 --> 00:00:41.000]  你也曾擦然那自稱為使徒卻不是使徒的,看出他們的是假的
[00:00:41.000 --> 00:00:46.000]  你能忍耐,曾為我的命勞苦而不困懼
[00:00:46.000 --> 00:00:49.000]  然而,有一件事我要責備你
[00:00:49.000 --> 00:00:53.000]  就是你把起初的愛心拋棄了
[00:00:53.000 --> 00:00:59.000]  所以你要回想你是從哪裡墜落的,並且要悔改
[00:00:59.000 --> 00:01:02.000]  做起初所做的工作
[00:01:02.000 --> 00:01:08.000]  你若不悔改,我要到你那裡去,把你的燈台重延傳下去
[00:01:08.000 --> 00:01:11.000]  然而,你還有一件可取的事
[00:01:11.000 --> 00:01:14.000]  就是你行惡尼哥拉帕的行為
[00:01:14.000 --> 00:01:17.000]  這種行為也是我所行惡的
[00:01:17.000 --> 00:01:22.000]  凡有已躲的都應當聽聖明向宗教會所說的話
[00:01:22.000 --> 00:01:29.000]  得勝的,我必將神樂園眾生命處的果子賜給他人
[00:01:29.000 --> 00:01:31.000]  經文一段讀法
[00:01:31.000 --> 00:01:35.000]  感謝神,今晚有葛洪彪牧師在我們中間靜悟
[00:01:35.000 --> 00:01:38.000]  葛牧師是本堂的義務傳道
[00:01:38.000 --> 00:01:41.000]  他今晚的講題是「無忘初心」
[00:01:41.000 --> 00:01:44.000]  現在恭請葛牧師進堂
[00:01:44.000 --> 00:01:54.000]  葛牧師:我們一起同心祈禱
[00:01:54.000 --> 00:02:00.000]  我們親愛的天父上帝,願你親自在我們的心靈裡面工作
[00:02:00.000 --> 00:02:03.000]  你的靈去感化我們,感動我們
[00:02:03.000 --> 00:02:06.000]  明白你自己在聖經的教導
[00:02:06.000 --> 00:02:11.000]  讓我們透過聖經的真理走近你自己
[00:02:11.000 --> 00:02:15.000]  我們人的智慧很有限,我們的眼光也很有限
[00:02:15.000 --> 00:02:19.000]  求你將真理的道賜給我們
[00:02:19.000 --> 00:02:21.000]  祈禱奉耶穌基督的名,阿們
[00:02:21.000 --> 00:02:26.000]  感謝神的恩典,讓我和弟兄姊妹分享聖經的信息
[00:02:26.000 --> 00:02:29.000]  經過祈禱和對經文的思考之後
[00:02:29.000 --> 00:02:34.000]  我就選擇了啟示錄第二章一到七節
[00:02:34.000 --> 00:02:37.000]  題目我定為「無忘初心」
[00:02:37.000 --> 00:02:41.000]  我細心讀聖經的經文
[00:02:41.000 --> 00:02:45.000]  我還對照希臘文的原文
[00:02:45.000 --> 00:02:51.000]  也很感恩神賜給我的信息
[00:02:51.000 --> 00:02:56.000]  也很感謝我們的同工幫忙做這些powerpoint
[00:02:56.000 --> 00:02:59.000]  在這次的講道裡面我會集中三點
[00:02:59.000 --> 00:03:01.000]  其實這段經文有很多東西可以講
[00:03:01.000 --> 00:03:03.000]  但我特意選三點
[00:03:03.000 --> 00:03:06.000]  第一點是裡面提到「七個金燈台」
[00:03:06.000 --> 00:03:10.000]  究竟七個金燈台是什麼意思呢?
[00:03:10.000 --> 00:03:13.000]  第二點,經文也提到「生命樹」
[00:03:13.000 --> 00:03:16.000]  生命樹是什麼意思呢?
[00:03:16.000 --> 00:03:22.000]  第三點,當中也提到「聖靈向宗教會說話」
[00:03:22.000 --> 00:03:24.000]  我將這一點推遠一點
[00:03:24.000 --> 00:03:29.000]  我們如何去分辨聖靈向我們說話呢?
[00:03:29.000 --> 00:03:31.000]  這三方面
[00:03:31.000 --> 00:03:35.000]  第一方面,我們看看七個金燈台是什麼意思
[00:03:35.000 --> 00:03:39.000]  剛才啟示錄第二章第一節就提到
[00:03:39.000 --> 00:03:44.000]  「你要寫信給已不鎖教會的使者說
[00:03:44.000 --> 00:03:46.000]  那右手拿著七星
[00:03:46.000 --> 00:03:50.000]  在七個金燈台中行走的說」
[00:03:50.000 --> 00:03:54.000]  這段經文令我想起
[00:03:54.000 --> 00:03:58.000]  舊約聖經《撒加利亞書》第四章一到十四節
[00:03:58.000 --> 00:04:03.000]  裡面這段撒加利亞書的第四章一到十四節
[00:04:03.000 --> 00:04:06.000]  是特別提及到金燈台
[00:04:06.000 --> 00:04:09.000]  你可以打開聖經跟我一起看
[00:04:09.000 --> 00:04:12.000]  在撒加利亞書第四章第二節
[00:04:12.000 --> 00:04:15.000]  「他問我說,你看見了什麼?
[00:04:15.000 --> 00:04:19.000]  我說,我看見了一個純金的燈台
[00:04:19.000 --> 00:04:25.000]  頂上有盞燈,燈台上有七盞燈
[00:04:25.000 --> 00:04:28.000]  每盞有七個管子」
[00:04:28.000 --> 00:04:31.000]  撒加利亞書第四章講得很特別
[00:04:31.000 --> 00:04:33.000]  燈台裡有七盞燈
[00:04:33.000 --> 00:04:37.000]  每盞燈有七個管子
[00:04:37.000 --> 00:04:40.000]  按照猶太拉比的解釋
[00:04:40.000 --> 00:04:44.000]  七盞燈中間那一座代表神
[00:04:44.000 --> 00:04:48.000]  加上左邊和右邊各有三盞燈
[00:04:48.000 --> 00:04:51.000]  所以共有七盞燈
[00:04:51.000 --> 00:04:53.000]  而每盞燈有七個管子
[00:04:53.000 --> 00:04:55.000]  七盞燈有四十九個管子
[00:04:55.000 --> 00:04:57.000]  這是一個說法
[00:04:57.000 --> 00:04:58.000]  也有聖經學者說
[00:04:58.000 --> 00:05:01.000]  其實每盞燈只有一條管子
[00:05:01.000 --> 00:05:03.000]  所以有七條管子
[00:05:03.000 --> 00:05:05.000]  這方面需要再考證
[00:05:05.000 --> 00:05:08.000]  但重要的地方在撒加利亞書第四章第三節
[00:05:08.000 --> 00:05:12.000]  講到旁邊有兩棵橄欖樹
[00:05:12.000 --> 00:05:14.000]  一棵在燈盞的右邊
[00:05:14.000 --> 00:05:17.000]  一棵在燈盞的左邊
[00:05:17.000 --> 00:05:23.000]  為什麼金燈台兩旁有兩棵橄欖樹呢?
[00:05:23.000 --> 00:05:25.000]  撒加利亞書第四章第四節說
[00:05:25.000 --> 00:05:27.000]  「我問與我說話的天智說
[00:05:27.000 --> 00:05:30.000]  主呀!這是什麼意思?」
[00:05:30.000 --> 00:05:32.000]  撒加利亞書第四章第五節說
[00:05:32.000 --> 00:05:35.000]  「與我說話的天智就回答我說
[00:05:35.000 --> 00:05:38.000]  你不知道這是什麼意思嗎?
[00:05:38.000 --> 00:05:40.000]  我說主呀!我不知道」
[00:05:40.000 --> 00:05:44.000]  撒加利亞書第四章第六節說
[00:05:44.000 --> 00:05:45.000]  「他對我說
[00:05:45.000 --> 00:05:50.000]  這是耶和華指示所羅巴伯的萬軍之耶和華說
[00:05:50.000 --> 00:05:53.000]  不是依靠勢力,不是依靠才能
[00:05:53.000 --> 00:05:55.000]  乃是依靠我的靈方能成事」
[00:05:55.000 --> 00:05:58.000]  這節經文大家記得有些詩歌
[00:05:58.000 --> 00:06:01.000]  非勢力、非才能、唯靠那些靈成事
[00:06:01.000 --> 00:06:07.000]  這裡是說當時所羅巴伯是重建聖殿的一個很重要的人物
[00:06:07.000 --> 00:06:09.000]  天智傳話給撒加利亞
[00:06:09.000 --> 00:06:11.000]  要他傳話給省長
[00:06:11.000 --> 00:06:13.000]  那是一個省長所羅巴伯
[00:06:13.000 --> 00:06:16.000]  傳話的內容是要重建聖殿
[00:06:16.000 --> 00:06:21.000]  重建聖殿的工程在主前的538年開始
[00:06:21.000 --> 00:06:26.000]  到主前的520年有18年之久
[00:06:26.000 --> 00:06:29.000]  而猶太人都停止了重建聖殿的工程
[00:06:29.000 --> 00:06:33.000]  所以秘魯歸回的猶太人
[00:06:33.000 --> 00:06:37.000]  已經漸漸失去了重建聖殿的熱情
[00:06:37.000 --> 00:06:42.000]  反而將精力放在發展個人和家庭的事業上
[00:06:42.000 --> 00:06:44.000]  如果繼續這樣下去的話
[00:06:44.000 --> 00:06:49.000]  恐怕重建聖殿的工程會一直拖延下去
[00:06:49.000 --> 00:06:52.000]  在適當的時候神就感動哈蓋
[00:06:52.000 --> 00:06:55.000]  感動撒加利亞將神的心意顯明
[00:06:55.000 --> 00:06:57.000]  神是全能的神
[00:06:57.000 --> 00:06:58.000]  從無做有
[00:06:58.000 --> 00:07:01.000]  他要成就的事是必然會成就的
[00:07:01.000 --> 00:07:04.000]  神要撒加利亞向所羅巴伯傳的話
[00:07:04.000 --> 00:07:07.000]  是叫他快點行動
[00:07:07.000 --> 00:07:09.000]  快點去重建聖殿
[00:07:09.000 --> 00:07:12.000]  所以撒加利亞書四章十節裡面有這樣說
[00:07:12.000 --> 00:07:16.000]  誰藐視這日的事為少呢
[00:07:16.000 --> 00:07:19.000]  大家留心這七眼就出現了七字
[00:07:19.000 --> 00:07:22.000]  是耶和華的眼睛遍察全地
[00:07:22.000 --> 00:07:26.000]  見所羅巴伯手拿扇陀就歡喜
[00:07:26.000 --> 00:07:27.000]  這裡又多了一些
[00:07:27.000 --> 00:07:28.000]  扇陀是什麼呢
[00:07:28.000 --> 00:07:29.000]  一會兒會說
[00:07:29.000 --> 00:07:30.000]  神要行事
[00:07:30.000 --> 00:07:32.000]  誰可以阻擋呢
[00:07:32.000 --> 00:07:39.000]  誰藐視重建聖殿工程的紀念日是一件小事呢
[00:07:39.000 --> 00:07:43.000]  七眼就象徵著耶和華的眼睛遍滿全地
[00:07:43.000 --> 00:07:46.000]  他看管一切的事情
[00:07:46.000 --> 00:07:48.000]  在歷代之下十六章九節就提到
[00:07:48.000 --> 00:07:51.000]  七眼就象傳言一樣
[00:07:51.000 --> 00:07:57.000]  為了什麼耶和華見所羅巴伯手拿扇陀就歡喜呢
[00:07:57.000 --> 00:07:59.000]  扇陀是什麼呢
[00:07:59.000 --> 00:08:00.000]  扇陀是玄石
[00:08:00.000 --> 00:08:01.000]  是揀選之石
[00:08:01.000 --> 00:08:03.000]  是分別為聖的用途
[00:08:03.000 --> 00:08:06.000]  是建築工程的紀錄的石
[00:08:06.000 --> 00:08:08.000]  以前的人會做這件事
[00:08:08.000 --> 00:08:14.000]  神看見所羅巴伯不斷紀錄重建聖殿工程的進度
[00:08:14.000 --> 00:08:15.000]  就非常開心了
[00:08:15.000 --> 00:08:17.000]  因為他有紀錄
[00:08:17.000 --> 00:08:19.000]  我們今天就用ipad
[00:08:19.000 --> 00:08:21.000]  或者用其他的東西
[00:08:21.000 --> 00:08:23.000]  當時用這些工具
[00:08:23.000 --> 00:08:26.000]  在這個背景下我們看回啟示錄
[00:08:26.000 --> 00:08:28.000]  啟示錄第二章第一節的經文
[00:08:28.000 --> 00:08:34.000]  其實很明顯的引用了撒加利亞書四章一到十四節裡面
[00:08:34.000 --> 00:08:35.000]  金燈材
[00:08:35.000 --> 00:08:37.000]  七盞燈的典故
[00:08:37.000 --> 00:08:40.000]  究竟他要說些什麼呢
[00:08:40.000 --> 00:08:42.000]  我的領袖就說
[00:08:42.000 --> 00:08:45.000]  撒加利亞書的處境是要重建聖殿
[00:08:45.000 --> 00:08:47.000]  而啟示錄的處境是什麼呢
[00:08:47.000 --> 00:08:49.000]  要建立教會
[00:08:49.000 --> 00:08:53.000]  撒加利亞書時代猶太人失去初心了
[00:08:53.000 --> 00:08:57.000]  啟示錄的處境是教會受迫害
[00:08:57.000 --> 00:08:59.000]  基督徒都失去初心
[00:08:59.000 --> 00:09:01.000]  所以我改了一個題目
[00:09:01.000 --> 00:09:03.000]  今晚就說到無忘初心
[00:09:03.000 --> 00:09:04.000]  原因是這樣
[00:09:04.000 --> 00:09:07.000]  最近坊間出現很多批評教會的言論
[00:09:07.000 --> 00:09:09.000]  有基督徒受困擾
[00:09:09.000 --> 00:09:11.000]  覺得教會做錯事
[00:09:11.000 --> 00:09:13.000]  某些牧者又做錯事
[00:09:13.000 --> 00:09:14.000]  但是你想想
[00:09:14.000 --> 00:09:16.000]  頂智妹是不是對神的心
[00:09:16.000 --> 00:09:18.000]  對教會的心都冷淡呢
[00:09:18.000 --> 00:09:20.000]  失去了初心呢
[00:09:20.000 --> 00:09:22.000]  我們需要在神的面前謙卑
[00:09:22.000 --> 00:09:25.000]  來去反問我是不是已經失去了
[00:09:25.000 --> 00:09:28.000]  信仰那種結成呢
[00:09:28.000 --> 00:09:29.000]  好了你又再問我
[00:09:29.000 --> 00:09:30.000]  說回經文
[00:09:30.000 --> 00:09:32.000]  究竟七星是什麼呢
[00:09:32.000 --> 00:09:35.000]  啟示錄裏面七個意象當中
[00:09:35.000 --> 00:09:37.000]  每個意象都跟著說
[00:09:37.000 --> 00:09:39.000]  七種的象徵物
[00:09:39.000 --> 00:09:40.000]  很有趣
[00:09:40.000 --> 00:09:41.000]  七封信
[00:09:41.000 --> 00:09:42.000]  七個印
[00:09:42.000 --> 00:09:43.000]  七次吹號
[00:09:43.000 --> 00:09:44.000]  七種奇蹟
[00:09:44.000 --> 00:09:45.000]  七個憤怒的碗
[00:09:45.000 --> 00:09:47.000]  七件末日的事
[00:09:47.000 --> 00:09:48.000]  七句末日的話
[00:09:48.000 --> 00:09:51.000]  到啟示錄一章二十節就說了
[00:09:51.000 --> 00:09:54.000]  那七星就是七個教會的使者
[00:09:54.000 --> 00:09:56.000]  當時是說了七個教會
[00:09:56.000 --> 00:09:57.000]  啟示錄裏面
[00:09:57.000 --> 00:09:59.000]  而這個七個金燈台
[00:09:59.000 --> 00:10:01.000]  就是這七個教會
[00:10:01.000 --> 00:10:03.000]  故事就是這樣
[00:10:03.000 --> 00:10:07.000]  主耶穌是右手拿著七星的主
[00:10:07.000 --> 00:10:08.000]  拿著是什麼意思呢
[00:10:08.000 --> 00:10:10.000]  右手是什麼意思呢
[00:10:10.000 --> 00:10:12.000]  右手是代表著權力
[00:10:12.000 --> 00:10:14.000]  拿著是掌管和保護
[00:10:14.000 --> 00:10:17.000]  主耶穌用右手拿著這七星的意思就是
[00:10:17.000 --> 00:10:22.000]  他用權力掌管和保護這七個教會的使者
[00:10:22.000 --> 00:10:27.000]  主耶穌在七個金燈台中間行走是什麼意思呢
[00:10:27.000 --> 00:10:30.000]  行走是不斷的監察
[00:10:30.000 --> 00:10:32.000]  不斷的修理
[00:10:32.000 --> 00:10:34.000]  不斷的看顧他的教會
[00:10:34.000 --> 00:10:36.000]  啟示錄第二章第一節
[00:10:36.000 --> 00:10:40.000]  你要寫信給已不鎖教會的使者說
[00:10:40.000 --> 00:10:42.000]  拿右手拿著七星
[00:10:42.000 --> 00:10:45.000]  在七個金燈台中間行走的
[00:10:45.000 --> 00:10:49.000]  意思就是主耶穌用右手拿著這七星
[00:10:49.000 --> 00:10:54.000]  就是用權力掌握和保護這七個教會的使者
[00:10:54.000 --> 00:10:57.000]  在七個金燈台中間行走是什麼意思呢
[00:10:57.000 --> 00:11:03.000]  主耶穌不斷的監察、修理、看顧著這七個教會
[00:11:03.000 --> 00:11:05.000]  對於現代基督徒來說
[00:11:05.000 --> 00:11:07.000]  啟示錄第一章二十節所說的
[00:11:07.000 --> 00:11:10.000]  拿七星就是七個教會的使者
[00:11:10.000 --> 00:11:14.000]  七星可以延伸到歷代一切侍奉神的人
[00:11:14.000 --> 00:11:17.000]  而七個金燈台也可以七個教會
[00:11:17.000 --> 00:11:19.000]  也可以代表著全教會
[00:11:19.000 --> 00:11:22.000]  我都知道你們今晚聽會辛苦一點
[00:11:22.000 --> 00:11:25.000]  但是我覺得對我來說是很大的得著
[00:11:25.000 --> 00:11:28.000]  究竟我們有沒有失去對神的熱心
[00:11:28.000 --> 00:11:30.000]  對聖經的愛慕呢
[00:11:30.000 --> 00:11:34.000]  大家知不知道「以不鎖」這個字的原意是什麼
[00:11:34.000 --> 00:11:37.000]  「以不鎖」這個字的原意就是愛慕
[00:11:37.000 --> 00:11:39.000]  你可以去熱心
[00:11:39.000 --> 00:11:43.000]  所以「以不鎖」按名字是應該愛慕神的
[00:11:43.000 --> 00:11:46.000]  但是很可惜它也失去初心
[00:11:46.000 --> 00:11:50.000]  第二部分我們說說生命樹
[00:11:50.000 --> 00:11:52.000]  這段經文出現了生命樹
[00:11:52.000 --> 00:11:56.000]  但是你留心剛才我讀撒加里亞書第四章十一節的時候
[00:11:56.000 --> 00:12:00.000]  就說到金燈台左邊右邊有兩棵橄欖樹
[00:12:00.000 --> 00:12:04.000]  但這次啟示錄第二章不是說橄欖樹
[00:12:04.000 --> 00:12:06.000]  是說生命樹
[00:12:06.000 --> 00:12:08.000]  這個問題值得探討
[00:12:08.000 --> 00:12:11.000]  撒加里亞書第四章十二節說
[00:12:11.000 --> 00:12:13.000]  第二次問我這兩根橄欖枝
[00:12:13.000 --> 00:12:19.000]  在兩個流出金色油的金嘴旁邊是什麼意思
[00:12:19.000 --> 00:12:20.000]  他說很糟糕
[00:12:20.000 --> 00:12:25.000]  原來撒加里亞書的金燈台兩邊有兩棵橄欖樹
[00:12:25.000 --> 00:12:27.000]  橄欖樹連在一起的時候
[00:12:27.000 --> 00:12:31.000]  好像有個金嘴流橄欖油
[00:12:31.000 --> 00:12:33.000]  流到那些燈那裡
[00:12:33.000 --> 00:12:34.000]  很有趣吧
[00:12:34.000 --> 00:12:37.000]  你有沒有想過這個圖像
[00:12:37.000 --> 00:12:40.000]  金燈台要有油才可以點燃
[00:12:40.000 --> 00:12:43.000]  其實這裡對很多弟兄姊妹來說
[00:12:43.000 --> 00:12:45.000]  他也有一點誤解
[00:12:45.000 --> 00:12:50.000]  耶穌說我們不要把燈放在斗底下
[00:12:50.000 --> 00:12:53.000]  我們要放在台上為主發光
[00:12:53.000 --> 00:12:55.000]  這個道理很對
[00:12:55.000 --> 00:12:57.000]  但你有沒有想過那些燈
[00:12:57.000 --> 00:13:00.000]  其實那些油燈很快就要加油
[00:13:00.000 --> 00:13:02.000]  所以有首歌《我的燈需要油》
[00:13:02.000 --> 00:13:05.000]  你想想每天要加油多少次
[00:13:05.000 --> 00:13:06.000]  無限次
[00:13:06.000 --> 00:13:08.000]  幾個小時就要加油
[00:13:08.000 --> 00:13:12.000]  但撒加里亞書說金燈台有兩棵橄欖樹
[00:13:12.000 --> 00:13:15.000]  不停有上等的橄欖油
[00:13:15.000 --> 00:13:17.000]  也不經人手
[00:13:17.000 --> 00:13:21.000]  總之你不用輪班去浸油
[00:13:21.000 --> 00:13:23.000]  這個點過很有意思
[00:13:23.000 --> 00:13:29.000]  神是用橄欖樹來提醒燈台不斷照亮
[00:13:29.000 --> 00:13:31.000]  在啟示錄裡說金燈台
[00:13:31.000 --> 00:13:33.000]  你怎樣去照亮呢
[00:13:33.000 --> 00:13:34.000]  各位弟兄姊妹
[00:13:34.000 --> 00:13:35.000]  我這裡扯開一點
[00:13:35.000 --> 00:13:38.000]  不是你放在自己作為燈台上
[00:13:38.000 --> 00:13:40.000]  你就會發光
[00:13:40.000 --> 00:13:43.000]  你的生命不連著油的源頭
[00:13:43.000 --> 00:13:46.000]  你是很快會完的
[00:13:46.000 --> 00:13:48.000]  所以這裡真的很值得我們
[00:13:48.000 --> 00:13:50.000]  我看完之後覺得很有收穫
[00:13:50.000 --> 00:13:56.000]  所以看到原來金燈台有這樣的故事
[00:13:56.000 --> 00:14:00.000]  撒加里亞書說兩棵橄欖樹代表兩個受高者
[00:14:00.000 --> 00:14:02.000]  究竟是誰呢
[00:14:02.000 --> 00:14:03.000]  有人說是所羅伯伯
[00:14:03.000 --> 00:14:06.000]  另一個是當時的大祭司約書亞
[00:14:06.000 --> 00:14:09.000]  撒加里亞書第三章提到
[00:14:09.000 --> 00:14:11.000]  大祭司約書亞要恢復職位
[00:14:11.000 --> 00:14:13.000]  暗示聖殿崇拜即將恢復
[00:14:13.000 --> 00:14:16.000]  因為當時聖殿是
[00:14:16.000 --> 00:14:18.000]  當時猶太人秘魯去巴比倫
[00:14:18.000 --> 00:14:20.000]  那聖殿根本就廢了
[00:14:20.000 --> 00:14:22.000]  現在是重新恢復
[00:14:22.000 --> 00:14:26.000]  省長所羅伯伯和大祭司約書亞都是神的受高者
[00:14:26.000 --> 00:14:29.000]  完成重建聖殿之後
[00:14:29.000 --> 00:14:30.000]  是用來做什麼呢
[00:14:30.000 --> 00:14:32.000]  當然是恢復聖殿崇拜
[00:14:32.000 --> 00:14:35.000]  重建聖殿不單是祭司的責任
[00:14:35.000 --> 00:14:38.000]  也是當時猶太領袖的責任
[00:14:38.000 --> 00:14:41.000]  是要為整個猶太群體去負責任
[00:14:41.000 --> 00:14:46.000]  撒加里亞書提到兩根橄欖樹留的橄欖油
[00:14:46.000 --> 00:14:48.000]  從金咀樓到金燈台
[00:14:48.000 --> 00:14:50.000]  七盞燈的管子
[00:14:50.000 --> 00:14:53.000]  剛才提到的管子原來是這樣用的
[00:14:53.000 --> 00:14:55.000]  是不用人手加添的
[00:14:55.000 --> 00:14:58.000]  到第二章第七節
[00:14:58.000 --> 00:14:59.000]  他不提到這件事
[00:14:59.000 --> 00:15:01.000]  他提到神的樂園中的生命樹
[00:15:01.000 --> 00:15:05.000]  我後面也括了希臘文
[00:15:05.000 --> 00:15:09.000]  是亞當未墮落之前伊甸園的景況
[00:15:09.000 --> 00:15:11.000]  你想想生命樹這個故事
[00:15:11.000 --> 00:15:14.000]  是《創世記》第一、二章裏的事
[00:15:14.000 --> 00:15:19.000]  他和夏娃可以吃生命園中所有樹的果子
[00:15:19.000 --> 00:15:23.000]  但是不可以吃那棵分別善惡樹的果子
[00:15:23.000 --> 00:15:26.000]  《創世記》第三章說他們犯罪之後
[00:15:26.000 --> 00:15:30.000]  神就禁止他們接近那棵生命樹
[00:15:30.000 --> 00:15:33.000]  不可以再吃生命樹的果子
[00:15:33.000 --> 00:15:35.000]  還要趕他們離開伊甸園
[00:15:35.000 --> 00:15:37.000]  大家還記不記得這件事
[00:15:37.000 --> 00:15:42.000]  所以為何在第二章第七節提到樂園
[00:15:42.000 --> 00:15:43.000]  即是伊甸園
[00:15:43.000 --> 00:15:46.000]  生命樹是甚麼意思
[00:15:46.000 --> 00:15:49.000]  他說現在耶穌基督為人類死
