
[00:00:00.000 --> 00:00:04.620]  感恩再一次我們在晚上去研讀羅馬書
[00:00:04.620 --> 00:00:09.080]  我們很盼望能夠對每一段特別重要的分段
[00:00:09.080 --> 00:00:12.400]  能夠掌握對裡面的
[00:00:12.400 --> 00:00:15.440]  仕途堡羅想要帶出的訊息
[00:00:15.440 --> 00:00:18.800]  那個神學的脈絡
[00:00:18.800 --> 00:00:21.360]  我們能夠慢慢地去掌握
[00:00:21.360 --> 00:00:26.280]  以致當我們自己去再研讀其他經卷的時候
[00:00:26.280 --> 00:00:31.880]  我們都能夠有把握對經文的上下文可以來了解
[00:00:31.880 --> 00:00:35.400]  羅馬書是引述很多舊約經卷
[00:00:35.400 --> 00:00:38.040]  盼望我們一路看的時候
[00:00:38.040 --> 00:00:43.880]  又可以掌握到堡羅他對舊約的引用
[00:00:43.880 --> 00:00:48.560]  讓我們都能夠看到聖經的一致性
[00:00:48.560 --> 00:00:52.000]  舊約、新約不是分割的
[00:00:52.000 --> 00:00:57.400]  而是一個整全的重要的神的啟示的訊息
[00:00:57.400 --> 00:00:58.920]  求神帶領我們
[00:00:58.920 --> 00:01:02.320]  多謝你讓我們能夠在壽呼節之前
[00:01:02.320 --> 00:01:06.800]  一起去思想主耶穌十字架的救恩
[00:01:06.800 --> 00:01:09.120]  帶給我們人類的拯救
[00:01:09.120 --> 00:01:11.960]  很盼望我們在《查經班》裡面
[00:01:11.960 --> 00:01:16.600]  我們深入對整個羅馬書的恩訊、清義
[00:01:16.600 --> 00:01:20.400]  是有很基本、握要的認識
[00:01:20.400 --> 00:01:26.080]  使我們能夠對全福音有信心、有把握
[00:01:26.080 --> 00:01:30.160]  我們一起仰望等候奉耶穌基督的名
[00:01:30.160 --> 00:01:31.600]  阿們
[00:01:31.600 --> 00:01:34.280]  好,我們繼續第七講
[00:01:34.280 --> 00:01:36.920]  仍然停留在一個重要的段落
[00:01:36.920 --> 00:01:42.760]  也是堡羅在他講恩訊、清義的救恩的時候
[00:01:42.760 --> 00:01:46.840]  他提到萬民其實是規缺神的義
[00:01:46.840 --> 00:01:49.480]  萬民都需要恩訊、清義
[00:01:49.480 --> 00:01:52.880]  在一章的十六、十七節
[00:01:52.880 --> 00:01:59.640]  相當要緊就是將福音
[00:01:59.640 --> 00:02:01.960]  什麼是福音呢?
[00:02:01.960 --> 00:02:06.840]  來到他講了很重要的答案
[00:02:06.840 --> 00:02:13.800]  就是必須要恩訊以至於信的信心
[00:02:13.800 --> 00:02:16.760]  連上耶穌基督的義
[00:02:16.760 --> 00:02:19.160]  我們就可以得到神的義
[00:02:19.160 --> 00:02:23.200]  接著一章十八節
[00:02:23.200 --> 00:02:25.440]  我們上兩個星期開始看
[00:02:25.440 --> 00:02:30.760]  提到萬民都是活在神的憤怒之中
[00:02:30.760 --> 00:02:35.480]  因為我們都是虧欠神的義
[00:02:35.480 --> 00:02:39.000]  所以我們自己怎樣進行
[00:02:39.000 --> 00:02:44.880]  都不能夠符合滿足神的義標準、要求
[00:02:44.880 --> 00:02:47.600]  所以堡羅由一章十八節
[00:02:47.600 --> 00:02:50.000]  一直到三章二十節
[00:02:50.000 --> 00:02:53.440]  就很清楚講有三類的人
[00:02:53.440 --> 00:02:56.120]  都是虧欠神的義
[00:02:56.120 --> 00:02:59.240]  這三類人等於全民
[00:02:59.240 --> 00:03:04.320]  所以結論就是萬民都需要恩訊、清義
[00:03:04.320 --> 00:03:07.360]  萬民都是在神的憤怒之下
[00:03:07.360 --> 00:03:09.360]  所以三章二十一節
[00:03:09.360 --> 00:03:13.600]  又是剛剛頭尾呼應的答案
[00:03:13.600 --> 00:03:19.200]  中間就是需要救恩的原因
[00:03:19.200 --> 00:03:22.200]  後尾就是救恩的答案
[00:03:22.200 --> 00:03:26.720]  就是恩訊藉著耶穌的補血
[00:03:26.720 --> 00:03:28.360]  所以三章二十一節
[00:03:28.360 --> 00:03:31.800]  就是另外一個更詳細的
[00:03:31.800 --> 00:03:39.680]  講到怎樣可以在神的義裏得到永生
[00:03:39.680 --> 00:03:44.400]  所以我們一直在這幾堂集中講
[00:03:44.400 --> 00:03:52.680]  堡羅列舉萬民在神面前實際真正的光景
[00:03:52.680 --> 00:03:57.120]  所以我們留意到一章十八節到結尾
[00:03:57.120 --> 00:04:02.520]  很多時候是講他們、你們等等的眾數
[00:04:02.520 --> 00:04:04.240]  但到了第二章
[00:04:04.240 --> 00:04:08.600]  一而再出現了你這個假設性的人物
[00:04:08.600 --> 00:04:12.960]  即是說某一個類別的人的代表
[00:04:12.960 --> 00:04:19.240]  其實就是泛指著在這樣的形態生活的人
[00:04:19.240 --> 00:04:25.520]  其實就是在這種狀況、類別底下的人
[00:04:25.520 --> 00:04:29.720]  這些人在神的眼中又是怎樣的光景呢?
[00:04:29.720 --> 00:04:33.840]  堡羅列又是很仔細地探討
[00:04:33.840 --> 00:04:35.960]  所以我們又可以回到
[00:04:35.960 --> 00:04:39.160]  我們上一次講到二章十一節
[00:04:39.160 --> 00:04:43.840]  特別強調神是不偏待人的
[00:04:43.840 --> 00:04:47.280]  所以幫大家透過這裏的講解
[00:04:47.280 --> 00:04:50.280]  我們在組織的分段
[00:04:50.280 --> 00:04:54.400]  一章如果大體上來說
[00:04:54.400 --> 00:04:57.600]  一章(沒聲音)
[00:04:57.600 --> 00:05:00.520]  沒聲音的意思是甚麼?
[00:05:00.520 --> 00:05:08.240]  對不起 是收不到嗎?
[00:05:08.240 --> 00:05:11.840]  是不是聽不到我說話?
[00:05:11.840 --> 00:05:16.560]  聽到的 聽到的
[00:05:16.560 --> 00:05:19.560]  OK OK
[00:05:19.560 --> 00:05:22.400]  我們繼續
[00:05:22.400 --> 00:05:26.080]  很重要的是我們在這個分段裏面
[00:05:26.080 --> 00:05:30.600]  要掌握到堡羅想要大進的救恩
[00:05:30.600 --> 00:05:33.840]  當然大進救恩不只是解釋救恩
[00:05:33.840 --> 00:05:36.760]  而是很想羅馬的教會
[00:05:36.760 --> 00:05:41.800]  支持他在宣教事業裏面
[00:05:41.800 --> 00:05:47.040]  同心地向萬民、未得之民傳福音
[00:05:47.040 --> 00:05:51.480]  這是這本羅馬書重要的寫作目的
[00:05:51.480 --> 00:05:53.800]  不只是講恩信清義
[00:05:53.800 --> 00:05:55.320]  這是很重要的
[00:05:55.320 --> 00:05:58.520]  但亦很清楚讓我們看到
[00:05:58.520 --> 00:06:02.520]  堡羅既然是神所呼召
[00:06:02.520 --> 00:06:06.440]  來被選召成為使徒
[00:06:06.440 --> 00:06:10.560]  就是要特派傳神的福音
[00:06:10.560 --> 00:06:13.960]  這是他很清楚自己人生的召命
[00:06:13.960 --> 00:06:20.120]  他將這件事跟羅馬的教會分享
[00:06:20.120 --> 00:06:24.400]  所以他很想去到羅馬
[00:06:24.400 --> 00:06:30.160]  將他所得著的恩典
[00:06:30.160 --> 00:06:32.400]  跟羅馬的教會分享
[00:06:32.400 --> 00:06:36.640]  所以我們在總綱裏面
[00:06:36.640 --> 00:06:38.840]  一至十五節
[00:06:38.840 --> 00:06:42.240]  你可以說是堡羅的夢召、侍奉
[00:06:42.240 --> 00:06:44.760]  接著十六節很快就說
[00:06:44.760 --> 00:06:47.320]  他不以福音為恥
[00:06:47.320 --> 00:06:49.640]  福音是神的大能
[00:06:49.640 --> 00:06:52.800]  要救一切相信的人
[00:06:52.800 --> 00:06:55.040]  所以這個能力
[00:06:55.040 --> 00:06:57.600]  在我們作為傳福音的人
[00:06:57.600 --> 00:06:59.920]  我們記得要讓人
[00:06:59.920 --> 00:07:01.520]  將他帶進去
[00:07:01.520 --> 00:07:04.400]  他自己看到自己生命的需要
[00:07:04.400 --> 00:07:06.480]  他去求告主名
[00:07:06.480 --> 00:07:08.480]  他一求告就可以得救
[00:07:08.480 --> 00:07:11.760]  所以這是一個大能的彰顯
[00:07:11.760 --> 00:07:15.280]  我們能夠叫人去求告主
[00:07:15.280 --> 00:07:18.920]  這是一個很大的能力的彰顯
[00:07:18.920 --> 00:07:20.920]  所以不是我們的能力
[00:07:20.920 --> 00:07:22.240]  是神的能力
[00:07:22.240 --> 00:07:23.840]  是聖靈的能力
[00:07:23.840 --> 00:07:29.520]  在不信、拒絕、承認、拒絕、接受
[00:07:29.520 --> 00:07:34.200]  有神、有真理的世界、世人
[00:07:34.200 --> 00:07:36.800]  其實都是蒙昧、無知的
[00:07:36.800 --> 00:07:40.720]  但是神的作為就可以這樣來彰顯
[00:07:40.720 --> 00:07:43.280]  所以一章十六、十七節
[00:07:43.280 --> 00:07:49.320]  就是恩順、清義、萬民可以得救的保證
[00:07:49.320 --> 00:07:51.040]  那個答案
[00:07:51.040 --> 00:07:53.560]  接著一章十八節
[00:07:53.560 --> 00:07:55.560]  一直到三章二十節
[00:07:55.560 --> 00:07:58.040]  就是那個內容
[00:07:58.040 --> 00:08:01.720]  什麼人需要福音
[00:08:01.720 --> 00:08:03.240]  為什麼需要福音
[00:08:03.240 --> 00:08:08.120]  因為萬民都是在神的義之外
[00:08:08.120 --> 00:08:10.120]  在神的憤怒裡面
[00:08:10.120 --> 00:08:12.960]  這是人的光景
[00:08:12.960 --> 00:08:16.480]  所以其實我們越信主就越發現
[00:08:16.480 --> 00:08:18.240]  三個類別
[00:08:18.240 --> 00:08:20.920]  我們差不多都有了
[00:08:20.920 --> 00:08:24.280]  當然我們絕對不是肉身的猶太人
[00:08:24.280 --> 00:08:28.200]  但是有時候那種狀況
[00:08:28.200 --> 00:08:30.840]  都有些很相似的地方
[00:08:30.840 --> 00:08:32.320]  我們繼續下去
[00:08:32.320 --> 00:08:34.600]  大家看著這個重點
[00:08:34.600 --> 00:08:37.360]  要留意這些分段
[00:08:37.360 --> 00:08:39.640]  其實都是重要的分段
[00:08:39.640 --> 00:08:43.680]  接著我們看回上一次我們還沒講完的
[00:08:43.680 --> 00:08:46.960]  我們看到第二章的一到十一節
[00:08:46.960 --> 00:08:50.560]  似乎真的不是叫映射
[00:08:50.560 --> 00:08:57.360]  真的好像就著一些當時相當有哲理
[00:08:57.360 --> 00:08:59.360]  也都有理想
[00:08:59.360 --> 00:09:01.360]  有他們的生活上面
[00:09:01.360 --> 00:09:03.760]  某程度是他們認為的
[00:09:03.760 --> 00:09:06.240]  憑著自己的心靈
[00:09:06.240 --> 00:09:07.680]  自己的理想
[00:09:07.680 --> 00:09:08.920]  來去活
[00:09:08.920 --> 00:09:16.280]  就可以得著那個比其他人更好的將來的永生
[00:09:16.280 --> 00:09:19.080]  但是保羅斷言說了
[00:09:19.080 --> 00:09:24.840]  這些人其實一直不能夠每分每秒地行神的要求
[00:09:24.840 --> 00:09:28.200]  所以二章的十三節
[00:09:28.200 --> 00:09:32.000]  就是凡是沒有律法犯了罪
[00:09:32.000 --> 00:09:34.880]  也必不按律法滅亡
[00:09:34.880 --> 00:09:37.280]  凡在律法以下犯了罪
[00:09:37.280 --> 00:09:39.760]  也必按律法受審判
[00:09:39.760 --> 00:09:41.200]  十三節就是這樣說
[00:09:41.200 --> 00:09:43.400]  原來在神的面前
[00:09:43.400 --> 00:09:45.760]  不是聽律法的遺疑
[00:09:45.760 --> 00:09:47.960]  是行律法的清義
[00:09:47.960 --> 00:09:50.720]  所以沒有律法的外邦人
[00:09:50.720 --> 00:09:52.720]  如果他能夠做到
