
[00:00:00.000 --> 00:00:04.500]  約翰福音十七章一至五節
[00:00:04.500 --> 00:00:07.000]  耶穌說了這些話
[00:00:07.000 --> 00:00:09.000]  周舉目望天
[00:00:09.000 --> 00:00:12.500]  說:夫啊!時候到了
[00:00:12.500 --> 00:00:15.500]  願祢榮耀祢的兒子
[00:00:15.500 --> 00:00:18.500]  使兒子也榮耀祢
[00:00:18.500 --> 00:00:23.500]  因為祢曾賜給他權柄
[00:00:23.500 --> 00:00:26.500]  掌管凡血肉之軀的
[00:00:26.500 --> 00:00:31.500]  使祂把永生賜給祢所賜給祂的人
[00:00:31.500 --> 00:00:34.500]  認識祢獨一的真神
[00:00:34.500 --> 00:00:38.500]  並且認識祢所差來的耶穌基督
[00:00:38.500 --> 00:00:41.000]  這就是永生
[00:00:41.000 --> 00:00:44.500]  我在地上已經榮耀祢
[00:00:44.500 --> 00:00:48.500]  祢交給我做的工作
[00:00:48.500 --> 00:00:50.500]  我已完成了
[00:00:50.500 --> 00:00:55.500]  夫啊!現在求祢使我在祢面前得榮耀
[00:00:55.500 --> 00:00:59.000]  就是在未有世界以前
[00:00:59.000 --> 00:01:02.000]  我和祢享有的榮耀
[00:01:02.000 --> 00:01:04.500]  現在恭請曾牧師
[00:01:04.500 --> 00:01:07.500]  各位弟兄姊妹早安
[00:01:07.500 --> 00:01:09.500]  我們先一起祈禱
[00:01:09.500 --> 00:01:11.500]  再一次感謝主
[00:01:11.500 --> 00:01:13.500]  讓我們在清晨的時間
[00:01:13.500 --> 00:01:18.500]  我們先有敬拜、抹餅、紀念祢的時候
[00:01:18.500 --> 00:01:22.500]  亦有我們現在去向神的話語講解
[00:01:22.500 --> 00:01:25.500]  等候神的教導的時間
[00:01:25.500 --> 00:01:27.500]  願主在我們中間
[00:01:27.500 --> 00:01:29.500]  祢得到一切的榮耀
[00:01:29.500 --> 00:01:31.500]  更加讓我們能夠明白
[00:01:31.500 --> 00:01:34.500]  願意有力量去遵行祢的旨意
[00:01:34.500 --> 00:01:36.500]  我們這樣的祈禱
[00:01:36.500 --> 00:01:38.500]  奉耶穌基督的名
[00:01:38.500 --> 00:01:40.500]  阿們
[00:01:40.500 --> 00:01:42.500]  十二月份
[00:01:42.500 --> 00:01:44.500]  曾牧師在年初的時候編了
[00:01:44.500 --> 00:01:48.500]  這個月會講約翰福音第十七章
[00:01:48.500 --> 00:01:51.500]  會分幾個段落講
[00:01:51.500 --> 00:01:55.500]  都頗為重要的
[00:01:55.500 --> 00:01:57.500]  因為這一章聖經
[00:01:57.500 --> 00:02:02.500]  是講耶穌在祂未上十字架之前
[00:02:02.500 --> 00:02:04.500]  來祈禱
[00:02:04.500 --> 00:02:09.500]  這一章聖經可以很簡單地分了三個段落
[00:02:09.500 --> 00:02:12.500]  很自然地就能夠分到三個段落
[00:02:12.500 --> 00:02:14.500]  你稍為望一望都看到
[00:02:14.500 --> 00:02:18.500]  三個段落的分別很鮮明
[00:02:18.500 --> 00:02:21.500]  第一個段落當然就是今天我們講的一召
[00:02:21.500 --> 00:02:22.500]  第五節
[00:02:22.500 --> 00:02:25.500]  耶穌先為自己祈禱
[00:02:25.500 --> 00:02:28.500]  然後第六節一直到第十九節
[00:02:28.500 --> 00:02:31.500]  耶穌為門徒祈禱
[00:02:31.500 --> 00:02:34.500]  尤其是針對耶穌升天之後
[00:02:34.500 --> 00:02:37.500]  門徒仍然在世上的時候
[00:02:37.500 --> 00:02:39.500]  當門徒要傳道
[00:02:39.500 --> 00:02:41.500]  耶穌為這些門徒祈禱
[00:02:41.500 --> 00:02:44.500]  當然就是和祂現在正在走去
[00:02:44.500 --> 00:02:47.500]  這個吸倫溪
[00:02:47.500 --> 00:02:52.500]  和這個喀西瑪利園的地方的門徒
[00:02:52.500 --> 00:02:54.500]  因為十八章第一節這樣講
[00:02:54.500 --> 00:02:56.500]  耶穌說了這些話
[00:02:56.500 --> 00:03:00.500]  就和門徒出去過了吸倫溪
[00:03:00.500 --> 00:03:02.500]  在那裡有一個園子
[00:03:02.500 --> 00:03:05.500]  祂和門徒進去了
[00:03:05.500 --> 00:03:09.500]  相當明顯就是講到喀西瑪利園
[00:03:09.500 --> 00:03:11.500]  第三個段落就更清楚
[00:03:11.500 --> 00:03:14.500]  就是第二十節到第二十六節
[00:03:14.500 --> 00:03:17.500]  我不單止為這些人祈求
[00:03:17.500 --> 00:03:19.500]  即是十一個門徒
[00:03:19.500 --> 00:03:23.500]  也為那些藉著他們的話信我的人祈求
[00:03:23.500 --> 00:03:25.500]  使他們合而為一
[00:03:25.500 --> 00:03:27.500]  後面我們也不看了
[00:03:27.500 --> 00:03:29.500]  因為既然分了三個段落
[00:03:29.500 --> 00:03:33.500]  所以第三個段落我就今天不處理了
[00:03:33.500 --> 00:03:36.500]  只會集中看第一到第五節
[00:03:36.500 --> 00:03:39.500]  首先有些經文上下文的分析
[00:03:39.500 --> 00:03:41.500]  給大家有一個輪廓
[00:03:41.500 --> 00:03:44.500]  其實希望大家是應該熟悉這些經文
[00:03:44.500 --> 00:03:46.500]  變成講解的時候
[00:03:46.500 --> 00:03:50.500]  就不需要不斷再將很多的背景和大家講
[00:03:50.500 --> 00:03:52.500]  你已經有個輪廓
[00:03:52.500 --> 00:03:54.500]  很特別的
[00:03:54.500 --> 00:03:59.500]  約翰福音第十七章是整張耶穌的祈禱
[00:03:59.500 --> 00:04:01.500]  但剛才我們已經說了
[00:04:01.500 --> 00:04:05.500]  十八章耶穌就帶著門徒出去
[00:04:05.500 --> 00:04:07.500]  經過吸輪溪之後
[00:04:07.500 --> 00:04:09.500]  就去到那個園
[00:04:09.500 --> 00:04:14.500]  很肯定就是符雷福音所講的喀西瑪利園
[00:04:14.500 --> 00:04:16.500]  三卷的符雷福音
[00:04:16.500 --> 00:04:18.500]  馬太馬可路加
[00:04:18.500 --> 00:04:24.500]  都有不約而同的在喀西瑪利園耶穌的祈禱
[00:04:24.500 --> 00:04:26.500]  其中最重要的就是
[00:04:26.500 --> 00:04:29.500]  耶穌說倘若可行的
[00:04:29.500 --> 00:04:31.500]  就叫這個虎杯撤去
[00:04:31.500 --> 00:04:32.500]  然而
[00:04:32.500 --> 00:04:34.500]  然而甚麼?
[00:04:34.500 --> 00:04:37.500]  不要照我的意思
[00:04:37.500 --> 00:04:39.500]  要照你的意思
[00:04:39.500 --> 00:04:41.500]  三卷的福音書
[00:04:41.500 --> 00:04:44.500]  都是這樣記載耶穌的祈禱
[00:04:44.500 --> 00:04:47.500]  當然其中馬可就更具體
[00:04:47.500 --> 00:04:48.500]  更加全神
[00:04:48.500 --> 00:04:50.500]  就說耶穌祈禱的時候
[00:04:50.500 --> 00:04:53.500]  他的汗好像血點那麼大
[00:04:53.500 --> 00:04:54.500]  滴落地上
[00:04:54.500 --> 00:05:00.500]  你就知道那一刻是一個很強烈的一個爭戰
[00:05:00.500 --> 00:05:02.500]  面對好像魔鬼
[00:05:02.500 --> 00:05:04.500]  黑暗的勢力
[00:05:04.500 --> 00:05:06.500]  要籠罩著整個喀西瑪利園
[00:05:06.500 --> 00:05:08.500]  當然是耶穌的心靈
[00:05:08.500 --> 00:05:11.500]  要面對他就快要上十字架
[00:05:11.500 --> 00:05:13.500]  就快要被捉拿
[00:05:13.500 --> 00:05:15.500]  就快要來到審問
[00:05:15.500 --> 00:05:18.500]  就快要來到無理的被虐待
[00:05:18.500 --> 00:05:21.500]  就快要來到被釘十字架
[00:05:21.500 --> 00:05:24.500]  在這個葛國他獨留地
[00:05:24.500 --> 00:05:28.500]  就快要去到一個一無所有的死亡
[00:05:28.500 --> 00:05:30.500]  進入陰間
[00:05:30.500 --> 00:05:32.500]  這個就是耶穌
[00:05:32.500 --> 00:05:34.500]  所以喀西瑪利園的祈禱
[00:05:34.500 --> 00:05:37.500]  三卷福音書都記載
[00:05:37.500 --> 00:05:39.500]  唯獨若行福音
[00:05:39.500 --> 00:05:41.500]  沒有興趣去記載
[00:05:41.500 --> 00:05:42.500]  很特別
[00:05:42.500 --> 00:05:45.500]  反而記載了一章聖經
[00:05:45.500 --> 00:05:48.500]  耶穌為自己
[00:05:48.500 --> 00:05:49.500]  為門徒
[00:05:49.500 --> 00:05:51.500]  為將來的門徒
[00:05:51.500 --> 00:05:52.500]  歷世歷代
[00:05:52.500 --> 00:05:55.500]  因為門徒的說話
[00:05:55.500 --> 00:05:57.500]  而信主的人祈禱
[00:05:57.500 --> 00:05:58.500]  很特別的
[00:05:58.500 --> 00:06:04.500]  這章聖經就成為很多解經家的研究的一個對象
[00:06:04.500 --> 00:06:07.500]  很多都稱為大祭司的祈禱
[00:06:07.500 --> 00:06:10.500]  當然怎樣來就不去和大家分析了
[00:06:10.500 --> 00:06:13.500]  不過我們要留意第一節開始
[00:06:13.500 --> 00:06:17.500]  等一下我會再和大家看看上文
[00:06:17.500 --> 00:06:18.500]  一節
