
[00:00:00.000 --> 00:00:02.240]  大家一聽就知道
[00:00:02.240 --> 00:00:04.240]  是一套劇集的主題曲
[00:00:04.240 --> 00:00:06.520]  這套劇集很長壽
[00:00:06.520 --> 00:00:08.720]  由2012年開始
[00:00:08.720 --> 00:00:13.320]  最少會有2295集
[00:00:13.320 --> 00:00:16.640]  很多人已經將晚上八點
[00:00:16.640 --> 00:00:19.200]  定為愛回家時段
[00:00:19.200 --> 00:00:21.200]  其實提醒人
[00:00:21.200 --> 00:00:23.200]  八點就回家了
[00:00:23.200 --> 00:00:25.680]  家人在等著你
[00:00:25.680 --> 00:00:27.680]  很喜歡這首歌
[00:00:27.680 --> 00:00:29.920]  因為除了它旋律輕快
[00:00:29.920 --> 00:00:31.920]  一聽就想跳舞
[00:00:31.920 --> 00:00:34.520]  歌詞更加講述
[00:00:34.520 --> 00:00:36.520]  我們為何要回家
[00:00:36.520 --> 00:00:38.520]  因為它說
[00:00:38.520 --> 00:00:41.320]  家永遠是我們的避風港
[00:00:41.320 --> 00:00:42.920]  在家裏面
[00:00:42.920 --> 00:00:45.720]  我們可以享有閒情逸致
[00:00:45.720 --> 00:00:49.920]  始終家是給我們最溫暖的感覺
[00:00:49.920 --> 00:00:51.920]  不知道大家同不同意
[00:00:51.920 --> 00:00:54.920]  說到回家
[00:00:54.920 --> 00:00:57.320]  大家心裏立即想到
[00:00:57.320 --> 00:00:59.720]  最深刻印象的回家情景
[00:00:59.720 --> 00:01:01.720]  究竟是怎樣的呢
[00:01:01.720 --> 00:01:08.720]  在古時候
[00:01:08.720 --> 00:01:12.720]  離家千里上京附考的書生
[00:01:12.720 --> 00:01:15.320]  一旦高中狀元
[00:01:15.320 --> 00:01:17.320]  就會衣錦還鄉
[00:01:17.320 --> 00:01:21.120]  人未到村口就已經聽到大鑼大鼓
[00:01:21.120 --> 00:01:23.720]  有些人去他家裏報喜
[00:01:23.720 --> 00:01:25.720]  這個回家的情形
[00:01:25.720 --> 00:01:28.720]  真的很風光
[00:01:29.720 --> 00:01:31.720]  大家記不記得
[00:01:31.720 --> 00:01:33.720]  這個是誰
[00:01:33.720 --> 00:01:37.720]  這個是中國的第一個航天魚楊利偉
[00:01:37.720 --> 00:01:40.320]  他在2003年10月的時候
[00:01:40.320 --> 00:01:42.720]  他坐上了神舟五號
[00:01:42.720 --> 00:01:47.720]  在環繞地球軌道十四周之後
[00:01:47.720 --> 00:01:49.720]  他返回了地上
[00:01:49.720 --> 00:01:53.320]  而當時的總理溫家寶
[00:01:53.320 --> 00:01:55.320]  也在那裏迎接他
[00:01:56.720 --> 00:01:59.320]  另一個回家的場面
[00:01:59.320 --> 00:02:00.720]  大家看得清楚嗎
[00:02:00.720 --> 00:02:02.320]  我應該需要大一點
[00:02:02.320 --> 00:02:06.720]  這個就是我們香港第一位運動員
[00:02:06.720 --> 00:02:08.720]  獲得奧運金牌
[00:02:08.720 --> 00:02:10.720]  李麗珊
[00:02:10.720 --> 00:02:14.720]  她當時拿著金牌海船回港的時候
[00:02:14.720 --> 00:02:16.720]  在機場迎接的場面
[00:02:16.720 --> 00:02:18.720]  真是盛極一時
[00:02:18.720 --> 00:02:22.320]  不過今天我要和大家看的
[00:02:22.320 --> 00:02:24.320]  這個回家的情景
[00:02:24.320 --> 00:02:26.320]  剛剛相反
[00:02:26.320 --> 00:02:29.320]  既不是衣錦還鄉
[00:02:29.320 --> 00:02:31.320]  也沒有大人物迎接
[00:02:31.320 --> 00:02:33.320]  也不是盛放空前
[00:02:33.320 --> 00:02:35.320]  剛剛相反
[00:02:35.320 --> 00:02:39.320]  回家的主角是衣衫藍柳
[00:02:39.320 --> 00:02:42.320]  他心裏充滿猶豫
[00:02:42.320 --> 00:02:44.320]  自憐自責
[00:02:44.320 --> 00:02:46.320]  驚恐
[00:02:46.320 --> 00:02:48.320]  沒有面見人
[00:02:48.320 --> 00:02:50.320]  不過正正就是這樣
[00:02:50.320 --> 00:02:55.320]  更加顯出他的父親對他的大愛和接納
[00:02:55.320 --> 00:03:00.320]  這個就是耶穌說浪子回家的故事
[00:03:00.320 --> 00:03:03.320]  今天是父親節
[00:03:03.320 --> 00:03:06.320]  相信每一父親對子女的愛
[00:03:06.320 --> 00:03:08.320]  都是無微不至
[00:03:08.320 --> 00:03:10.320]  值得我們去感恩
[00:03:10.320 --> 00:03:13.320]  讓我們一起再打開路加福音十五章
[00:03:13.320 --> 00:03:15.320]  十一至三十一節
[00:03:15.320 --> 00:03:18.320]  去近距離的體會一下
[00:03:18.320 --> 00:03:21.320]  耶穌所說的這位父親
[00:03:21.320 --> 00:03:24.320]  是有什麼樣的磁場心情
[00:03:24.320 --> 00:03:26.320]  在比喻裏面
[00:03:26.320 --> 00:03:28.320]  有一位富有的父親
[00:03:28.320 --> 00:03:30.320]  他有兩個兒子
[00:03:30.320 --> 00:03:33.320]  大兒子一直很勤奮地工作
[00:03:33.320 --> 00:03:35.320]  替父親打理生意
