
[00:00:00.000 --> 00:00:02.800]  今日講嘅題目叫做「強人是我」
[00:00:02.800 --> 00:00:07.120]  經文記載喺撒姆爾記上17章45至47節
[00:00:07.120 --> 00:00:08.120]  請聽我讀出
[00:00:08.120 --> 00:00:11.520]  大衛對菲利士人說
[00:00:11.520 --> 00:00:12.800]  你來攻擊我
[00:00:12.800 --> 00:00:16.000]  是靠著刀槍和銅矛
[00:00:16.000 --> 00:00:17.280]  但是
[00:00:17.280 --> 00:00:18.840]  但我來攻擊你
[00:00:18.840 --> 00:00:21.600]  是靠著萬軍之耶和華的名
[00:00:21.600 --> 00:00:23.200]  就是你所辱罵
[00:00:23.200 --> 00:00:26.680]  帶領以色列軍隊的神
[00:00:26.680 --> 00:00:30.000]  今日耶和華必將你交在我手裏
[00:00:30.000 --> 00:00:31.680]  我必殺你
[00:00:31.680 --> 00:00:32.920]  劈下你的頭
[00:00:32.920 --> 00:00:36.560]  今日我要把菲利士軍兵的屍體
[00:00:36.560 --> 00:00:40.200]  給空中的飛鳥和地上的野獸
[00:00:40.200 --> 00:00:44.160]  使全地的人都知道以色列中有神
[00:00:44.160 --> 00:00:47.600]  又使這裏的全會眾都知道
[00:00:47.600 --> 00:00:49.440]  耶和華使人得勝
[00:00:49.440 --> 00:00:51.640]  不是用刀用槍
[00:00:51.640 --> 00:00:55.040]  因為戰爭存在乎耶和華
[00:00:55.040 --> 00:00:58.120]  他必將你們交在我們手裏
[00:00:58.120 --> 00:00:59.640]  好 有請阿富哥
[00:01:24.560 --> 00:01:28.640]  我反而想開始的時候
[00:01:28.640 --> 00:01:31.920]  讀一段我們很熟悉的經文
[00:01:31.920 --> 00:01:36.080]  在哥倫多後書十二章第九節
[00:01:36.080 --> 00:01:38.120]  你聽我讀便可以
[00:01:38.120 --> 00:01:39.600]  他對我說
[00:01:39.600 --> 00:01:42.200]  我的恩典夠利用的
[00:01:42.200 --> 00:01:47.720]  因為我的能力是在人的軟弱上顯得完全
[00:01:47.720 --> 00:01:51.800]  所以我更喜歡誇自己的軟弱
[00:01:51.800 --> 00:01:55.720]  好叫基督的能力浮避我
[00:01:55.720 --> 00:02:01.800]  這段經文和我今天選取的題目
[00:02:01.800 --> 00:02:04.280]  是有少許矛盾的
[00:02:04.280 --> 00:02:08.120]  如果大家有看長康
[00:02:08.120 --> 00:02:11.480]  我把強人這兩個字
[00:02:11.480 --> 00:02:16.160]  做了開印或刪印
[00:02:16.160 --> 00:02:22.240]  大致上是我們《肥立彼書》四章裏面
[00:02:22.240 --> 00:02:28.000]  少年時對我最大的影響的一段經文
[00:02:28.000 --> 00:02:31.920]  就是「靠著那加給我力量的凡事都能作」
[00:02:31.920 --> 00:02:36.360]  的確是非常成功神學
[00:02:36.360 --> 00:02:43.280]  有上帝的教會一定成就
[00:02:43.280 --> 00:02:49.600]  但保羅在我剛才說的這段經文中
[00:02:49.600 --> 00:02:52.840]  「所以我更喜歡誇自己的軟弱
[00:02:52.840 --> 00:02:56.400]  好叫基督的能力浮避我」
[00:02:56.400 --> 00:03:01.600]  一個一直成長的時候
[00:03:01.600 --> 00:03:05.760]  見盡所有事情的發生和經歷
[00:03:05.760 --> 00:03:11.040]  我發現保羅用生命來說這句話
[00:03:11.040 --> 00:03:13.880]  就是我們沒有甚麼可誇
[00:03:13.880 --> 00:03:16.920]  其實我們只可以誇軟弱
[00:03:16.920 --> 00:03:24.200]  為何我用這題目來仍然鼓勵大家呢?
[00:03:24.200 --> 00:03:26.200]  其實這個強人
[00:03:26.200 --> 00:03:30.320]  如果沒有上帝的生命介入我們
[00:03:30.320 --> 00:03:32.760]  而且是隨時在在地介入
[00:03:32.760 --> 00:03:35.040]  我們真的不是很強
[00:03:35.040 --> 00:03:37.880]  自問一句你有多強?
[00:03:37.880 --> 00:03:45.680]  蘇格拉底在希臘四個最大的哲人
[00:03:45.680 --> 00:03:47.680]  他說過一句
[00:03:47.680 --> 00:03:56.000]  「認識自己無知就是最大的智慧」
[00:03:56.000 --> 00:03:57.000]  換句話說
[00:03:57.000 --> 00:03:57.680]  有人這樣說
[00:03:57.680 --> 00:04:01.160]  一個人為惡就是因為出於無知
[00:04:01.160 --> 00:04:04.240]  所以做一個有知的人
[00:04:04.240 --> 00:04:07.360]  換句話說就是要知所進退
[00:04:07.360 --> 00:04:09.240]  和知己知彼
[00:04:09.240 --> 00:04:13.960]  而且要知道自己軟弱
[00:04:13.960 --> 00:04:16.320]  其實你不是很厲害
[00:04:16.320 --> 00:04:21.800]  所以我工作大致上超過二十年
[00:04:21.800 --> 00:04:25.920]  我又是小強又是很軟弱
[00:04:25.920 --> 00:04:28.440]  又知道自己很容易跌倒
[00:04:28.440 --> 00:04:34.280]  其中一樣就是我過河回大陸工作
[00:04:34.280 --> 00:04:37.920]  如果可以的話
[00:04:37.920 --> 00:04:39.920]  我是幾夜都會回香港的
[00:04:39.920 --> 00:04:43.360]  因為我知道國內對我來說
[00:04:43.360 --> 00:04:46.040]  我非常軟弱
[00:04:46.040 --> 00:04:49.160]  我沒有可能勝過聲色犬馬
[00:04:49.160 --> 00:04:50.840]  很多的試探
[00:04:50.840 --> 00:04:54.200]  所以保羅在他的教導裏
[00:04:54.200 --> 00:04:56.040]  很多時候都提醒我們
[00:04:56.040 --> 00:04:59.880]  不是默默地去爭戰
[00:04:59.880 --> 00:05:04.240]  甚至在生活或情慾裏
[00:05:04.240 --> 00:05:06.040]  某些判斷裏
[00:05:06.040 --> 00:05:09.760]  教導我們要逃避
[00:05:09.760 --> 00:05:14.880]  所以我發現原來從軟弱出發
[00:05:14.880 --> 00:05:17.160]  如果我們真的要誇
[00:05:17.160 --> 00:05:18.840]  真的要說
[00:05:18.840 --> 00:05:20.840]  不是刻意去謙卑
[00:05:20.840 --> 00:05:22.520]  而是真的去反省
[00:05:22.520 --> 00:05:25.640]  其實我們真的不是很厲害
[00:05:25.640 --> 00:05:26.840]  如果我們厲害
[00:05:26.840 --> 00:05:30.480]  我們宇宙最強的也是小強
[00:05:30.480 --> 00:05:32.480]  小強的生命
[00:05:32.480 --> 00:05:36.120]  在上帝的生命裏的擁抱
[00:05:36.120 --> 00:05:37.760]  我們可以這樣說
[00:05:37.760 --> 00:05:39.040]  我們打不死
[00:05:39.040 --> 00:05:42.080]  但我們和一般人完全一樣
[00:05:42.080 --> 00:05:47.160]  譬如我很坦誠地跟大家說
[00:05:47.160 --> 00:05:50.640]  在過去起碼這兩個月
[00:05:50.640 --> 00:05:53.120]  我每天都有一個朋友
[00:05:53.120 --> 00:05:55.120]  無時無刻來找我
[00:05:55.120 --> 00:05:57.120]  就是恐懼
[00:05:57.120 --> 00:05:58.760]  就是阿驚驚
[00:05:58.760 --> 00:06:00.520]  這朋友驚驚
[00:06:00.520 --> 00:06:02.120]  有時我自己也在想
[00:06:02.120 --> 00:06:04.120]  究竟我驚甚麼呢?
[00:06:04.120 --> 00:06:07.120]  外面的局面與你何干?
[00:06:07.120 --> 00:06:08.560]  但不知為何
[00:06:08.560 --> 00:06:10.800]  我的心情
[00:06:10.800 --> 00:06:14.400]  真的好像看到那些畫面
[00:06:14.400 --> 00:06:18.240]  我的形象出現了耶穌十字架的受苦
[00:06:18.240 --> 00:06:21.280]  我覺得耶穌也在受苦
[00:06:21.280 --> 00:06:22.800]  我驚甚麼呢?
[00:06:22.800 --> 00:06:25.120]  我驚我的員工
[00:06:25.120 --> 00:06:25.880]  我驚甚麼呢?
[00:06:25.880 --> 00:06:27.880]  我驚我的工作
[00:06:27.880 --> 00:06:32.120]  今時今日坐在這裏也會被中槍
[00:06:32.120 --> 00:06:38.560]  所以我每天都要想辦法
[00:06:38.560 --> 00:06:41.280]  如何與這個驚共存
[00:06:41.280 --> 00:06:44.200]  你說不用想太多
[00:06:44.200 --> 00:06:46.880]  有些人這樣去勸其他人
[00:06:46.880 --> 00:06:48.480]  我作為過來人
[00:06:48.480 --> 00:06:50.800]  我勸大家不要說這句
[00:06:50.800 --> 00:06:55.480]  原來不要想太多
[00:06:55.480 --> 00:06:58.680]  這些說話會更加傷害
[00:06:58.680 --> 00:07:00.520]  又或者不要膽粗說
[00:07:00.520 --> 00:07:01.400]  我明白你的
[00:07:01.400 --> 00:07:03.680]  其實你明白他多少呢?
[00:07:03.680 --> 00:07:05.960]  情緒就像一個黑洞
[00:07:05.960 --> 00:07:08.440]  他揮之不去
[00:07:08.440 --> 00:07:10.920]  我的經歷就是
[00:07:10.920 --> 00:07:15.000]  你好像說驅走他
[00:07:15.000 --> 00:07:17.400]  但你會發現驅不走
[00:07:17.400 --> 00:07:23.280]  我有個朋友很睿智
[00:07:23.280 --> 00:07:28.040]  所以有時我們要發掘智慧
[00:07:28.040 --> 00:07:29.560]  他跟我說
[00:07:29.560 --> 00:07:34.560]  「富哥,你當自己患了癌病」
[00:07:34.560 --> 00:07:39.600]  癌病經歷化療、康復
[00:07:39.600 --> 00:07:42.400]  但這個癌病
[00:07:42.400 --> 00:07:43.600]  這塊疤
[00:07:43.600 --> 00:07:45.240]  無緣無故整塊疤
[00:07:45.240 --> 00:07:47.840]  在餘生中已經跟你在一起
[00:07:47.840 --> 00:07:49.320]  你可否否認
[00:07:49.320 --> 00:07:53.160]  你不是一個帶病的人呢?
