
[00:00:00.000 --> 00:00:02.240]  好,弟兄姊妹,我們一起又祈禱吧
[00:00:02.240 --> 00:00:05.240]  天父,我們再一次感謝你
[00:00:05.240 --> 00:00:09.160]  賜給我們能夠有一個愛慕你的話語
[00:00:09.160 --> 00:00:13.240]  很想來學習對真理的認識
[00:00:13.240 --> 00:00:18.240]  舊約的經卷,我們未必能夠掌握到裡面
[00:00:18.240 --> 00:00:20.560]  特別是一些敘事的文體
[00:00:20.560 --> 00:00:23.640]  我們都很想盡力去揣摩
[00:00:23.640 --> 00:00:26.720]  作者,或者編修聖經的人
[00:00:26.720 --> 00:00:33.440]  這些拉比,他們的心意和企劃的企圖心
[00:00:33.440 --> 00:00:37.440]  盼望能夠透過這些人物的素描
[00:00:37.440 --> 00:00:41.440]  讓我們能夠認識神在過去
[00:00:41.440 --> 00:00:44.440]  在屬神的子民,希伯來人
[00:00:44.440 --> 00:00:49.440]  他們的立王,和在王國的開始的時候
[00:00:49.440 --> 00:00:51.440]  神你怎樣來掌管
[00:00:51.440 --> 00:00:53.440]  求主帶領我們
[00:00:53.440 --> 00:00:56.440]  讓我們能夠有一點點的深度
[00:00:56.440 --> 00:01:01.440]  在那個祭司制度,當明傳失亡之後
[00:01:01.440 --> 00:01:04.440]  先知的制度的剛剛的開始
[00:01:04.440 --> 00:01:06.440]  和君王的制度的開始
[00:01:06.440 --> 00:01:12.440]  都讓我們能夠再一次有摩西五經的框架
[00:01:12.440 --> 00:01:15.440]  去想一下這些王國的歷史
[00:01:15.440 --> 00:01:18.440]  求主帶領我們,我們這樣仰望禱告
[00:01:18.440 --> 00:01:21.440]  奉耶穌基督的名,阿們
[00:01:21.440 --> 00:01:24.440]  我不知道是不是有些回音,很重
[00:01:24.440 --> 00:01:31.440]  好,相當長,我們沒有看到《撒慕爾記》了
[00:01:31.440 --> 00:01:34.440]  因為重陽,打風等等
[00:01:34.440 --> 00:01:37.440]  所以我們又回來看
[00:01:37.440 --> 00:01:40.440]  對上一次有一點點涉及的了
[00:01:40.440 --> 00:01:44.440]  就是蘇羅的三兄妹
[00:01:44.440 --> 00:01:48.440]  就是他兩個女兒,米拉,米甲
[00:01:48.440 --> 00:01:52.440]  和他的另一個兒子,約拿丹
[00:01:52.440 --> 00:01:57.440]  開始碰到和大衛之間的關係
[00:01:57.440 --> 00:02:02.440]  因為主要的人物在《撒慕爾記》就是大衛王
[00:02:02.440 --> 00:02:06.440]  怎樣是一個神喜悅的王
[00:02:06.440 --> 00:02:09.440]  蘇羅原來不是
[00:02:09.440 --> 00:02:15.440]  所以大衛已經橫跨了整個《撒慕爾記》上下
[00:02:15.440 --> 00:02:19.440]  去到列王紀上的第三章
[00:02:19.440 --> 00:02:24.440]  因為第三章是林中向他的兒子索羅門
[00:02:24.440 --> 00:02:27.440]  去託付一些事情
[00:02:27.440 --> 00:02:31.440]  所以出現的人物
[00:02:31.440 --> 00:02:33.440]  米拉,米甲和約拿丹
[00:02:33.440 --> 00:02:36.440]  今晚我們會正式說第十九章
[00:02:36.440 --> 00:02:41.440]  第二十章就是約拿丹和大衛的約
[00:02:41.440 --> 00:02:46.440]  讓我們可以透過這些來看大衛
[00:02:46.440 --> 00:02:48.440]  他是何許人呢?
[00:02:48.440 --> 00:02:51.440]  他是怎樣得到人的心
[00:02:51.440 --> 00:02:53.440]  又得到神的心呢?
[00:02:53.440 --> 00:02:56.440]  這是相當重要的
[00:02:56.440 --> 00:03:01.440]  基本上由十九章一直到二十五章
[00:03:01.440 --> 00:03:06.440]  二十五章又是一個很關鍵的重要記載
[00:03:06.440 --> 00:03:09.440]  就是《撒慕爾死》
[00:03:09.440 --> 00:03:11.440]  先知撒慕爾死
[00:03:11.440 --> 00:03:16.440]  是一個很重要的國家的轉變
[00:03:16.440 --> 00:03:20.440]  所以你會看到大衛的改變
[00:03:20.440 --> 00:03:23.440]  所以我們可能要逐章逐章地看
[00:03:23.440 --> 00:03:29.440]  記住從這個大的框架去看這些歷史的記載
[00:03:29.440 --> 00:03:32.440]  那個意義就會比較重要
[00:03:32.440 --> 00:03:35.440]  當然你可以當故事這樣看
[00:03:35.440 --> 00:03:37.440]  上一次我們說過
[00:03:37.440 --> 00:03:42.440]  就是蘇羅將自己兩個女兒作為政治籌碼
[00:03:42.440 --> 00:03:44.440]  首先就是要
[00:03:44.440 --> 00:03:48.440]  其實心底裏是要置大衛於死地
[00:03:48.440 --> 00:03:52.440]  一個本來是很愛慕英雄
[00:03:52.440 --> 00:03:56.440]  很愛慕自己的將軍
[00:03:56.440 --> 00:03:57.440]  他是一個戰士
[00:03:57.440 --> 00:04:02.440]  很想收歸自己用的一些有才能
[00:04:02.440 --> 00:04:05.440]  能夠打仗的勇士
[00:04:05.440 --> 00:04:09.440]  蘇羅平生都會來到他收納
[00:04:09.440 --> 00:04:12.440]  到他周圍找到一些勇士
[00:04:12.440 --> 00:04:16.440]  就會成為他的手下的一些猛將
[00:04:16.440 --> 00:04:18.440]  但是不知道什麼原因
[00:04:18.440 --> 00:04:20.440]  唯獨大衛
[00:04:20.440 --> 00:04:26.440]  所以他就要不斷對大衛有一個仇恨
[00:04:26.440 --> 00:04:28.440]  要置大衛於死地
[00:04:28.440 --> 00:04:31.440]  天天要尋索
[00:04:31.440 --> 00:04:33.440]  這個是22還是23章
[00:04:33.440 --> 00:04:35.440]  這樣的經文記載
[00:04:35.440 --> 00:04:38.440]  天天要尋索大衛
[00:04:38.440 --> 00:04:40.440]  要置他於死地
[00:04:40.440 --> 00:04:42.440]  我有時候說笑
[00:04:42.440 --> 00:04:43.440]  你起身的祈禱
[00:04:43.440 --> 00:04:45.440]  很淑寧
[00:04:45.440 --> 00:04:46.440]  接著沒多久
[00:04:46.440 --> 00:04:49.440]  你那個很不喜歡的人
[00:04:49.440 --> 00:04:51.440]  無論是出現在你的腦海
[00:04:51.440 --> 00:04:53.440]  出現在你的面前
[00:04:53.440 --> 00:04:55.440]  你就天天要尋索他
[00:04:55.440 --> 00:04:57.440]  或者甚至已經去到一個地步
[00:04:57.440 --> 00:04:59.440]  你都不需要尋索
[00:04:59.440 --> 00:05:01.440]  他就會出現在你的腦袋裏面
[00:05:01.440 --> 00:05:03.440]  這樣就很嚴重
[00:05:03.440 --> 00:05:06.440]  這樣就真是無可救藥
[00:05:06.440 --> 00:05:08.440]  我們信耶穌
[00:05:08.440 --> 00:05:12.440]  信到天天要尋殺你所恨的人
[00:05:12.440 --> 00:05:14.440]  你想一下多麼恐怖
[00:05:14.440 --> 00:05:16.440]  已經習以為常
[00:05:16.440 --> 00:05:19.440]  已經不再覺得有什麼問題
[00:05:19.440 --> 00:05:21.440]  已經很慣性
[00:05:21.440 --> 00:05:24.440]  偶然間聽到他講某些東西
[00:05:24.440 --> 00:05:28.440]  你就已經從另一個角度去看那件事
[00:05:28.440 --> 00:05:31.440]  對人就不對事
[00:05:31.440 --> 00:05:35.440]  我們不斷教導對事不要對人
[00:05:35.440 --> 00:05:40.440]  對事如果那件事的決策不是很好
[00:05:40.440 --> 00:05:44.440]  你要提出一個再好的建議
[00:05:44.440 --> 00:05:46.440]  令到那些事情有一個轉機
[00:05:46.440 --> 00:05:48.440]  但往往我們不是
[00:05:48.440 --> 00:05:51.440]  所以素羅都是一個很典型
[00:05:51.440 --> 00:05:54.440]  一個墮落得很深的人
[00:05:54.440 --> 00:05:57.440]  很難有一個人是神很恨他
[00:05:57.440 --> 00:06:01.440]  覺得他是無可救藥
[00:06:01.440 --> 00:06:03.440]  素羅是一個比較典型的人
[00:06:03.440 --> 00:06:07.440]  所以我們現在就要從這個角度去看
[00:06:07.440 --> 00:06:10.440]  這個大衛有什麼是神喜悅他
[00:06:10.440 --> 00:06:14.440]  和他也有什麼是我們要在其中
[00:06:14.440 --> 00:06:16.440]  來到去小心
[00:06:16.440 --> 00:06:18.440]  我們回頭說回18章
[00:06:18.440 --> 00:06:24.440]  米拉米格就是一個棋子籌碼
[00:06:24.440 --> 00:06:27.440]  因為素羅想藉著菲利士人
[00:06:27.440 --> 00:06:31.440]  一直都是他們周邊的敵人
[00:06:31.440 --> 00:06:34.440]  所以未完全的戰敗
[00:06:34.440 --> 00:06:38.440]  某程度也是沒有這樣的能力
[00:06:38.440 --> 00:06:44.440]  來徹底的將敵人在他們中間的打敗
[00:06:44.440 --> 00:06:46.440]  有時菲利士他們會強
[00:06:46.440 --> 00:06:49.440]  就會有戰爭
[00:06:49.440 --> 00:06:53.440]  有時猶大這邊又會有一個強勢的領袖
