
[00:00:00.000 --> 00:00:02.000]  請姐妹主女們平安
[00:00:02.000 --> 00:00:04.000]  和大家一起有祈禱吧
[00:00:04.000 --> 00:00:06.000]  多謝主
[00:00:06.000 --> 00:00:08.000]  我們一起打開聖經
[00:00:08.000 --> 00:00:11.000]  很盼望這個延籍的故事
[00:00:11.000 --> 00:00:15.000]  成為我們一個反思的空間
[00:00:15.000 --> 00:00:17.000]  特別在這個時代
[00:00:17.000 --> 00:00:20.000]  我們需要學習主耶穌
[00:00:20.000 --> 00:00:28.000]  對別人的呼喚、呼召和一個接納、拯救
[00:00:28.000 --> 00:00:30.000]  我們仰望在祢的面前
[00:00:30.000 --> 00:00:33.000]  禱告奉耶穌基督的名
[00:00:33.000 --> 00:00:35.000]  阿門
[00:00:35.000 --> 00:00:39.000]  想大家留意第十七節
[00:00:39.000 --> 00:00:43.000]  和今天我們要講的悔改延籍
[00:00:43.000 --> 00:00:45.000]  有相當大的關係
[00:00:45.000 --> 00:00:50.000]  有一天耶穌教訓人
[00:00:50.000 --> 00:00:55.000]  有法利塞人和教法師在旁邊坐著
[00:00:55.000 --> 00:00:59.000]  他們是從加利利各鄉村
[00:00:59.000 --> 00:01:02.000]  猶太並耶路撒冷內
[00:01:02.000 --> 00:01:07.000]  即是全個以色列的法利塞人
[00:01:07.000 --> 00:01:09.000]  文士
[00:01:09.000 --> 00:01:12.000]  教導律法的教法師
[00:01:12.000 --> 00:01:15.000]  留意一下這裡路加醫生
[00:01:15.000 --> 00:01:20.000]  特別顯著提到突然間有一樣東西
[00:01:20.000 --> 00:01:23.000]  其實是不是當時的人感受到呢
[00:01:23.000 --> 00:01:25.000]  很特別的就是
[00:01:25.000 --> 00:01:29.000]  這麼多的法利塞人坐在他旁邊
[00:01:29.000 --> 00:01:33.000]  但是當他要講以下的神蹟之前
[00:01:33.000 --> 00:01:35.000]  就講了一句話
[00:01:35.000 --> 00:01:38.000]  是路加醫生特別強調的
[00:01:38.000 --> 00:01:42.000]  就是主的能力與耶穌同在
[00:01:42.000 --> 00:01:45.000]  使祂能夠醫治病人
[00:01:45.000 --> 00:01:48.000]  這個就是段落的開場白
[00:01:48.000 --> 00:01:52.000]  就講到之後有一個癱瘓的人
