
[00:00:00.000 --> 00:00:03.800]  本堂的堂主任曾銳桂牧師和我們靜悼的
[00:00:03.800 --> 00:00:06.200]  講題是「有誰共鳴」
[00:00:06.200 --> 00:00:15.200]  經文是記載在《雅各書》第五章十三至二十節
[00:00:15.200 --> 00:00:19.400]  《雙紅本聖經》是新約三百六十七頁
[00:00:19.400 --> 00:00:22.400]  三百六十七頁新約
[00:00:22.400 --> 00:00:26.200]  《雅各書》五章十三至二十節
[00:00:27.400 --> 00:00:31.200]  你們中間若有人受苦,他該禱告
[00:00:31.200 --> 00:00:33.800]  有人喜樂,他該歌頌
[00:00:33.800 --> 00:00:36.600]  你們中間若有人病了
[00:00:36.600 --> 00:00:40.000]  他該請教會的長老們來為他禱告
[00:00:40.000 --> 00:00:42.200]  奉主的名為他沒由
[00:00:42.200 --> 00:00:46.200]  出於信心的祈禱必能救那病人
[00:00:46.200 --> 00:00:48.200]  主必叫他起來
[00:00:48.200 --> 00:00:52.000]  他若犯了罪也必蒙赦免
[00:00:52.000 --> 00:00:55.400]  所以你們要彼此認罪
[00:00:55.400 --> 00:00:57.000]  互相代求
[00:00:57.400 --> 00:00:58.800]  使你們得醫治
[00:00:58.800 --> 00:01:02.800]  二人祈禱所發的力量是大有功效的
[00:01:02.800 --> 00:01:05.000]  五章十七節
[00:01:05.000 --> 00:01:08.600]  以利亞與我們是同樣性情的人
[00:01:08.600 --> 00:01:11.600]  他懇切地祈求不要下雨
[00:01:11.600 --> 00:01:15.200]  地上就三年六個月沒有下雨
[00:01:15.200 --> 00:01:17.000]  他又禱告
[00:01:17.000 --> 00:01:18.800]  天就降下雨來
[00:01:18.800 --> 00:01:20.800]  地就有了出產
[00:01:20.800 --> 00:01:22.600]  我的弟兄們
[00:01:22.600 --> 00:01:25.000]  你們中間若有人迷失了
[00:01:25.400 --> 00:01:28.400]  真理而有人使他回轉
[00:01:28.400 --> 00:01:30.000]  這人該知道
[00:01:30.000 --> 00:01:33.000]  使一個罪人從迷途中回轉
[00:01:33.000 --> 00:01:36.400]  會從死亡中把他的靈魂救回來
[00:01:36.400 --> 00:01:38.600]  而且這確許多的罪
[00:01:38.600 --> 00:01:41.000]  現在恭請詹牧師聖道
[00:01:42.000 --> 00:01:44.000]  我們再一次祈禱
[00:01:44.000 --> 00:01:46.400]  再一次多謝主
[00:01:46.400 --> 00:01:49.600]  祢是他一位牧養我們
[00:01:49.600 --> 00:01:52.000]  又是差遣我們的主
[00:01:52.000 --> 00:01:56.000]  多謝祢當年讓文麗芳姑娘
[00:01:56.000 --> 00:01:58.000]  她可以在我們中間
[00:01:58.000 --> 00:02:01.000]  來到去聚會信主
[00:02:01.000 --> 00:02:02.800]  和一路的成長
[00:02:02.800 --> 00:02:04.800]  我們再一次祈禱
[00:02:04.800 --> 00:02:06.000]  多謝主
[00:02:06.000 --> 00:02:08.000]  祢是一位牧養我們
[00:02:08.000 --> 00:02:10.000]  又是差遣我們的主
[00:02:10.200 --> 00:02:12.000]  我們再一次多謝主
[00:02:12.000 --> 00:02:14.000]  祢是一位牧養我們
[00:02:14.000 --> 00:02:16.000]  又是差遣我們的主
[00:02:16.000 --> 00:02:17.200]  多謝主
[00:02:17.200 --> 00:02:19.000]  祢是一位牧養我們
[00:02:19.000 --> 00:02:21.000]  又是差遣我們的主
[00:02:21.000 --> 00:02:22.200]  多謝主
[00:02:22.200 --> 00:02:24.000]  祢是一位牧養我們
[00:02:24.000 --> 00:02:26.000]  又是差遣我們的主
[00:02:26.000 --> 00:02:27.200]  多謝主
[00:02:27.200 --> 00:02:29.000]  祢是一位牧養我們
[00:02:29.000 --> 00:02:31.000]  又是差遣我們的主
[00:02:31.000 --> 00:02:32.200]  多謝主
[00:02:32.200 --> 00:02:34.000]  祢是一位牧養我們
[00:02:34.000 --> 00:02:36.000]  又是差遣我們的主
[00:02:36.000 --> 00:02:37.200]  多謝主
[00:02:37.200 --> 00:02:39.000]  祢是一位牧養我們
[00:02:39.200 --> 00:02:41.000]  又是差遣我們的主
[00:02:41.000 --> 00:02:42.200]  多謝主
[00:02:42.200 --> 00:02:43.400]  多謝主
[00:02:43.400 --> 00:02:44.600]  多謝主
[00:02:44.600 --> 00:02:45.800]  多謝主
[00:02:45.800 --> 00:02:47.000]  多謝主
[00:02:47.000 --> 00:02:48.200]  多謝主
[00:02:48.200 --> 00:02:49.400]  多謝主
[00:02:49.400 --> 00:02:50.600]  多謝主
[00:02:50.600 --> 00:02:51.800]  多謝主
[00:02:51.800 --> 00:02:53.000]  多謝主
[00:02:53.000 --> 00:02:54.200]  多謝主
[00:02:54.200 --> 00:02:55.400]  多謝主
[00:02:55.400 --> 00:02:56.600]  多謝主
[00:02:56.600 --> 00:02:57.800]  多謝主
[00:02:57.800 --> 00:02:59.000]  多謝主
[00:02:59.000 --> 00:03:00.200]  多謝主
[00:03:00.200 --> 00:03:01.400]  多謝主
[00:03:01.400 --> 00:03:02.600]  多謝主
[00:03:02.600 --> 00:03:03.800]  多謝主
[00:03:03.800 --> 00:03:05.000]  多謝主
[00:03:05.000 --> 00:03:06.200]  多謝主
[00:03:06.200 --> 00:03:07.400]  多謝主
[00:03:07.400 --> 00:03:08.600]  多謝主
[00:03:08.800 --> 00:03:13.720]  愛他們的人 愛他們的神 我們感謝讚美天父
[00:03:13.720 --> 00:03:20.720]  但願教會 特別今天香港 我們根本都好像沒辦法去解決
[00:03:20.720 --> 00:03:26.200]  但是我們仰望這一位創始成中 管理著萬有
[00:03:26.200 --> 00:03:31.320]  同時間是在人心靈裡面都掌管的這一位真神
[00:03:31.320 --> 00:03:36.000]  我們來到去仰望你 盼望教會能夠一路繼續
[00:03:36.000 --> 00:03:41.600]  有一個明亮的燈台 去為著神的真理去發光
[00:03:41.600 --> 00:03:47.920]  當周圍黑暗的時候 沒真理 只有虛假的道理的時候
[00:03:47.920 --> 00:03:51.280]  教會更加是要有這個
[00:03:51.280 --> 00:03:53.920]  真的來到去本著神的真道
[00:03:53.920 --> 00:04:00.240]  去見證真理 真神的一個地方 求主幫助
[00:04:00.240 --> 00:04:05.160]  今天早上 我們差不多有三百人聚會在這個地方
[00:04:05.160 --> 00:04:09.760]  我們的主 我們等候你的聖靈的工作
[00:04:09.760 --> 00:04:14.480]  在我們的心靈裡面燃點我們對真理的認識
[00:04:14.480 --> 00:04:19.840]  還有我們真的有一個準備 要為主去作見證
[00:04:19.840 --> 00:04:26.560]  一起在你面前等候禱告 奉耶穌基督的名 阿們
[00:04:26.560 --> 00:04:30.920]  相當少時間講這一本《雅各書》
[00:04:30.920 --> 00:04:37.360]  一來安排不是那麼有安排準備
[00:04:37.360 --> 00:04:41.480]  這本書其中一個很特別的地方
[00:04:41.480 --> 00:04:46.960]  就是和保羅的書信有一個明顯的分別
[00:04:46.960 --> 00:04:51.280]  這本書很少很少講耶穌
[00:04:51.280 --> 00:04:56.720]  少到一個地步 你只能數一兩次講耶穌基督
[00:04:56.720 --> 00:05:00.120]  這本書大部分五章聖經裡面
[00:05:00.120 --> 00:05:05.720]  是講我們怎樣在生活裡面為信仰作見證
[00:05:05.720 --> 00:05:07.520]  很特別的一本書
[00:05:07.520 --> 00:05:10.480]  甚至有些經文去到第二章
[00:05:10.480 --> 00:05:14.560]  甚至說如果你的行為不清義
[00:05:14.560 --> 00:05:16.720]  你就是未得救的了
[00:05:16.720 --> 00:05:23.440]  有一些時間 這本書甚至被教會的領袖
[00:05:23.440 --> 00:05:27.320]  覺得不應該放在正典裡面
[00:05:27.320 --> 00:05:30.480]  在五百年前的馬丁路德
[00:05:30.480 --> 00:05:34.680]  他認為這本書是毫無價值的一本書
[00:05:34.680 --> 00:05:37.120]  因為當時的恩信清義
[00:05:37.120 --> 00:05:39.760]  是在一個如火如荼的時候
[00:05:39.760 --> 00:05:44.880]  要帶出信心 唯獨信心透過耶穌得救
[00:05:44.880 --> 00:05:47.880]  他覺得第二章的經文
[00:05:47.880 --> 00:05:51.360]  是帶來一個很大和保羅書信的衝突
[00:05:51.360 --> 00:05:55.280]  所以馬丁路德這一位這麼偉大的改革家
[00:05:55.280 --> 00:06:00.960]  都認為亞國書不應該存在在教會的正典
[00:06:00.960 --> 00:06:05.160]  當然沒有人採納他這個建議
[00:06:05.160 --> 00:06:08.560]  因為已經不是他的時代才放在正典
[00:06:08.560 --> 00:06:11.080]  是二千年前已經放在正典
[00:06:11.080 --> 00:06:16.840]  所以他這個論述是差不多近乎很大的錯誤
[00:06:16.840 --> 00:06:20.200]  因為他只是根據一兩節聖經
[00:06:20.200 --> 00:06:25.560]  認為亞國書不應該是正典的聖經書卷
[00:06:25.560 --> 00:06:27.920]  因為特別提到第二章
[00:06:27.920 --> 00:06:29.280]  可能大家不熟悉
[00:06:29.280 --> 00:06:31.320]  我簡單讀給大家聽聽
[00:06:31.320 --> 00:06:35.760]  第二章的第二十節、二十一節
[00:06:35.760 --> 00:06:37.760]  「你這虛浮的人
[00:06:37.760 --> 00:06:39.080]  你願意知道
[00:06:39.080 --> 00:06:41.960]  如果沒有行為的信心是沒有用的
[00:06:41.960 --> 00:06:45.040]  我們的祖宗阿伯拉罕
[00:06:45.040 --> 00:06:48.440]  將他的兒子以撒獻在壇上
[00:06:48.440 --> 00:06:52.040]  豈不是因為行為輕易嗎?」
[00:06:52.040 --> 00:06:57.280]  馬丁路德一看到這些經文
[00:06:57.280 --> 00:07:00.240]  就覺得很嚴重
[00:07:00.240 --> 00:07:01.400]  第二十二節
[00:07:01.400 --> 00:07:06.040]  「可見信心是與他的行為相輔並行
[00:07:06.040 --> 00:07:10.560]  並且信心是因著行為才得以成全
[00:07:10.560 --> 00:07:13.040]  這就應驗了經上所說
[00:07:13.040 --> 00:07:14.800]  阿伯拉罕信神
[00:07:14.800 --> 00:07:17.160]  這就算為他的義」
[00:07:17.160 --> 00:07:19.280]  他又稱為神的朋友
[00:07:19.280 --> 00:07:21.600]  第二十四節就是一個總結
[00:07:21.600 --> 00:07:23.080]  「這讓看來
[00:07:23.080 --> 00:07:27.280]  人輕易是因著行為」
[00:07:27.280 --> 00:07:29.520]  你想想
[00:07:29.520 --> 00:07:31.640]  對馬丁路德來說
[00:07:31.640 --> 00:07:36.040]  還不是一個很大的聖經謬誤
[00:07:36.040 --> 00:07:39.720]  怎可能人輕易是因著行為
[00:07:39.720 --> 00:07:42.200]  不是單因著信呢?
[00:07:42.200 --> 00:07:44.840]  二章的二十四節
[00:07:44.840 --> 00:07:51.360]  「同樣妓女拉合接待使者
[00:07:51.360 --> 00:07:54.240]  又放他們從另一條路出去
[00:07:54.240 --> 00:07:57.880]  不也是因行為輕易嗎?
[00:07:57.880 --> 00:08:01.640]  所以就如身體沒有靈魂是死的
[00:08:01.640 --> 00:08:03.440]  信心如果沒有行為
[00:08:03.440 --> 00:08:05.640]  都是死的」
[00:08:05.640 --> 00:08:09.240]  這些經文就帶來一個相當大的
[00:08:09.240 --> 00:08:11.400]  當時的一個討論
[00:08:11.400 --> 00:08:15.600]  甚至馬丁路德要在他的年代
[00:08:15.600 --> 00:08:17.800]  提議將《雅各書》
[00:08:17.800 --> 00:08:20.560]  剔出聖經的正典
[00:08:20.560 --> 00:08:24.040]  新約的二十七卷的一個正典裏面
[00:08:24.040 --> 00:08:26.080]  不應該成為正典
[00:08:26.080 --> 00:08:27.840]  最多可以是一個旁經
[00:08:27.840 --> 00:08:29.360]  或者次經
[00:08:29.360 --> 00:08:30.840]  當然沒有人聽他講
[00:08:30.840 --> 00:08:33.160]  所以就繼續存在到今日
[00:08:33.160 --> 00:08:37.240]  但其實相當容易解釋的
[00:08:37.240 --> 00:08:40.160]  整個《雅各書》
[00:08:40.160 --> 00:08:42.520]  他不再去探討
[00:08:42.520 --> 00:08:44.960]  怎樣信耶穌
[00:08:44.960 --> 00:08:48.880]  怎樣可以得到救恩
[00:08:48.880 --> 00:08:52.760]  他已經假設每一個他寫信的
[00:08:52.760 --> 00:08:56.920]  分散在十二支派的門徒
[00:08:56.920 --> 00:08:58.160]  這樣的稱呼
[00:08:58.160 --> 00:08:59.560]  來去說
[00:08:59.560 --> 00:09:01.760]  可能他們有猶太背景
[00:09:01.760 --> 00:09:04.800]  亦都是他們分散在當時的
[00:09:04.800 --> 00:09:08.080]  小亞細亞的地方的教會
[00:09:08.080 --> 00:09:10.400]  這位作者《雅各》
[00:09:10.400 --> 00:09:14.480]  極有教會的傳統說
[00:09:14.480 --> 00:09:17.880]  他就是耶穌基督肉身的弟弟
[00:09:17.880 --> 00:09:19.400]  這位《雅各》
[00:09:19.400 --> 00:09:22.480]  不是福音書的使徒
[00:09:22.480 --> 00:09:24.200]  因為那位《雅各》
[00:09:24.200 --> 00:09:26.080]  即是約翰的哥哥
[00:09:26.080 --> 00:09:29.000]  《雅各》很早已經宣佈了
[00:09:29.000 --> 00:09:31.360]  在《少林傳》的十二章已經說
[00:09:31.360 --> 00:09:33.640]  是被希律王殺了
[00:09:33.640 --> 00:09:35.480]  所以這位《雅各》
[00:09:35.480 --> 00:09:37.320]  不是使徒說的《雅各》
[00:09:37.320 --> 00:09:39.080]  不是約翰的哥哥
[00:09:39.080 --> 00:09:40.760]  不是那個漁夫
[00:09:40.760 --> 00:09:44.600]  而是耶穌基督肉身的弟弟
[00:09:44.600 --> 00:09:49.000]  這本書其中很優美的地方
[00:09:49.000 --> 00:09:50.200]  只有五章聖經
[00:09:50.200 --> 00:09:51.200]  很短
[00:09:51.200 --> 00:09:52.680]  有時比較難讀
[00:09:52.680 --> 00:09:54.800]  因為它不是一個有系統
[00:09:54.800 --> 00:09:58.320]  有邏輯地去說一些教義
[00:09:58.320 --> 00:10:01.320]  而是他將一些倫理關係
[00:10:01.320 --> 00:10:03.760]  有時說一下這件事
[00:10:03.760 --> 00:10:05.120]  說一下另一件事
[00:10:05.120 --> 00:10:09.400]  沒有一個前後連貫的系統
[00:10:09.400 --> 00:10:13.080]  但是他想帶出的邏輯
[00:10:13.080 --> 00:10:15.840]  就是生活的倫理
[00:10:15.840 --> 00:10:19.880]  基督徒應該如何表現你的信心
[00:10:19.880 --> 00:10:21.640]  在神的裏面
[00:10:21.640 --> 00:10:24.000]  你要活出你的信心
[00:10:24.000 --> 00:10:27.360]  藉著你的生活行為
[00:10:27.360 --> 00:10:30.000]  尤其是最重的一個部份
[00:10:30.000 --> 00:10:33.080]  就是一個很重要的主題
[00:10:33.080 --> 00:10:34.680]  就是你如何看待
[00:10:34.680 --> 00:10:38.000]  你和倫社的關係
[00:10:38.000 --> 00:10:40.640]  誰是你的倫社
[00:10:40.640 --> 00:10:42.840]  以及你如何活出
[00:10:42.840 --> 00:10:47.200]  聖經教導的倫社的關係
[00:10:47.200 --> 00:10:50.280]  你如何將你的愛
[00:10:50.280 --> 00:10:53.000]  表達出來呢
[00:10:53.000 --> 00:10:54.200]  所以這本書
[00:10:54.200 --> 00:10:56.680]  如果這就是主題
[00:10:56.680 --> 00:10:59.400]  就有很多經文
[00:10:59.400 --> 00:11:02.760]  甚至乎有解經家做了一些分析
[00:11:02.760 --> 00:11:08.200]  全卷書只是105節的希臘原文
[00:11:08.200 --> 00:11:12.640]  有四十多節是和經濟有關的
[00:11:12.640 --> 00:11:15.560]  在這個《牙國書》裏面
[00:11:15.560 --> 00:11:17.920]  你想想有一半
[00:11:17.920 --> 00:11:21.240]  和經濟上有關的經文
[00:11:21.240 --> 00:11:24.480]  在《牙國書》可以找到的
[00:11:24.480 --> 00:11:26.480]  你就可以看到
[00:11:26.480 --> 00:11:30.120]  作者觀察教會
[00:11:30.120 --> 00:11:35.640]  看到當時教會弟兄姊妹聚會的生活形態
[00:11:35.640 --> 00:11:37.480]  待人接物
[00:11:37.480 --> 00:11:40.960]  如何活出基督的信仰
[00:11:40.960 --> 00:11:44.160]  當然寫這本書一定是有正面
[00:11:44.160 --> 00:11:45.400]  有反面
[00:11:45.400 --> 00:11:46.560]  有鼓勵
[00:11:46.560 --> 00:11:48.320]  亦有看到一些問題
[00:11:48.320 --> 00:11:50.120]  而提出責備
[00:11:50.120 --> 00:11:51.600]  提醒
[00:11:51.600 --> 00:11:56.000]  這才是作者應該要有的表現
[00:11:56.000 --> 00:11:59.760]  因為他是當時教會的長老
[00:11:59.760 --> 00:12:02.920]  我不能夠在這裏用一行
[00:12:02.920 --> 00:12:04.840]  這麼短的半個小時
[00:12:04.840 --> 00:12:06.680]  將整本書講完
[00:12:06.680 --> 00:12:11.480]  所以集中了在第五章這段經文
[00:12:11.480 --> 00:12:16.120]  來和大家看看一件很美麗很美麗的事
[00:12:16.120 --> 00:12:21.400]  《牙國》所形容的場景
[00:12:21.400 --> 00:12:24.120]  就是第十三節一直到第二十節
[00:12:24.120 --> 00:12:26.160]  我的時間有限
[00:12:26.160 --> 00:12:29.320]  要點出一個最重要的重點
[00:12:29.320 --> 00:12:31.880]  教會裏面
[00:12:31.880 --> 00:12:36.480]  尤其是在神眼中重要的人物
[00:12:36.480 --> 00:12:38.920]  你有沒有這種屬靈的特性
[00:12:38.920 --> 00:12:41.160]  有的話,教會就有福了
[00:12:41.160 --> 00:12:42.520]  甚麼是屬靈特性呢?
[00:12:42.520 --> 00:12:44.360]  留意這裏聖經所說的
[00:12:44.360 --> 00:12:47.320]  就是第十五節這裏
[00:12:47.320 --> 00:12:51.160]  這是相當重要的屬靈權柄
[00:12:51.160 --> 00:12:52.480]  留意這裏
[00:12:52.480 --> 00:12:55.560]  「出於信心的祈禱
[00:12:55.560 --> 00:12:59.280]  必定能夠拯救那個病人
[00:12:59.280 --> 00:13:02.560]  主耶穌必定會叫他起來的
[00:13:02.560 --> 00:13:04.440]  他如果犯了罪
[00:13:04.440 --> 00:13:07.760]  有必蒙赦免的權柄」
[00:13:07.760 --> 00:13:11.280]  接著第十六節就再一個勸告
[00:13:11.280 --> 00:13:13.200]  我們應該這樣做
[00:13:13.200 --> 00:13:15.840]  留意上文所說的
[00:13:15.840 --> 00:13:17.640]  信心的祈禱
[00:13:17.640 --> 00:13:18.600]  十四節
[00:13:18.600 --> 00:13:21.160]  新的翻譯本翻譯得相當好
[00:13:21.160 --> 00:13:23.840]  因為將那個眾數都翻譯出來
[00:13:23.840 --> 00:13:27.000]  十四節就說你們中間如果有人病了
[00:13:27.000 --> 00:13:30.120]  他就應該請教會的長老們
[00:13:30.120 --> 00:13:30.880]  記住了
[00:13:30.880 --> 00:13:33.280]  舊的話本是沒有的
[00:13:33.280 --> 00:13:36.760]  教會的長老們
[00:13:36.760 --> 00:13:40.240]  來為他祈禱
[00:13:40.240 --> 00:13:43.160]  病到一個地步,教會都回不來
[00:13:43.160 --> 00:13:47.400]  病到一個地步,在床上很嚴重
[00:13:47.400 --> 00:13:51.040]  教會的長老們來為他祈禱
[00:13:51.040 --> 00:13:51.960]  接著留意一下
[00:13:51.960 --> 00:13:54.640]  「奉主的名為他抹油」
[00:13:54.640 --> 00:13:58.400]  十五節就說那個很重要的權柄
[00:13:58.400 --> 00:14:06.200]  如果長老們出於信心的祈禱
[00:14:06.200 --> 00:14:09.400]  主必定會叫他起來
[00:14:09.400 --> 00:14:11.040]  他如果犯罪
[00:14:11.040 --> 00:14:14.680]  也必定蒙到赦免
[00:14:14.680 --> 00:14:18.640]  這是很美麗的描述
[00:14:18.640 --> 00:14:19.840]  一方面我們這樣看
[00:14:19.840 --> 00:14:21.360]  就以為有神醫
[00:14:21.360 --> 00:14:25.240]  即是靈恩派的權能報道
[00:14:25.240 --> 00:14:28.720]  或者是一些神跡醫治
[00:14:28.720 --> 00:14:31.840]  這裡某程度上有少許這樣的含義
[00:14:31.840 --> 00:14:34.240]  但其實重點不是在說那個人
[00:14:34.240 --> 00:14:36.440]  不是在說那些油
[00:14:36.440 --> 00:14:40.800]  也不是在說那個長老的眾數
[00:14:40.800 --> 00:14:42.640]  這些全部有關連
[00:14:42.640 --> 00:14:45.600]  但是最重要的重點就是
[00:14:45.600 --> 00:14:47.040]  那個教會
[00:14:47.040 --> 00:14:48.160]  雅各說
[00:14:48.160 --> 00:14:53.160]  一定應該要有這種屬靈的權柄
[00:14:53.160 --> 00:14:55.520]  就是信心的祈禱
[00:14:55.520 --> 00:14:57.400]  就會使那件事
[00:14:57.400 --> 00:15:00.680]  即是你知道今次我們的祈禱
[00:15:00.680 --> 00:15:04.040]  是有信心神一定會醫好他
[00:15:04.040 --> 00:15:07.880]  神真的會醫好這個人
[00:15:07.880 --> 00:15:13.400]  這就是其中美善倫理的關係的地方
[00:15:13.400 --> 00:15:16.280]  因為後面作者
[00:15:16.280 --> 00:15:19.120]  不單止沒有停在這裡
[00:15:19.120 --> 00:15:23.280]  而是繼續說甚麼叫做信心的祈禱
[00:15:23.280 --> 00:15:25.280]  十六字開始繼續說
[00:15:25.280 --> 00:15:27.880]  所以你們要彼此的認罪
[00:15:27.880 --> 00:15:29.920]  互相的代求
[00:15:29.920 --> 00:15:32.840]  使到你們都得到醫治
[00:15:32.840 --> 00:15:38.200]  你們是說上文的長老們
[00:15:38.200 --> 00:15:43.600]  還有知道有肢體患重病
[00:15:43.600 --> 00:15:45.520]  回不了教會
[00:15:45.520 --> 00:15:49.040]  長老們要去探望他
[00:15:49.040 --> 00:15:51.360]  而在探望的過程
[00:15:51.360 --> 00:15:53.520]  沒由的過程
[00:15:53.520 --> 00:15:56.200]  就有一個很強的信心
[00:15:56.200 --> 00:15:59.320]  而且似乎是一個群體都感覺到
[00:15:59.320 --> 00:16:01.400]  這個信心在這一次
[00:16:01.400 --> 00:16:04.800]  可以這樣來應用的時候
[00:16:04.800 --> 00:16:07.800]  神就會顯祂的能力
[00:16:07.800 --> 00:16:11.640]  因為重點是神醫好那個病友
[00:16:11.640 --> 00:16:13.440]  那個肢體
[00:16:13.440 --> 00:16:16.360]  不是長老們的多人
