
[00:00:00.000 --> 00:00:03.000]   老師的講題是《你的抉擇》
[00:00:03.000 --> 00:00:10.000]  講道的經文是在《路加福音》第四章一至十三節
[00:00:10.000 --> 00:00:15.000]  《商行本聖經》第九十二到九十三頁
[00:00:15.000 --> 00:00:20.000]  新約的《商行本聖經》第九十二到九十三頁
[00:00:20.000 --> 00:00:26.000]  《路加福音》第四章一至十三節
[00:00:26.000 --> 00:00:39.000]   聖經說:耶穌沒有聖靈,從約旦河回來,聖靈把他引渡曠野。
[00:00:39.000 --> 00:00:49.000]  四十天受魔鬼的刺探,在那些日子他沒有吃什麼,日子滿了,他餓了。
[00:00:49.000 --> 00:00:57.000]  魔鬼對他說:「你若是神的兒子,叫這塊石頭變成食物吧。」
[00:00:57.000 --> 00:01:04.000]  耶穌回答說:「經上記著,人活著不是單靠食物。」
[00:01:04.000 --> 00:01:12.000]  魔鬼又令他上了高山,霎時間把天下萬國都指給他看。
[00:01:12.000 --> 00:01:22.000]  對他說:「這一切權柄和榮華我都要給你,因為這原是交給我的,我願意給誰就給誰。
[00:01:22.000 --> 00:01:27.000]  你若在我面前下拜,這一切都歸你。」
[00:01:27.000 --> 00:01:36.000]  耶穌回答他說:「經上記著,要拜主你的神,唯獨侍奉他。」
[00:01:36.000 --> 00:01:42.000]  魔鬼又令他到耶路撒冷去,叫他站在聖殿上。
[00:01:42.000 --> 00:01:53.000]  對他說:「你若是神的兒子,從這裡跳下去,因為經上記著主要為你命令他的使者保護你,
[00:01:53.000 --> 00:01:59.000]  他們要用手托著你,免得你的腳碰在石頭上。」
[00:01:59.000 --> 00:02:06.000]  耶穌回答他說:「經上說,不可試探主你的神。」
[00:02:06.000 --> 00:02:13.000]  魔鬼用完了各樣的試探,就離開耶穌,再等時機。
[00:02:13.000 --> 00:02:16.000]  我們恭敬張,以下時間交給謝牧師。
[00:02:16.000 --> 00:02:31.000]  祝各位新年夢福,每天都精神奮勇,靈情步步升,能夠更加明白神的真意,能夠在今年為主得著更多的人。
[00:02:31.000 --> 00:02:38.000]  在我們看神話之前,我們先有個祈禱。
[00:02:45.000 --> 00:02:54.000]  主,我們感謝祢,讓我們在一年之守,有生命意識,可以親近祢,祢給我們福氣。
[00:02:54.000 --> 00:03:06.000]  以主,祢今天透過祢自己的話語,提醒我們,讓孩子心中的意念,口中的言語,都能夠蒙祢的月亮。
[00:03:06.000 --> 00:03:15.000]  讓我們在看祢的話語裏面,我們心存敬畏,求主祝福,帶領我們以下的時間,奉主耶穌的名球,阿門。
[00:03:19.000 --> 00:03:48.000]  今天你在街上環顧四周,相信你都不難發現所有休閒的場所,娛樂的設施,甚至是一些出版的刊物,你會發現,某一樣不是被色情、暴力、財力污染的,甚至是壟斷了。
[00:03:48.000 --> 00:04:02.000]  按摩院,或是一些各型各式暗藏玄機的電腦化賓館,或者是一些影碟,都是充斥著這個市面。
[00:04:02.000 --> 00:04:19.000]  我們作為基督徒在今時今日裏面,你想想,有誰不會被引誘呢?有誰不會被試探呢?有誰不會被迷惑呢?做基督徒真是難,是吧?
[00:04:19.000 --> 00:04:31.000]  哪有可能真的會面對這個引誘呢?今天我們就由經文裏面所出現的試探,我們想想到底發生在甚麼時候呢?
[00:04:31.000 --> 00:04:48.000]  其實正正是耶穌基督受洗之後,神的靈引導他去曠野。
[00:04:48.000 --> 00:05:07.000]  在曠野的時候,他發現要接受魔鬼的試探,其實神的旨意都是要耶穌和魔鬼正面相交,硬碰的,擺明的。
[00:05:07.000 --> 00:05:18.000]  神的旨意就是要耶穌基督面對這個試探,開始他的時工。所以他藉著魔鬼的試探來顯明耶穌基督的急性。
[00:05:18.000 --> 00:05:32.000]  我們看到撒旦其實是魔鬼,他是一個屬於超自然的靈體,但是他的任務就是要專門和我們的神對抗的。
[00:05:32.000 --> 00:05:42.000]  我們想想耶穌有沒有可能會對撒旦這個試探讓步呢?
[00:05:42.000 --> 00:05:46.000]  在《雅各書1章13節》裏,他講:
[00:05:46.000 --> 00:05:56.000]  「人被誘惑,不可以說我被上帝誘惑,因為上帝是不會被惡誘惑的,他也不誘惑人。
[00:05:56.000 --> 00:06:06.000]  耶穌身為神,他不可以被惡誘惑,更加不可以向這個試探屈服。
[00:06:06.000 --> 00:06:14.000]  但是身為人,他面對試探的時候,會不會被屈服呢?
[00:06:14.000 --> 00:06:24.000]  都並非不可能的,他成為人的時候,我們看看主耶穌是怎樣面對這個挑戰呢?
[00:06:24.000 --> 00:06:30.000]  第一個試探就是這個惡者,魔鬼,他說:
[00:06:30.000 --> 00:06:36.000]  「如果你是上帝的兒子,你可以把這塊石頭變成食物。」
[00:06:36.000 --> 00:06:46.000]  撒旦他要試探耶穌的時候,他明明知道他自己是不可以敗壞耶穌的,他很清楚知道。
[00:06:46.000 --> 00:06:57.000]  但是耶穌基督面對的挑戰是禁食四十天,四十天他會肚餓的,大家吃了早餐沒有?
[00:06:57.000 --> 00:07:01.000]  可能這個時候肚子也會咕咕叫。
[00:07:01.000 --> 00:07:15.000]  魔鬼給的建議是說,即使你是神的兒子,你也會肚餓的,你也需要食物維生的,特別是在一個抗疫的地方,他肚餓了。
[00:07:15.000 --> 00:07:23.000]  這個食物怎樣解決呢?
[00:07:23.000 --> 00:07:28.000]  是不是要把這個石頭變成食物呢?
[00:07:28.000 --> 00:07:34.000]  換言之,魔鬼教他的就是,你不要信服聖靈的指引。
[00:07:34.000 --> 00:07:41.000]  你看看,你聽聖靈的話,你不是要白白的在那裡捱餓?
[00:07:41.000 --> 00:07:59.000]  耶穌知道,也知道他自己的身份,他知道自己是神的兒子,他不想行使神的兒子的身份去做這件事,他願意信服聖靈的帶領。
[00:07:59.000 --> 00:08:13.000]  他對這個反應很決絕的,所以他用聖靈的八章,那裡說人活著,不是單靠食物,而是靠耶和華考慮所出的一切。
[00:08:13.000 --> 00:08:19.000]  禁食,使得我們肉身脫離安殊。
[00:08:19.000 --> 00:08:40.000]  我們將焦點放在屬靈的事上,總之你肚餓,意識真的很強,但是你想想,我肚餓的時候,很宏偉心思之,我還是變一下食物,不要聽聖靈的話,變一下它,好不好?
[00:08:40.000 --> 00:08:59.000]  我這樣做,其實這個意念都比你大,我吃飽了,但是我不是尋求神,可能還小一點,但是如果我行使權力去做這件事,其實我在做什麼呢?
[00:08:59.000 --> 00:09:21.000]  我聽魔鬼的話,作為神的兒子,他有一個能力,他可以做到的,但是他行了神跡的話,表露他這個時候,很重要的一件事就是,他表露他自己,還是他要炫耀自己呢?
[00:09:21.000 --> 00:09:28.000]  他說,人活著不是單靠食物,而是靠耶和華考慮所出的一切話。
[00:09:28.000 --> 00:09:46.000]  當你吃東西的時候,你想想當年,人在曠野四十年,神怎樣去幫助他們呢?神要他們學習怎樣去順從神考慮所出的話,神教導他們什麼呢?
[00:09:46.000 --> 00:10:14.000]  他說,我每天按時給你食物,每天都有碼,你每天拿到你的份就行了,不要增加太多,多了都是多餘的,多了都是生蟲,臭了沒用的,你每天吃這麼多就拿這麼多,但是第六天的時候,又可以拿雙份,因為守安息人,什麼都不做。
[00:10:14.000 --> 00:10:31.000]  所以在第六天的時候,他們又可以拿雙份,又沒事,食物又不會壞,他們要學習去聽神的話,去遵從神的話,他們要服從,神就去為他們預備食物。
[00:10:31.000 --> 00:11:00.000]  而我們的始祖亞當又怎樣呢?我們的始祖亞當和魔鬼又是硬碰的,但是怎樣呢?神讓我們看到這件事情,我們的始祖亞當,夏娃,當魔鬼出現在他們面前的時候,去問他們,那我們很清楚呢?
[00:11:00.000 --> 00:11:13.000]  神說的是什麼呢?「圓中各樣樹上所出的,你可以隨意吃,只是之善惡的樹上所出的,你不可吃,因為你吃的日子必定死。」
[00:11:13.000 --> 00:11:27.000]  這是神很清楚的,祂說到祂的心意是這樣,祂命令他們要這樣做,只是那棵之善惡的樹上,你不要吃,你吃了就會死。
[00:11:27.000 --> 00:11:46.000]  但是這個時候,魔鬼又去問那個女人,神是不是真的這樣說呢?神是不是真的說,你不可以吃圓中任何樹上所出的果子呢?這個女人就說了,這個女人說什麼呢?
[00:11:46.000 --> 00:12:05.000]  這個女人跟蛇說,圓中樹上的果子我們都可以吃,但是圓中間那棵樹的果子呢?神曾經說,你不可以吃,又不可以摸,免得你不死。其實神有沒有說不可以摸呢?神只說不可以吃而已。
[00:12:05.000 --> 00:12:29.000]  這個蛇就馬上跟她說,你不一定死的,有一半一半機會,你不一定死的,因為上帝知道你吃的日子,眼睛就開了,舊的版本就是,眼睛就明亮了,然後你就會知道善惡,好像神那麼厲害,你會知道善惡的。
[00:12:29.000 --> 00:12:58.000]  這個女人看著這棵樹,好做食物,有人的眼目,令她很開心,很喜愛這棵樹,變得有智慧,不是很好嗎?這麼吸引,因為眼目的庭育,這棵樹多好,你很想吃,最重要是什麼呢?好像神那麼厲害,很有智慧。
[00:12:58.000 --> 00:13:23.000]  於是她就把這棵樹給丈夫吃,那兩個人真的眼開了,發現自己赤身露體,他們又用無花果樹的葉去自己編織裙,當我聽到他們好像神那麼厲害的時候,心都飄飄然,人都是這樣的,這是眼目的庭育。
[00:13:23.000 --> 00:13:41.000]  但主耶穌拒絕,撒旦這個建議,祂沒有用自己的能力去做這件事,把石頭變成食物,去滿足自己肉體的需要,而是祂情願以人的身份去信服聖靈的帶領。
[00:13:41.000 --> 00:14:03.000]  今天我們來看看,其實很多東西吸引我們,當你要回聚會的時候,又剛好有些劇集,想看大結局,不如這次不來,甚至一次兩次,以後每次都可以這樣做,是吧?
[00:14:03.000 --> 00:14:20.000]  或者每次世界盃的時候,通常都在深夜,那日回教會的時候,可能在講道的時候,就等著睡覺,省眠,甚至可能起不了身,很大的吸引。
[00:14:20.000 --> 00:14:41.000]  其實無形之中都是一種試探,有沒有想到呢?第二個試探是什麼呢?魔鬼入大,耶穌在一個高山,他跟他說,將天下的萬物指給他看,
[00:14:41.000 --> 00:15:05.000]  天下萬國,他說:「這一切權柄和榮華我都要給你,因為這原是交給我的,我願意給誰就給誰,你若在我面前下拜,這一切都歸你。」天下萬國,魔鬼將當時體系中的萬國指給他看,當時體系中的整個世界體系是怎樣呢?就是羅馬帝國了。
[00:15:05.000 --> 00:15:25.000]  當時羅馬帝國,包括了希臘、迪加摩、比推尼、波斯、佛洛斯、敘利亞、埃及、猶大等等這些國家,魔鬼將當時的萬國指給耶穌看,就是當時羅馬帝國統治下的萬國。
[00:15:25.000 --> 00:15:47.000]  魔鬼以為耶穌以人性出現的時候,他可以去試探他,他說萬國和萬國的榮華,是和這個世界一體的,包括權力、財富,這些都是人所渴望的。
[00:15:47.000 --> 00:16:16.000]  誰不喜歡錢呢?誰不喜歡權力呢?萬國就是指世界的國,萬國和耶穌所宣講的天國是完全不同的,猶太人很期望耶穌建立一個天國在地上的,在地上的,猶太人很期望這個國度在地上建立。
[00:16:17.000 --> 00:16:34.000]  但耶穌說我的國不是屬於這個世界的,所以他不會貪戀這個世界一切,羅馬帝國是魔鬼和當時的皇帝提比劉統治下去吃掉這個世界。
[00:16:34.000 --> 00:16:59.000]  撒旦說如果在我面前下拜一切都歸你,你看萬國都服在我面前,在我權柄之下,這個權已經交給我,這個權是不是真的交給他呢?其實意思不是神把權柄交給魔鬼,而是人願意降服在魔鬼之下。
[00:16:59.000 --> 00:17:14.000]  這個權已經交給我,我控制著提比劉,我控制著整個羅馬帝國,我統治一切的國度,只要你向我下拜,我就將這一切給你。
[00:17:14.000 --> 00:17:34.000]  其實魔鬼是說謊的,他想耶穌用妥協的方式將權柄給他,但耶穌很清楚,知道他得到的方法是死亡,要走上十字架的道路為我們寫命,去成就神的計劃。
[00:17:34.000 --> 00:17:51.000]  所以耶穌回答他,是要拜主你的上帝,唯獨去侍奉祂。我們唯一可以敬拜的就是這位耶和華神,我們唯一可以侍奉的也是這位耶和華神。
[00:17:51.000 --> 00:18:16.000]  我們不可以去敬拜其他的偶像,神是機邪的,除他以外,我們不可以有別的神。耶穌基督從來都不會滿足祂自己的需要,去運用神的神聖能力,去戰勝地上的權制,來滿足猶太人的期望。
[00:18:16.000 --> 00:18:31.000]  他卻是以內聖,同時用神的話語去克勝魔鬼,之後魔鬼又帶他去耶路撒冷。
[00:18:31.000 --> 00:18:59.000]  第三個試探,魔鬼叫耶穌站在墊頂上,墊頂在聖殿屋頂側翼的一個沿著西南邊的牆,面對著一個急欖谷,是一個很深的深谷。
[00:18:59.000 --> 00:19:22.000]  這個山谷大概就是沿著耶路撒冷的舊城,東邊的城牆,是一個山谷,可以將聖殿和急欖山分開的,由急欖山再向東穿過沙漠,就可以去到死海,大概是這個位置。
[00:19:22.000 --> 00:19:42.000]  魔鬼對耶穌說:「如果你是神的兒子,你可以這樣跳下去的,因為經上記載說,主要為你命令他的使者保護你,他們要用手托著你,免得你的腳碰在石頭上。」
[00:19:42.000 --> 00:20:11.000]  撒旦要求耶穌做一件超乎常人的舉動,就好像超人一樣,扮演超人的角色。大家是怎樣看呢?如果主真的聽了他的話,一跳下去,很多人馬上看見,馬上洶湧如是,跟從他,好像明星一樣,跟著他,崇拜他,尊他為神。
[00:20:11.000 --> 00:20:26.000]  但是耶穌,用這個方法好不好呢?這麼容易,這麼快就可以得到人們的稱讚,人們的跟隨,多麼好啊!這麼多人擁護他。
[00:20:26.000 --> 00:20:45.000]  撒旦選擇這個時候帶耶穌去墊頂,做什麼呢?猶太人有一個傳說,他們相信尼塞亞江南的時候,是很轟動的,用一個很轟動的姿態,忽然在墊中出現的。
[00:20:45.000 --> 00:20:57.000]  這個傳說有一部分,就好像根據《馬拉紀書》的三章,一到二節,那裡說道:
[00:20:57.000 --> 00:21:17.000]  「萬君之爺說:漢啊,我要掐起我的使者,在我面前預備道路。你們所尋求的主,必忽然來到他的墊。納入的使者,就是你們所仰慕的漢啊,快要來到。」
[00:21:17.000 --> 00:21:31.000]  他來的日子,誰能當得起呢?他顯現的時候,誰能立得住呢?何況這個時候,人們正正要去聖地祈禱。
[00:21:31.000 --> 00:21:49.000]  既然他們祈禱了,就說:來了!那耶穌一跳下去,就成功了!有使者保護你了,你又不會死!你說是不是成千的人都奉仰崇拜他,去擁護他呢?
[00:21:49.000 --> 00:22:05.000]  聽耶穌這樣說,原本也可以接納他的意見,能夠造成震驚世人的表現。
[00:22:05.000 --> 00:22:22.000]  但是,耶穌想到,雖然這樣,他不用走這條受苦的道路,但是耶穌不想用這個方式去迎取人的心。
[00:22:22.000 --> 00:22:38.000]  他選擇去遵照神的旨意,他絕對不採用譁眾取寵的方式。耶穌回答:不可以試探主你的神。
[00:22:38.000 --> 00:22:53.000]  但是魔鬼說服耶穌,他引用了剛才的經文,其實是引用詩篇的,但是他漏了一句,就是:在你所行的一切道路上保護你。
[00:22:53.000 --> 00:23:16.000]  他真的說保護你。魔鬼竟然去慫恿耶穌,令到他身處這麼危險的地方。他去支撐,他讓耶穌多少也學習去試探神。
[00:23:16.000 --> 00:23:38.000]  沒錯,神的意旨,神一定會保護他的。但是他的建議是不是很陰險呢?表面上看來就好像很合理的,保護你。經文也是這樣說,因為神的意旨,神一定會保護你的。
[00:23:38.000 --> 00:23:53.000]  但是他似乎是利用耶穌去考驗神,去證明耶穌和神的關係。如果耶穌真的從電跳下去的時候,神一定會保護他的。
[00:23:53.000 --> 00:24:10.000]  第一,他的行為就不是對神的無危信心,耶穌可以適合惡者的詭詐。
[00:24:10.000 --> 00:24:31.000]  他引用經文,讓我們看到當時以色列人抗野,都是這樣去試探神。所以他就用這句話,不可試探主,你的神。
[00:24:31.000 --> 00:24:47.000]  他依照實人的建議去做,就是試探神。但是他不想違背神的命令,他不願意為了有一群人去跟隨他,而失去聽從神的命令。
[00:24:47.000 --> 00:25:03.000]  這是一個今生的驕傲。我們會否為了迎合人的需要,想結交更多朋友,以至我們違背良心,甚至我們說謊呢?
[00:25:03.000 --> 00:25:24.000]  但我們從耶穌的試探中,我們得到很大的安慰和能力。因為在希伯來書中,我們看到我們的大祭司並非不能看出我們的軟弱,因為他成為人。
[00:25:24.000 --> 00:25:43.000]  他情願以人的身份出現在地上,他也曾經犯事受過試探,他受過試探不只是那三次,還有其他的。所以聖經說他也曾經犯事受過試探,跟我們一樣,只是他沒有犯罪。
