
[00:00:00.000 --> 00:00:02.000]  弟子妹平安
[00:00:02.000 --> 00:00:05.520]  每一次回來錦宣家
[00:00:05.520 --> 00:00:08.080]  我心裏面都很興奮
[00:00:08.080 --> 00:00:10.080]  很歡喜快樂
[00:00:10.080 --> 00:00:13.520]  因為這個地方是我N年前
[00:00:13.520 --> 00:00:15.920]  在這個地方服侍
[00:00:15.920 --> 00:00:21.280]  亦是我在神學院畢業後的第一個工場
[00:00:21.280 --> 00:00:26.400]  所以這裏有很多腳毛留下了
[00:00:26.400 --> 00:00:30.400]  所以剛才我來到之後在湖裏面走一走
[00:00:30.400 --> 00:00:32.160]  亦都去吃過早餐
[00:00:32.160 --> 00:00:35.760]  給我有很多的紀念
[00:00:35.760 --> 00:00:38.560]  很多回想在我心裏面
[00:00:38.560 --> 00:00:41.120]  所有都是美好
[00:00:41.120 --> 00:00:43.520]  所有都是恩典
[00:00:43.520 --> 00:00:47.120]  首先代表孫一家去問候大家
[00:00:47.120 --> 00:00:48.320]  亦都多謝大家
[00:00:48.320 --> 00:00:51.360]  一直都為孫一堂去祈禱
[00:00:51.360 --> 00:00:56.160]  我想香港每一間教會都在面對同一個挑戰
[00:00:56.160 --> 00:00:58.720]  孫一堂都同樣是一樣
[00:00:58.720 --> 00:01:01.040]  感謝大家的看顧
[00:01:01.040 --> 00:01:03.040]  感恩的孫一家
[00:01:03.040 --> 00:01:06.560]  今年下星期是十八周年
[00:01:06.560 --> 00:01:08.560]  女大十八
[00:01:08.560 --> 00:01:12.800]  當然孫一堂都變了很多
[00:01:12.800 --> 00:01:14.800]  過去一年裏面
[00:01:14.800 --> 00:01:18.560]  我可以簡單的概括地跟大家說
[00:01:18.560 --> 00:01:21.840]  感恩不盡
[00:01:23.360 --> 00:01:26.080]  沒錯我們都面對一個很大很大的挑戰
[00:01:26.080 --> 00:01:28.800]  從來都未試過這麼大的挑戰
[00:01:28.800 --> 00:01:31.520]  可以說是百年一遇
[00:01:31.520 --> 00:01:36.080]  但是上帝的恩同樣是傾覆
[00:01:36.080 --> 00:01:39.520]  我相信每一間教會裏面
[00:01:39.520 --> 00:01:41.520]  孫一堂其中一間
[00:01:41.520 --> 00:01:44.320]  詳細我不可以多說
[00:01:44.320 --> 00:01:45.600]  不過多謝大家
[00:01:45.600 --> 00:01:47.600]  一直都紀念著
[00:01:47.600 --> 00:01:51.600]  今天很感恩我們可以一起去聽上帝的說話
[00:01:51.600 --> 00:01:55.200]  不知道大家剛才聽到朱太讀經文的時候
[00:01:55.200 --> 00:01:58.160]  你覺得這段經文是說些甚麼呢
[00:01:58.160 --> 00:02:02.480]  說些甚麼呢
[00:02:02.480 --> 00:02:05.600]  其實很簡單
[00:02:05.600 --> 00:02:10.560]  彼得令一個女門徒
[00:02:10.560 --> 00:02:13.360]  一個信徒死而復生
[00:02:13.360 --> 00:02:15.360]  是一個神蹟
[00:02:15.360 --> 00:02:21.360]  但是是不是一個神蹟呢
[00:02:21.840 --> 00:02:23.680]  除了是一個神蹟之外
