
[00:00:00.000 --> 00:00:03.000]  我們再一次祈禱
[00:00:03.000 --> 00:00:06.000]  親愛的上主
[00:00:06.000 --> 00:00:08.000]  我們今天晚上
[00:00:08.000 --> 00:00:10.000]  等候在你的面前
[00:00:10.000 --> 00:00:14.000]  當我們打開聖經的時候
[00:00:14.000 --> 00:00:18.000]  以斯拉記告訴我們一個很歡樂的日子
[00:00:18.000 --> 00:00:25.000]  一個他們值得期待很長的70年的日子
[00:00:25.000 --> 00:00:27.000]  現在來到應驗
[00:00:27.000 --> 00:00:30.000]  現在神的應許兌現
[00:00:30.000 --> 00:00:32.000]  他們要被老歸回
[00:00:32.000 --> 00:00:34.000]  這一段的歷史
[00:00:34.000 --> 00:00:36.000]  都成為我們一個嚮往
[00:00:36.000 --> 00:00:40.000]  我們要歸回上主的應許
[00:00:40.000 --> 00:00:44.000]  或者我們現在在哪個光景
[00:00:44.000 --> 00:00:46.000]  個人在哪個宿命光景
[00:00:46.000 --> 00:00:50.000]  教會現在是在哪個光景
[00:00:50.000 --> 00:00:53.000]  求主席這一張聖經
[00:00:53.000 --> 00:00:55.000]  都給我們大家一起去思想
[00:00:55.000 --> 00:01:02.000]  去尋問聖靈在我們內心的教導
[00:01:02.000 --> 00:01:05.000]  我們一起在你面前等候禱告
[00:01:05.000 --> 00:01:07.000]  奉耶穌基督的名
[00:01:07.000 --> 00:01:09.000]  阿們
[00:01:09.000 --> 00:01:12.000]  雖然這本書叫做以斯拉記
[00:01:12.000 --> 00:01:14.000]  但是一到第六章
[00:01:14.000 --> 00:01:19.000]  就不是以斯拉他所經歷的
[00:01:19.000 --> 00:01:21.000]  因為以斯拉根本就還沒出世
[00:01:21.000 --> 00:01:23.000]  第七章的時候
[00:01:23.000 --> 00:01:25.000]  就有介紹他自己
[00:01:25.000 --> 00:01:27.000]  民事
[00:01:27.000 --> 00:01:29.000]  也是祭司的以斯拉
[00:01:29.000 --> 00:01:31.000]  他就是第二次
[00:01:31.000 --> 00:01:33.000]  其實已經過了很多年了
[00:01:33.000 --> 00:01:38.000]  他是第二批從波斯上去耶路撒冷
[00:01:38.000 --> 00:01:42.000]  他是帶領敬拜
[00:01:42.000 --> 00:01:44.000]  重拾敬拜
[00:01:44.000 --> 00:01:48.000]  但是現在第一次的歸回
[00:01:48.000 --> 00:01:51.000]  一到第六章是一個整體
[00:01:51.000 --> 00:01:53.000]  一到第六章就是講
[00:01:53.000 --> 00:01:55.000]  第一批人
[00:01:55.000 --> 00:01:57.000]  主前的537
[00:01:57.000 --> 00:01:59.000]  或者可能是536
[00:01:59.000 --> 00:02:02.000]  介乎兩年之間
[00:02:02.000 --> 00:02:05.000]  第一批的上去歸回
[00:02:05.000 --> 00:02:07.000]  很鉅細無遺的
[00:02:07.000 --> 00:02:13.000]  記載大概有49,697人
[00:02:13.000 --> 00:02:15.000]  是記載得很詳細
[00:02:15.000 --> 00:02:16.000]  第二章
[00:02:16.000 --> 00:02:17.000]  逐個支派
[00:02:17.000 --> 00:02:18.000]  逐個家族
[00:02:18.000 --> 00:02:21.000]  他們是什麼人
[00:02:21.000 --> 00:02:23.000]  來記載
[00:02:23.000 --> 00:02:25.000]  不過記住一個很重要的
[00:02:25.000 --> 00:02:27.000]  剛才第一節已經講了
[00:02:27.000 --> 00:02:30.000]  是這個居老時王
[00:02:30.000 --> 00:02:33.000]  或者舊的翻譯叫做古烈王
[00:02:33.000 --> 00:02:37.000]  他打敗了巴比倫之後
[00:02:37.000 --> 00:02:38.000]  馬代
[00:02:38.000 --> 00:02:39.000]  波斯帝國
[00:02:39.000 --> 00:02:41.000]  這個居老時王
[00:02:41.000 --> 00:02:46.000]  他立了一個新的懷民政策
[00:02:46.000 --> 00:02:50.000]  就是和巴比倫王不相同
[00:02:50.000 --> 00:02:53.000]  巴比倫王就是要徹底的
[00:02:53.000 --> 00:02:55.000]  將每一個國家
[00:02:55.000 --> 00:02:57.000]  他們拜的神
[00:02:57.000 --> 00:02:58.000]  都要來征服
[00:02:58.000 --> 00:03:00.000]  完全不讓他們
[00:03:00.000 --> 00:03:02.000]  來到他在自己的地方
[00:03:02.000 --> 00:03:04.000]  可以有自己的敬拜
[00:03:04.000 --> 00:03:07.000]  所以要將所有精英的人
[00:03:07.000 --> 00:03:10.000]  遷徙去到巴比倫帝國裏面
[00:03:10.000 --> 00:03:11.000]  所以你會記得
[00:03:11.000 --> 00:03:14.000]  但以你和三個朋友
[00:03:14.000 --> 00:03:16.000]  安米薩阿伯尼戈
[00:03:16.000 --> 00:03:19.000]  他們就是被遷徙到巴比倫
[00:03:19.000 --> 00:03:22.000]  在那裏要學習他們的文化
[00:03:22.000 --> 00:03:25.000]  和要拜巴比倫的偶像
[00:03:25.000 --> 00:03:27.000]  所以就是說
[00:03:27.000 --> 00:03:29.000]  其他的國家的精英
[00:03:29.000 --> 00:03:31.000]  都聚集在巴比倫
[00:03:31.000 --> 00:03:33.000]  但是這樣的政策
[00:03:33.000 --> 00:03:35.000]  帶來的反抗是很大的
[00:03:35.000 --> 00:03:37.000]  因為涉及的就是
[00:03:37.000 --> 00:03:41.000]  不單止你不可以再在自己的原居地
[00:03:41.000 --> 00:03:42.000]  拜自己的神
[00:03:42.000 --> 00:03:45.000]  而且巴比倫還會將一些
[00:03:45.000 --> 00:03:47.000]  其他國家的人
[00:03:47.000 --> 00:03:49.000]  遷徙去到你那個地方
[00:03:49.000 --> 00:03:51.000]  所以你見到第三章之後
[00:03:51.000 --> 00:03:54.000]  在猶大的耶路撒冷
[00:03:54.000 --> 00:03:57.000]  就有一些非原居民的猶太人
[00:03:57.000 --> 00:04:00.000]  就在那個地方來生活
[00:04:00.000 --> 00:04:02.000]  就是說70年裏面
[00:04:02.000 --> 00:04:05.000]  巴比倫已經將一些人遷徙了來
[00:04:05.000 --> 00:04:09.000]  那就帶來一個很大的競爭
[00:04:09.000 --> 00:04:11.000]  這個就是我們未必有機會
[00:04:11.000 --> 00:04:13.000]  有時間去講的問題
[00:04:13.000 --> 00:04:16.000]  就是他們重建聖殿的時候
