
[00:00:00.000 --> 00:00:02.000]  我們一起簡單禱告
[00:00:02.000 --> 00:00:05.760]  再一次我們都打開舊約的聖經
[00:00:05.760 --> 00:00:08.960]  很盼望透過《撒姆爾記》上
[00:00:08.960 --> 00:00:13.760]  作者要呈獻給我們見到的聖經人物
[00:00:13.760 --> 00:00:15.360]  他們的人生
[00:00:15.360 --> 00:00:17.360]  讓我們來認識
[00:00:17.360 --> 00:00:21.360]  特別那個不是一個普通的傳記那麼簡單
[00:00:21.360 --> 00:00:24.360]  也不是一些歷史的記載
[00:00:24.360 --> 00:00:29.760]  而是有神介入的一個歷史的人生
[00:00:29.760 --> 00:00:32.760]  而且是一個舊恩的歷史
[00:00:32.760 --> 00:00:34.760]  是神管理著的
[00:00:34.760 --> 00:00:38.760]  幫助我們在神的選民
[00:00:38.760 --> 00:00:40.760]  以色列這個國度
[00:00:40.760 --> 00:00:44.760]  他們那個交替轉變的時代
[00:00:44.760 --> 00:00:47.760]  讓我們能夠透過幾個重要的聖經人物
[00:00:47.760 --> 00:00:53.760]  撒姆爾、蘇羅和大衛
[00:00:53.760 --> 00:00:57.760]  都讓我們能夠掌握他們的人生
[00:00:57.760 --> 00:00:59.760]  也讓我們看到
[00:00:59.760 --> 00:01:02.760]  重點不是我們明白了一些歷史
[00:01:02.760 --> 00:01:04.760]  而是在我們的生命裏面
[00:01:04.760 --> 00:01:06.760]  怎樣來學習
[00:01:06.760 --> 00:01:08.760]  敬畏我們的主
[00:01:08.760 --> 00:01:11.760]  在生活裏面來實踐
[00:01:11.760 --> 00:01:14.760]  一個與神同行的人生
[00:01:14.760 --> 00:01:16.760]  求主帶領我們
[00:01:16.760 --> 00:01:18.760]  我們等候在祢的面前
[00:01:18.760 --> 00:01:22.760]  這樣禱告奉耶穌基督的名
[00:01:22.760 --> 00:01:23.760]  阿們
[00:01:23.760 --> 00:01:26.760]  那個聲音不會很刺耳吧
[00:01:26.760 --> 00:01:28.760]  應該OK的吧
[00:01:28.760 --> 00:01:30.760]  好
[00:01:30.760 --> 00:01:33.760]  要抱歉的
[00:01:33.760 --> 00:01:36.760]  因為將精力放在大部分
[00:01:36.760 --> 00:01:38.760]  預備約翰福音
[00:01:38.760 --> 00:01:42.760]  所以在那個起初的時候
[00:01:42.760 --> 00:01:44.760]  講了四至五堂
[00:01:44.760 --> 00:01:48.760]  所以零零星星地講撒姆爾記
[00:01:48.760 --> 00:01:52.760]  我怕大家有時會有很多的記憶淡忘了
[00:01:52.760 --> 00:01:59.760]  這樣會影響對歷史人物進度的認識
[00:01:59.760 --> 00:02:01.760]  長話短說
[00:02:01.760 --> 00:02:03.760]  讀撒姆爾記上
[00:02:03.760 --> 00:02:05.760]  當然是上下
[00:02:05.760 --> 00:02:08.760]  其實上下是一卷書的原文
[00:02:08.760 --> 00:02:10.760]  不是兩卷書的
[00:02:10.760 --> 00:02:12.760]  是我們翻譯
[00:02:12.760 --> 00:02:15.760]  因為是七十事譯本
[00:02:15.760 --> 00:02:18.760]  我們就翻譯成中文之後
[00:02:18.760 --> 00:02:21.760]  我們就將它變成兩卷書
[00:02:21.760 --> 00:02:23.760]  其實就沒有上下之分
[00:02:23.760 --> 00:02:27.760]  所以緊接三十一章
[00:02:27.760 --> 00:02:29.760]  蘇羅的離世
[00:02:29.760 --> 00:02:33.760]  就輾轉蘇羅他的兒子
[00:02:33.760 --> 00:02:42.760]  這個伊斯波切和元帥阿尼爾
[00:02:42.760 --> 00:02:49.760]  就要面對以色列的王離世
[00:02:49.760 --> 00:02:52.760]  大衛是否順理成章要做王呢
[00:02:52.760 --> 00:02:56.760]  所以是緊接故事一直發展
[00:02:56.760 --> 00:02:59.760]  是我們將它斬斷
[00:02:59.760 --> 00:03:01.760]  所以嚴格來說
[00:03:01.760 --> 00:03:05.760]  我們見到在撒姆爾記上的大衛
[00:03:05.760 --> 00:03:08.760]  他真的好像的而且確
[00:03:08.760 --> 00:03:10.760]  他去到某些關鍵的位置
[00:03:10.760 --> 00:03:12.760]  他是很敬畏神的
[00:03:12.760 --> 00:03:15.760]  但是去到撒姆爾記下
[00:03:15.760 --> 00:03:18.760]  再沒有一個敵人在他面前
[00:03:18.760 --> 00:03:20.760]  誰是他的敵人呢
[00:03:20.760 --> 00:03:23.760]  當然就是他自己的內心
[00:03:23.760 --> 00:03:25.760]  所以你會見到
[00:03:25.760 --> 00:03:29.760]  後來因為他自己內心的心魔這個敵人
[00:03:29.760 --> 00:03:33.760]  就創造了很多的敵人
[00:03:33.760 --> 00:03:36.760]  例如是他的兒子
[00:03:36.760 --> 00:03:39.760]  我們之前很早已經說了這個阿沙隆
[00:03:39.760 --> 00:03:42.760]  因為太過標誌的一個人
[00:03:42.760 --> 00:03:45.760]  非常非常之熱心
[00:03:45.760 --> 00:03:49.760]  很多人看到他是很勤政愛民的
[00:03:49.760 --> 00:03:55.760]  但是原來內心深處有一個很大的慾望
[00:03:55.760 --> 00:03:56.760]  一個ego
[00:03:56.760 --> 00:04:01.760]  其實只是將大衛自己影射出來
[00:04:01.760 --> 00:04:07.760]  所以是大衛自己去創造了一個第三個兒子
[00:04:07.760 --> 00:04:09.760]  就是這個阿沙隆
[00:04:09.760 --> 00:04:11.760]  大兒子就是暗亂
[00:04:11.760 --> 00:04:13.760]  第二個兒子從來沒有出現的
[00:04:13.760 --> 00:04:15.760]  就是但爾利
[00:04:15.760 --> 00:04:18.760]  第三個兒子就是這個阿沙隆
[00:04:18.760 --> 00:04:20.760]  所以去到撒姆爾記下
[00:04:20.760 --> 00:04:24.760]  很多很多的事情就浮現出來了
[00:04:24.760 --> 00:04:27.760]  大衛他一直都不敢做的事情
[00:04:27.760 --> 00:04:30.760]  在撒姆爾記下就做出來了
[00:04:30.760 --> 00:04:35.760]  所以太平盛世都是一個很大的危機
[00:04:35.760 --> 00:04:38.760]  如果我們常常是一個警覺
[00:04:38.760 --> 00:04:40.760]  不是疑神疑鬼
[00:04:40.760 --> 00:04:44.760]  又不是一種過度敏感的
[00:04:44.760 --> 00:04:47.760]  而是一種很敏銳的心靈
[00:04:47.760 --> 00:04:51.760]  這個其實就是聖經新約所說的警醒
[00:04:51.760 --> 00:04:55.760]  所以從這個角度
[00:04:55.760 --> 00:04:57.760]  我們如果只是看完撒姆爾記上
[00:04:57.760 --> 00:04:59.760]  就不是很公平的
[00:04:59.760 --> 00:05:01.760]  大衛就什麼都好
[00:05:01.760 --> 00:05:03.760]  蘇羅就什麼都不好
[00:05:03.760 --> 00:05:05.760]  所以我們都應該
[00:05:05.760 --> 00:05:09.760]  遲些我們有機會都可以再看撒姆爾記下
[00:05:09.760 --> 00:05:12.760]  有很多的事件都是很標誌性的
[00:05:12.760 --> 00:05:15.760]  撒姆爾記下就更加多
[00:05:15.760 --> 00:05:19.760]  在大衛旁邊的人
[00:05:19.760 --> 00:05:21.760]  特別是環繞著他的家族
[00:05:21.760 --> 00:05:23.760]  首先就是暗亂
[00:05:23.760 --> 00:05:26.760]  暗亂身邊的那些蠶神
[00:05:26.760 --> 00:05:28.760]  跟著就是阿沙隆
[00:05:28.760 --> 00:05:32.760]  跟著可能就是那個元帥
[00:05:32.760 --> 00:05:35.760]  大衛的那個元帥
[00:05:35.760 --> 00:05:38.760]  就是我突然間忘記了他的名字
[00:05:38.760 --> 00:05:42.760]  也是很想要權力的
[00:05:42.760 --> 00:05:45.760]  又殺了這個阿尼爾
[00:05:45.760 --> 00:05:49.760]  又殺了另外一個元帥
[00:05:49.760 --> 00:05:51.760]  我又忘記了他的名字
[00:05:51.760 --> 00:05:54.760]  你就可以想像到
[00:05:54.760 --> 00:05:58.760]  都是不斷反映在帝王身邊
[00:05:58.760 --> 00:06:01.760]  那個權力的分佈等等
[00:06:01.760 --> 00:06:03.760]  但是如果透過這樣看的時候
[00:06:03.760 --> 00:06:08.760]  不只是表面的去看他們的興衰
[00:06:08.760 --> 00:06:10.760]  或者他們的得與失
[00:06:10.760 --> 00:06:13.760]  而是在敘事者
[00:06:13.760 --> 00:06:16.760]  即是記載撒姆爾記上下的
[00:06:16.760 --> 00:06:19.760]  或者我們叫作者簡單一點
[00:06:19.760 --> 00:06:21.760]  在他的敘述底下
[00:06:21.760 --> 00:06:25.760]  他怎樣來交代給我們知道
[00:06:25.760 --> 00:06:29.760]  這個神的國度
[00:06:29.760 --> 00:06:33.760]  一路的演進到底是怎樣呢
[00:06:33.760 --> 00:06:38.760]  這個是值得我們朝著這個大脈絡
[00:06:38.760 --> 00:06:42.760]  這樣去看舊約神的足跡
[00:06:42.760 --> 00:06:45.760]  在這些人的生命裏面
[00:06:45.760 --> 00:06:49.760]  有很多蛛絲馬跡給我們看
[00:06:49.760 --> 00:06:54.760]  我們今天可能是最後一次講撒姆爾記上
[00:06:54.760 --> 00:06:58.760]  我們完結了數羅的人生
[00:06:58.760 --> 00:07:01.760]  由哪裏開始
[00:07:01.760 --> 00:07:03.760]  他的墜落呢
[00:07:03.760 --> 00:07:11.760]  就是由他看到大衛打死了哥利亞之後
[00:07:11.760 --> 00:07:16.760]  當在很多群眾的內心
[00:07:16.760 --> 00:07:19.760]  來去擁戴大衛的時候
[00:07:19.760 --> 00:07:21.760]  數羅就自己的內心
[00:07:21.760 --> 00:07:25.760]  就不能夠釋放了自己
[00:07:25.760 --> 00:07:28.760]  對這個大衛的仇恨
[00:07:28.760 --> 00:07:36.760]  不知為何他不能夠將榮耀歸給神
[00:07:36.760 --> 00:07:39.760]  神為他的國家
[00:07:39.760 --> 00:07:44.760]  預備一個這麼出色的將軍去輔助他
[00:07:44.760 --> 00:07:48.760]  來治理神的百姓
[00:07:48.760 --> 00:07:54.760]  他處理不了他自己的內心的時候
[00:07:54.760 --> 00:07:57.760]  起初不是很嚴重
[00:07:57.760 --> 00:08:01.760]  是他自己內心的一個鬱結
[00:08:01.760 --> 00:08:04.760]  但是一路一路的發展
[00:08:04.760 --> 00:08:07.760]  神就透過兩件很小的事
[00:08:07.760 --> 00:08:11.760]  其實純粹是照做就沒有問題
[00:08:11.760 --> 00:08:13.760]  就是這個阿瑪力人
[00:08:13.760 --> 00:08:15.760]  就是我們知道
[00:08:15.760 --> 00:08:19.760]  都是要這樣來滅盡
[00:08:19.760 --> 00:08:25.760]  但是他就要愛惜其中的太子阿甲
[00:08:25.760 --> 00:08:28.760]  和一些上好的牛羊
[00:08:28.760 --> 00:08:31.760]  這樣來去欺控撒慕爾
[00:08:31.760 --> 00:08:34.760]  以為自己好像來不及
[00:08:34.760 --> 00:08:36.760]  我做這些事
[00:08:36.760 --> 00:08:38.760]  給撒慕爾你叫我做
[00:08:38.760 --> 00:08:40.760]  來得更加的仁道
[00:08:40.760 --> 00:08:43.760]  更加的合乎神的心意
[00:08:43.760 --> 00:08:45.760]  但其實那個試驗
[00:08:45.760 --> 00:08:48.760]  是讓神
[00:08:48.760 --> 00:08:50.760]  未必是撒慕爾的
[00:08:50.760 --> 00:08:52.760]  因為撒慕爾都未必這麼敏銳
[00:08:52.760 --> 00:08:54.760]  是神向撒慕爾說
[00:08:54.760 --> 00:08:57.760]  對蘇羅徹底的失望
[00:08:57.760 --> 00:09:00.760]  那個時候完全沒有任何人
[00:09:00.760 --> 00:09:04.760]  可以知道那個廢棄
[00:09:04.760 --> 00:09:08.760]  就是將他來到去
[00:09:08.760 --> 00:09:10.760]  廢了他的王位
[00:09:10.760 --> 00:09:13.760]  那個王位是在神面前的
[00:09:13.760 --> 00:09:15.760]  那個屬靈的位分
[00:09:15.760 --> 00:09:16.760]  沒有了
[00:09:16.760 --> 00:09:18.760]  但是一直在地上
[00:09:18.760 --> 00:09:21.760]  到現在28、29章
[00:09:21.760 --> 00:09:24.760]  他仍然都是以這個國家領袖
[00:09:24.760 --> 00:09:26.760]  這樣來出戰
[00:09:26.760 --> 00:09:29.760]  我們上一次看撒慕爾記
[00:09:29.760 --> 00:09:32.760]  就是蘇羅的靈性
[00:09:32.760 --> 00:09:35.760]  墮落到去交軌
[00:09:35.760 --> 00:09:37.760]  就是被一個交軌的女人
[00:09:37.760 --> 00:09:39.760]  來去陷害他
[00:09:39.760 --> 00:09:42.760]  其實又是反映他自己的內心
[00:09:42.760 --> 00:09:46.760]  已經不能夠再親近神
[00:09:46.760 --> 00:09:49.760]  大衛你可以想像得到
[00:09:49.760 --> 00:09:51.760]  我們看到作者
[00:09:51.760 --> 00:09:53.760]  讓我們看到的就是
[00:09:53.760 --> 00:09:57.760]  大衛他那種敏銳的心靈
[00:09:57.760 --> 00:09:59.760]  自己是不對的
[00:09:59.760 --> 00:10:04.760]  但是居然一個很有智慧的小女子
[00:10:04.760 --> 00:10:05.760]  亞比蓋
[00:10:05.760 --> 00:10:10.760]  就可以喚醒她的內心
[00:10:10.760 --> 00:10:14.760]  你可以說是她現在的心魔
[00:10:14.760 --> 00:10:18.760]  但是她現在內心裏面
[00:10:18.760 --> 00:10:20.760]  無論她的憤怒
[00:10:20.760 --> 00:10:22.760]  或者她殺人的動機
[00:10:22.760 --> 00:10:26.760]  都可以被一個屬靈的女子的智慧
[00:10:26.760 --> 00:10:29.760]  的恩典的言語
[00:10:29.760 --> 00:10:31.760]  來去平息
[00:10:31.760 --> 00:10:33.760]  使得她
[00:10:33.760 --> 00:10:39.760]  立即站在一個屬靈人的位份裏面
[00:10:39.760 --> 00:10:43.760]  就可以來恢復和神的相交
[00:10:43.760 --> 00:10:46.760]  這是一個很強烈的對比
[00:10:46.760 --> 00:10:48.760]  所以高下立見
[00:10:48.760 --> 00:10:51.760]  都不只是一些事件這麼簡單
[00:10:51.760 --> 00:10:53.760]  不是說你做了這件事
[00:10:53.760 --> 00:10:55.760]  沒有做那件事
[00:10:55.760 --> 00:10:58.760]  而是整個內心的態度
[00:10:58.760 --> 00:11:01.760]  所以這些有時候可能是我們說的
[00:11:01.760 --> 00:11:05.760]  未必是你表面做的動作
[00:11:05.760 --> 00:11:08.760]  是內心裏面的動機
[00:11:08.760 --> 00:11:12.760]  導致你做這個動作的思考
[00:11:12.760 --> 00:11:15.760]  那個是看不到的
[00:11:15.760 --> 00:11:17.760]  所以聖經好的地方就是
[00:11:17.760 --> 00:11:22.760]  將人性內心裏面讓我們看到
[00:11:22.760 --> 00:11:24.760]  但是我們在實際的生活
[00:11:24.760 --> 00:11:27.760]  我們很難一下子就判斷到
[00:11:27.760 --> 00:11:30.760]  除非有一些很厲害的測謊機
[00:11:30.760 --> 00:11:33.760]  或者是照到人心靈裏面
[00:11:33.760 --> 00:11:35.760]  想什麼的這些儀器
[00:11:35.760 --> 00:11:38.760]  神都不容讓我們發明的
[00:11:38.760 --> 00:11:40.760]  因為這個是神的智慧
[00:11:40.760 --> 00:11:42.760]  不是我們人的
[00:11:42.760 --> 00:11:44.760]  我們就算發現了
[00:11:44.760 --> 00:11:46.760]  我們都不能夠駕馭
[00:11:46.760 --> 00:11:48.760]  我們自己的那種操控
[00:11:48.760 --> 00:11:53.760]  所以神都容讓人在他的人生
[00:11:53.760 --> 00:11:57.760]  你是怎樣隨著你自己的內心的態度
[00:11:57.760 --> 00:11:58.760]  去跟隨神
[00:11:58.760 --> 00:12:01.760]  所以你要保守你心
[00:12:01.760 --> 00:12:03.760]  勝過保守一切
[00:12:03.760 --> 00:12:06.760]  這個是《針研》的四章十二節
[00:12:06.760 --> 00:12:11.760]  因為一生的果效是由心那裏發出
[00:12:11.760 --> 00:12:13.760]  由心那裏發出
[00:12:13.760 --> 00:12:15.760]  所以心就不是心臟
[00:12:15.760 --> 00:12:17.760]  猶太人很早已經知道
[00:12:17.760 --> 00:12:19.760]  不是那個物質的心臟
[00:12:19.760 --> 00:12:21.760]  是你的心靈
[00:12:21.760 --> 00:12:23.760]  是你的思想的地方
[00:12:23.760 --> 00:12:25.760]  當然沒有分的了
[00:12:25.760 --> 00:12:29.760]  其實思想靈魂沒有刻意將它分開的
[00:12:29.760 --> 00:12:33.760]  所以就是我們的內心是怎樣想事
[00:12:33.760 --> 00:12:36.760]  你就會慢慢慢慢表現出來
[00:12:36.760 --> 00:12:38.760]  所以這裏你可以說
[00:12:38.760 --> 00:12:40.760]  素羅是有跡可尋
[00:12:40.760 --> 00:12:42.760]  一路一路見到他的軌跡
[00:12:42.760 --> 00:12:46.760]  是在走一個遠離神
[00:12:46.760 --> 00:12:51.760]  但是他又要保住自己的身份
[00:12:51.760 --> 00:12:53.760]  所以這種的落差
[00:12:53.760 --> 00:12:57.760]  基督徒有時候都會有這樣的情況
[00:12:57.760 --> 00:12:59.760]  有時候好像慢慢慢慢
[00:12:59.760 --> 00:13:02.760]  就好像所謂人在江湖
[00:13:02.760 --> 00:13:04.760]  那個江湖就令到他
