
[00:00:00.000 --> 00:00:07.000]  我們一同祈禱
[00:00:07.000 --> 00:00:10.000]  親愛的主,我們很感謝祢
[00:00:10.000 --> 00:00:14.000]  我們今朝能夠在祢的面前
[00:00:14.000 --> 00:00:18.000]  我們一同來禱告、聚集
[00:00:18.000 --> 00:00:22.000]  求祢向我們的心靈顯現
[00:00:22.000 --> 00:00:26.000]  讓我們能夠認識祢的大愛
[00:00:26.000 --> 00:00:30.000]  我們很盼望神的話語在我們心裏
[00:00:30.000 --> 00:00:33.000]  給我們提醒、有教導
[00:00:33.000 --> 00:00:36.000]  雖然已經是二千年前
[00:00:36.000 --> 00:00:41.000]  使徒彼得在他晚年的時候的一些勸勉
[00:00:41.000 --> 00:00:46.000]  對當時分散在亞西亞地方的信徒的勸勉
[00:00:46.000 --> 00:00:49.000]  但是我們仍然盼望主聖靈
[00:00:49.000 --> 00:00:55.000]  來給我們得到啟發和生活的指引
[00:00:55.000 --> 00:00:58.000]  讓我們在這個時代
[00:00:58.000 --> 00:01:03.000]  我們能夠將神的話語活用在我們的生活裏
[00:01:03.000 --> 00:01:06.000]  我們一同在祢面前等候禱告
[00:01:06.000 --> 00:01:10.000]  奉耶穌基督的名,阿們
[00:01:10.000 --> 00:01:14.000]  今日和大家講的題目
[00:01:14.000 --> 00:01:18.000]  仍然環繞著客類的人生
[00:01:18.000 --> 00:01:22.000]  其中有兩個大方面是很重要
[00:01:22.000 --> 00:01:26.000]  彼得在這段聖經十七到二十五節
[00:01:26.000 --> 00:01:29.000]  有兩個很大的提醒
[00:01:29.000 --> 00:01:34.000]  第一個就是敬畏神的一個客類的人生
[00:01:34.000 --> 00:01:39.000]  另外一個就是彼此切實相愛的人生
[00:01:39.000 --> 00:01:41.000]  十七節這樣講的
[00:01:41.000 --> 00:01:43.000]  他說既然
[00:01:43.000 --> 00:01:46.000]  然後就當
[00:01:46.000 --> 00:01:49.000]  留意一下這個結構
[00:01:49.000 --> 00:01:50.000]  第二十二節
[00:01:50.000 --> 00:01:52.000]  既然
[00:01:52.000 --> 00:01:54.000]  然後就該
[00:01:54.000 --> 00:01:56.000]  這個結構是很清楚
[00:01:56.000 --> 00:02:00.000]  將兩大段聖經講出來
[00:02:00.000 --> 00:02:05.000]  第一個結構就是說既然你認識了這位神
[00:02:05.000 --> 00:02:07.000]  是一位不偏待人
[00:02:07.000 --> 00:02:09.000]  有按人的行為
[00:02:09.000 --> 00:02:13.000]  來審判的這位主
[00:02:13.000 --> 00:02:15.000]  為父親
[00:02:15.000 --> 00:02:16.000]  為父
[00:02:16.000 --> 00:02:17.000]  就當敬畏
[00:02:17.000 --> 00:02:19.000]  傳一個敬畏的心靈
[00:02:19.000 --> 00:02:22.000]  來過我們寄居的日子
[00:02:22.000 --> 00:02:26.000]  二十二節既然你們順從真理之後
[00:02:26.000 --> 00:02:29.000]  心靈獲得到潔淨
[00:02:29.000 --> 00:02:32.000]  而且能夠真誠的愛弟兄
[00:02:32.000 --> 00:02:33.000]  就該
[00:02:33.000 --> 00:02:35.000]  舊的和合本就是
[00:02:35.000 --> 00:02:36.000]  就當
[00:02:36.000 --> 00:02:37.000]  和那個結構一樣的
[00:02:37.000 --> 00:02:39.000]  就當以一個清潔的心
[00:02:39.000 --> 00:02:41.000]  切實的相愛
[00:02:41.000 --> 00:02:45.000]  所以今日兩個很難做的要求
[00:02:45.000 --> 00:02:49.000]  很難來到去常常都保持
[00:02:49.000 --> 00:02:51.000]  所以就要互相提醒了
[00:02:51.000 --> 00:02:53.000]  敬畏神
[00:02:53.000 --> 00:02:57.000]  和愛弟兄從心裏面
[00:02:57.000 --> 00:03:00.000]  如果你看一個的另外一個翻譯
[00:03:00.000 --> 00:03:02.000]  以一個清潔的心
[00:03:02.000 --> 00:03:03.000]  從心底裏面
[00:03:03.000 --> 00:03:06.000]  而且上下文二十二到二十五節
[00:03:06.000 --> 00:03:09.000]  特別是包住被聖靈
[00:03:09.000 --> 00:03:11.000]  被真理潔淨的心
[00:03:11.000 --> 00:03:13.000]  去愛弟兄
[00:03:13.000 --> 00:03:15.000]  那就更加不容易了
[00:03:15.000 --> 00:03:16.000]  亦都可以這樣說
[00:03:16.000 --> 00:03:18.000]  就是彼得
[00:03:18.000 --> 00:03:19.000]  在一開始的時候
[00:03:19.000 --> 00:03:22.000]  上一課我們講過
[00:03:22.000 --> 00:03:23.000]  這個客裡
[00:03:23.000 --> 00:03:26.000]  不只是普通的生活這麼簡單
[00:03:26.000 --> 00:03:29.000]  其實是面對一個很大的逼迫
[00:03:29.000 --> 00:03:31.000]  已經有一個很大的考驗
[00:03:31.000 --> 00:03:33.000]  臨到的了
[00:03:33.000 --> 00:03:35.000]  客裡的人生
[00:03:35.000 --> 00:03:36.000]  怎樣來到去
[00:03:36.000 --> 00:03:39.000]  更加可以來到去反映
[00:03:39.000 --> 00:03:41.000]  我們是屬神的魚類呢
[00:03:41.000 --> 00:03:44.000]  兩個大的生活上的
[00:03:44.000 --> 00:03:46.000]  很重要的特質
[00:03:46.000 --> 00:03:48.000]  反映在我們的生命裏面
[00:03:48.000 --> 00:03:50.000]  敬畏神
[00:03:50.000 --> 00:03:52.000]  即是英文的fear
[00:03:52.000 --> 00:03:53.000]  懼怕神
[00:03:53.000 --> 00:03:57.000]  另外一個就是要切實的相愛
[00:03:57.000 --> 00:03:59.000]  所以這裏告訴我們
[00:03:59.000 --> 00:04:02.000]  彼得提醒當時的信徒
[00:04:02.000 --> 00:04:06.000]  要有這兩方面的生活為人的特質
[00:04:06.000 --> 00:04:08.000]  就能夠反映到
[00:04:08.000 --> 00:04:09.000]  我們真的過著一個
[00:04:09.000 --> 00:04:11.000]  屬天的生活
[00:04:11.000 --> 00:04:13.000]  屬天的人生
[00:04:13.000 --> 00:04:14.000]  再一次提醒
[00:04:14.000 --> 00:04:16.000]  就是17節之後
[00:04:16.000 --> 00:04:20.000]  彼得就是用什麼呢
[00:04:20.000 --> 00:04:22.000]  耶穌的補血
[00:04:22.000 --> 00:04:26.000]  無價的犧牲贖罪
[00:04:26.000 --> 00:04:28.000]  作為我們敬畏神的一個
[00:04:28.000 --> 00:04:30.000]  很重要的本錢
[00:04:30.000 --> 00:04:33.000]  18節那裏這樣說的
[00:04:33.000 --> 00:04:35.000]  你們知道
[00:04:35.000 --> 00:04:38.000]  得以成為神的魚類
[00:04:38.000 --> 00:04:41.000]  我們得以從你們祖宗遺傳下來的
[00:04:41.000 --> 00:04:43.000]  虛妄行為
[00:04:43.000 --> 00:04:45.000]  被救贖出來的時候
[00:04:45.000 --> 00:04:46.000]  是靠什麼呢
[00:04:46.000 --> 00:04:49.000]  不是靠那些扭壞的金銀等物
[00:04:49.000 --> 00:04:51.000]  是憑著基督的補血
[00:04:51.000 --> 00:04:55.000]  好像無瑕疵無玷污的羔羊的血
[00:04:55.000 --> 00:04:58.000]  接著就說基督是被預知的
[00:04:58.000 --> 00:05:00.000]  被神所預知
[00:05:00.000 --> 00:05:02.000]  即是說原來你和我得到救恩
[00:05:02.000 --> 00:05:04.000]  不是偶然的
[00:05:04.000 --> 00:05:08.000]  原來是神的一個救贖的計劃
[00:05:08.000 --> 00:05:11.000]  原來是神已經為我們人類
[00:05:11.000 --> 00:05:14.000]  預備他的愛子耶穌基督
[00:05:14.000 --> 00:05:16.000]  使得我們能夠
[00:05:16.000 --> 00:05:19.000]  可以在這個救恩改變的生命裏
[00:05:19.000 --> 00:05:23.000]  就來到去有這份榮耀盼望
[00:05:23.000 --> 00:05:25.000]  就是20節之後所說的
[00:05:25.000 --> 00:05:28.000]  首先就是基督被神知道
[00:05:28.000 --> 00:05:31.000]  在這個末世才為我們顯現
[00:05:31.000 --> 00:05:33.000]  所以我們因為耶穌的緣故
[00:05:33.000 --> 00:05:36.000]  就信這位使他復活
[00:05:36.000 --> 00:05:38.000]  又將榮耀給他的神
[00:05:38.000 --> 00:05:42.000]  以至我們的信心和我們的盼望
[00:05:42.000 --> 00:05:44.000]  即是說在我們人生裏面
[00:05:44.000 --> 00:05:46.000]  有這個信心盼望
[00:05:46.000 --> 00:05:48.000]  都是在神裏面的
[00:05:48.000 --> 00:05:53.000]  即是說我們在神的眼中
[00:05:53.000 --> 00:05:56.000]  我們有一個被肯定
