
[00:00:00.000 --> 00:00:01.240]  我經常問
[00:00:01.240 --> 00:00:02.520]  究竟香港的環境裏面
[00:00:02.520 --> 00:00:07.000]  有什麼東西令到我為主受苦呢?
[00:00:07.000 --> 00:00:07.840]  其實他問我
[00:00:07.840 --> 00:00:09.880]  我自問我當中所受的苦
[00:00:09.880 --> 00:00:13.880]  實在是太少
[00:00:13.880 --> 00:00:14.720]  我經常反而反過來
[00:00:14.720 --> 00:00:16.280]  我好怕自己會變成了
[00:00:16.280 --> 00:00:17.200]  聖經裏面所講
[00:00:17.200 --> 00:00:21.000]  老弟街教會裏面那些教徒
[00:00:21.000 --> 00:00:24.480]  慢慢暖水
[00:00:24.480 --> 00:00:26.080]  將青蛙煮死了
[00:00:26.080 --> 00:00:28.120]  都不知道什麼事
[00:00:28.120 --> 00:00:32.080]  慢慢我們覺得我們在這裏增好
[00:00:32.080 --> 00:00:34.960]  但我很盼望今天這篇講道裏面
[00:00:34.960 --> 00:00:36.120]  更加有這個焦點
[00:00:36.120 --> 00:00:39.280]  我希望大家一起去看
[00:00:39.280 --> 00:00:40.800]  剛才我提過的就是
[00:00:40.800 --> 00:00:42.880]  彼得前書的重點是
[00:00:42.880 --> 00:00:47.000]  當時是一群受迫害的信徒
[00:00:47.000 --> 00:00:49.240]  其實裏面有一個很重要的原則
[00:00:49.240 --> 00:00:50.840]  是什麼呢?
[00:00:50.840 --> 00:00:54.840]  今天你去為主受苦是不重要的
[00:00:54.840 --> 00:00:56.840]  特別是要守住這個信仰的時候
[00:00:56.840 --> 00:00:59.000]  是不重要的
[00:00:59.000 --> 00:00:59.840]  今天的主題是
[00:00:59.840 --> 00:01:05.080]  「時候到了,萬事的結局近了」
[00:01:05.080 --> 00:01:07.440]  從上帝所看
[00:01:07.440 --> 00:01:08.560]  聖經裏面所形容
[00:01:08.560 --> 00:01:12.040]  祂看千年如一日
[00:01:12.040 --> 00:01:15.800]  其實在上帝的時間線裏面是很短的
[00:01:15.800 --> 00:01:17.040]  如果你問我
[00:01:17.040 --> 00:01:19.520]  究竟我們人生長不長
[00:01:19.520 --> 00:01:20.360]  我可以告訴大家
[00:01:20.360 --> 00:01:22.960]  是真的一點都不長
[00:01:22.960 --> 00:01:24.480]  就算我當你聖經裏面所講
[00:01:24.480 --> 00:01:27.160]  你若強還有八十歲
[00:01:27.160 --> 00:01:29.720]  都不是很長
[00:01:29.720 --> 00:01:31.560]  其實轉眼之間
[00:01:31.560 --> 00:01:35.280]  我來了這裏差不多一年
[00:01:35.280 --> 00:01:37.840]  時間很快
[00:01:37.840 --> 00:01:39.560]  但是更實在的
[00:01:39.560 --> 00:01:42.720]  不要說我們是去到年老
[00:01:42.720 --> 00:01:44.320]  離開這個世界
[00:01:44.320 --> 00:01:46.640]  而是在下一刻當中
[00:01:46.640 --> 00:01:49.560]  究竟你仍然在不在當中
[00:01:49.560 --> 00:01:52.720]  都沒有人知道
[00:01:52.720 --> 00:01:55.520]  我爸爸剛剛在過去的
[00:01:55.520 --> 00:01:56.960]  過年之後二月份
[00:01:56.960 --> 00:02:00.560]  他剛剛離開這個世界
[00:02:00.560 --> 00:02:03.360]  我剛剛跟他們分享
[00:02:03.360 --> 00:02:07.160]  我太太她發覺有子宮肌瘤
[00:02:07.160 --> 00:02:09.920]  有很多人都有
[00:02:09.920 --> 00:02:11.760]  但是這些都令我們擔心
[00:02:11.760 --> 00:02:13.480]  連她自己都問到自己
[00:02:13.480 --> 00:02:15.400]  究竟是不是
[00:02:15.400 --> 00:02:17.600]  就是只有這麼多呢
[00:02:17.600 --> 00:02:18.320]  所以我想講的是
