
[00:00:00.000 --> 00:00:02.000]  尊嘉弟兄姊妹平安
[00:00:02.000 --> 00:00:05.000]  我回到這裡跟大家分享神的訊息
[00:00:05.000 --> 00:00:07.000]  有一個窩心的事
[00:00:07.000 --> 00:00:12.000]  在中國論語《李仁篇》第四有句說話
[00:00:12.000 --> 00:00:13.000]  它這樣說
[00:00:13.000 --> 00:00:16.000]  它說朝聞道,直死可疑
[00:00:16.000 --> 00:00:18.000]  一般的解釋就是
[00:00:18.000 --> 00:00:21.000]  如果早上得知真理
[00:00:21.000 --> 00:00:26.000]  就算當晚死去都無憾了
[00:00:26.000 --> 00:00:29.000]  能夠聽到真理的確是很可貴的
[00:00:29.000 --> 00:00:33.000]  但只是聽到就不足夠
[00:00:33.000 --> 00:00:38.000]  所以後人按著這句朝聞道,直死可疑
[00:00:38.000 --> 00:00:40.000]  有繼續的補充
[00:00:40.000 --> 00:00:43.000]  它說聽到一個道理
[00:00:43.000 --> 00:00:46.000]  要不斷加以思考、體悟
[00:00:46.000 --> 00:00:49.000]  然後才能夠付諸實行
[00:00:49.000 --> 00:00:51.000]  從你得知一個真理
[00:00:51.000 --> 00:00:54.000]  到你能夠真正踐行這個道理
[00:00:54.000 --> 00:00:57.000]  中間其實有個時間差
[00:00:57.000 --> 00:01:01.000]  這個時間差的長短因人而異
[00:01:01.000 --> 00:01:05.000]  有些人可能一世都無法跨越
[00:01:05.000 --> 00:01:08.000]  道理就只不過是道理
[00:01:08.000 --> 00:01:11.000]  自己都是自己
[00:01:11.000 --> 00:01:17.000]  過了一生都不能夠實踐那種依道而行
[00:01:17.000 --> 00:01:20.000]  因此後來有一個結論
[00:01:20.000 --> 00:01:25.000]  它說對於任何一個道理、一個理念或原則
[00:01:25.000 --> 00:01:29.000]  如果不能夠拼除任何藉口
[00:01:29.000 --> 00:01:32.000]  死心塌地地去執行
[00:01:32.000 --> 00:01:35.000]  始終是發揮不了作用的
[00:01:35.000 --> 00:01:39.000]  即是說真理不能夠體驗和實踐
[00:01:39.000 --> 00:01:43.000]  都只不過是紙上談兵
[00:01:43.000 --> 00:01:47.000]  基督教也有聽道行道的教訓
[00:01:47.000 --> 00:01:50.000]  聽到一個真理就要走出來
[00:01:50.000 --> 00:01:54.000]  否則真理都是一種空談
[00:01:54.000 --> 00:01:59.000]  昔日聖經的作者對聖道都有同樣的領受
[00:01:59.000 --> 00:02:02.000]  不過他們認為認識和實踐真理
[00:02:02.000 --> 00:02:05.000]  不是依靠自己的能力
[00:02:05.000 --> 00:02:07.000]  而是需要聖靈的幫助
[00:02:07.000 --> 00:02:11.000]  今天我們就從猶大書一章十七至二十五節
[00:02:11.000 --> 00:02:15.000]  去看看認識聖道和實踐聖道的方法
[00:02:15.000 --> 00:02:18.000]  我們一起從祈禱開始
[00:02:18.000 --> 00:02:23.000]  親主感謝祢賜下聖言讓我們明白真理
[00:02:23.000 --> 00:02:27.000]  感謝祢賜下聖靈引導我們明白真理
[00:02:27.000 --> 00:02:29.000]  求主開開我們的心
[00:02:29.000 --> 00:02:31.000]  讓真理常存在我們心裏
[00:02:31.000 --> 00:02:35.000]  使我們的信仰有根有機永不動搖
[00:02:35.000 --> 00:02:38.000]  我們的祈禱是奉主耶穌基督的聖名祈求
[00:02:38.000 --> 00:02:39.000]  阿們
[00:02:39.000 --> 00:02:43.000]  開始的時候我們先看看經文的背景
[00:02:43.000 --> 00:02:45.000]  猶大書其實很短
[00:02:45.000 --> 00:02:51.000]  只有一章全章只有二十五節經文
[00:02:51.000 --> 00:02:56.000]  作者不是耶穌所揀選的十二個門徒之一的猶大
[00:02:56.000 --> 00:02:58.000]  一般的悉經學者都認為
[00:02:58.000 --> 00:03:03.000]  這個作者是耶穌的親弟弟猶大
[00:03:03.000 --> 00:03:06.000]  根據《約翰福音》第七章的記載
[00:03:06.000 --> 00:03:08.000]  耶穌侍奉的期間
[00:03:08.000 --> 00:03:11.000]  他的兄弟都不相信耶穌
[00:03:11.000 --> 00:03:13.000]  所以猶大信主的時期
[00:03:13.000 --> 00:03:16.000]  應該可能是耶穌侍奉的後期
[00:03:16.000 --> 00:03:19.000]  或者在耶穌復活之後
[00:03:19.000 --> 00:03:24.000]  猶大書的內容最主要是針對當時的假教師
[00:03:24.000 --> 00:03:26.000]  猶大描述當時的假教師是甚麼呢?
[00:03:26.000 --> 00:03:28.000]  是傲慢、貪婪
[00:03:28.000 --> 00:03:31.000]  過一種自以為是的生活
[00:03:31.000 --> 00:03:34.000]  並且不道德
[00:03:34.000 --> 00:03:38.000]  猶大認為這班假教師應該像索多瑪和俄摩拉一樣
[00:03:38.000 --> 00:03:40.000]  要接受審判
[00:03:40.000 --> 00:03:43.000]  最引起信徒去討論這本書的
[00:03:43.000 --> 00:03:47.000]  就是猶大引用了猶太次經的資料
[00:03:47.000 --> 00:03:49.000]  包括在第九節引用了
[00:03:49.000 --> 00:03:52.000]  摩西升天記中米加勒的故事
[00:03:52.000 --> 00:03:56.000]  來指出假教師那種傲慢態度
[00:03:56.000 --> 00:04:00.000]  另外十四節亦都引用了以下一書的資料
[00:04:00.000 --> 00:04:04.000]  不過其實引用非正典的資料
[00:04:04.000 --> 00:04:07.000]  又不是猶大所獨有的
[00:04:07.000 --> 00:04:10.000]  保羅在臨前或者提後
[00:04:10.000 --> 00:04:15.000]  都曾經引用過非正典以外的資料
[00:04:15.000 --> 00:04:18.000]  猶大書的結構大致分為兩部分
[00:04:18.000 --> 00:04:22.000]  第一部分是對當時的假教師的描述和警告
[00:04:22.000 --> 00:04:26.000]  第二部分是對信徒的提醒和勸勉
[00:04:26.000 --> 00:04:29.000]  今日講道的經文就屬於第二部分
[00:04:29.000 --> 00:04:32.000]  我們一齊開始進入經文
[00:04:32.000 --> 00:04:35.000]  要在至聖真道上造就自己
[00:04:35.000 --> 00:04:40.000]  首先就要在聖靈之中
[00:04:40.000 --> 00:04:42.000]  我們留意一下二十節
[00:04:42.000 --> 00:04:46.000]  要在至聖的真道上造就自己的上下文
[00:04:46.000 --> 00:04:48.000]  上文說
[00:04:48.000 --> 00:04:52.000]  假教師號結黨分派屬乎血氣的
[00:04:52.000 --> 00:04:55.000]  是沒有聖靈的人
[00:04:55.000 --> 00:04:58.000]  一個沒有聖靈內著的人
[00:04:58.000 --> 00:05:00.000]  就是屬血氣的
[00:05:00.000 --> 00:05:03.000]  一個沒有聖靈內著的人
[00:05:03.000 --> 00:05:06.000]  是和神母半點關係
[00:05:06.000 --> 00:05:08.000]  下文說
[00:05:08.000 --> 00:05:11.000]  至於你們要在真道上造就自己
[00:05:11.000 --> 00:05:14.000]  就要藉著聖靈禱告
[00:05:14.000 --> 00:05:17.000]  想在真道上被徒造
[00:05:17.000 --> 00:05:19.000]  就需要聖靈的內著
[00:05:19.000 --> 00:05:23.000]  以及讓聖靈引導去祈禱
[00:05:23.000 --> 00:05:27.000]  一個聖靈內著的人是屬神的
[00:05:27.000 --> 00:05:29.000]  一個聖靈內著的人
[00:05:29.000 --> 00:05:33.000]  是應該和神有親密的關係
[00:05:33.000 --> 00:05:35.000]  從沒有聖靈內著
[00:05:35.000 --> 00:05:38.000]  進而藉著聖靈的祈禱
[00:05:38.000 --> 00:05:41.000]  即是從欠缺到擁有
[00:05:41.000 --> 00:05:46.000]  關鍵是聖靈是否介入其中
[00:05:46.000 --> 00:05:48.000]  有聖靈參與
[00:05:48.000 --> 00:05:50.000]  就能夠在真道上造就自己
[00:05:50.000 --> 00:05:53.000]  沒有聖靈參與
[00:05:53.000 --> 00:05:55.000]  我們就只屬乎血氣
[00:05:55.000 --> 00:05:57.000]  結黨分派
[00:05:57.000 --> 00:06:01.000]  因此如果我們願意讓聖靈介入我們的生活
[00:06:01.000 --> 00:06:03.000]  聖靈就能夠徒造我們
[00:06:03.000 --> 00:06:05.000]  以及轉化我們
[00:06:05.000 --> 00:06:07.000]  耶穌說
[00:06:07.000 --> 00:06:09.000]  聖靈是真理的靈
[00:06:09.000 --> 00:06:13.000]  因此聖靈能夠讓信徒明白真理
[00:06:13.000 --> 00:06:17.000]  也可以讓信徒在真理上得到導就
[00:06:17.000 --> 00:06:19.000]  我們繼續問
[00:06:19.000 --> 00:06:22.000]  聖靈對我們的引導
[00:06:22.000 --> 00:06:25.000]  徒造、轉化的目標是甚麼呢?
[00:06:25.000 --> 00:06:27.000]  就是第21節
[00:06:27.000 --> 00:06:30.000]  保守自己常在神的愛中
[00:06:30.000 --> 00:06:33.000]  仰望我們的主耶穌基督的憐憫
[00:06:33.000 --> 00:06:36.000]  進入永生
[00:06:36.000 --> 00:06:40.000]  保守和仰望都是動詞
[00:06:40.000 --> 00:06:45.000]  保守自己常在神的愛中是動詞子句
[00:06:45.000 --> 00:06:47.000]  仰望我們主耶穌基督的憐憫
[00:06:47.000 --> 00:06:50.000]  都是動詞子句
[00:06:50.000 --> 00:06:53.000]  兩個動詞子句所指向的目的
[00:06:53.000 --> 00:06:55.000]  就是進入永生
[00:06:55.000 --> 00:06:57.000]  聖靈固然是真理的靈
[00:06:57.000 --> 00:06:59.000]  使我們能夠認識真理
[00:06:59.000 --> 00:07:01.000]  在真道上造就自己
[00:07:01.000 --> 00:07:05.000]  但聖靈介入我們生命的最終目的
[00:07:05.000 --> 00:07:10.000]  是要確保我們常在神的愛和憐憫當中
[00:07:10.000 --> 00:07:14.000]  以致我們能夠進入永生
[00:07:14.000 --> 00:07:17.000]  永生就是信徒的終極目標
[00:07:17.000 --> 00:07:19.000]  而要達至這個目標
[00:07:19.000 --> 00:07:21.000]  就要離不開聖靈
[00:07:21.000 --> 00:07:25.000]  聖靈讓信徒能夠在真道上成長
[00:07:25.000 --> 00:07:28.000]  聖靈讓信徒常在神的愛中
[00:07:28.000 --> 00:07:32.000]  聖靈讓信徒活在神的憐憫中
[00:07:32.000 --> 00:07:36.000]  作者這段經文的重點不是提出
[00:07:36.000 --> 00:07:41.000]  相信耶穌就有永生這種救贖方法
[00:07:41.000 --> 00:07:45.000]  作者是提出一條成性之旅的經歷
[00:07:45.000 --> 00:07:47.000]  在進入永生之前
[00:07:47.000 --> 00:07:50.000]  信徒需要聖靈的引導和提醒
[00:07:50.000 --> 00:07:54.000]  然後在進入永生的旅程當中
[00:07:54.000 --> 00:07:57.000]  經歷在真道上成長
[00:07:57.000 --> 00:08:01.000]  體驗生活中常存有主的愛
[00:08:01.000 --> 00:08:05.000]  以及實踐主的憐憫
[00:08:05.000 --> 00:08:10.000]  因此聖靈 聖道 愛的實踐
[00:08:10.000 --> 00:08:13.000]  任何一部份都是成性之旅之中
[00:08:13.000 --> 00:08:15.000]  不可或缺的
[00:08:15.000 --> 00:08:18.000]  或者用另一個說法說
[00:08:18.000 --> 00:08:20.000]  缺少了任何一部份
[00:08:20.000 --> 00:08:24.000]  都不是一個圓滿的成性之旅
[00:08:24.000 --> 00:08:28.000]  今日教會經常被人質疑
[00:08:28.000 --> 00:08:31.000]  我們宣講一些廉價福音
[00:08:31.000 --> 00:08:33.000]  甚麼是廉價福音呢?
[00:08:33.000 --> 00:08:36.000]  就是講信了耶穌之後有甚麼好處
[00:08:36.000 --> 00:08:41.000]  而不是講信了耶穌之後要付甚麼代價
[00:08:41.000 --> 00:08:44.000]  猶大這段提醒告訴我們
[00:08:44.000 --> 00:08:48.000]  沒錯 信耶穌是真的可以進入永生的
[00:08:48.000 --> 00:08:52.000]  但由信耶穌去到永生是一段旅程
[00:08:52.000 --> 00:08:56.000]  在這段旅程信仰的過程裏
[00:08:56.000 --> 00:09:00.000]  要經歷在真道上成長
[00:09:00.000 --> 00:09:05.000]  要體驗生活中能否將主的愛
[00:09:05.000 --> 00:09:08.000]  以及實踐主的憐憫
[00:09:08.000 --> 00:09:12.000]  這才是信仰的成性之旅
[00:09:12.000 --> 00:09:14.000]  因此我們要問
[00:09:14.000 --> 00:09:17.000]  既然聖靈 聖道 這麼重要
[00:09:17.000 --> 00:09:21.000]  去哪裏可以找到聖靈呢?
[00:09:21.000 --> 00:09:23.000]  聖靈是找不到的
[00:09:23.000 --> 00:09:27.000]  聖靈是耶穌賜給每一個相信祂的門徒
[00:09:27.000 --> 00:09:31.000]  當每一個人很真誠地相信主耶穌
[00:09:31.000 --> 00:09:34.000]  承認耶穌是他生命的主
[00:09:34.000 --> 00:09:36.000]  承認耶穌是他救贖的主的時候
[00:09:36.000 --> 00:09:40.000]  耶穌就賜下聖靈作為印記
[00:09:40.000 --> 00:09:45.000]  聖靈不單單能夠為信徒不自的禱告
[00:09:45.000 --> 00:09:50.000]  亦能夠成為信徒追尋真理的指引
[00:09:50.000 --> 00:09:54.000]  所以為何猶大要針對這班假教師呢?
[00:09:54.000 --> 00:09:58.000]  就是因為這班假教師根本不相信耶穌
[00:09:58.000 --> 00:10:01.000]  他們不承認耶穌是神
[00:10:01.000 --> 00:10:03.000]  他們沒有聖靈的引導
[00:10:03.000 --> 00:10:08.000]  卻教這些信徒去認識真理
[00:10:08.000 --> 00:10:11.000]  他們不單單能伴自己
[00:10:11.000 --> 00:10:13.000]  又能伴人
[00:10:13.000 --> 00:10:16.000]  他們就像一班核子一樣
[00:10:16.000 --> 00:10:18.000]  去領路
[00:10:18.000 --> 00:10:21.000]  帶著一班追隨的人
[00:10:21.000 --> 00:10:23.000]  一起掉進一個氹裡
[00:10:23.000 --> 00:10:25.000]  出不來
[00:10:25.000 --> 00:10:29.000]  因此猶大對這班假教師的行為提出一個譴責
[00:10:29.000 --> 00:10:32.000]  這樣是不行的
[00:10:32.000 --> 00:10:36.000]  那聖道又如何去找和認識呢?
[00:10:36.000 --> 00:10:38.000]  對於尋找聖道
