
[00:00:00.000 --> 00:00:02.000]  頂止每日主女便平安
[00:00:02.000 --> 00:00:08.560]  今早的正道不是一個詳細的解經
[00:00:08.560 --> 00:00:13.760]  因為更重要的是今天我們邀請了岑偉龍牧師
[00:00:13.760 --> 00:00:16.160]  其實已經好幾年沒有回來了
[00:00:16.160 --> 00:00:19.040]  疫情和過去的侍奉
[00:00:19.040 --> 00:00:23.760]  稍後他就會再詳細將他在這麼多年
[00:00:23.760 --> 00:00:27.360]  在英國的南倫敦的侍奉
[00:00:27.360 --> 00:00:29.600]  來跟大家分享
[00:00:29.600 --> 00:00:31.600]  所以我這個是一個引言
[00:00:31.600 --> 00:00:34.560]  是一個我們在主裡面
[00:00:34.560 --> 00:00:37.520]  必須要大家一起同工
[00:00:37.520 --> 00:00:41.120]  保羅更加寶貴的一個描述
[00:00:41.120 --> 00:00:42.720]  對於Steven
[00:00:42.720 --> 00:00:44.720]  不知道有沒有人叫Steven呢
[00:00:44.720 --> 00:00:48.800]  有的 其實已經舉了手了 好幾個
[00:00:48.800 --> 00:00:54.240]  他是阿該亞省 即哥倫多教會
[00:00:54.240 --> 00:00:58.400]  很早期就信主的家庭
[00:00:58.400 --> 00:01:01.600]  保羅幫他們施洗
[00:01:01.600 --> 00:01:07.760]  現在保羅面對哥倫多教會內部的一些紛爭的時候
[00:01:07.760 --> 00:01:09.760]  去到結尾
[00:01:09.760 --> 00:01:14.320]  他引述了一個他在內心裡面
[00:01:14.320 --> 00:01:16.320]  肅然起敬的家庭
[00:01:16.320 --> 00:01:19.680]  為他們來感恩
[00:01:19.680 --> 00:01:27.280]  又要求哥倫多教會要馴服這樣的行徑
[00:01:27.280 --> 00:01:34.320]  在教會裡面來侍奉的弟兄姊妹 家庭
[00:01:34.320 --> 00:01:36.320]  我再讀多一次
[00:01:36.320 --> 00:01:38.960]  弟兄們 你們都曉得
[00:01:38.960 --> 00:01:40.960]  斯提反一家
[00:01:40.960 --> 00:01:44.080]  是阿該亞初結的果子
[00:01:44.080 --> 00:01:48.960]  保羅曾經在哥倫多有一年半的時間
[00:01:48.960 --> 00:01:54.000]  來向 主要是在猶太人的會堂
[00:01:54.000 --> 00:01:56.720]  來講道 有猶太人信主
[00:01:56.720 --> 00:01:58.720]  但更多是對他的迫害
[00:01:58.720 --> 00:02:00.720]  他就離開了
[00:02:00.720 --> 00:02:05.680]  去到一個叫提多猶時到的會堂的地方
[00:02:05.680 --> 00:02:09.520]  在那個家裡 那個是管會堂的猶太人
[00:02:09.520 --> 00:02:14.160]  在那裡聚會 開始向外邦人傳道
[00:02:14.160 --> 00:02:18.480]  有很多哥倫多人聽到來信主
[00:02:18.480 --> 00:02:20.480]  現在我們看回這裡
[00:02:20.480 --> 00:02:26.400]  這個斯提反很早期就受到保羅的教導
[00:02:26.400 --> 00:02:29.760]  信主 他們的生命有改變
[00:02:29.760 --> 00:02:31.760]  全家歸主
[00:02:31.760 --> 00:02:35.360]  而且他們有一個很寶貴的
[00:02:35.360 --> 00:02:37.360]  保羅對他們的讚賞
[00:02:37.360 --> 00:02:42.800]  專心以服侍聖徒為念
[00:02:42.800 --> 00:02:46.240]  專心服侍聖徒
[00:02:46.240 --> 00:02:50.320]  這個斯提反在保羅的眼中
[00:02:50.320 --> 00:02:55.040]  對這些聖徒的內心的肅然起敬
[00:02:55.040 --> 00:02:57.840]  因為他們在教會裡
[00:02:57.840 --> 00:02:59.840]  不單止不是製造麻煩
[00:02:59.840 --> 00:03:03.840]  是專心服侍其他人
[00:03:03.840 --> 00:03:09.440]  專心留意哪些聖徒有需要他們服侍
[00:03:09.440 --> 00:03:12.320]  這樣一位斯提反
[00:03:12.320 --> 00:03:15.280]  和他們全家這樣歸主
[00:03:15.280 --> 00:03:17.280]  使徒保羅就告訴我們
[00:03:17.280 --> 00:03:22.320]  我勸你們哥倫多人要信服這樣的人
[00:03:22.320 --> 00:03:26.640]  並且一切同工同勞苦的人
[00:03:26.640 --> 00:03:28.640]  同工為神
[00:03:28.640 --> 00:03:30.640]  與保羅同工的人
[00:03:30.640 --> 00:03:32.640]  當時是有困難的
[00:03:32.640 --> 00:03:35.360]  教會的存在有逼迫的
[00:03:35.360 --> 00:03:37.360]  去到一年半之後
[00:03:37.360 --> 00:03:41.520]  保羅就面對當時哥倫多的一些地方官
[00:03:41.520 --> 00:03:43.520]  就對他的迫害
[00:03:43.520 --> 00:03:45.520]  他要走了
[00:03:45.520 --> 00:03:47.520]  你可以想像得到這個同工
[00:03:47.520 --> 00:03:50.480]  是要面對一定的壓力的
[00:03:50.480 --> 00:03:53.680]  但是保羅都不會介意
[00:03:53.680 --> 00:03:55.680]  很寶貴的地方就是
[00:03:55.680 --> 00:03:57.680]  連當時哥倫多教會
[00:03:57.680 --> 00:03:59.680]  都有弟兄姊妹
[00:03:59.680 --> 00:04:02.160]  看到自己以服侍神
[00:04:02.160 --> 00:04:03.680]  服侍使徒
[00:04:03.680 --> 00:04:05.680]  服侍其他的聖徒
[00:04:05.680 --> 00:04:10.720]  作為他們的主要在教會裡
[00:04:10.720 --> 00:04:15.440]  用心的去留意不同人的需要
[00:04:15.440 --> 00:04:18.960]  盼望弟兄姊妹我們能夠在神的家裡
[00:04:18.960 --> 00:04:23.120]  來彼此的留意
[00:04:23.120 --> 00:04:26.000]  彼此的關心
[00:04:26.000 --> 00:04:28.000]  哪些人有需要
[00:04:28.000 --> 00:04:30.960]  可能先是禱告裡去關心
[00:04:30.960 --> 00:04:32.960]  可能去觀察
[00:04:32.960 --> 00:04:34.960]  可能去留心
[00:04:34.960 --> 00:04:36.960]  去留意
[00:04:36.960 --> 00:04:38.960]  這是主所喜悅的
[00:04:38.960 --> 00:04:40.960]  這個時候
[00:04:40.960 --> 00:04:42.960]  真的要介紹岑牧師了
[00:04:42.960 --> 00:04:44.960]  1998年
[00:04:44.960 --> 00:04:46.960]  我都還沒有來錦繡堂
[00:04:46.960 --> 00:04:50.960]  已經和錦繡有一個差遣
[00:04:50.960 --> 00:04:52.960]  去英國
[00:04:52.960 --> 00:04:56.960]  來看到當地有很多華人的需要
[00:04:56.960 --> 00:04:58.960]  就是這樣來到一路一路直堂
[00:04:58.960 --> 00:05:02.960]  總共有沒有二十多年
[00:05:02.960 --> 00:05:04.960]  1989年
[00:05:04.960 --> 00:05:06.960]  我記錯了
[00:05:06.960 --> 00:05:08.960]  34年
[00:05:08.960 --> 00:05:10.960]  在英國的南倫敦
[00:05:10.960 --> 00:05:12.960]  等一下岑牧師會講詳細一點
[00:05:12.960 --> 00:05:14.960]  有多少間堂他直了等等
[00:05:14.960 --> 00:05:16.960]  這是很重要的
[00:05:16.960 --> 00:05:20.960]  我們錦宣家在過去的前輩
[00:05:20.960 --> 00:05:22.960]  一路的帶領和感動
[00:05:22.960 --> 00:05:26.960]  不單純是社區的福音需要
[00:05:26.960 --> 00:05:30.960]  還有很多地方的福音需要
[00:05:30.960 --> 00:05:32.960]  所以今天真的有我們的前輩
[00:05:32.960 --> 00:05:34.960]  在我們中間
[00:05:34.960 --> 00:05:40.960]  來講述神怎樣感動岑牧師和太太一家人
[00:05:40.960 --> 00:05:42.960]  來去同宮同牢府
[00:05:42.960 --> 00:05:44.960]  在神的國度裏面
[00:05:44.960 --> 00:05:46.960]  所以今天很簡短的正道
[00:05:46.960 --> 00:05:52.960]  重點是岑牧師等一下會有比較詳細的見證和分享
[00:05:52.960 --> 00:05:54.960]  還有一個影片
[00:05:54.960 --> 00:05:56.960]  我們現在把時間交給岑牧師
[00:05:56.960 --> 00:06:06.960]  各位弟兄姊妹
[00:06:06.960 --> 00:06:08.960]  早安
[00:06:08.960 --> 00:06:10.960]  很高興今天又可以回來和大家
[00:06:10.960 --> 00:06:12.960]  分享
[00:06:12.960 --> 00:06:14.960]  應該是
[00:06:14.960 --> 00:06:16.960]  聽岑牧師講
[00:06:16.960 --> 00:06:18.960]  應該是兩年前
[00:06:18.960 --> 00:06:20.960]  倒回來的
[00:06:20.960 --> 00:06:22.960]  因為疫情的緣故
[00:06:22.960 --> 00:06:24.960]  所以延遲到現在
[00:06:24.960 --> 00:06:26.960]  其實前輩應該是
[00:06:26.960 --> 00:06:28.960]  陳一華牧師
[00:06:28.960 --> 00:06:30.960]  就是前輩
[00:06:30.960 --> 00:06:32.960]  我在這裏工作的時候
[00:06:32.960 --> 00:06:34.960]  他已經是我的牧師
[00:06:34.960 --> 00:06:36.960]  所以他應該是前輩
[00:06:36.960 --> 00:06:38.960]  我是84至87年在這裏聚會
[00:06:38.960 --> 00:06:40.960]  那時候在幼稚園
[00:06:40.960 --> 00:06:44.960]  我那時候是五重節的老師
[00:06:44.960 --> 00:06:46.960]  原來我有些學生認得我
[00:06:46.960 --> 00:06:48.960]  我不認得你們了
[00:06:48.960 --> 00:06:50.960]  不好意思
[00:06:50.960 --> 00:06:52.960]  在教會見到是很好的
[00:06:52.960 --> 00:06:54.960]  在教會裏面侍奉是很好的
[00:06:54.960 --> 00:06:56.960]  想不到有些學生
[00:06:56.960 --> 00:06:58.960]  在主的裏面
[00:06:58.960 --> 00:07:00.960]  仍然很愛主
[00:07:00.960 --> 00:07:02.960]  很感恩
[00:07:02.960 --> 00:07:04.960]  也有些在幼稚園的時候
[00:07:04.960 --> 00:07:08.960]  他說我已經在幼稚園為你祈禱了
[00:07:08.960 --> 00:07:10.960]  也很感恩
[00:07:10.960 --> 00:07:14.960]  幼稚園應該是三十多年了
[00:07:14.960 --> 00:07:16.960]  為我祈禱
[00:07:16.960 --> 00:07:18.960]  最近有一次
[00:07:18.960 --> 00:07:20.960]  陳偉安牧師
[00:07:20.960 --> 00:07:22.960]  他去英國
[00:07:22.960 --> 00:07:24.960]  去我們南倫敦宣道會講道
[00:07:24.960 --> 00:07:26.960]  他一進來
[00:07:26.960 --> 00:07:28.960]  岑牧師
[00:07:28.960 --> 00:07:30.960]  幼稚園就為你祈禱了
[00:07:30.960 --> 00:07:32.960]  陳偉安牧師
[00:07:32.960 --> 00:07:34.960]  有個牧師
[00:07:34.960 --> 00:07:36.960]  幼稚園為我祈禱了
[00:07:36.960 --> 00:07:38.960]  看到神很祝福錦宣家
[00:07:38.960 --> 00:07:40.960]  我相信
[00:07:40.960 --> 00:07:42.960]  神祝福錦宣家
[00:07:42.960 --> 00:07:44.960]  就是要祝福更多的人
[00:07:44.960 --> 00:07:46.960]  不論在這個地方
[00:07:46.960 --> 00:07:48.960]  在元朗
[00:07:48.960 --> 00:07:50.960]  洪水橋
[00:07:50.960 --> 00:07:52.960]  甚至以外
[00:07:52.960 --> 00:07:54.960]  更多的人得到這個福氣
[00:07:54.960 --> 00:07:56.960]  聽到有位
[00:07:56.960 --> 00:07:58.960]  我以前的學生
[00:07:58.960 --> 00:08:00.960]  我做短孫
[00:08:00.960 --> 00:08:02.960]  在土耳其
[00:08:02.960 --> 00:08:04.960]  又是感恩
[00:08:04.960 --> 00:08:06.960]  我們應該多些
[00:08:06.960 --> 00:08:08.960]  去將福音傳開
[00:08:08.960 --> 00:08:10.960]  我相信我們的盼望
[00:08:10.960 --> 00:08:12.960]  在於主
[00:08:12.960 --> 00:08:14.960]  我們主
[00:08:14.960 --> 00:08:16.960]  在主的裏面
[00:08:16.960 --> 00:08:18.960]  必定是有福的
[00:08:18.960 --> 00:08:20.960]  我們感謝主
[00:08:20.960 --> 00:08:22.960]  也多謝曾牧師
[00:08:22.960 --> 00:08:24.960]  給我有機會去分享
[00:08:24.960 --> 00:08:26.960]  在過去這麼多年
[00:08:26.960 --> 00:08:28.960]  為什麼要分享過去這麼多年
[00:08:28.960 --> 00:08:30.960]  可能因為我已經退休
[00:08:30.960 --> 00:08:32.960]  我已經過了退休年齡
[00:08:32.960 --> 00:08:34.960]  所以就分享過去三十多年的
[00:08:34.960 --> 00:08:36.960]  的福事
[00:08:36.960 --> 00:08:38.960]  因為你們支持了我
[00:08:38.960 --> 00:08:40.960]  三十多年
[00:08:40.960 --> 00:08:42.960]  是感謝主的
[00:08:42.960 --> 00:08:44.960]  多謝大家
[00:08:44.960 --> 00:08:46.960]  真是心裏面感謝
[00:08:46.960 --> 00:08:48.960]  我當然感謝主
[00:08:48.960 --> 00:08:50.960]  如果沒有你們的支持
[00:08:50.960 --> 00:08:52.960]  沒有你們的待討
[00:08:52.960 --> 00:08:54.960]  沒有你們的關心
[00:08:54.960 --> 00:08:56.960]  我相信我都不會站在這裏
[00:08:56.960 --> 00:08:58.960]  多謝大家
[00:08:58.960 --> 00:09:00.960]  三十多年
[00:09:00.960 --> 00:09:02.960]  很長了
[00:09:02.960 --> 00:09:04.960]  其實我是建立了五間堂會
[00:09:04.960 --> 00:09:06.960]  以前那些
[00:09:06.960 --> 00:09:08.960]  就是獨立教會
[00:09:08.960 --> 00:09:10.960]  為什麼呢?因為是其他的機構
[00:09:10.960 --> 00:09:12.960]  因為以前宣道會
[00:09:12.960 --> 00:09:14.960]  在英國
[00:09:14.960 --> 00:09:16.960]  是沒有
[00:09:16.960 --> 00:09:18.960]  聯會
[00:09:18.960 --> 00:09:20.960]  所以也沒有差會
[00:09:20.960 --> 00:09:22.960]  所以宣道差會差了我們過去
[00:09:22.960 --> 00:09:24.960]  就和其他的機構
[00:09:24.960 --> 00:09:26.960]  合作
[00:09:26.960 --> 00:09:28.960]  所以就變成了合作的
[00:09:28.960 --> 00:09:30.960]  在當地的福事
[00:09:30.960 --> 00:09:32.960]  就建立了四間教會
[00:09:32.960 --> 00:09:34.960]  那時候
[00:09:34.960 --> 00:09:36.960]  後來開始有聯會
[00:09:36.960 --> 00:09:38.960]  宣道會有聯會在英國
[00:09:38.960 --> 00:09:40.960]  所以
[00:09:40.960 --> 00:09:42.960]  黎家麗牧師
[00:09:42.960 --> 00:09:44.960]  香港宣道差會的總幹事
[00:09:44.960 --> 00:09:46.960]  就邀請我們回來宣道會
[00:09:46.960 --> 00:09:48.960]  所以我和我太太就回來宣道會
[00:09:48.960 --> 00:09:50.960]  在英國的地方
[00:09:50.960 --> 00:09:52.960]  建立宣道會
[00:09:52.960 --> 00:09:54.960]  建立宣道會
[00:09:54.960 --> 00:09:56.960]  所以最後這間
[00:09:56.960 --> 00:09:58.960]  就叫做南倫敦宣道會
[00:09:58.960 --> 00:10:00.960]  以前那些就是華人教會
[00:10:00.960 --> 00:10:02.960]  因為
[00:10:02.960 --> 00:10:04.960]  以前的機構
[00:10:04.960 --> 00:10:06.960]  是有不同宗派的人在當中
[00:10:06.960 --> 00:10:08.960]  所以他們建立的教會
[00:10:08.960 --> 00:10:10.960]  不可以用宗派的形式
[00:10:10.960 --> 00:10:12.960]  去建立教會
[00:10:12.960 --> 00:10:14.960]  希望大家明白
[00:10:14.960 --> 00:10:16.960]  所以現在的情況就是這樣
[00:10:16.960 --> 00:10:18.960]  在南倫敦
[00:10:18.960 --> 00:10:20.960]  這個地方
[00:10:20.960 --> 00:10:22.960]  已經有十幾年了
[00:10:22.960 --> 00:10:24.960]  總共有三十四年
[00:10:24.960 --> 00:10:26.960]  剛才說了
[00:10:26.960 --> 00:10:28.960]  在南倫敦已經有十幾年了
[00:10:28.960 --> 00:10:30.960]  在這個地方
[00:10:30.960 --> 00:10:32.960]  我們很感恩
[00:10:32.960 --> 00:10:34.960]  神仙差我過去
[00:10:34.960 --> 00:10:36.960]  香港的弟兄姊妹
[00:10:36.960 --> 00:10:38.960]  支持我們
[00:10:38.960 --> 00:10:40.960]  現在我們又服侍香港
[00:10:40.960 --> 00:10:42.960]  黎的弟兄姊妹
[00:10:42.960 --> 00:10:44.960]  我們想請大家先看看
[00:10:44.960 --> 00:10:46.960]  一個影片
[00:10:46.960 --> 00:10:48.960]  我們就讀了一個影片
[00:10:48.960 --> 00:10:52.960]  自從2018年回港述職之後
[00:10:52.960 --> 00:10:54.960]  轉眼間就五年了
[00:10:54.960 --> 00:10:56.960]  五年日子
[00:10:56.960 --> 00:10:58.960]  不算太長
[00:10:58.960 --> 00:11:00.960]  但面對這個世事的變化
[00:11:00.960 --> 00:11:02.960]  真是風雲萬變
[00:11:02.960 --> 00:11:04.960]  甚至從南宣的角度來看
[00:11:04.960 --> 00:11:06.960]  這五年
[00:11:06.960 --> 00:11:08.960]  也都讓南宣翻天覆地的改變了
[00:11:08.960 --> 00:11:10.960]  所以我們就定了
[00:11:10.960 --> 00:11:12.960]  這次的報告主題
[00:11:12.960 --> 00:11:14.960]  就是以不變應萬變
[00:11:14.960 --> 00:11:16.960]  不變是古舊十八的救恩
[00:11:16.960 --> 00:11:18.960]  耶穌基督活主
[00:11:18.960 --> 00:11:20.960]  生命之道
[00:11:20.960 --> 00:11:22.960]  萬變就是回應萬變的世代
