
[00:00:00.000 --> 00:00:04.240]  各位,我們今天看一個無名氏
[00:00:04.240 --> 00:00:07.560]  我們認識了阿伯拉罕
[00:00:07.560 --> 00:00:08.960]  認識了雅各
[00:00:08.960 --> 00:00:10.160]  認識了以撒
[00:00:10.160 --> 00:00:11.680]  我們認識了很多人
[00:00:11.680 --> 00:00:15.160]  但今天我們認識一個叫做無名氏
[00:00:15.160 --> 00:00:17.240]  因為不知道他叫什麼名字
[00:00:17.240 --> 00:00:18.760]  聖經叫他做小侍女
[00:00:18.760 --> 00:00:21.000]  就無名的小侍女
[00:00:21.000 --> 00:00:23.080]  這個小侍女是什麼人呢
[00:00:23.080 --> 00:00:25.960]  這個小侍女是以色列人
[00:00:25.960 --> 00:00:32.520]  是被阿蘭的軍隊擄走的難民
[00:00:32.520 --> 00:00:33.960]  被擄走的難民
[00:00:33.960 --> 00:00:34.960]  他難民
[00:00:34.960 --> 00:00:38.080]  為什麼不說楊姑娘說的難民呢
[00:00:38.080 --> 00:00:40.240]  今天我們就看看這個難民怎麼樣
[00:00:40.240 --> 00:00:45.400]  這個難民後來去了元帥的家裡
[00:00:45.400 --> 00:00:47.040]  做了婢女
[00:00:47.040 --> 00:00:48.920]  是一個小侍女
[00:00:48.920 --> 00:00:50.800]  她的情況可能好一點
[00:00:50.800 --> 00:00:55.320]  她是做大元帥的太太的小侍女
[00:00:55.320 --> 00:00:58.400]  不用那麼多操活
[00:00:58.400 --> 00:01:04.520]  但都應該要看大元帥和他夫人的臉色
[00:01:04.520 --> 00:01:07.760]  這個小侍女不知道為什麼她很勇
[00:01:07.760 --> 00:01:10.760]  有一天她就和她的主母說
[00:01:10.760 --> 00:01:13.120]  其實我們的大元帥
[00:01:13.120 --> 00:01:15.120]  長了一身麻風
[00:01:15.120 --> 00:01:18.640]  不如去找以色列的先知
[00:01:18.640 --> 00:01:20.640]  等先知醫好她
[00:01:20.640 --> 00:01:21.920]  不知道為什麼
[00:01:21.920 --> 00:01:24.320]  她和這個主母的關係可能很好
[00:01:24.320 --> 00:01:29.160]  主母真的把這件事和乃萬說
[00:01:29.160 --> 00:01:30.880]  因為乃萬大元帥
[00:01:30.880 --> 00:01:34.560]  其實他是當時很出名的元帥
[00:01:34.560 --> 00:01:36.760]  在阿蘭國當中
[00:01:36.760 --> 00:01:41.120]  阿蘭國的君王都很棄重他
[00:01:41.120 --> 00:01:43.720]  有什麼事他就是他的左右手
[00:01:43.720 --> 00:01:47.040]  他打了很多場勝仗
[00:01:47.040 --> 00:01:48.840]  不過他有一個問題
[00:01:48.840 --> 00:01:50.400]  他贏不了這個問題
[00:01:50.400 --> 00:01:51.920]  就是他身上的病
[00:01:51.920 --> 00:01:53.920]  這個病是麻風病
[00:01:53.920 --> 00:01:57.560]  不是我們現在認為是大麻風
[00:01:57.560 --> 00:02:01.560]  是一個身上長期的皮膚病
[00:02:01.560 --> 00:02:04.040]  這個皮膚病會令他傷損
[00:02:04.040 --> 00:02:06.040]  會有機會傳染給人
[00:02:06.040 --> 00:02:08.040]  不過未至於到大麻風那種
[00:02:08.040 --> 00:02:10.040]  會掉了手指
[00:02:10.040 --> 00:02:12.040]  掉了手
[00:02:12.040 --> 00:02:15.600]  但是又有傷損又很痕癢
[00:02:15.600 --> 00:02:16.840]  都是他的問題
[00:02:16.840 --> 00:02:20.320]  而且一個大將軍一站出來
[00:02:20.320 --> 00:02:22.560]  而容就受到影響
[00:02:22.560 --> 00:02:24.560]  打起仗來
[00:02:24.560 --> 00:02:27.560]  那種痕癢對他都有很多影響
[00:02:27.560 --> 00:02:29.840]  又日曬雨淋的情況
[00:02:29.840 --> 00:02:31.560]  令到他很不舒服
[00:02:31.560 --> 00:02:34.840]  在家裏有人服侍
[00:02:34.840 --> 00:02:37.840]  軍隊出去的時候更加不方便
[00:02:37.840 --> 00:02:39.240]  他不是沒有求醫
[00:02:39.240 --> 00:02:40.840]  我相信他有求醫
[00:02:40.840 --> 00:02:42.640]  不過全個阿蘭國
[00:02:42.640 --> 00:02:43.640]  沒有人治好他
[00:02:43.640 --> 00:02:45.840]  阿蘭國是不是一個小國
[00:02:45.840 --> 00:02:47.520]  所以沒有什麼名人呢
[00:02:47.520 --> 00:02:51.280]  其實阿蘭國是一個強國
[00:02:51.280 --> 00:02:53.280]  阿蘭國經常欺負以色列
[00:02:53.280 --> 00:02:55.280]  不過在這段時間
[00:02:55.280 --> 00:02:56.280]  以利沙的時候
[00:02:56.280 --> 00:02:58.280]  和以色列的關係比較好
[00:02:58.280 --> 00:03:01.280]  因為以利沙用很多不同的方法
[00:03:01.280 --> 00:03:03.280]  神已經讓以利沙知道
[00:03:03.280 --> 00:03:04.280]  軍隊去到哪裡
[00:03:04.280 --> 00:03:05.280]  怎樣就可以打敗他
[00:03:05.280 --> 00:03:06.280]  軍隊又去到哪裡
[00:03:06.280 --> 00:03:07.280]  怎樣就可以打敗他
[00:03:07.280 --> 00:03:10.280]  於是阿蘭王和以色列王
[00:03:10.280 --> 00:03:12.280]  有一段時間是和好的
[00:03:12.280 --> 00:03:16.280]  但是阿蘭不單止對以色列
[00:03:16.280 --> 00:03:19.280]  他對當時由大馬士革
[00:03:19.280 --> 00:03:20.280]  一直去到以色列的地方
[00:03:20.280 --> 00:03:22.280]  他都是控制得很好
[00:03:22.280 --> 00:03:24.280]  歸行於他
[00:03:24.280 --> 00:03:26.280]  受他管理的
