
[00:00:00.000 --> 00:00:02.080]  今天很感恩有謝安眉牧師
[00:00:02.080 --> 00:00:03.200]  她是本行的牧師
[00:00:03.200 --> 00:00:04.840]  在我們當中正道
[00:00:04.840 --> 00:00:07.120]  她的題目是《你的抉擇》
[00:00:07.120 --> 00:00:11.040]  經文是《路加福音》第四章一至十三節
[00:00:11.040 --> 00:00:13.840]  請聽我讀出經文
[00:00:13.840 --> 00:00:15.560]  耶穌沒有聖靈
[00:00:15.560 --> 00:00:17.280]  從約旦河回來
[00:00:17.280 --> 00:00:19.800]  聖靈把他引到曠野
[00:00:19.800 --> 00:00:22.560]  四十天受魔鬼的試探
[00:00:22.560 --> 00:00:23.800]  在那四日子
[00:00:23.800 --> 00:00:25.520]  他沒有吃什麼
[00:00:25.520 --> 00:00:26.840]  日子滿了
[00:00:26.840 --> 00:00:28.480]  他餓了
[00:00:28.480 --> 00:00:30.120]  魔鬼對他說
[00:00:30.120 --> 00:00:31.800]  你若是神的兒子
[00:00:31.800 --> 00:00:35.400]  叫這塊石頭變成食物吧
[00:00:35.400 --> 00:00:37.280]  耶穌回答說
[00:00:37.280 --> 00:00:38.720]  經上記著
[00:00:38.720 --> 00:00:42.800]  人活著不是單靠食物
[00:00:42.800 --> 00:00:45.160]  魔鬼又領他上了高山
[00:00:45.160 --> 00:00:48.280]  差時間把天下萬國都指給他看
[00:00:48.280 --> 00:00:49.800]  對他說
[00:00:49.800 --> 00:00:52.200]  這一切權兵和榮華
[00:00:52.200 --> 00:00:54.080]  我都要給你
[00:00:54.080 --> 00:00:56.800]  因為這原是交給我的
[00:00:56.800 --> 00:01:00.720]  我願意給誰就給誰
[00:01:00.720 --> 00:01:02.800]  你若在我面前下拜
[00:01:02.800 --> 00:01:06.320]  這一切都歸你
[00:01:06.320 --> 00:01:08.320]  耶穌回答他說
[00:01:08.320 --> 00:01:09.760]  經上記著
[00:01:09.760 --> 00:01:11.960]  要拜主你的神
[00:01:11.960 --> 00:01:14.880]  唯獨侍奉他
[00:01:14.880 --> 00:01:16.880]  魔鬼又領他到耶路撒冷去
[00:01:16.880 --> 00:01:18.800]  叫他站在聖殿頂上
[00:01:18.800 --> 00:01:20.000]  對他說
[00:01:20.000 --> 00:01:21.200]  你若是神的兒子
[00:01:21.200 --> 00:01:23.520]  從這裡跳下去
[00:01:23.520 --> 00:01:25.200]  因為經上記著
[00:01:25.200 --> 00:01:28.720]  主要為你命令他的使者保護你
[00:01:28.720 --> 00:01:30.720]  他們要用手托著你
[00:01:30.720 --> 00:01:33.920]  免得你的腳碰在石頭上
[00:01:33.920 --> 00:01:35.760]  耶穌回答他說
[00:01:35.760 --> 00:01:36.960]  經上說
[00:01:36.960 --> 00:01:40.000]  不可試探主你的神
[00:01:40.000 --> 00:01:41.840]  魔鬼用完了各樣的試探
[00:01:41.840 --> 00:01:43.280]  就離開耶穌
[00:01:43.280 --> 00:01:45.280]  在等時機
[00:01:45.280 --> 00:01:47.280]  把時間供應交給謝牧師
[00:01:47.280 --> 00:02:03.280]  (音樂)
[00:02:03.280 --> 00:02:05.280]  各位弟兄姊妹平安
[00:02:05.280 --> 00:02:09.280]  在這裡也跟大家拜個年
[00:02:09.280 --> 00:02:11.280]  祝各位新年蒙福
[00:02:11.280 --> 00:02:13.280]  身體健康
[00:02:13.280 --> 00:02:15.280]  靈情步步升
[00:02:15.280 --> 00:02:17.280]  由我們開始之前
[00:02:17.280 --> 00:02:19.280]  我們先一起祈禱
[00:02:19.280 --> 00:02:21.280]  愛我們的主
[00:02:21.280 --> 00:02:23.280]  愛我們的神
[00:02:23.280 --> 00:02:27.280]  我們知道我們每一次來到你面前
[00:02:27.280 --> 00:02:29.280]  能夠和弟兄姊妹一起去敬拜你
[00:02:29.280 --> 00:02:31.280]  這不是必然的
[00:02:31.280 --> 00:02:33.280]  我們感謝你給我們的福分
[00:02:33.280 --> 00:02:35.280]  由願主你安靜我們的心
[00:02:35.280 --> 00:02:37.280]  願你聖靈在我們當中去運行
[00:02:37.280 --> 00:02:39.280]  帶動我們
[00:02:39.280 --> 00:02:41.280]  讓我們能夠明白你的心意
[00:02:41.280 --> 00:02:43.280]  讓孩子心中的意念
[00:02:43.280 --> 00:02:45.280]  心中的言語
[00:02:45.280 --> 00:02:47.280]  我們這樣祈禱
[00:02:47.280 --> 00:02:49.280]  教託奉主耶穌基督的名求
[00:02:49.280 --> 00:02:51.280]  當我們環顧四周
[00:02:51.280 --> 00:02:53.280]  我們看到
[00:02:53.280 --> 00:02:55.280]  逛街
[00:02:55.280 --> 00:02:57.280]  看到休閒的場所
[00:02:57.280 --> 00:02:59.280]  或者娛樂的設施
[00:02:59.280 --> 00:03:03.280]  甚至是一些出版海報的報章
[00:03:03.280 --> 00:03:09.280]  每一樣都不是被悉聘
[00:03:09.280 --> 00:03:17.280]  暴力和財力污染了
[00:03:17.280 --> 00:03:21.280]  可能被壟斷了
[00:03:21.280 --> 00:03:23.280]  按摩院
[00:03:23.280 --> 00:03:25.280]  一些角色的
[00:03:25.280 --> 00:03:31.280]  一些暗藏玄機的電腦化賓館
[00:03:31.280 --> 00:03:33.280]  等等
[00:03:33.280 --> 00:03:35.280]  都充斥著這個市面
[00:03:35.280 --> 00:03:39.280]  現今我們做基督徒都不容易
[00:03:39.280 --> 00:03:43.280]  你想不被引誘
[00:03:43.280 --> 00:03:45.280]  不被迷惑
[00:03:45.280 --> 00:03:47.280]  不被試探
[00:03:47.280 --> 00:03:49.280]  有沒有可能呢?
[00:03:49.280 --> 00:03:51.280]  今天我們從經文裡出現了
[00:03:51.280 --> 00:03:53.280]  由講到試探
[00:03:53.280 --> 00:03:55.280]  在什麼時候發生的呢?
[00:03:55.280 --> 00:03:59.280]  其實就是在耶穌基督洗禮之後
[00:03:59.280 --> 00:04:01.280]  祂洗禮之後
[00:04:01.280 --> 00:04:03.280]  神的靈引導了他去抗夜
[00:04:03.280 --> 00:04:05.280]  在抗夜的地方
[00:04:05.280 --> 00:04:09.280]  去接受魔鬼的試探
[00:04:09.280 --> 00:04:11.280]  你看到就是
[00:04:11.280 --> 00:04:13.280]  擺明了
[00:04:13.280 --> 00:04:19.280]  耶穌和魔鬼正面的交鋒
[00:04:19.280 --> 00:04:21.280]  神的旨意就是
[00:04:21.280 --> 00:04:23.280]  要耶穌去接受這個挑戰
[00:04:23.280 --> 00:04:29.280]  然後開始他的聖功
[00:04:29.280 --> 00:04:31.280]  開始這個試夢的旅程
[00:04:31.280 --> 00:04:35.280]  神都藉著這個魔鬼的試探
[00:04:35.280 --> 00:04:41.280]  去彰顯耶穌的特性
[00:04:41.280 --> 00:04:43.280]  在聖經裡
[00:04:43.280 --> 00:04:45.280]  經常看到撒旦
[00:04:45.280 --> 00:04:47.280]  撒旦就是魔鬼
[00:04:47.280 --> 00:04:49.280]  他是一個屬於超自然的靈體
[00:04:49.280 --> 00:04:51.280]  他的主要任務就是
[00:04:51.280 --> 00:04:55.280]  專門和我們的神對抗
[00:04:55.280 --> 00:04:59.280]  耶穌有沒有可能
[00:04:59.280 --> 00:05:01.280]  面對這個撒旦的試探
[00:05:01.280 --> 00:05:05.280]  會不會有些讓步呢?
