
[00:00:00.000 --> 00:00:03.000]  多謝主帶領我們今天晚上
[00:00:03.000 --> 00:00:07.400]  在農曆年我們可以恢復一切的茶經
[00:00:07.400 --> 00:00:13.800]  雖然這兩個星期弟兄姊妹不能夠回來實體崇拜
[00:00:13.800 --> 00:00:20.000]  但是我們都很盼望不同的教會用的線上的直播
[00:00:20.000 --> 00:00:22.400]  都能夠目仰弟兄姊妹
[00:00:22.400 --> 00:00:26.400]  或者說每一位弟兄姊妹都能夠來到神的面前
[00:00:26.400 --> 00:00:31.400]  去有敬拜有心靈的那個同神的相交
[00:00:31.400 --> 00:00:34.000]  特別在現在這個疫情這麼嚴峻
[00:00:34.000 --> 00:00:36.800]  其實那個抗疫的疲勞
[00:00:36.800 --> 00:00:40.200]  或者有很多的困難
[00:00:40.200 --> 00:00:42.200]  或者有一些的擔心
[00:00:42.200 --> 00:00:44.400]  甚至乎可能有些是已經確診
[00:00:44.400 --> 00:00:46.200]  需要隔離等等
[00:00:46.200 --> 00:00:49.400]  我們都盼望神都給我們大家
[00:00:49.400 --> 00:00:51.800]  我們心靈才有力量
[00:00:51.800 --> 00:00:54.800]  然後我們可以去幫助有需要的人
[00:00:54.800 --> 00:00:58.800]  求你帶領今天晚上我們再一次回去看舊約
[00:00:58.800 --> 00:01:00.000]  撒慕爾記
[00:01:00.000 --> 00:01:02.400]  盼望都能夠透過這幾張聖經
[00:01:02.400 --> 00:01:09.400]  對大衛對蘇羅都有一定的認識和掌握
[00:01:09.400 --> 00:01:12.800]  我們看到兩個人的比較
[00:01:12.800 --> 00:01:15.000]  是越來越明顯的時候
[00:01:15.000 --> 00:01:18.200]  就好像浮現了一個很重要的訊息
[00:01:18.200 --> 00:01:22.600]  都讓我們大家來到其中去思想
[00:01:22.600 --> 00:01:25.200]  去明白我們這樣的禱告
[00:01:25.200 --> 00:01:27.400]  奉耶穌基督的名
[00:01:27.400 --> 00:01:28.400]  阿們
[00:01:28.400 --> 00:01:34.400]  叫大家來預備第十章和第十九章
[00:01:34.400 --> 00:01:37.400]  因為有肢體昨天問開
[00:01:37.400 --> 00:01:40.200]  我就可以一次過解答
[00:01:40.200 --> 00:01:43.600]  方便大家來明白
[00:01:43.600 --> 00:01:47.800]  第十章其實就只有兩段聖經
[00:01:47.800 --> 00:01:52.000]  不過就很長的上下文的背景
[00:01:52.000 --> 00:01:55.400]  就是第九章開始
[00:01:55.400 --> 00:01:57.600]  當他們決定要立王
[00:01:57.600 --> 00:01:59.400]  堅持要立王
[00:01:59.400 --> 00:02:02.000]  撒慕爾告誡了他們之後
[00:02:02.000 --> 00:02:07.600]  終於神就叫撒慕爾等待
[00:02:07.600 --> 00:02:12.200]  第九章立即就開始記載蘇羅的出現
[00:02:12.200 --> 00:02:14.600]  接著就透過一個事件
[00:02:14.600 --> 00:02:17.800]  就是他幫爸爸基事
[00:02:17.800 --> 00:02:19.400]  他和一個僕人
[00:02:19.400 --> 00:02:22.600]  就去到這個以法連山地
[00:02:22.600 --> 00:02:28.400]  去找失去了的那兩隻羊
[00:02:28.400 --> 00:02:29.800]  對不起是驢
[00:02:29.800 --> 00:02:33.000]  接著輾轉就找不到
[00:02:33.000 --> 00:02:36.800]  那個僕人告訴蘇羅
[00:02:36.800 --> 00:02:38.800]  在這裡有一個先知
[00:02:38.800 --> 00:02:41.600]  他預言是一定會中的
[00:02:41.600 --> 00:02:44.400]  還有就是他有神的靈
[00:02:44.400 --> 00:02:48.200]  輾轉就一直去到拉瑪這個地方
[00:02:48.200 --> 00:02:52.000]  拉瑪這個地方就是撒慕爾居住的地方
[00:02:52.000 --> 00:02:54.800]  他每年都會巡行幾個地方的
[00:02:54.800 --> 00:03:00.800]  我看回第七章這一段
[00:03:00.800 --> 00:03:03.800]  七章的十七節
[00:03:03.800 --> 00:03:07.400]  十六、十七節
[00:03:07.400 --> 00:03:10.800]  撒慕爾平生在以色列的事司
[00:03:10.800 --> 00:03:13.400]  每年他巡行去到巴特利
[00:03:13.400 --> 00:03:15.600]  吉格和米斯巴
[00:03:15.600 --> 00:03:19.000]  米斯巴在第七章他在那裏審判以色列人
[00:03:19.000 --> 00:03:22.000]  在幾處審判以色列人
[00:03:22.000 --> 00:03:24.200]  然後就回到拉瑪
[00:03:24.200 --> 00:03:27.000]  因為他的家就在那裏
[00:03:27.000 --> 00:03:29.400]  也在那裏審判以色列人
[00:03:29.400 --> 00:03:32.000]  且為耶和華築了一座壇
[00:03:32.000 --> 00:03:34.400]  這個就是在第十章
[00:03:34.400 --> 00:03:42.600]  撒慕爾和蘇羅在拉瑪的壇上
[00:03:42.600 --> 00:03:44.200]  準備獻祭的時候
[00:03:44.200 --> 00:03:48.200]  撒慕爾用高柔告立蘇羅
[00:03:48.200 --> 00:03:52.000]  是神來吩咐撒慕爾要做的
[00:03:52.000 --> 00:03:55.000]  我們看看第十章
[00:03:55.000 --> 00:03:59.200]  或者九章的尾端
[00:03:59.200 --> 00:04:00.800]  有些些背景
[00:04:00.800 --> 00:04:03.400]  第九章的第十五節
[00:04:03.400 --> 00:04:08.800]  我們處理的就是兩次的事件
[00:04:08.800 --> 00:04:10.400]  其實是一頭一尾
[00:04:10.400 --> 00:04:14.200]  蘇羅被告立
[00:04:14.200 --> 00:04:16.400]  接著他就受感說話
[00:04:16.400 --> 00:04:20.000]  這個是一個正正式式的
[00:04:20.000 --> 00:04:21.400]  在舊約來說
[00:04:21.400 --> 00:04:24.400]  有神的靈的三類的人
[00:04:24.400 --> 00:04:27.200]  有祭司
[00:04:27.200 --> 00:04:30.200]  出埃及記已經說了
[00:04:30.200 --> 00:04:31.600]  接著有君王
[00:04:31.600 --> 00:04:34.600]  接著有先知
[00:04:34.600 --> 00:04:37.600]  撒慕爾記就出現兩個
[00:04:37.600 --> 00:04:41.400]  就是撒慕爾
[00:04:41.400 --> 00:04:42.600]  他是先知
[00:04:42.600 --> 00:04:45.600]  來到被神告立
[00:04:45.600 --> 00:04:47.600]  接著有君王的告立
[00:04:47.600 --> 00:04:48.600]  大衛
[00:04:48.600 --> 00:04:51.000]  不過最快就是蘇羅
[00:04:51.000 --> 00:04:53.000]  他被神告立
[00:04:53.000 --> 00:04:55.000]  看看第十五節
[00:04:55.000 --> 00:04:57.600]  蘇羅未到的前一日
[00:04:57.600 --> 00:05:00.600]  耶和華已經指示撒慕爾說
[00:05:00.600 --> 00:05:02.800]  明日這時候
[00:05:02.800 --> 00:05:04.200]  我必駛到一個人
