
[00:00:00.000 --> 00:00:02.000]  他們的不是
[00:00:02.000 --> 00:00:04.500]  於是試圖出去
[00:00:04.500 --> 00:00:06.000]  走遍各鄉
[00:00:06.000 --> 00:00:07.000]  傳福音
[00:00:07.000 --> 00:00:09.000]  到處治病
[00:00:09.000 --> 00:00:12.000]  恭敬將以下時間交給張傳導
[00:00:12.000 --> 00:00:14.000]  各位電視姊妹早上好
[00:00:14.000 --> 00:00:16.500]  謝謝主席為我們復出了
[00:00:16.500 --> 00:00:19.000]  今天我們會看的經文
[00:00:19.000 --> 00:00:20.000]  不過在看經文之前
[00:00:20.000 --> 00:00:23.000]  我想問問大家有沒有以下的經歷
[00:00:23.000 --> 00:00:26.000]  大家都是時常去旅行的
[00:00:26.000 --> 00:00:27.000]  那時常去旅行的時候
[00:00:27.000 --> 00:00:29.000]  你們會帶些甚麼呢
[00:00:29.000 --> 00:00:32.000]  我講一個很獨特的經驗告訴你
[00:00:32.000 --> 00:00:36.000]  我家裡包括我太太和我一個兒子
[00:00:36.000 --> 00:00:37.000]  我們去旅行的時候
[00:00:37.000 --> 00:00:38.000]  很有趣的
[00:00:38.000 --> 00:00:39.000]  不論去兩天
[00:00:39.000 --> 00:00:41.000]  不論去三天
[00:00:41.000 --> 00:00:42.000]  或者不論去五天
[00:00:42.000 --> 00:00:45.000]  我都要帶兩個很大很大的行李箱
[00:00:45.000 --> 00:00:47.000]  基本上是大碼的行李箱
[00:00:47.000 --> 00:00:49.000]  我每次都不明白
[00:00:49.000 --> 00:00:51.000]  為甚麼要帶這麼多東西去
[00:00:51.000 --> 00:00:52.000]  哇
[00:00:52.000 --> 00:00:53.000]  洗頭水
[00:00:53.000 --> 00:00:55.000]  用虛的那種
[00:00:55.000 --> 00:00:56.000]  梳子
[00:00:56.000 --> 00:00:58.000]  不是我用的那種
[00:00:58.000 --> 00:01:00.000]  梳子
[00:01:00.000 --> 00:01:02.000]  小孩的衣服
[00:01:02.000 --> 00:01:04.000]  我們大人的衣服
[00:01:04.000 --> 00:01:06.000]  拖鞋
[00:01:06.000 --> 00:01:08.000]  睡衣
[00:01:08.000 --> 00:01:09.000]  我帶到
[00:01:09.000 --> 00:01:12.000]  其實我們不是不打算買東西的
[00:01:12.000 --> 00:01:15.000]  我們真的去了一個地方
[00:01:15.000 --> 00:01:16.000]  我不知道你有沒有同樣的經驗
[00:01:16.000 --> 00:01:17.000]  還要是
[00:01:17.000 --> 00:01:19.000]  不論去兩天
[00:01:19.000 --> 00:01:20.000]  不論去三天
[00:01:20.000 --> 00:01:22.000]  還是五天或以上
[00:01:22.000 --> 00:01:24.000]  都要用一個星期的時間去想想
[00:01:24.000 --> 00:01:25.000]  我要帶甚麼東西
[00:01:25.000 --> 00:01:26.000]  不是我想的
[00:01:26.000 --> 00:01:27.000]  我沒有想的
[00:01:27.000 --> 00:01:29.000]  我太太比較安全地
[00:01:29.000 --> 00:01:31.000]  幫我想好了
[00:01:31.000 --> 00:01:33.000]  到時要放甚麼東西進去
[00:01:33.000 --> 00:01:35.000]  我是收拾東西的人
[00:01:35.000 --> 00:01:37.000]  我不知道你有沒有同樣的經驗
[00:01:37.000 --> 00:01:40.000]  所以我有個朋友很有趣
[00:01:40.000 --> 00:01:42.000]  不論我和他去露營兩天
[00:01:42.000 --> 00:01:44.000]  去露營五天
[00:01:44.000 --> 00:01:46.000]  他都是帶一個背包去
[00:01:46.000 --> 00:01:48.000]  有時我就問他
[00:01:48.000 --> 00:01:49.000]  你這樣去
[00:01:49.000 --> 00:01:51.000]  你裡面帶齊了東西了嗎
[00:01:51.000 --> 00:01:53.000]  他說有甚麼沒有
[00:01:53.000 --> 00:01:54.000]  我說你的背包很小
[00:01:54.000 --> 00:01:56.000]  甚麼都有齊了
[00:01:56.000 --> 00:01:57.000]  我又不要問
[00:01:57.000 --> 00:01:58.000]  因為他是男士
[00:01:58.000 --> 00:01:59.000]  放心吧
[00:01:59.000 --> 00:02:00.000]  他是男士
[00:02:00.000 --> 00:02:01.000]  我就問
[00:02:01.000 --> 00:02:03.000]  究竟為甚麼我去的日子
[00:02:03.000 --> 00:02:04.000]  這樣的時數
[00:02:04.000 --> 00:02:06.000]  你去的日子這樣的時數
[00:02:06.000 --> 00:02:08.000]  為甚麼我們出現一個
[00:02:08.000 --> 00:02:10.000]  這麼大的對比呢
[00:02:10.000 --> 00:02:11.000]  我不知道你是甚麼類型的人
[00:02:11.000 --> 00:02:13.000]  你是有計劃的
[00:02:13.000 --> 00:02:14.000]  不是行動那些
[00:02:14.000 --> 00:02:16.000]  是預先想好要帶甚麼東西
[00:02:16.000 --> 00:02:18.000]  到實際你真的帶了很多東西
[00:02:18.000 --> 00:02:21.000]  還是好像我朋友那樣
[00:02:21.000 --> 00:02:23.000]  其實好像甚麼都沒有帶
[00:02:23.000 --> 00:02:24.000]  當然很明顯的
[00:02:24.000 --> 00:02:26.000]  他由第一天穿的衣服
[00:02:26.000 --> 00:02:27.000]  到最後穿的衣服
[00:02:27.000 --> 00:02:28.000]  是一模一樣的
[00:02:28.000 --> 00:02:29.000]  這是肯定的
[00:02:29.000 --> 00:02:31.000]  因為不可以太誇張
[00:02:31.000 --> 00:02:32.000]  不是神話
[00:02:32.000 --> 00:02:33.000]  他只是沒有換過衣服
[00:02:33.000 --> 00:02:34.000]  衣服有沒有洗過
[00:02:34.000 --> 00:02:35.000]  應該沒有的
[00:02:35.000 --> 00:02:36.000]  不要緊的
[00:02:36.000 --> 00:02:37.000]  男士有甚麼所謂
[00:02:37.000 --> 00:02:38.000]  又不是出很多汗
[00:02:38.000 --> 00:02:40.000]  你是甚麼類型的人呢
[00:02:40.000 --> 00:02:43.000]  今天我們看的聖經裡面
[00:02:43.000 --> 00:02:45.000]  耶穌基督和他的使徒
[00:02:45.000 --> 00:02:47.000]  有一個很獨特的經驗
[00:02:47.000 --> 00:02:49.000]  他們叫他們出去傳福音
[00:02:49.000 --> 00:02:50.000]  不是一個短的時間
