
[00:00:00.000 --> 00:00:03.560]  好 各位聽眾姐妹 我們一起同心同道
[00:00:03.560 --> 00:00:07.440]  感恩再一次我們開始《羅馬書》的閱讀
[00:00:07.440 --> 00:00:10.100]  盼望我們去到第14章
[00:00:10.100 --> 00:00:13.520]  關乎到第5、6兩章
[00:00:13.520 --> 00:00:17.320]  我們很盼望神在我們中間帶領我們
[00:00:17.320 --> 00:00:21.000]  讓我們能夠認識你自己的真理
[00:00:21.000 --> 00:00:23.420]  盼望第6章的經文
[00:00:23.420 --> 00:00:27.400]  我們能夠可以充分的掌握
[00:00:27.400 --> 00:00:32.200]  還有我們真的去實踐保羅的教導
[00:00:32.200 --> 00:00:34.680]  願主幫助帶領我們
[00:00:34.680 --> 00:00:36.740]  我們這樣感恩禱告
[00:00:36.740 --> 00:00:39.960]  奉耶穌基督的名 阿們
[00:00:39.960 --> 00:00:43.520]  好 再一次我們盡量
[00:00:43.520 --> 00:00:44.960]  各位姐妹如果在線
[00:00:44.960 --> 00:00:48.460]  因為我現在沒有開到那個畫面
[00:00:48.460 --> 00:00:51.360]  如果在線你們在聽
[00:00:51.360 --> 00:00:52.480]  就記得靜音
[00:00:52.480 --> 00:00:57.320]  那就方便我們大家一起靜心的聆聽
[00:00:57.320 --> 00:01:00.120]  那就開始
[00:01:00.120 --> 00:01:03.080]  上個禮拜我們有提過
[00:01:03.080 --> 00:01:06.160]  關乎到第5章
[00:01:06.160 --> 00:01:11.160]  第2個段落12到第21節
[00:01:11.160 --> 00:01:16.460]  很明顯就是這個首先的阿當
[00:01:16.460 --> 00:01:18.660]  就是人類的始祖
[00:01:18.660 --> 00:01:23.320]  和末後的阿當耶穌基督
[00:01:23.320 --> 00:01:25.800]  兩者或者兩個人
[00:01:25.800 --> 00:01:29.040]  他們兩個都是各自一個代表
[00:01:29.040 --> 00:01:32.860]  就是舊有的人類的那個族類
[00:01:32.860 --> 00:01:37.600]  和在舊恩耶穌被差遣來這個世界
[00:01:37.600 --> 00:01:39.500]  開展舊恩之後
[00:01:39.500 --> 00:01:42.380]  就是引進一個新的人類
[00:01:42.380 --> 00:01:43.880]  新的生命
[00:01:43.880 --> 00:01:47.560]  所以保羅在這裡講了
[00:01:47.560 --> 00:01:53.600]  六個在主裡面同神復和之後的
[00:01:53.600 --> 00:01:55.780]  那個新的生命
[00:01:55.780 --> 00:01:58.920]  進入一個新的經歷的時候
[00:01:58.920 --> 00:02:01.120]  可以享用
[00:02:01.120 --> 00:02:03.320]  我可能聽不懂
[00:02:03.320 --> 00:02:05.800]  (記者: 因為現在是星期三)
[00:02:05.800 --> 00:02:07.800]  (記者: 星期三收到的)
[00:02:07.800 --> 00:02:11.600]  不好意思 如果要靜音先 不要介意
[00:02:11.600 --> 00:02:17.600]  我經常都碰不到那個位置 很煩
[00:02:17.600 --> 00:02:20.480]  是 先靜一下
[00:02:20.480 --> 00:02:23.760]  是 好的 謝謝
[00:02:23.760 --> 00:02:26.880]  我們繼續回到這個講道
[00:02:26.880 --> 00:02:32.960]  保羅很巧妙地講了
[00:02:32.960 --> 00:02:35.520]  那個新的生命
[00:02:35.520 --> 00:02:38.080]  同神復和的新的開始
[00:02:38.080 --> 00:02:40.560]  就是每一個都有一個新的開始
[00:02:40.560 --> 00:02:44.560]  就是由信主與主耶穌結連
[00:02:44.560 --> 00:02:48.160]  接著就是有聖靈內住
[00:02:48.160 --> 00:02:51.160]  其實是同時間的 不是有先後次序的
[00:02:51.160 --> 00:02:53.160]  就是與神復和
[00:02:53.160 --> 00:02:54.840]  我們明白了之後
[00:02:54.840 --> 00:02:57.040]  其實我們立即開展了
[00:02:57.040 --> 00:03:01.360]  永恆的生命就是與神的同在
[00:03:01.360 --> 00:03:04.160]  所以這個新的生命
[00:03:04.160 --> 00:03:07.360]  是由主耶穌的犧牲復活
[00:03:07.360 --> 00:03:09.040]  所帶來給我們的
[00:03:09.040 --> 00:03:10.880]  但是保羅在這個時候
[00:03:10.880 --> 00:03:14.440]  他帶回我們看那個根源的問題
[00:03:14.440 --> 00:03:16.760]  就是為什麼需要救恩
[00:03:16.760 --> 00:03:19.360]  為什麼需要救主來這個世界
[00:03:19.360 --> 00:03:21.240]  就是人類的始祖
[00:03:21.240 --> 00:03:25.960]  阿當他那個違背神的命令
[00:03:25.960 --> 00:03:28.560]  而他的背影就帶來
[00:03:28.560 --> 00:03:30.560]  因為他是一個代表
[00:03:30.560 --> 00:03:35.160]  所以所有在他以後出現的人
[00:03:35.160 --> 00:03:38.640]  都是同樣在什麼的權勢呢?
[00:03:38.640 --> 00:03:44.280]  就是罪藉著這個背影來掌權
[00:03:44.280 --> 00:03:47.240]  死亡又因為罪的緣故
[00:03:47.240 --> 00:03:49.440]  就被神宣告
[00:03:49.440 --> 00:03:52.720]  所有的人都要面對肉身的死亡
[00:03:52.720 --> 00:03:55.880]  包括將來在永恆裏面
[00:03:55.880 --> 00:03:58.800]  面對神的審判就是永死
[00:03:58.800 --> 00:04:01.040]  所以你可以想像得到
[00:04:01.040 --> 00:04:05.560]  這是一個神必須要處理的救贖
[00:04:05.560 --> 00:04:07.600]  所以保羅真的是
[00:04:07.600 --> 00:04:10.120]  再一次帶我們去創世紀
[00:04:10.120 --> 00:04:12.680]  不是帶我們去看《阿伯拉罕》
[00:04:12.680 --> 00:04:15.880]  是帶我們去看人類的那個開始
[00:04:15.880 --> 00:04:19.920]  既然從那個源頭就已經出現了那個問題
[00:04:19.920 --> 00:04:23.120]  他告訴我們有一個新的源頭
[00:04:23.120 --> 00:04:25.040]  就是新的耶穌
[00:04:25.040 --> 00:04:27.600]  就是新的阿當就出現了
[00:04:27.600 --> 00:04:29.800]  所以你看到那個分段
[00:04:29.800 --> 00:04:32.320]  其實真的很想告訴我們
[00:04:32.320 --> 00:04:36.280]  沒有其它的方法可以將人去拯救
[00:04:36.280 --> 00:04:38.480]  就是間接告訴我們
[00:04:38.960 --> 00:04:43.480]  等於是對當時羅馬帝國所宣稱的
[00:04:43.480 --> 00:04:46.280]  帝國帶來的平安
[00:04:46.280 --> 00:04:48.200]  帶來的福樂
[00:04:48.200 --> 00:04:50.600]  帶來的人類的幸福
[00:04:50.600 --> 00:04:53.640]  那些只是地上的表面的
[00:04:53.640 --> 00:04:55.960]  甚至嚴格來說是假象
[00:04:55.960 --> 00:04:58.760]  因為其實只不過是少了戰爭的意思
[00:04:58.760 --> 00:05:02.600]  是這個強權的帝國奧古斯都
[00:05:02.600 --> 00:05:05.120]  來做統治者
[00:05:05.120 --> 00:05:10.560]  但其實他一樣是很暴虐地虐待非我族類的
[00:05:10.560 --> 00:05:13.000]  但是新人類就不同了
[00:05:13.000 --> 00:05:15.480]  主耶穌是用救恩、用愛
[00:05:15.480 --> 00:05:18.200]  將人帶進那個新的國度
[00:05:18.200 --> 00:05:22.600]  而且是跟創造的主有這個相和
[00:05:22.600 --> 00:05:24.600]  所以你會看到
[00:05:24.600 --> 00:05:27.640]  保羅是在做一個對比的
[00:05:27.640 --> 00:05:29.760]  這個對比其實不複雜的
[00:05:29.760 --> 00:05:32.600]  不難去看到的
[00:05:32.600 --> 00:05:34.840]  我們看回上個星期不夠時間
[00:05:34.840 --> 00:05:36.840]  我幫大家做一個簡單的分析
[00:05:36.840 --> 00:05:39.160]  中間綠色這個部分
[00:05:39.160 --> 00:05:42.040]  就是講到那個起源
[00:05:42.040 --> 00:05:43.560]  那個行動
[00:05:43.560 --> 00:05:45.480]  當然講兩個代表
[00:05:45.480 --> 00:05:46.280]  阿當
[00:05:46.280 --> 00:05:46.920]  舊的
[00:05:46.920 --> 00:05:48.680]  左邊這個就是舊的阿當
[00:05:48.680 --> 00:05:50.600]  右邊就是新的阿當
[00:05:50.600 --> 00:05:51.800]  就是耶穌
[00:05:51.800 --> 00:05:52.920]  所以
[00:05:52.920 --> 00:05:55.480]  他做了這個行動帶來什麼結果呢?
[00:05:55.480 --> 00:05:58.040]  這個結果又對人類有什麼影響呢?
[00:05:58.040 --> 00:06:01.280]  以及神因為這個結果有什麼宣判
[00:06:01.280 --> 00:06:02.720]  有什麼審判呢?
[00:06:02.720 --> 00:06:07.240]  以及到底誰是擁有了統治呢?
[00:06:07.240 --> 00:06:08.560]  其實很簡單
[00:06:08.560 --> 00:06:10.400]  就將這個段落
[00:06:10.400 --> 00:06:12.720]  12到21節
[00:06:12.720 --> 00:06:14.400]  很清楚地講了
[00:06:14.400 --> 00:06:15.680]  從左邊開始
[00:06:15.680 --> 00:06:17.680]  他就是人類的始祖
[00:06:17.680 --> 00:06:20.880]  最終是從一個人進入了世界
[00:06:20.880 --> 00:06:22.880]  所以他是人類的始祖
[00:06:22.880 --> 00:06:24.400]  他一次而已
[00:06:24.400 --> 00:06:26.400]  吃了分別善惡樹的果
[00:06:26.400 --> 00:06:27.920]  其實就是背逆神
[00:06:27.920 --> 00:06:30.600]  不聽、不服從、不信從神
[00:06:30.600 --> 00:06:32.600]  他一次過範而已
[00:06:32.600 --> 00:06:35.160]  不要因為他930歲
[00:06:35.160 --> 00:06:36.680]  很多次加起來
[00:06:36.680 --> 00:06:37.680]  不是
[00:06:37.680 --> 00:06:41.720]  他第一次不聽神的命令
[00:06:41.720 --> 00:06:44.280]  聽蛇的引誘
[00:06:44.280 --> 00:06:46.000]  他一次過範
[00:06:46.000 --> 00:06:47.520]  就是他的行動
[00:06:47.520 --> 00:06:50.280]  因為他這個過範
[00:06:50.280 --> 00:06:51.800]  就進入了世界
[00:06:51.800 --> 00:06:52.360]  就是說
[00:06:52.360 --> 00:06:54.600]  進入了地上的世界
[00:06:54.600 --> 00:06:55.800]  其實不用拍了
[00:06:55.800 --> 00:06:57.400]  我今晚都會有這個PowerPoint的
[00:06:57.400 --> 00:06:58.800]  大家可以看回
[00:06:58.800 --> 00:06:59.680]  所以
[00:06:59.680 --> 00:07:00.760]  所有的人
[00:07:00.760 --> 00:07:01.760]  就是人類
[00:07:01.760 --> 00:07:03.200]  所有的人類
[00:07:03.200 --> 00:07:04.800]  都成為罪人
[00:07:04.800 --> 00:07:07.840]  就算不同的多一樣的罪
[00:07:07.840 --> 00:07:09.280]  都成為罪人
[00:07:09.280 --> 00:07:11.840]  都在罪的權勢下
[00:07:11.840 --> 00:07:13.440]  所以第六章
[00:07:13.440 --> 00:07:15.280]  就帶我們去看
[00:07:15.280 --> 00:07:16.640]  新的人類
[00:07:16.640 --> 00:07:20.560]  是勝過罪惡權勢
[00:07:20.560 --> 00:07:24.120]  所以我們找到那個方程式
[00:07:24.120 --> 00:07:26.200]  第六章就講那個
[00:07:26.200 --> 00:07:27.800]  你可以說那個被決
[00:07:27.800 --> 00:07:29.280]  所以
[00:07:29.280 --> 00:07:30.880]  這是一個結局
[00:07:30.880 --> 00:07:32.360]  是已經成為事實
[00:07:32.360 --> 00:07:33.640]  無法改變的
[00:07:33.640 --> 00:07:35.440]  信不信耶穌
[00:07:35.440 --> 00:07:37.480]  我們都是成為了罪人
[00:07:37.480 --> 00:07:39.440]  在罪的權勢下
[00:07:39.440 --> 00:07:40.320]  所以
[00:07:40.320 --> 00:07:42.920]  我們只能夠因為阿當的緣故
[00:07:42.920 --> 00:07:44.360]  我們不信耶穌的
[00:07:44.360 --> 00:07:46.160]  就被神定罪了
[00:07:46.160 --> 00:07:47.760]  這就是審判
[00:07:47.760 --> 00:07:48.760]  當然了
[00:07:48.760 --> 00:07:52.160]  死是藉著罪去作王
[00:07:52.160 --> 00:07:53.240]  所謂作王
[00:07:53.240 --> 00:07:53.880]  就是說
[00:07:53.880 --> 00:07:55.920]  人人都要經過死亡
[00:07:55.920 --> 00:07:58.920]  但是進入的就是永恆的黑暗
[00:07:58.920 --> 00:08:01.520]  所以這就是阿當帶來的
[00:08:01.520 --> 00:08:05.200]  一個這樣對人類的禍患的影響
[00:08:05.200 --> 00:08:06.320]  所以
[00:08:06.320 --> 00:08:07.400]  我們看到
[00:08:07.400 --> 00:08:10.480]  現在保羅想講的救恩的對比就是
[00:08:10.480 --> 00:08:11.680]  告訴我們
[00:08:11.680 --> 00:08:15.440]  這位不是阿當的子孫
[00:08:15.440 --> 00:08:17.560]  他是神的兒子
[00:08:17.560 --> 00:08:19.720]  所以他是降世
[00:08:19.720 --> 00:08:22.880]  由童貞女瑪利亞降生
[00:08:22.880 --> 00:08:24.480]  他是神的兒子
[00:08:24.480 --> 00:08:25.280]  是
[00:08:25.280 --> 00:08:27.360]  我先拿走這個
[00:08:27.360 --> 00:08:29.000]  不要妨礙我們
[00:08:29.000 --> 00:08:30.520]  放在上面
[00:08:30.520 --> 00:08:31.600]  那麼
[00:08:31.600 --> 00:08:34.120]  他一次的兒行
[00:08:34.120 --> 00:08:36.160]  就是十字架上
[00:08:36.160 --> 00:08:38.400]  為我們無條件的
[00:08:38.400 --> 00:08:42.000]  深知痛苦的無助
[00:08:42.000 --> 00:08:44.200]  被神氣絕
[00:08:44.200 --> 00:08:45.760]  被神刑罰
[00:08:45.760 --> 00:08:47.760]  他要擔待人類的罪
