
[00:00:00.000 --> 00:00:02.000]  同大家一齊祈禱先
[00:00:02.000 --> 00:00:04.000]  再一次我們感恩
[00:00:04.000 --> 00:00:06.000]  因為又去到星期四晚
[00:00:06.000 --> 00:00:09.000]  我們可以來到去研讀經卷
[00:00:09.000 --> 00:00:14.000]  《尼欺米記》其實是歸回歷史書的其中一卷
[00:00:14.000 --> 00:00:17.000]  我們很盼望我們能夠這樣仔細
[00:00:17.000 --> 00:00:21.000]  在這些大的歷史的那個時代
[00:00:21.000 --> 00:00:23.000]  來到去研讀的時候
[00:00:23.000 --> 00:00:25.000]  都幫助我們能夠從其中
[00:00:25.000 --> 00:00:28.000]  吸取到一些屬靈的教訓
[00:00:28.000 --> 00:00:31.000]  讓我們能夠看到在過去
[00:00:31.000 --> 00:00:34.000]  特別是秘魯之後
[00:00:34.000 --> 00:00:37.000]  這一段相當長的歸回的歷史
[00:00:37.000 --> 00:00:40.000]  神你怎樣來到去透過聖靈
[00:00:40.000 --> 00:00:43.000]  去感動一些的領袖
[00:00:43.000 --> 00:00:45.000]  無論是祭司的
[00:00:45.000 --> 00:00:47.000]  或者是酒正的
[00:00:47.000 --> 00:00:50.000]  又或者是其他一些的利美人等等
[00:00:50.000 --> 00:00:52.000]  能夠上下一心
[00:00:52.000 --> 00:00:54.000]  來到為神的聖殿
[00:00:54.000 --> 00:00:56.000]  為神的選民
[00:00:56.000 --> 00:00:58.000]  來效力
[00:00:58.000 --> 00:01:01.000]  這樣去讓那個時代
[00:01:01.000 --> 00:01:03.000]  能夠有一個復興
[00:01:03.000 --> 00:01:06.000]  我們今天看的這幾張經文
[00:01:06.000 --> 00:01:09.000]  很肯定是一個很大的復興
[00:01:09.000 --> 00:01:16.000]  是帶來一個相當影響力的一個時候
[00:01:16.000 --> 00:01:19.000]  我們不知道一路可以延續多長
[00:01:19.000 --> 00:01:21.000]  但是我們看到
[00:01:21.000 --> 00:01:23.000]  神的工作就是這樣
[00:01:23.000 --> 00:01:27.000]  不斷在神的選民當中來工作
[00:01:27.000 --> 00:01:29.000]  求主帶領我們
[00:01:29.000 --> 00:01:32.000]  我們今天晚上能夠有幸去看這個復興的時候
[00:01:32.000 --> 00:01:36.000]  都給我們自己有一些反思的空間
[00:01:36.000 --> 00:01:38.000]  我們這樣仰望禱告
[00:01:38.000 --> 00:01:40.000]  奉耶穌基督的名
[00:01:40.000 --> 00:01:41.000]  阿們
[00:01:41.000 --> 00:01:43.000]  無論我們看到那個編排
[00:01:43.000 --> 00:01:46.000]  第三章正正式式
[00:01:46.000 --> 00:01:49.000]  黎希米的計劃
[00:01:49.000 --> 00:01:51.000]  由他在亞達舍西王
[00:01:51.000 --> 00:01:53.000]  他做酒政的時候
[00:01:53.000 --> 00:01:56.000]  他已經有這個規劃
[00:01:56.000 --> 00:01:59.000]  或者他未必想到將來他上到耶路撒冷
[00:01:59.000 --> 00:02:02.000]  是會遇到這麼大的困難
[00:02:02.000 --> 00:02:04.000]  那個困難其中是外力
[00:02:04.000 --> 00:02:06.000]  就是當地的原居民
[00:02:06.000 --> 00:02:07.000]  參巴拉
[00:02:07.000 --> 00:02:09.000]  阿拉伯人基善
[00:02:09.000 --> 00:02:12.000]  或者是其他的人
[00:02:12.000 --> 00:02:15.000]  再有另外就是
[00:02:15.000 --> 00:02:17.000]  在耶路撒冷本身的一些領袖
[00:02:17.000 --> 00:02:19.000]  有些是祭司
[00:02:19.000 --> 00:02:21.000]  這樣來阻撓他的工作
[00:02:21.000 --> 00:02:25.000]  因為要變是一件很大的事
[00:02:25.000 --> 00:02:27.000]  作為一個領袖
[00:02:27.000 --> 00:02:32.000]  其實就是你要看到那個求變的原因
[00:02:32.000 --> 00:02:34.000]  不是為變而變
[00:02:34.000 --> 00:02:36.000]  是實在有需要要變
[00:02:36.000 --> 00:02:39.000]  但是其中最大的困難就是
[00:02:39.000 --> 00:02:43.000]  人的心未準備的時候
[00:02:43.000 --> 00:02:47.000]  他就會無緣無故或者是有意地
[00:02:47.000 --> 00:02:49.000]  去阻撓那個改變
[00:02:49.000 --> 00:02:53.000]  因為習慣了是很難改變的
[00:02:53.000 --> 00:02:56.000]  無論那個習慣是一個好的還是不好的習慣
[00:02:56.000 --> 00:03:02.000]  所以很自然的就是面對第四章的攻擊
[00:03:02.000 --> 00:03:03.000]  詆毀
[00:03:03.000 --> 00:03:04.000]  張力
[00:03:04.000 --> 00:03:07.000]  第五章就是內部的矛盾
[00:03:07.000 --> 00:03:08.000]  就是連吃都沒得吃了
[00:03:08.000 --> 00:03:10.000]  你還說什麼重建呢
[00:03:10.000 --> 00:03:12.000]  原來沒得吃的背後
[00:03:12.000 --> 00:03:14.000]  是他們習以為常
[00:03:14.000 --> 00:03:16.000]  已經見怪不怪的就是
[00:03:16.000 --> 00:03:20.000]  那些省長抽很重的稅收
[00:03:20.000 --> 00:03:23.000]  百姓就很辛苦
[00:03:23.000 --> 00:03:26.000]  有時候如果失收的時候就更加百上加根
[00:03:26.000 --> 00:03:29.000]  再加上就是很多經年累月
[00:03:29.000 --> 00:03:34.000]  就是他們慢慢由本來有土地的慢慢都變賣
[00:03:34.000 --> 00:03:38.000]  而來到是一個這樣的結構性裏面的貧窮
[00:03:38.000 --> 00:03:43.000]  就只是帶來那些有資產的就更加富有
[00:03:43.000 --> 00:03:45.000]  那黎希米就見識到這個情況
