
[00:00:00.000 --> 00:00:01.400]  一齊祈禱
[00:00:01.400 --> 00:00:02.600]  多謝主
[00:00:02.600 --> 00:00:05.800]  我們再一次聚集在祢的面前
[00:00:05.800 --> 00:00:07.480]  我們很盼望
[00:00:07.480 --> 00:00:12.240]  我們的信仰能夠活在我們的主
[00:00:12.240 --> 00:00:13.600]  祢的榮耀
[00:00:13.600 --> 00:00:14.920]  祢的同在
[00:00:14.920 --> 00:00:16.720]  和祢的愛裏面
[00:00:16.720 --> 00:00:18.920]  常常保守自己
[00:00:18.920 --> 00:00:23.400]  而且我們的信仰的神學是穩固的
[00:00:23.400 --> 00:00:27.040]  是真的照著聖經的啟示
[00:00:27.040 --> 00:00:28.520]  我們這樣信的
[00:00:28.520 --> 00:00:30.520]  我們一齊在祢面前
[00:00:30.520 --> 00:00:31.880]  我們很盼望
[00:00:31.880 --> 00:00:36.520]  我們能夠有一種不知不覺的屬靈的影響力
[00:00:36.520 --> 00:00:38.640]  在改變這個世界
[00:00:38.640 --> 00:00:43.440]  因為當我們待會去詮釋經文的時候
[00:00:43.440 --> 00:00:45.200]  我們真的會發現
[00:00:45.200 --> 00:00:49.080]  這個世界是臥在惡者的手下
[00:00:49.080 --> 00:00:52.760]  那個惡者是會侵害每一個人的
[00:00:52.760 --> 00:00:54.760]  幫助我們能夠明白
[00:00:54.760 --> 00:00:56.240]  這樣的祈禱
[00:00:56.240 --> 00:00:58.600]  奉耶穌基督的名
[00:00:58.600 --> 00:00:59.600]  阿們
[00:00:59.600 --> 00:01:03.800]  在這個月我們會集中有四次
[00:01:03.800 --> 00:01:06.120]  來講關於主耶穌
[00:01:06.120 --> 00:01:08.680]  一些很重要很重要的真理
[00:01:08.680 --> 00:01:13.800]  今早我們就會先去探討
[00:01:13.800 --> 00:01:15.800]  第20節這裡
[00:01:15.800 --> 00:01:19.000]  「這是真神,也是永生」
[00:01:19.000 --> 00:01:20.480]  是在說誰呢
[00:01:20.480 --> 00:01:24.680]  是在說來這個世界做過人的耶穌
[00:01:24.680 --> 00:01:28.400]  這是很斬釘截鐵的告訴我們
[00:01:28.400 --> 00:01:31.440]  這是我們信仰的核心
[00:01:31.440 --> 00:01:33.840]  我們就在這一段經文
[00:01:33.840 --> 00:01:35.200]  當然說笑了
[00:01:35.200 --> 00:01:36.800]  孩子們啊
[00:01:36.800 --> 00:01:38.800]  你們要自首
[00:01:38.800 --> 00:01:40.800]  遠避偶像
[00:01:40.800 --> 00:01:44.960]  為什麼突然間一直在說真神
[00:01:44.960 --> 00:01:48.720]  又在說我們要逃避拜偶像呢
[00:01:50.880 --> 00:01:55.560]  到底作者想帶出什麼樣的分別呢
[00:01:55.560 --> 00:01:59.640]  如果我們再看回上一點的經文
[00:01:59.640 --> 00:02:02.120]  19、20節
[00:02:02.120 --> 00:02:04.840]  應該是18、19節
[00:02:04.840 --> 00:02:10.960]  突然間加插了魔鬼在地上的工作
