
[00:00:00.000 --> 00:00:04.400]  20章9至19節
[00:00:04.400 --> 00:00:09.160]  新約聖經第126頁
[00:00:09.160 --> 00:00:13.400]  新約聖經第126頁
[00:00:13.400 --> 00:00:22.120]  耶穌用這個比喻對百姓說
[00:00:22.120 --> 00:00:24.640]  有人開行了一個葡萄園
[00:00:24.640 --> 00:00:26.240]  遭吸完壺
[00:00:26.240 --> 00:00:28.240]  就出外遠行
[00:00:28.240 --> 00:00:30.240]  去了許久
[00:00:30.240 --> 00:00:31.680]  到了時候
[00:00:31.680 --> 00:00:35.440]  打發一個僕人到園戶那裡去
[00:00:35.440 --> 00:00:40.240]  叫他們把園中當立的果子交給他
[00:00:40.240 --> 00:00:41.840]  園戶竟打了他
[00:00:41.840 --> 00:00:44.400]  叫他空手回去
[00:00:44.400 --> 00:00:47.360]  園主又打發另一個僕人去
[00:00:47.360 --> 00:00:49.040]  他們也打了他
[00:00:49.040 --> 00:00:50.440]  並且侮辱他
[00:00:50.440 --> 00:00:52.560]  叫他空手回去
[00:00:52.560 --> 00:00:55.160]  園主又打發第三個僕人去
[00:00:55.160 --> 00:00:57.040]  他們也打傷了他
[00:00:57.040 --> 00:00:59.440]  把他推出去了
[00:00:59.440 --> 00:01:00.840]  葡萄園主說
[00:01:00.840 --> 00:01:02.560]  我要怎麼做呢
[00:01:02.560 --> 00:01:04.480]  我要打發我的愛子去
[00:01:04.480 --> 00:01:06.960]  或許他們會尊敬他
[00:01:06.960 --> 00:01:09.240]  可是園戶看見他
[00:01:09.240 --> 00:01:10.360]  彼此說
[00:01:10.360 --> 00:01:12.640]  這是承受產業的
[00:01:12.640 --> 00:01:14.000]  我們殺了他
[00:01:14.000 --> 00:01:16.000]  產業就歸我們了
[00:01:16.000 --> 00:01:22.960]  於是他們把他摘出葡萄園內
[00:01:22.960 --> 00:01:23.880]  殺了
[00:01:23.880 --> 00:01:27.680]  這樣葡萄園主要怎麼處置他們呢
[00:01:27.680 --> 00:01:30.280]  他要來除滅那些園戶
[00:01:30.280 --> 00:01:32.560]  將葡萄園轉給別人
[00:01:32.560 --> 00:01:33.600]  聽見的人說
[00:01:33.600 --> 00:01:35.200]  絕對不可
[00:01:35.200 --> 00:01:37.440]  耶穌看著他們說
[00:01:37.440 --> 00:01:39.400]  那麼經上記說
[00:01:39.400 --> 00:01:41.280]  像人所雕起的石頭
[00:01:41.280 --> 00:01:43.880]  已作了房角的頭
[00:01:43.880 --> 00:01:45.040]  塊石頭
[00:01:45.040 --> 00:01:47.000]  這是什麼意思呢
[00:01:47.000 --> 00:01:49.400]  凡跌在那石頭上的
[00:01:49.400 --> 00:01:51.560]  一定會跌得粉碎
[00:01:51.560 --> 00:01:54.320]  那石頭掉在誰的身上
[00:01:54.320 --> 00:01:56.640]  就要把誰壓得氣爛
[00:01:56.640 --> 00:02:00.080]  文氏和祭司長看出這比喻
[00:02:00.080 --> 00:02:01.480]  是指著他們說的
[00:02:01.480 --> 00:02:04.240]  當時就想要下手拿他
[00:02:04.240 --> 00:02:07.120]  只是懼怕百死
[00:02:07.120 --> 00:02:07.960]  感謝神
[00:02:07.960 --> 00:02:10.120]  今天有本堂的
[00:02:10.120 --> 00:02:12.400]  蔡淑敏導師
[00:02:12.400 --> 00:02:14.160]  是我們中間正道
[00:02:14.160 --> 00:02:17.360]  蔡淑敏導師是本堂的實習神學生
[00:02:17.360 --> 00:02:20.120]  她的講題是謙
[00:02:20.120 --> 00:02:23.120]  現在恭請蔡淑敏姑娘
[00:02:23.120 --> 00:02:39.120]  (祈禱)
[00:02:39.120 --> 00:02:41.120]  好 我們先低頭祈禱
[00:02:41.120 --> 00:02:44.120]  (祈禱)
[00:02:44.120 --> 00:02:45.120]  天主上是恭謹的
[00:02:45.120 --> 00:02:48.120]  將今天晚上的宣講獻上
[00:02:48.120 --> 00:02:49.120]  求祢使用
[00:02:49.120 --> 00:02:50.120]  願與會的
[00:02:50.120 --> 00:02:52.120]  都有從祢而來領受
[00:02:52.120 --> 00:02:54.120]  奉耶穌基督的名禱告
[00:02:54.120 --> 00:02:55.120]  阿門
[00:02:56.120 --> 00:02:57.120]  弟兄姊妹平安
[00:02:57.120 --> 00:03:00.120]  今晚我們會一起去查考
[00:03:00.120 --> 00:03:04.120]  《路加福音》20章9至19節的經文
[00:03:04.120 --> 00:03:07.120]  其實是一段我們非常熟悉的經文
[00:03:07.120 --> 00:03:09.120]  就是《空樂玄護》的比喻
[00:03:09.120 --> 00:03:12.120]  這段經文是我們熟悉的
[00:03:12.120 --> 00:03:13.120]  同一時間
[00:03:13.120 --> 00:03:14.120]  如果你想清楚一點的話
[00:03:14.120 --> 00:03:15.120]  其實這段經文
[00:03:15.120 --> 00:03:18.120]  也是我們有少少陌生的一段經文
[00:03:18.120 --> 00:03:21.120]  對於我自己來說
[00:03:21.120 --> 00:03:23.120]  我每一次看這段經文的時候
[00:03:23.120 --> 00:03:27.120]  我都覺得它出現的時間
[00:03:27.120 --> 00:03:29.120]  是一段很奇怪
[00:03:29.120 --> 00:03:35.120]  很突兀地出現在《路加福音》的章節裡
[00:03:35.120 --> 00:03:41.120]  如果我們用電影的戲劇去想這段經文的出現的話
[00:03:41.120 --> 00:03:46.120]  可以說是完全不合情理的一段經文
[00:03:46.120 --> 00:03:48.120]  為什麼呢?
[00:03:48.120 --> 00:03:50.120]  不知道大家有沒有看過
[00:03:50.120 --> 00:03:53.120]  《黃飛鴻》的電影呢?
[00:03:53.120 --> 00:03:56.120]  它可以說是粵語電影裡
[00:03:56.120 --> 00:03:58.120]  一個很經典的人物
[00:03:58.120 --> 00:04:00.120]  六七十年代有關德馨
[00:04:00.120 --> 00:04:04.120]  八九十年代應該都有看過李別傑
[00:04:04.120 --> 00:04:08.120]  前幾年連彭于晏都有演繹過這個角色
[00:04:08.120 --> 00:04:12.120]  今天我們一起發揮一下想像力
[00:04:12.120 --> 00:04:17.120]  在電影裡我們經常出現的一個場景是什麼呢?
[00:04:17.120 --> 00:04:19.120]  是市集
[00:04:19.120 --> 00:04:21.120]  你們可以幻想一下
[00:04:21.120 --> 00:04:23.120]  一個很大很大的城門
[00:04:23.120 --> 00:04:25.120]  城門進去之後
[00:04:25.120 --> 00:04:28.120]  就是一個長方形的市集
[00:04:28.120 --> 00:04:32.120]  市集的左邊通常有大大小小的攤檔
[00:04:32.120 --> 00:04:34.120]  可能有些是賣豬肉的
[00:04:34.120 --> 00:04:36.120]  有些可能是賣牛肉的
[00:04:36.120 --> 00:04:37.120]  賣魚的
[00:04:37.120 --> 00:04:39.120]  可能有些是賣菜的
[00:04:39.120 --> 00:04:42.120]  通常中間是比較空曠一點
[00:04:42.120 --> 00:04:45.120]  是賣一些小配色
[00:04:45.120 --> 00:04:47.120]  可能是一些小食
[00:04:47.120 --> 00:04:49.120]  豆腐花檔
[00:04:49.120 --> 00:04:50.120]  冰糖葫蘆
[00:04:50.120 --> 00:04:51.120]  什麼都有
[00:04:51.120 --> 00:04:56.120]  在這些電影裡一定會有一些四處哈哈爸爸的小嘍囉
[00:04:56.120 --> 00:04:57.120]  絕對有的
[00:04:57.120 --> 00:05:01.120]  他們會幫在這個城裡面的山寨王
[00:05:01.120 --> 00:05:05.120]  對那些小商戶收一些平安費
[00:05:05.120 --> 00:05:10.120]  然後他又會去搶阿公阿婆寡婦小朋友的錢
[00:05:10.120 --> 00:05:14.120]  總之這些是一些欺善怕惡的角色
[00:05:14.120 --> 00:05:16.120]  然後在這個市集的其中一邊
[00:05:16.120 --> 00:05:19.120]  通常會有一座特別高的建築物
[00:05:19.120 --> 00:05:22.120]  那個建築物是比其他所有的建築物都高
[00:05:22.120 --> 00:05:24.120]  多數因為這是華人電影
[00:05:24.120 --> 00:05:26.120]  所以它一定是茶樓
[00:05:26.120 --> 00:05:28.120]  通常在這個茶樓的二樓
[00:05:28.120 --> 00:05:31.120]  你就會看到是一個很大的露台
[00:05:31.120 --> 00:05:35.120]  裡面就會站了剛才我們說的那個山寨王
[00:05:35.120 --> 00:05:38.120]  那個在這個城裡面最有勢力的人
[00:05:38.120 --> 00:05:40.120]  然後他站在那裡
[00:05:40.120 --> 00:05:43.120]  他會冷冷的看著這個城
[00:05:43.120 --> 00:05:46.120]  看著這個城好像傲視這個城的一切一樣
[00:05:46.120 --> 00:05:49.120]  因為他覺得他掌握這個城的一切
[00:05:49.120 --> 00:05:53.120]  這幕戲是怎樣的呢
[00:05:53.120 --> 00:05:57.120]  幕戲就是由黃飛鴻推開那個城門開始
[00:05:57.120 --> 00:06:02.120]  他清楚的看到因為山寨王的貪污
[00:06:02.120 --> 00:06:04.120]  老百姓是被人欺壓的
[00:06:04.120 --> 00:06:07.120]  民不聊生 烏煙瘴氣
[00:06:07.120 --> 00:06:09.120]  於是通常都是這樣的
[00:06:09.120 --> 00:06:11.120]  他會一腳踢倒了其中一個攤檔
[00:06:11.120 --> 00:06:13.120]  然後那些小嘍囉就出現了
[00:06:13.120 --> 00:06:14.120]  大打出手
[00:06:14.120 --> 00:06:17.120]  場面是非常非常非常之混亂
[00:06:17.120 --> 00:06:23.120]  所有的人一起去注視這個突然之間出現在這個市集的人
[00:06:23.120 --> 00:06:25.120]  然後他很大聲的說
[00:06:25.120 --> 00:06:28.120]  你們當這裡是什麼地方
[00:06:28.120 --> 00:06:30.120]  這裡是老百姓維生的地方
[00:06:30.120 --> 00:06:34.120]  不是你們可以予取予攜的地方
[00:06:34.120 --> 00:06:36.120]  小嘍囉正常因為他是打工的
[00:06:36.120 --> 00:06:38.120]  他看到自己不夠打
[00:06:38.120 --> 00:06:40.120]  他當然會速速逃去
[00:06:40.120 --> 00:06:42.120]  保命是最重要的
[00:06:42.120 --> 00:06:48.120]  在城樓上面目擊著這一切發生的山寨王
[00:06:48.120 --> 00:06:50.120]  路視著黃飛鴻
[00:06:50.120 --> 00:06:52.120]  可以說那個眼神是那種
[00:06:52.120 --> 00:06:56.120]  我欲殺之而後退的眼神
[00:06:56.120 --> 00:06:58.120]  然後鏡頭通常都是這樣
[00:06:58.120 --> 00:07:00.120]  你會拍著黃飛鴻的大頭
[00:07:00.120 --> 00:07:03.120]  然後他無畏無懼地看著那個山寨王
[00:07:03.120 --> 00:07:05.120]  然後好好輕功
[00:07:05.120 --> 00:07:07.120]  飛船走上去
[00:07:07.120 --> 00:07:08.120]  打完贏了
[00:07:08.120 --> 00:07:10.120]  從此老百姓安居樂業
[00:07:10.120 --> 00:07:12.120]  劇終
[00:07:12.120 --> 00:07:15.120]  但今晚我們看的這個比喻
[00:07:15.120 --> 00:07:18.120]  他發展的套路完全不是這樣的
[00:07:18.120 --> 00:07:20.120]  起初其實是有少少類似
[00:07:20.120 --> 00:07:21.120]  都是一個市集
[00:07:21.120 --> 00:07:22.120]  都是這樣
[00:07:22.120 --> 00:07:25.120]  都是趕出了那些做買賣的人
[00:07:25.120 --> 00:07:28.120]  但後來其實是反高潮的
[00:07:28.120 --> 00:07:31.120]  我們用回黃飛鴻的那個例子
[00:07:31.120 --> 00:07:33.120]  我們倒一倒底
[00:07:33.120 --> 00:07:36.120]  我們回到那些年代
[00:07:36.120 --> 00:07:39.120]  我們回到小嘍囉
[00:07:39.120 --> 00:07:40.120]  速速逃去
[00:07:40.120 --> 00:07:45.120]  然後黃飛鴻和山寨王對峙的那一刻
[00:07:45.120 --> 00:07:47.120]  但今次黃飛鴻他不是
[00:07:47.120 --> 00:07:50.120]  跳上城樓打敗那個山寨王
[00:07:50.120 --> 00:07:52.120]  他不是為民請命
[00:07:52.120 --> 00:07:55.120]  反而他一手揭開了自己的長途
[00:07:55.120 --> 00:07:56.120]  搖身一變
[00:07:56.120 --> 00:08:00.120]  成為市集裏面經常出現的另一個角色
[00:08:00.120 --> 00:08:02.120]  港古佬
[00:08:02.120 --> 00:08:04.120]  然後百姓就圍過去
[00:08:04.120 --> 00:08:06.120]  很留心地聽聽
[00:08:06.120 --> 00:08:08.120]  究竟他想說甚麼呢
[00:08:08.120 --> 00:08:11.120]  山寨王見那麼多人喜歡聽他說話
[00:08:11.120 --> 00:08:14.120]  當然他不敢立即對他做一些甚麼
[00:08:14.120 --> 00:08:16.120]  所以他就派一些小嘍囉過去
[00:08:16.120 --> 00:08:17.120]  去問他
[00:08:17.120 --> 00:08:20.120]  究竟你憑甚麼在這裏不生死
[00:08:20.120 --> 00:08:23.120]  你憑甚麼在這裏說話
[00:08:23.120 --> 00:08:26.120]  他三言兩語就打發了這些小嘍囉
[00:08:26.120 --> 00:08:30.120]  然後他開聲問百姓
[00:08:30.120 --> 00:08:32.120]  他開聲去跟百姓說
[00:08:32.120 --> 00:08:35.120]  我想打一個比喻
[00:08:35.120 --> 00:08:38.120]  很奇怪的情節
