
[00:00:00.000 --> 00:00:03.000]  晚上大家一起我們禱告
[00:00:03.000 --> 00:00:07.240]  天父我們將晚上今晚我們的《查經班》
[00:00:07.240 --> 00:00:10.780]  我們開始進入第十三章的經文的時候
[00:00:10.780 --> 00:00:16.520]  讓我們一直追隨著保羅他當時的處境
[00:00:16.520 --> 00:00:22.560]  對教會處身在羅馬帝國的那個場景
[00:00:22.560 --> 00:00:27.100]  那個需要面對的政治上的考慮
[00:00:27.100 --> 00:00:31.160]  都讓我們能夠可以先明白經文
[00:00:31.160 --> 00:00:36.440]  然後我們能夠在21世紀當我們要應用的時候
[00:00:36.440 --> 00:00:41.580]  我們都能夠有一些很重要的大方向原則
[00:00:41.580 --> 00:00:44.580]  來對這些經文的了解
[00:00:44.580 --> 00:00:46.580]  求主大力幫助我們
[00:00:46.580 --> 00:00:52.140]  我們仰望禱告奉耶穌基督的名 阿們
[00:00:52.140 --> 00:00:56.380]  這樣我們就恢復今晚的《查經班》
[00:00:56.380 --> 00:01:00.560]  大家一直都在看第十二章的時候
[00:01:00.560 --> 00:01:02.560]  我先開大那個檔案
[00:01:02.560 --> 00:01:12.580]  要留意 因為我們今天可能要碰到第十三章的經文
[00:01:12.580 --> 00:01:15.860]  第十二章其實很重要
[00:01:15.860 --> 00:01:24.020]  整個段落由那個在救恩底下每一個信主的人
[00:01:24.020 --> 00:01:27.060]  都是一份憐憫的新生命
[00:01:27.060 --> 00:01:31.420]  我們應該成為一個活祭 奉獻給神
[00:01:31.420 --> 00:01:38.100]  過一個有意識地為神而活的生活 人生
[00:01:38.100 --> 00:01:40.900]  接著很快就告訴我們
[00:01:40.900 --> 00:01:44.080]  我們是一個蒙了恩典 救恩
[00:01:44.080 --> 00:01:48.060]  還有獲得神給我們的恩賜
[00:01:48.060 --> 00:01:52.900]  可以在教會這個場景 基督的身體裏面
[00:01:52.900 --> 00:01:58.700]  有我們的功用 我們要發現我們自己有什麼功用
[00:01:58.700 --> 00:02:01.620]  我們要在這些功用上要去發展
[00:02:01.620 --> 00:02:04.660]  接著要不斷去發揮
[00:02:04.660 --> 00:02:10.500]  令到我們能夠在我們由信主到我們回天家之前
[00:02:10.500 --> 00:02:13.580]  可以成為一個被主容的人
[00:02:13.580 --> 00:02:16.300]  我們每一個都是有那個作用的
[00:02:16.300 --> 00:02:21.780]  接著很快就提到那些恩賜之後
[00:02:21.780 --> 00:02:24.340]  反而第九節開始
[00:02:24.340 --> 00:02:29.980]  就是每一個基督徒應該都是一個新的生命
[00:02:29.980 --> 00:02:34.660]  是有神的愛 性命充滿的一個基督徒
[00:02:34.660 --> 00:02:37.940]  所以我們那個新的倫理關係
[00:02:37.940 --> 00:02:43.700]  是應該以愛 以善來作為我們那個生活
[00:02:43.700 --> 00:02:46.820]  一個很重要的基督徒的守則
[00:02:46.820 --> 00:02:52.700]  所以不能夠用一些操作 兇惡
[00:02:52.700 --> 00:02:56.260]  或者是不合真理的手段
[00:02:56.260 --> 00:03:01.820]  這樣去做我們跟人接觸的那個價值觀
[00:03:01.820 --> 00:03:05.820]  所以這裡首先是涵蓋在教會裏面
[00:03:05.820 --> 00:03:10.780]  多重要就是提到愛的那個生命
[00:03:10.780 --> 00:03:14.500]  是一個不虛假 對別人是以善
[00:03:14.500 --> 00:03:18.020]  來去相待的一個基督徒的生活
[00:03:18.020 --> 00:03:21.020]  這個是提了好幾次
[00:03:21.020 --> 00:03:24.060]  接著保羅也想到
[00:03:24.060 --> 00:03:26.860]  基督徒不只是在教會裏面
[00:03:26.860 --> 00:03:29.580]  在一個教堂的建築物裏面
[00:03:29.580 --> 00:03:35.940]  所以很快就觸及到教外是怎樣去跟別人相處
[00:03:35.940 --> 00:03:41.860]  很快就提到在教外就會有Big Bang
[00:03:41.860 --> 00:03:47.740]  所以你要面對第17至18節開始
[00:03:47.740 --> 00:03:50.380]  就已經在說有Big Bang
[00:03:50.380 --> 00:03:53.340]  包括14節都已經有提到
[00:03:53.340 --> 00:03:57.460]  Big Bang你們要給他們中風
[00:03:57.460 --> 00:04:01.460]  只要中風不可就坐
[00:04:01.460 --> 00:04:04.780]  你就可以想像到這樣的狀況
[00:04:04.780 --> 00:04:11.020]  絕大多數都是在教會以外你的生活的那個環境
[00:04:11.020 --> 00:04:14.100]  一定是你被人知道你是基督徒
[00:04:14.100 --> 00:04:16.500]  你在羅馬帝國底下
[00:04:16.500 --> 00:04:22.420]  你重新要去思想你自己的階層
[00:04:22.420 --> 00:04:25.620]  你的身份 你的不方便
[00:04:25.620 --> 00:04:28.860]  因為我等一下會說一些帝國
[00:04:28.860 --> 00:04:32.940]  和當時猶太人的衝突
[00:04:32.940 --> 00:04:37.060]  那個的張力等等
[00:04:37.060 --> 00:04:42.580]  所以基督徒都是一樣面對這個問題的
[00:04:42.580 --> 00:04:45.700]  所以本來就已經很意識到
[00:04:45.700 --> 00:04:48.820]  不可能只是在教會裏面你要去用善
[00:04:48.820 --> 00:04:51.380]  去對待其他的弟兄姊妹
[00:04:51.380 --> 00:04:55.060]  反而你應該將這一份的善
[00:04:55.060 --> 00:04:58.340]  怎樣能夠在日常的生活裏面
[00:04:58.340 --> 00:05:01.180]  接觸一些未信的人
[00:05:01.180 --> 00:05:04.220]  要來去相處
[00:05:04.220 --> 00:05:09.740]  重點就是提到祝福這個生命的課題
[00:05:09.740 --> 00:05:15.820]  就是我們有意識地知道那些困難
[00:05:15.820 --> 00:05:18.220]  針對、逼迫
[00:05:18.220 --> 00:05:22.900]  很有意識地知道對方不單不喜歡你
[00:05:22.900 --> 00:05:26.460]  還要可能在政策上針對你
[00:05:26.460 --> 00:05:30.340]  來攻擊的 你怎樣去面對呢?
[00:05:30.340 --> 00:05:35.940]  所以成為了基督徒絕對不是一件容易的事
[00:05:35.940 --> 00:05:38.300]  因為由你受贈開始
[00:05:38.300 --> 00:05:40.820]  你就要向其他的人
[00:05:40.820 --> 00:05:42.460]  如果你是一個猶太人
[00:05:42.460 --> 00:05:45.260]  你去宣告你要跟隨耶穌
[00:05:45.260 --> 00:05:48.020]  就已經是一個很大的一件事
[00:05:48.020 --> 00:05:51.060]  猶太的族群或者你的家庭
[00:05:51.060 --> 00:05:54.020]  是會來將你排擠
[00:05:54.020 --> 00:05:58.180]  你不再可以在猶太教這樣出遊
[00:05:58.180 --> 00:06:00.340]  所以這個你已經想像得到
[00:06:00.340 --> 00:06:03.100]  那個代價是相當大的
[00:06:03.100 --> 00:06:06.260]  這個是在當時保羅的時代
[00:06:06.260 --> 00:06:08.740]  信耶穌要付的代價
[00:06:08.740 --> 00:06:11.780]  但是如果我們跟隨的是這位復活
[00:06:11.780 --> 00:06:13.780]  為我們犧牲的救主
[00:06:13.780 --> 00:06:15.540]  這個代價是必須
[00:06:15.540 --> 00:06:17.820]  也是應該要這樣付出
[00:06:17.820 --> 00:06:21.180]  因為是一個很榮耀的跟隨
[00:06:21.180 --> 00:06:23.380]  所以你會看到就是
[00:06:23.380 --> 00:06:25.900]  從14節之後
[00:06:25.900 --> 00:06:29.700]  都是提到我們要有一個心理準備
[00:06:29.700 --> 00:06:32.100]  你要怎樣面對微信
[00:06:32.100 --> 00:06:35.300]  甚至乎迪士尼福音信仰的人
[00:06:35.300 --> 00:06:37.860]  我們應該怎樣跟他們相處
[00:06:37.860 --> 00:06:39.740]  跟他們交往呢?
[00:06:39.740 --> 00:06:43.700]  很多時候都提到我們內心要堅強
[00:06:43.700 --> 00:06:45.740]  我們裏面要有一個
[00:06:45.740 --> 00:06:51.980]  很大的一個屬靈的生命的那個泉源
[00:06:51.980 --> 00:06:54.140]  就是一個愛的能力
[00:06:54.140 --> 00:06:56.460]  來幫助那些微信的人
[00:06:56.460 --> 00:06:59.900]  透過我們那個表現
[00:06:59.900 --> 00:07:02.220]  不是以牙還牙的表現
[00:07:02.220 --> 00:07:04.940]  而是用一份的接納
[00:07:04.940 --> 00:07:07.140]  用一份的溫柔
[00:07:07.140 --> 00:07:08.940]  用一份的忍耐
[00:07:08.940 --> 00:07:13.460]  使用這些拒絕和抵擋我們的人
[00:07:13.460 --> 00:07:15.340]  當時的基督徒
[00:07:15.340 --> 00:07:19.220]  就是要這樣以善來去食惡
[00:07:19.220 --> 00:07:22.460]  以及不可以自己伸冤
[00:07:22.460 --> 00:07:24.460]  伸冤就是有冤
[00:07:24.460 --> 00:07:26.260]  就是有人陷害
[00:07:26.260 --> 00:07:28.180]  有人故意的攻擊
[00:07:28.180 --> 00:07:29.220]  詆毀
[00:07:29.220 --> 00:07:31.580]  甚至加害於你
[00:07:31.580 --> 00:07:33.020]  那你就有冤
[00:07:33.020 --> 00:07:37.140]  但是保羅說不可以自己去伸冤
[00:07:37.140 --> 00:07:39.340]  當然我們就不要極端到
[00:07:39.340 --> 00:07:41.660]  在法庭去作見證
[00:07:41.660 --> 00:07:43.820]  成為一個見證人都不行
[00:07:43.820 --> 00:07:45.620]  那就犯法了
[00:07:45.620 --> 00:07:46.860]  不可以
[00:07:46.860 --> 00:07:48.420]  因為我們要宣誓
[00:07:48.420 --> 00:07:50.700]  來作證的
[00:07:50.700 --> 00:07:52.980]  作證如果是刑事的
[00:07:52.980 --> 00:07:54.780]  法庭的調查
[00:07:54.780 --> 00:07:56.420]  那你宣誓完之後
[00:07:56.420 --> 00:07:58.420]  你就必須要講真話的
[00:07:58.420 --> 00:08:01.020]  就不可以說我不可以宣誓
[00:08:01.020 --> 00:08:02.180]  我不可以伸冤
[00:08:02.180 --> 00:08:03.980]  其實就不是這個範疇
[00:08:03.980 --> 00:08:05.980]  但是關乎到個人
[00:08:05.980 --> 00:08:07.740]  或者關乎到教會
[00:08:07.740 --> 00:08:10.180]  就開始要面對這些
[00:08:10.180 --> 00:08:11.620]  將來都很快了
[00:08:11.620 --> 00:08:12.780]  其實不是很久了
[00:08:12.780 --> 00:08:14.380]  保羅寫這封信
[00:08:14.380 --> 00:08:17.340]  大概是56至57年
[00:08:17.340 --> 00:08:18.500]  就是主後
[00:08:18.500 --> 00:08:19.700]  那你想一下
[00:08:19.700 --> 00:08:21.700]  很快去到68
[00:08:21.700 --> 00:08:25.340]  不如很快跟大家看看一個部分
[00:08:25.340 --> 00:08:29.340]  很快給你看一看
[00:08:29.340 --> 00:08:32.420]  因為我都做了反正
[00:08:32.420 --> 00:08:36.020]  你可以想像到
[00:08:36.020 --> 00:08:39.620]  66年就是10年後
[00:08:39.620 --> 00:08:42.860]  這個的
[00:08:42.860 --> 00:08:44.140]  尼祿之後
[00:08:44.140 --> 00:08:47.460]  就掠奪聖殿的財物
[00:08:47.460 --> 00:08:49.460]  侮辱猶太的信仰
[00:08:49.460 --> 00:08:50.100]  對不起
[00:08:50.100 --> 00:08:52.100]  尼祿皇未死之前
[00:08:52.100 --> 00:08:53.500]  因為他68年
[00:08:53.500 --> 00:08:54.980]  被元老院來到去
[00:08:54.980 --> 00:08:55.940]  逼迫他
[00:08:55.940 --> 00:08:57.140]  他就自殺了
[00:08:57.140 --> 00:08:59.300]  67年
[00:08:59.300 --> 00:09:01.940]  這個將軍維斯柏森
[00:09:01.940 --> 00:09:03.740]  威斯柏森
[00:09:03.740 --> 00:09:06.780]  就鎮壓猶太人
[00:09:06.780 --> 00:09:08.980]  就奪回了加利利
[00:09:08.980 --> 00:09:10.260]  來到他
[00:09:10.260 --> 00:09:12.300]  本來就是分封的皇
[00:09:12.300 --> 00:09:15.380]  加利利分封的皇
[00:09:15.380 --> 00:09:17.140]  就是這個
[00:09:17.140 --> 00:09:17.700]  糟了
[00:09:17.700 --> 00:09:19.700]  現在想不起來
[00:09:19.700 --> 00:09:22.020]  肥力
[00:09:22.020 --> 00:09:24.020]  68年
[00:09:24.020 --> 00:09:26.740]  主後就是尼祿皇自殺了
[00:09:26.740 --> 00:09:28.020]  接著69年
[00:09:28.020 --> 00:09:29.420]  就是這個維斯柏森
[00:09:29.420 --> 00:09:30.620]  就成為皇帝了
[00:09:30.620 --> 00:09:32.380]  繼承了尼祿皇
[00:09:32.380 --> 00:09:35.060]  接著就委派了
[00:09:35.060 --> 00:09:35.780]  很出名的
[00:09:35.780 --> 00:09:37.620]  委派了提多將軍
[00:09:37.620 --> 00:09:40.700]  正式因為有猶太人的叛亂
[00:09:40.700 --> 00:09:42.620]  猶太人起義
[00:09:42.620 --> 00:09:43.700]  起革命
[00:09:43.700 --> 00:09:45.740]  來推翻羅馬人
[00:09:45.740 --> 00:09:47.300]  所以提多將軍
[00:09:47.300 --> 00:09:48.980]  就攻打耶路撒冷
[00:09:48.980 --> 00:09:50.580]  將聖殿焚燒
[00:09:50.580 --> 00:09:53.340]  那些叛軍
[00:09:53.340 --> 00:09:55.340]  很少數
[00:09:55.340 --> 00:09:57.020]  很多大部分都死了
[00:09:57.020 --> 00:09:58.380]  有些逃亡
[00:09:58.380 --> 00:10:01.380]  有些始終都不肯投降的
[00:10:01.380 --> 00:10:03.580]  就跑到馬薩大
[00:10:03.580 --> 00:10:05.700]  提多將軍很厲害
[00:10:05.700 --> 00:10:07.380]  他弄那些土豪
[00:10:07.380 --> 00:10:08.620]  一路弄上去
[00:10:08.620 --> 00:10:09.940]  慢慢上去
[00:10:09.940 --> 00:10:12.420]  就不需要爬上懸崖了
[00:10:12.420 --> 00:10:14.420]  我們去過那個地方馬薩大
[00:10:14.420 --> 00:10:18.300]  那裡的人在裡面全部自殺
