
[00:00:00.000 --> 00:00:02.000]  我們一起先祈禱
[00:00:02.000 --> 00:00:07.040]  多謝天父再一次恢復查經班的時間
[00:00:07.040 --> 00:00:10.600]  盼望藉著《貼薩羅尼加前後書》
[00:00:10.600 --> 00:00:19.320]  對於仕途保羅在早期第二次宣教旅程的報導
[00:00:19.320 --> 00:00:22.400]  以及對於教會的模樣
[00:00:22.400 --> 00:00:26.960]  都讓我們能夠藉著一些大的方向原則
[00:00:26.960 --> 00:00:29.360]  找到一些重要的線索
[00:00:29.640 --> 00:00:35.160]  尤其是這本書很多時候講主的再來
[00:00:35.160 --> 00:00:41.560]  而且主的再來要我們在有限的人生做準備
[00:00:41.560 --> 00:00:45.360]  都幫助我們能夠明白、掌握
[00:00:45.360 --> 00:00:49.440]  亦都讓我們在前面有機會去看
[00:00:49.440 --> 00:00:51.720]  末世論這個神學
[00:00:51.720 --> 00:00:54.040]  有不同的派別
[00:00:54.160 --> 00:01:02.360]  對於主再來的想法都讓我們從其中大概知道
[00:01:02.360 --> 00:01:06.440]  甚麼是災前、災中、災後的被提
[00:01:06.440 --> 00:01:09.800]  亦都讓我們看到七年大災難
[00:01:09.800 --> 00:01:13.320]  與教會的關係等等
[00:01:13.320 --> 00:01:15.480]  願神都帶領我們
[00:01:15.480 --> 00:01:18.400]  雖然我們那個時代已經不同了
[00:01:18.680 --> 00:01:22.400]  但是那個模樣的大方向原則
[00:01:22.400 --> 00:01:24.640]  關於耶穌基督的再來
[00:01:24.640 --> 00:01:31.080]  是每一個世代的基督徒都需要這樣來警醒等候的
[00:01:31.080 --> 00:01:33.000]  願神都幫助我們
[00:01:33.000 --> 00:01:35.880]  我們再一次在晚上來等候
[00:01:35.880 --> 00:01:38.320]  盼望不單止是延長
[00:01:38.320 --> 00:01:41.920]  而是成為了錄音
[00:01:41.920 --> 00:01:45.520]  可以祝福不同的教會弟兄姊妹
[00:01:45.520 --> 00:01:47.920]  不同的地區的弟兄姊妹
[00:01:48.080 --> 00:01:52.920]  都可以在家中慢慢靜心聆聽
[00:01:52.920 --> 00:01:56.440]  去得到神話語的教導
[00:01:56.440 --> 00:02:01.480]  幫助我們能夠有系統地按照正義去分解
[00:02:01.480 --> 00:02:03.240]  按照著上下文
[00:02:03.240 --> 00:02:07.200]  保羅的一路講解
[00:02:07.200 --> 00:02:10.360]  我們去尋索作者
[00:02:10.360 --> 00:02:14.920]  他講這些內容背後的意圖
[00:02:14.920 --> 00:02:16.920]  背後的原因等等
[00:02:17.080 --> 00:02:19.000]  我們仰望等候禱告
[00:02:19.000 --> 00:02:21.200]  奉耶穌基督的名
[00:02:21.200 --> 00:02:22.280]  阿們
[00:02:22.280 --> 00:02:26.520]  今晚我們有機會總結一下
[00:02:26.520 --> 00:02:31.160]  一到第五章前書給我們什麼教訓
[00:02:31.160 --> 00:02:35.960]  我們可以在這次停了一次
[00:02:35.960 --> 00:02:38.160]  再用多一點時間
[00:02:38.160 --> 00:02:40.600]  先看上半段的查經
[00:02:40.600 --> 00:02:44.080]  再看十二到第二十八節
[00:02:44.320 --> 00:02:48.480]  這相當明顯就是教會生活
[00:02:48.480 --> 00:02:52.920]  要學習的種種原則
[00:02:52.920 --> 00:02:56.600]  在一個群體的生活
[00:02:56.600 --> 00:03:02.040]  我們需要有群體的禮儀
[00:03:02.040 --> 00:03:04.040]  那個態度
[00:03:04.040 --> 00:03:07.400]  應該要注意要具備的事情
[00:03:07.400 --> 00:03:09.120]  十二節開始
[00:03:09.120 --> 00:03:10.560]  五章十二節
[00:03:10.560 --> 00:03:12.480]  我們講完這一段之後
[00:03:12.480 --> 00:03:14.160]  我們做一個總結
[00:03:14.160 --> 00:03:17.280]  對於前書有什麼重點
[00:03:17.280 --> 00:03:20.760]  我們甚至可以深入研究
[00:03:20.760 --> 00:03:23.120]  弟兄們
[00:03:23.120 --> 00:03:27.840]  我們勸你們敬重那在你們中間奴婦的人
[00:03:27.840 --> 00:03:31.040]  就是在主裡面治理你們
[00:03:31.040 --> 00:03:32.360]  勸戒你們的
[00:03:32.360 --> 00:03:35.560]  相當明顯就是傳道者
[00:03:35.560 --> 00:03:40.760]  使徒不會停留在一個地方
[00:03:40.880 --> 00:03:43.480]  比如耶路撒冷的使徒
[00:03:43.480 --> 00:03:46.000]  他們就會主力成為了
[00:03:46.000 --> 00:03:48.400]  耶路撒冷教會的長老
[00:03:48.400 --> 00:03:51.680]  因為他們必須都是猶太人
[00:03:51.680 --> 00:03:52.880]  神都安排他們
[00:03:52.880 --> 00:03:55.800]  所以比如保羅、巴拿巴那些
[00:03:55.800 --> 00:03:58.480]  他們都是在外面宣教
[00:03:58.480 --> 00:04:01.280]  他們就不是耶路撒冷的長老
[00:04:01.280 --> 00:04:05.080]  彼得、約翰、雅各等等
[00:04:05.080 --> 00:04:07.280]  這些就是耶路撒冷的長老
[00:04:07.480 --> 00:04:13.800]  說的雅各就不是彼得和約翰的哥哥
[00:04:13.800 --> 00:04:15.960]  而是耶穌的弟弟
[00:04:15.960 --> 00:04:17.160]  肉身的弟弟
[00:04:17.160 --> 00:04:18.560]  那個雅各
[00:04:18.560 --> 00:04:21.880]  或者是寫雅各書的作者雅各
[00:04:21.880 --> 00:04:26.280]  這些就是在耶路撒冷的長老
[00:04:26.280 --> 00:04:27.800]  就是這些使徒
[00:04:27.800 --> 00:04:31.880]  在外邦保羅建立的初期教會
[00:04:31.880 --> 00:04:35.800]  這本書本身的動機
[00:04:35.800 --> 00:04:37.000]  寫作的原因
[00:04:37.080 --> 00:04:39.680]  就是保羅很急速地
[00:04:39.680 --> 00:04:41.800]  四個星期就要
[00:04:41.800 --> 00:04:44.000]  因為一些很大的逼迫
[00:04:44.000 --> 00:04:45.240]  他要離開
[00:04:45.240 --> 00:04:49.280]  輾轉去到比利亞
[00:04:49.280 --> 00:04:52.480]  然後就去到希臘的雅典
