
[00:00:00.000 --> 00:00:04.000]  我們再一次同心祈禱
[00:00:04.000 --> 00:00:08.400]  多謝主讓我們能夠聆聽祢的聖言
[00:00:08.400 --> 00:00:11.700]  盼望這個永恆的國度
[00:00:11.700 --> 00:00:14.200]  這個天上的城
[00:00:14.200 --> 00:00:16.600]  是我們所嚮往
[00:00:16.600 --> 00:00:19.600]  在我們選擇的項目裏
[00:00:19.600 --> 00:00:23.000]  是佔一個很重要的位置
[00:00:23.000 --> 00:00:24.600]  我們這樣祈禱
[00:00:24.600 --> 00:00:27.000]  奉耶穌基督的名
[00:00:27.000 --> 00:00:30.800]  阿門
[00:00:30.800 --> 00:00:34.300]  最近在安息聚會
[00:00:34.300 --> 00:00:38.000]  見到一位很久沒見的弟兄
[00:00:38.000 --> 00:00:40.500]  很快就坐下來聊天
[00:00:40.500 --> 00:00:43.600]  我說:為什麼你太太今天不來?
[00:00:43.600 --> 00:00:46.300]  他說她不在了
[00:00:46.300 --> 00:00:48.300]  我說:不在了?
[00:00:48.300 --> 00:00:52.700]  他說她今年二月已經不在了
[00:00:52.700 --> 00:00:56.400]  在殯儀館問人是否在呢?
[00:00:56.400 --> 00:00:59.200]  原來他說她不是不在
[00:00:59.200 --> 00:01:03.500]  不過她已經移民在英國
[00:01:03.500 --> 00:01:05.600]  那我就明白了
[00:01:05.600 --> 00:01:08.200]  因為丈夫還沒走
[00:01:08.200 --> 00:01:09.600]  那我就一直想
[00:01:09.600 --> 00:01:11.000]  不在
[00:01:11.000 --> 00:01:14.300]  就是不在了
[00:01:14.300 --> 00:01:19.200]  最近去搜尋那個城市
[00:01:19.200 --> 00:01:22.700]  全球最宜居的城市
[00:01:22.700 --> 00:01:26.500]  新西蘭已經佔據了第一位
[00:01:26.500 --> 00:01:28.300]  超級富豪
[00:01:28.300 --> 00:01:30.200]  Larry Page
[00:01:30.200 --> 00:01:32.700]  Google的共同創辦人
[00:01:32.700 --> 00:01:35.500]  不需要在那裏居留
[00:01:35.500 --> 00:01:37.300]  都可以入籍
[00:01:37.300 --> 00:01:40.300]  因為是超級富豪
[00:01:40.300 --> 00:01:42.400]  有美國的超級富豪
[00:01:42.400 --> 00:01:48.900]  已經在紐西蘭建造了八個
[00:01:48.900 --> 00:01:50.300]  當然是傳聞
[00:01:50.300 --> 00:01:52.100]  新西蘭政府是否認
[00:01:52.100 --> 00:01:55.700]  不肯承認地下的堡壘
[00:01:55.700 --> 00:01:58.500]  可以一個堡壘住三百人
[00:01:58.500 --> 00:02:02.500]  因為核戰的危機越來越近
[00:02:02.500 --> 00:02:06.500]  哪個地方是最宜居的城市
[00:02:06.500 --> 00:02:08.800]  那我又嘗試一下搜尋
[00:02:08.800 --> 00:02:11.200]  City of God 是沒有的
[00:02:11.200 --> 00:02:12.900]  榜尾都沒有
[00:02:12.900 --> 00:02:14.700]  是沒有人會去搜尋
[00:02:14.700 --> 00:02:17.100]  哪個地方是最好
[00:02:17.100 --> 00:02:22.500]  永恆不會震動的城市
[00:02:22.500 --> 00:02:25.500]  不知道在你的內心裏面
[00:02:25.500 --> 00:02:29.700]  哪個城市你認為是最好呢
[00:02:29.700 --> 00:02:32.900]  可能我們會想一下加拿大
[00:02:32.900 --> 00:02:34.900]  英國
[00:02:34.900 --> 00:02:37.100]  不同的地方不同的城市
[00:02:37.100 --> 00:02:38.800]  但是你有沒有想過
[00:02:38.800 --> 00:02:41.800]  希伯來斯的作者勉勵我們
[00:02:41.800 --> 00:02:48.900]  追求的是神所經營的永存的城市
[00:02:48.900 --> 00:02:51.500]  就是第22節
[00:02:51.500 --> 00:02:54.100]  一直到24節
[00:02:54.100 --> 00:02:58.700]  剛才主席已經讀了一個很強烈的對比
[00:02:58.700 --> 00:03:02.300]  一個城市由18節到21節
[00:03:02.300 --> 00:03:04.900]  是一個 City of Fear 懼怕的
[00:03:04.900 --> 00:03:08.100]  令你害怕的 Mountain of Fear
[00:03:08.100 --> 00:03:11.300]  西瀨山是令你很懼怕的
[00:03:11.300 --> 00:03:15.900]  但是現在18節這樣說
[00:03:15.900 --> 00:03:19.600]  你們不是來到那可以捉摸的山
[00:03:19.600 --> 00:03:23.800]  那裏有火焰、默雲、黑暗、暴風
[00:03:23.800 --> 00:03:29.000]  你留意一下22節
[00:03:29.000 --> 00:03:33.100]  但是你們是來到石安山
[00:03:33.100 --> 00:03:35.900]  很強烈的比對
[00:03:35.900 --> 00:03:38.500]  一個是舊約的時候
[00:03:38.500 --> 00:03:43.100]  神降臨在西瀨半島的山丘
[00:03:43.100 --> 00:03:45.500]  來頒佈律法
[00:03:45.500 --> 00:03:47.900]  現在作者告訴我們
[00:03:47.900 --> 00:03:49.500]  修信的讀者
[00:03:49.500 --> 00:03:57.200]  你們現在不再需要在這個律法的山下
[00:03:57.200 --> 00:04:00.500]  來戰敬懼怕的面對神
[00:04:00.500 --> 00:04:04.500]  而是要讓你們有一個很快樂的心靈
[00:04:04.500 --> 00:04:07.200]  在這個永生神的城裏面
[00:04:07.200 --> 00:04:10.500]  來等候進入
[00:04:10.500 --> 00:04:12.800]  然後有很多的描述
[00:04:12.800 --> 00:04:15.300]  這個城裏面有什麼的
[00:04:15.300 --> 00:04:17.200]  無論是靈體
[00:04:17.200 --> 00:04:19.500]  千千萬萬的天使
[00:04:19.500 --> 00:04:21.700]  有神自己在那裏
[00:04:21.700 --> 00:04:24.300]  有主耶穌在那裏
[00:04:24.300 --> 00:04:28.700]  還有很多被承傳的義人在那裏
[00:04:28.700 --> 00:04:34.300]  這樣來描述將來的永恆的天家
[00:04:34.300 --> 00:04:37.900]  所以今天的題目
[00:04:37.900 --> 00:04:41.200]  其實是緊接著這個月的題目
[00:04:41.200 --> 00:04:44.500]  就是教會的真義
[00:04:44.500 --> 00:04:47.600]  真正的意思在地上是怎樣的呢?
[00:04:47.600 --> 00:04:50.200]  我們用過哥倫多前書十二章
