
[00:00:00.000 --> 00:00:03.000]  各位姐妹我們一起同心禱告
[00:00:03.000 --> 00:00:06.160]  天父我們雖然停了兩次
[00:00:06.160 --> 00:00:08.840]  但是我們今晚又能夠再一次
[00:00:08.840 --> 00:00:12.200]  將《出埃及記》、摩西的夢召
[00:00:12.200 --> 00:00:16.200]  和他回埃及來帶領自己的族民
[00:00:16.200 --> 00:00:19.200]  來建立神的國度
[00:00:19.200 --> 00:00:22.480]  我們很盼望透過這些我們可能都熟悉的經文
[00:00:22.480 --> 00:00:26.200]  能夠深入去摩西的內心
[00:00:26.200 --> 00:00:28.360]  在神的救贖計劃
[00:00:28.360 --> 00:00:31.080]  在神對伯拉罕的應許
[00:00:31.080 --> 00:00:33.600]  我們一直這樣去研讀的時候
[00:00:33.600 --> 00:00:36.160]  也都給我們看到有一個模式
[00:00:36.160 --> 00:00:38.760]  就是在舊約的先知夢召
[00:00:38.760 --> 00:00:42.680]  都好像和他們的身份要有一個確認
[00:00:42.680 --> 00:00:46.200]  有一個很重要的勾劃
[00:00:46.200 --> 00:00:48.760]  使我們能夠知道原來摩西
[00:00:48.760 --> 00:00:52.320]  是一個多重要的劃時代的人物
[00:00:52.320 --> 00:00:54.000]  求神帶領我們
[00:00:54.000 --> 00:00:56.320]  我們都在每一個時代
[00:00:56.320 --> 00:00:58.880]  神都是呼召你自己的工人
[00:00:58.880 --> 00:01:01.080]  願神來去施恩
[00:01:01.080 --> 00:01:03.080]  繼續這樣來去帶領
[00:01:03.080 --> 00:01:06.720]  我們有大的、有小的侍奉
[00:01:06.720 --> 00:01:09.360]  或者有些應該是比較明顯的
[00:01:09.360 --> 00:01:13.480]  有顯露的一些崗位
[00:01:13.480 --> 00:01:18.240]  也都有一些可以低調地在背後
[00:01:18.240 --> 00:01:20.280]  來去無論禱告
[00:01:20.280 --> 00:01:23.360]  或者可能是預備一些材料等等
[00:01:23.360 --> 00:01:27.680]  都同樣是一個在神眼中尊貴的服侍
[00:01:27.680 --> 00:01:30.000]  願神都帶領著我們大家
[00:01:30.000 --> 00:01:33.840]  因為當我們進入到出埃及記
[00:01:33.840 --> 00:01:36.160]  當他們成為了神的國度
[00:01:36.160 --> 00:01:38.080]  離開了埃及之後
[00:01:38.080 --> 00:01:42.160]  他們就有大量的工作要來參與
[00:01:42.160 --> 00:01:45.720]  無論是建造、回望、預備的材料
[00:01:45.720 --> 00:01:50.560]  或者他們要撰寫他們自己的律法書
[00:01:50.560 --> 00:01:55.040]  這些全部都是在抗疫的時候準備的
[00:01:55.040 --> 00:01:57.040]  願神都給我們看到
[00:01:57.040 --> 00:01:59.040]  神是一位有計劃
[00:01:59.040 --> 00:02:02.480]  是有真是很奇妙帶領的神
[00:02:02.480 --> 00:02:06.160]  今天晚上我們再一次聚集在你的面前
[00:02:06.160 --> 00:02:09.440]  這一輪都是非常之不穩定的天氣
[00:02:09.440 --> 00:02:11.760]  特別我們都仍然紀念到
[00:02:11.760 --> 00:02:14.000]  在無論是委內瑞拉
[00:02:14.000 --> 00:02:17.280]  其實已經沒有人再關心裡面的居民
[00:02:17.280 --> 00:02:19.280]  因為經過一個大地震
[00:02:19.280 --> 00:02:22.560]  超過5000人以上離世
[00:02:22.560 --> 00:02:28.080]  現在在日本、在紅本縣
[00:02:28.080 --> 00:02:31.360]  甚至現在可能福岡都可能有問題
[00:02:31.360 --> 00:02:34.960]  願神都紀念每一個地方的人
[00:02:34.960 --> 00:02:39.120]  他們的困苦、他們向你的禱告
[00:02:39.120 --> 00:02:42.320]  特別日本人他們很難去信主的
[00:02:42.320 --> 00:02:46.480]  盼望神真的來讓一些宣教士
[00:02:46.480 --> 00:02:52.880]  盡快趕到去災區來拯救幫助裡面的人
[00:02:52.880 --> 00:02:55.200]  也都讓日本的居民
[00:02:55.200 --> 00:02:59.600]  他們曉得向你禱告、願主施恩
[00:02:59.600 --> 00:03:03.520]  我們這樣仰望奉耶穌基督的名
[00:03:03.520 --> 00:03:04.720]  阿們
[00:03:04.720 --> 00:03:07.120]  好 我們沒有辦法
[00:03:07.120 --> 00:03:09.120]  上一個禮拜因為有些不方便
[00:03:09.120 --> 00:03:11.120]  所以停了一次不是很好意思
[00:03:11.120 --> 00:03:14.000]  我們應該對上一次講到
[00:03:14.000 --> 00:03:16.320]  摩西有三個印證
[00:03:16.320 --> 00:03:21.040]  就是神給他一個很清楚的confirmation
[00:03:21.040 --> 00:03:26.000]  就是他手拿著的那支杖可以變蛇
[00:03:26.000 --> 00:03:30.320]  另外就是他的手山大麻風
[00:03:30.320 --> 00:03:34.080]  這些是不是一種掩眼法呢?
[00:03:34.080 --> 00:03:37.360]  我們去到《出埃及記》的第七章
[00:03:37.360 --> 00:03:41.120]  那些術士都有這樣做到的
[00:03:41.120 --> 00:03:43.120]  我們可以遲些再看
[00:03:43.120 --> 00:03:47.440]  當然水變血都要讓他們看到
[00:03:47.440 --> 00:03:51.440]  生命之河 埃及人的生命之河
[00:03:51.440 --> 00:03:55.280]  神都可以使到他變成為血
[00:03:55.280 --> 00:03:57.280]  就是說什麼都沒有之餘
[00:03:57.280 --> 00:04:01.600]  簡直是一個讓他們看到
[00:04:01.600 --> 00:04:04.800]  如果不是依靠神 什麼都沒有了
[00:04:04.800 --> 00:04:06.800]  我們繼續下去
[00:04:09.840 --> 00:04:13.360]  重要的題目就是本來上個禮拜就已經要講的
[00:04:13.360 --> 00:04:17.360]  我只是比較快選取了
[00:04:17.360 --> 00:04:19.600]  機電作為那個對比
[00:04:19.600 --> 00:04:21.600]  其實我上一次都提過
[00:04:21.600 --> 00:04:24.720]  其實無論耶利米 以塞瓦
