
[00:00:00.000 --> 00:00:02.540]  好 我們一起重新普告
[00:00:02.540 --> 00:00:04.900]  感恩再一次我們星期四晚
[00:00:04.900 --> 00:00:07.500]  又可以有系統的來研讀
[00:00:07.500 --> 00:00:09.500]  貼薩羅尼加的前後書
[00:00:09.500 --> 00:00:13.100]  還有關乎到末世論的一些神學
[00:00:13.100 --> 00:00:15.940]  幫助我們能夠透過「士徒保羅」
[00:00:15.940 --> 00:00:21.480]  對貼薩羅尼加城的教會的牧養、關心
[00:00:21.480 --> 00:00:27.520]  來在書信裏面所流露的這份牧養的恩情
[00:00:27.520 --> 00:00:35.000]  讓我們能夠掌握、認識教會2000年前
[00:00:35.000 --> 00:00:38.140]  都已經是一個這麼富庶的地方
[00:00:38.140 --> 00:00:40.540]  來得到福音
[00:00:40.540 --> 00:00:46.520]  而且在馬其頓一帶和哥倫多、希臘、雅典
[00:00:46.520 --> 00:00:49.020]  一直那個福音的廣傳
[00:00:49.020 --> 00:00:55.260]  都是「士徒」和一些當時的信徒的努力
[00:00:55.260 --> 00:00:58.380]  我們很盼望這些真理
[00:00:58.380 --> 00:01:01.740]  成為我們今天在香港的信徒
[00:01:01.740 --> 00:01:05.400]  來去依靠和盼望的
[00:01:05.400 --> 00:01:11.060]  特別是對永生都是在這本書不斷講主在內
[00:01:11.060 --> 00:01:15.400]  對信徒的盼望和影響
[00:01:15.400 --> 00:01:17.280]  願神幫助我們
[00:01:17.280 --> 00:01:19.960]  讓我們真是有一個平衡的時空
[00:01:19.960 --> 00:01:25.580]  我們既是活在實實在在的香港生活的
[00:01:25.580 --> 00:01:28.880]  每一個不同的處境
[00:01:28.880 --> 00:01:34.560]  但我們實際上是有永恆、國度的神的兒女
[00:01:34.560 --> 00:01:36.560]  主的幫助我們
[00:01:36.560 --> 00:01:40.040]  我們今天晚上再一次等候在主的面前
[00:01:40.040 --> 00:01:42.700]  禱告奉耶穌基督的名
[00:01:42.700 --> 00:01:44.700]  阿們
[00:01:44.700 --> 00:01:47.640]  第五章要再重新讀多一次
[00:01:47.640 --> 00:01:51.860]  相信第五章最後的經靈
[00:01:51.860 --> 00:01:53.860]  我們還沒有計算後書
[00:01:53.860 --> 00:01:59.240]  相當清楚是勉勵信徒要警醒
[00:01:59.240 --> 00:02:01.240]  等候主的再回來
[00:02:01.240 --> 00:02:04.740]  這個警醒裏面有一些要注意
[00:02:04.740 --> 00:02:06.740]  今天我特別想強調
[00:02:06.740 --> 00:02:12.120]  和大家去看一看保羅所看的預定信徒
[00:02:12.120 --> 00:02:14.740]  將來在主耶穌回來的時候
[00:02:14.740 --> 00:02:19.020]  我們會有甚麼得到的福氣呢?
[00:02:19.020 --> 00:02:21.520]  這個在保羅的書信裏面
[00:02:21.520 --> 00:02:24.180]  絕對不是一些例外的
[00:02:24.180 --> 00:02:28.640]  是差不多很多的書信都講到關於預定的
[00:02:28.640 --> 00:02:31.640]  第五章我們再重新 很短的
[00:02:31.640 --> 00:02:35.180]  是一個比較重要的勸勉
[00:02:35.180 --> 00:02:38.260]  弟兄們 輪到時候日期
[00:02:38.260 --> 00:02:40.260]  不用寫信給你們
[00:02:40.260 --> 00:02:42.760]  因為你們自己明明知道
[00:02:42.760 --> 00:02:45.760]  明明知道主的日子來到
[00:02:45.760 --> 00:02:47.760]  好像夜間的賊一樣
[00:02:47.760 --> 00:02:51.760]  所以不是計算哪一年哪一月哪一天
[00:02:51.760 --> 00:02:53.760]  是那個狀態
[00:02:53.760 --> 00:02:55.760]  就是如何準備
[00:02:55.760 --> 00:02:57.760]  你如何去準備
[00:02:57.760 --> 00:02:59.760]  就不是說哪一天 何時
[00:02:59.760 --> 00:03:01.760]  就不是那個叫主的日子
[00:03:01.760 --> 00:03:04.760]  所以一提到主再來的日子
[00:03:04.760 --> 00:03:09.760]  是信徒那個等候的那個來臨
[00:03:09.760 --> 00:03:11.760]  我們的心靈怎樣等候
[00:03:11.760 --> 00:03:15.760]  所以你在英國 你在內地
[00:03:15.760 --> 00:03:18.760]  你在極權的國家
[00:03:18.760 --> 00:03:20.760]  你在阿拉伯世界
[00:03:20.760 --> 00:03:26.760]  都是在講我們怎樣安排我們的人生
[00:03:26.760 --> 00:03:31.760]  來等候那個主的再來
[00:03:31.760 --> 00:03:33.760]  所以不是那個哪個地方
[00:03:33.760 --> 00:03:36.760]  不是說你要上去大帽山
[00:03:36.760 --> 00:03:38.760]  或者去橄欖山
[00:03:38.760 --> 00:03:40.760]  或者拆開講了
[00:03:40.760 --> 00:03:42.760]  有一段時間
[00:03:42.760 --> 00:03:45.760]  有一些的基督派
[00:03:45.760 --> 00:03:47.760]  就弄了很多的聖經
[00:03:47.760 --> 00:03:51.760]  當然很多年前就躲在橄欖山
[00:03:51.760 --> 00:03:52.760]  希望主再來
[00:03:52.760 --> 00:03:55.760]  那些猶太人會走到那裏
[00:03:55.760 --> 00:03:57.760]  就會讀到聖經
[00:03:57.760 --> 00:03:59.760]  就悔改
[00:03:59.760 --> 00:04:02.760]  但是那些聖經都已經荒廢了
[00:04:02.760 --> 00:04:04.760]  殘舊了 變亡了
[00:04:04.760 --> 00:04:06.760]  但是有這個心願
[00:04:06.760 --> 00:04:08.760]  很想猶太人得救
[00:04:08.760 --> 00:04:11.760]  這個好像不同的人
[00:04:11.760 --> 00:04:13.760]  都很想去為主再來
[00:04:13.760 --> 00:04:15.760]  做一些事
[00:04:15.760 --> 00:04:18.760]  但是保羅這裏就很清楚
[00:04:18.760 --> 00:04:21.760]  和耶穌所講的恩物相承
[00:04:21.760 --> 00:04:24.760]  不要計算那個日子
[00:04:24.760 --> 00:04:26.760]  不要在那裏預測
[00:04:26.760 --> 00:04:29.760]  有些什麼特別的方程式
[00:04:29.760 --> 00:04:32.760]  你知道哪一年哪一月哪一日
[00:04:32.760 --> 00:04:33.760]  他就會回來
[00:04:33.760 --> 00:04:35.760]  這樣計算
[00:04:35.760 --> 00:04:37.760]  我都說一定會變異端
[00:04:37.760 --> 00:04:39.760]  如果你又不聽人說
[00:04:39.760 --> 00:04:42.760]  那就更加變成大魔王了
[00:04:42.760 --> 00:04:44.760]  你自己死都沒有所謂
[00:04:44.760 --> 00:04:47.760]  你帶著一些信眾跟你就慘了
[00:04:47.760 --> 00:04:49.760]  你就令到人下地獄
[00:04:49.760 --> 00:04:52.760]  所以講到主的日子
[00:04:52.760 --> 00:04:55.760]  就絕對是那個信徒
[00:04:55.760 --> 00:04:57.760]  那個教會
[00:04:57.760 --> 00:05:00.760]  那幫人的內涵
[00:05:00.760 --> 00:05:02.760]  內心的那個狀態
[00:05:02.760 --> 00:05:06.760]  所以你看到明顯就是用幾個比喻
[00:05:06.760 --> 00:05:08.760]  就是有賊來
[00:05:08.760 --> 00:05:10.760]  如果你是一個家主
[00:05:10.760 --> 00:05:14.760]  你應該用什麼心態去保護你自己的家財呢?
[00:05:14.760 --> 00:05:17.760]  好像夜間的賊一樣
[00:05:17.760 --> 00:05:20.760]  人靜說平安穩妥的時候
[00:05:20.760 --> 00:05:23.760]  災禍就會忽然淋到他們
[00:05:23.760 --> 00:05:27.760]  如同慘難淋到懷胎的婦人一樣
[00:05:27.760 --> 00:05:29.760]  他們絕不能逃脫
[00:05:29.760 --> 00:05:32.760]  絕不能逃脫的背後
[00:05:32.760 --> 00:05:34.760]  正正就是沒有警醒
[00:05:34.760 --> 00:05:38.760]  正正就是沒有去準備
[00:05:38.760 --> 00:05:44.760]  完全不會在乎那個災難的人質
[00:05:44.760 --> 00:05:48.760]  還有不斷告訴自己 告訴其他人
[00:05:48.760 --> 00:05:50.760]  現在是平安穩妥
[00:05:50.760 --> 00:05:53.760]  就是不關我們這一代人的事
[00:05:53.760 --> 00:05:57.760]  不是我們這一代人需要擔心的
[00:05:57.760 --> 00:05:59.760]  我們要擔心的就是
[00:05:59.760 --> 00:06:02.760]  到底衣食住行哪方面有缺陷呢?
[00:06:02.760 --> 00:06:04.760]  各方面
[00:06:04.760 --> 00:06:07.760]  我們可以用任何的事物
[00:06:07.760 --> 00:06:11.760]  人事物取代了警醒主在內
[00:06:11.760 --> 00:06:16.760]  所以保羅在這裡接續耶穌在馬太宗24章
[00:06:16.760 --> 00:06:19.760]  所說的警醒
[00:06:19.760 --> 00:06:22.760]  第二個比喻就是慘難的婦人
[00:06:22.760 --> 00:06:24.760]  按道理是不可能的
[00:06:24.760 --> 00:06:26.760]  你十月懷胎
[00:06:26.760 --> 00:06:27.760]  你要準備東西的
[00:06:27.760 --> 00:06:28.760]  那時候是明姐出生
[00:06:28.760 --> 00:06:30.760]  我都準備了一大袋東西
[00:06:30.760 --> 00:06:32.760]  早上就入院
[00:06:32.760 --> 00:06:34.760]  因為似乎是順產的
[00:06:34.760 --> 00:06:35.760]  不知道的
[00:06:35.760 --> 00:06:37.760]  入了院之後
[00:06:37.760 --> 00:06:38.760]  當然拿了醫藥假
[00:06:38.760 --> 00:06:39.760]  回到家裡
[00:06:39.760 --> 00:06:40.760]  沒有事做
[00:06:40.760 --> 00:06:41.760]  百無聊賴
[00:06:41.760 --> 00:06:43.760]  醫院又不會讓你進去
[00:06:43.760 --> 00:06:45.760]  又去看不到
[00:06:45.760 --> 00:06:47.760]  就在家裡
[00:06:47.760 --> 00:06:50.760]  誰知道一睡就睡到五點鐘探病時間
[00:06:50.760 --> 00:06:52.760]  原來已經有很多事情發生了
[00:06:52.760 --> 00:06:55.760]  所以都不到你去準備了
