
[00:00:00.000 --> 00:00:02.000]  丙姐妹早安
[00:00:02.000 --> 00:00:07.880]  剛才的問題本來是完了講道才問的
[00:00:07.880 --> 00:00:10.400]  你是否失職的母親呢?
[00:00:10.400 --> 00:00:13.320]  不過Michael已經問了
[00:00:13.320 --> 00:00:14.440]  應該不是吧?
[00:00:14.440 --> 00:00:15.480]  不過不知道的
[00:00:15.480 --> 00:00:17.000]  講完這篇道
[00:00:17.000 --> 00:00:20.000]  大家來思想反思
[00:00:20.000 --> 00:00:29.080]  《一節聖經》當然不能夠涵蓋很多對媽媽的認識
[00:00:29.600 --> 00:00:33.480]  這個人在聖經裡相當出名
[00:00:33.480 --> 00:00:38.400]  而且記載他的經文絕對不是一節
[00:00:38.400 --> 00:00:40.560]  是很大量
[00:00:40.560 --> 00:00:42.720]  將他的家族
[00:00:42.720 --> 00:00:47.120]  他是一個帝王之家的媽媽
[00:00:47.120 --> 00:00:53.080]  他的外公是一個很顯赫的叫做「暗吏」
[00:00:54.160 --> 00:00:59.920]  「暗吏」就是令北面的以色列國更加穩固
[00:00:59.920 --> 00:01:04.760]  而且整個薩瑪利亞的山成為首都
[00:01:04.760 --> 00:01:07.400]  都是因為「暗吏」的緣故
[00:01:07.400 --> 00:01:12.040]  在經文《聖經》的世界列王紀上記載很少
[00:01:12.040 --> 00:01:14.840]  但原來在古近東的文獻
[00:01:14.840 --> 00:01:19.360]  對「暗吏」這個君王記載很多
[00:01:19.360 --> 00:01:23.720]  即是他打併當時古代近東的地方
[00:01:23.720 --> 00:01:26.880]  諸侯和外邦的國家
[00:01:26.880 --> 00:01:33.240]  他奠定了北面以色列的版圖和江山
[00:01:33.240 --> 00:01:35.040]  那個國度的穩固
[00:01:35.040 --> 00:01:37.240]  但是聖經很特別
[00:01:37.240 --> 00:01:40.280]  一提到亞他尼亞這位母親
[00:01:40.280 --> 00:01:43.800]  就提到她是「暗吏」的孫女
[00:01:43.800 --> 00:01:47.000]  即是說她的父親是誰呢?
[00:01:47.000 --> 00:01:50.160]  她的父親就是大名鼎鼎的亞哈
[00:01:50.160 --> 00:01:52.680]  亞哈是一個時代
[00:01:52.680 --> 00:01:55.080]  在列王紀上第十七章
[00:01:55.080 --> 00:01:59.600]  特別提到一個很重要的先知時代
[00:01:59.600 --> 00:02:01.680]  就是以利亞的出現
[00:02:01.680 --> 00:02:03.720]  對於亞哈的王朝
[00:02:03.720 --> 00:02:06.520]  亞哈是猶大的
[00:02:06.520 --> 00:02:08.640]  所以可能大家有些背景
[00:02:08.640 --> 00:02:14.920]  就是當時因為所羅門晚年離開神之後
[00:02:14.920 --> 00:02:19.640]  神就要使得所羅門的兒子羅邦安
[00:02:19.640 --> 00:02:22.520]  他的國度一分為二
[00:02:22.520 --> 00:02:27.600]  所以有十個支派以色列分開了
[00:02:27.600 --> 00:02:30.480]  不再和猶大一起
[00:02:30.480 --> 00:02:36.000]  所以猶大國只剩下兩個支派
[00:02:36.000 --> 00:02:39.360]  便雅敏支派和猶大支派
[00:02:39.360 --> 00:02:42.000]  所以分開了兩邊
[00:02:42.600 --> 00:02:47.280]  輾轉到亞哈的王朝的時候
[00:02:47.280 --> 00:02:48.880]  就是那個時候
[00:02:48.880 --> 00:02:51.760]  一位很重要的先知出現了
[00:02:51.760 --> 00:02:53.200]  以利亞
[00:02:53.200 --> 00:02:56.200]  神要他做一件事
[00:02:56.200 --> 00:02:58.200]  就是他不要祈禱
[00:02:58.200 --> 00:02:59.720]  不祈禱的話
[00:02:59.720 --> 00:03:01.320]  天就不下雨
[00:03:01.320 --> 00:03:04.320]  三年零六個月
[00:03:04.320 --> 00:03:05.320]  即是說
[00:03:05.320 --> 00:03:07.000]  就算你在皇宮
[00:03:07.000 --> 00:03:09.640]  開水喉也沒有水
[00:03:09.640 --> 00:03:10.920]  慢慢慢慢
[00:03:10.920 --> 00:03:13.480]  連溪流的水
[00:03:13.480 --> 00:03:14.680]  地下的水
[00:03:14.680 --> 00:03:16.680]  都慢慢地乾顧了
[00:03:16.680 --> 00:03:19.080]  時間到了
[00:03:19.080 --> 00:03:20.080]  神就說
[00:03:20.080 --> 00:03:21.280]  以利亞
[00:03:21.280 --> 00:03:23.640]  現在你要去皇宮
[00:03:23.640 --> 00:03:25.920]  向亞哈說
[00:03:25.920 --> 00:03:28.920]  現在你們要去加密山
[00:03:28.920 --> 00:03:32.280]  那裡招聚所有的先知
[00:03:32.280 --> 00:03:34.680]  不是以色列的先知
[00:03:34.680 --> 00:03:37.480]  是拜巴黎的先知
[00:03:37.480 --> 00:03:39.480]  去到加密山上
[00:03:39.480 --> 00:03:41.200]  就有一個
[00:03:41.200 --> 00:03:43.480]  你可以說是一個戰鬥
[00:03:43.480 --> 00:03:45.680]  神就要透過以利亞
[00:03:45.680 --> 00:03:47.360]  來做一件大事
[00:03:47.360 --> 00:03:50.280]  讓以色列人
[00:03:50.280 --> 00:03:52.960]  不可以再心慈兩意
[00:03:52.960 --> 00:03:55.480]  要歸向耶和華神
[00:03:55.480 --> 00:03:56.560]  所以
