
[00:00:00.000 --> 00:00:02.120]  各位聽眾,聖誕快樂!
[00:00:03.120 --> 00:00:06.120]  今天跟大家講的講題是
[00:00:06.120 --> 00:00:09.120]  「你就是如此愛我」
[00:00:09.120 --> 00:00:13.120]  那段經文是記載在羅馬書5章1-11
[00:00:13.120 --> 00:00:19.120]  我們既因信稱義,就藉著我們的主耶穌基督得以與神相和
[00:00:19.120 --> 00:00:24.120]  我們又藉著他因信得進入現在所站的這恩典中
[00:00:24.120 --> 00:00:27.120]  並且歡歡喜喜盼望神的榮耀
[00:00:27.120 --> 00:00:32.120]  不但如此,就是在患難中也是歡歡喜喜的
[00:00:32.120 --> 00:00:39.120]  因為知道患難生忍耐,忍耐生老練,老練生盼望,盼望不至於羞恥
[00:00:39.120 --> 00:00:44.120]  因為所賜給我們的聖靈將神的愛囂貫在我們心裡
[00:00:44.120 --> 00:00:50.120]  因我們患軟弱的時候,基督就按鎖定的日期為罪人死
[00:00:50.120 --> 00:00:55.120]  為二人死是少有的,為人人死或者有感作的
[00:00:55.120 --> 00:00:59.120]  唯有基督在我們患作罪人的時候為我們死
[00:00:59.120 --> 00:01:02.120]  神的愛就在此向我們顯明了
[00:01:02.120 --> 00:01:08.120]  現在我們既靠著他的血清怡,就更要藉著他免去神的憤怒
[00:01:08.120 --> 00:01:15.120]  因為我們作仇敵的時候,且藉著神兒子的死得與神和好
[00:01:15.120 --> 00:01:20.120]  既已和好,就更要因他的生得救了
[00:01:20.120 --> 00:01:29.120]  不但如此,我們既藉著我們主耶穌基督得以與神和好,也就藉著他以神為樂
[00:01:29.120 --> 00:01:38.120]  今天要和大家說的時候,我們究竟知不知道主耶穌基督是多麼愛我們呢?
[00:01:38.120 --> 00:01:42.120]  其實今年聖誕節的時候是很特別的
[00:01:42.120 --> 00:01:46.120]  為什麼呢?我們經常說福杯滿日,福杯滿日
[00:01:46.120 --> 00:01:52.120]  今年是從星期四、五、六,我們一直去的時候
[00:01:52.120 --> 00:01:56.120]  其實我們這麼多天的時間是連續都有聚會的
[00:01:56.120 --> 00:01:59.120]  由我們平安夜的崇拜
[00:01:59.120 --> 00:02:06.120]  接著的時間去到星期日,25號的時候是聖誕崇拜
[00:02:06.120 --> 00:02:12.120]  接著下午是有我們,他們本身有獻嬰的時間
[00:02:12.120 --> 00:02:17.120]  我們有我們的洗禮,直到今天
[00:02:17.120 --> 00:02:21.120]  我都問大家,我不知道大家感覺如何
[00:02:21.120 --> 00:02:27.120]  今天有一個弟兄姊妹跟我說,鄧全道有點累
[00:02:27.120 --> 00:02:31.120]  每天都會回來
[00:02:31.120 --> 00:02:34.120]  但是我更開心有弟兄姊妹跟我說
[00:02:34.120 --> 00:02:38.120]  他說鄧全道很棒
[00:02:38.120 --> 00:02:43.120]  為什麼會這麼極端呢?
[00:02:43.120 --> 00:02:50.120]  你就會發現一件事,就是很多時候當我們去看我們這個信仰的時候
[00:02:50.120 --> 00:02:57.120]  究竟你會覺得這個信仰只不過是我們生活的一小部分
[00:02:57.120 --> 00:03:00.120]  是好像我們要去負的一些責任
[00:03:00.120 --> 00:03:07.120]  還是我們真的浸淫在上帝他自己的那個恩典當中
[00:03:07.120 --> 00:03:10.120]  剛才當師伯去唱最後的詩歌
[00:03:10.120 --> 00:03:12.120]  「這一生最美的祝福」的時候
[00:03:12.120 --> 00:03:16.120]  其實我心裡面是很感動的
[00:03:16.120 --> 00:03:19.120]  弟兄姊妹,詩歌的歌詞裡面說一件事
[00:03:19.120 --> 00:03:26.120]  「我這一生最美的祝福就是認識主耶穌」
[00:03:26.120 --> 00:03:30.120]  我不知道弟兄姊妹你們的肯定
[00:03:30.120 --> 00:03:33.120]  是不是同樣都是這句話
[00:03:33.120 --> 00:03:40.120]  「我這一生最美的祝福就是認識主耶穌」
[00:03:40.120 --> 00:03:44.120]  在這麼多天我們被上帝的恩典浸淫著我們
[00:03:44.120 --> 00:03:46.120]  每個聚會我都在當中
[00:03:46.120 --> 00:03:51.120]  特別在師班他們帶著大家去經歷的時候
[00:03:51.120 --> 00:03:53.120]  其實裡面是很精彩的
[00:03:53.120 --> 00:03:55.120]  如果大家有一起回來的時候
[00:03:55.120 --> 00:04:00.120]  我真的會覺得如果大家沒有回來,那你是虧了的
[00:04:00.120 --> 00:04:03.120]  我覺得大家在裡面的時候
[00:04:03.120 --> 00:04:06.120]  最重要的是你是不是經歷到
[00:04:06.120 --> 00:04:10.120]  你很感受到我們透過這些聚會,這些提醒
[00:04:10.120 --> 00:04:15.120]  我們的上帝是如此的愛我們
[00:04:15.120 --> 00:04:17.120]  其實在這段日子裡面
[00:04:17.120 --> 00:04:19.120]  我們不斷地強調
[00:04:19.120 --> 00:04:22.120]  在這兩年當中,香港絕對不容易
[00:04:22.120 --> 00:04:25.120]  大家也看到很多的統計
[00:04:25.120 --> 00:04:28.120]  情緒出現問題的多了很多
[00:04:28.120 --> 00:04:31.120]  經濟上出現了很多的問題
[00:04:31.120 --> 00:04:33.120]  還有很多的東西還沒有復甦
[00:04:33.120 --> 00:04:37.120]  每次以為有些曙光的時候,然後又來過
[00:04:37.120 --> 00:04:41.120]  來過後,現在已經不懂得讀那些字了
[00:04:41.120 --> 00:04:43.120]  一個變種又一個變種
[00:04:43.120 --> 00:04:47.120]  一直去的時候,都不知道什麼時候才是終結
[00:04:47.120 --> 00:04:53.120]  所以我覺得上帝送這個聖誕節給我們是很有意思的
[00:04:53.120 --> 00:04:55.120]  如果你找不到出路
[00:04:55.120 --> 00:04:58.120]  如果你覺得自己抑鬱
[00:04:58.120 --> 00:05:03.120]  請你回到上帝的面前去尋找
[00:05:03.120 --> 00:05:05.120]  請你回到神的面前的時候
[00:05:05.120 --> 00:05:08.120]  去在神當中肯定
[00:05:08.120 --> 00:05:14.120]  今天上帝仍然如此愛你
[00:05:14.120 --> 00:05:16.120]  很多時候我們經常有一個錯覺
[00:05:16.120 --> 00:05:19.120]  我們以為天父爸爸對我們有很多的要求
[00:05:19.120 --> 00:05:21.120]  很多的限制
[00:05:21.120 --> 00:05:23.120]  這樣不准,那樣不准
[00:05:23.120 --> 00:05:27.120]  做基督徒好像很多的東西很麻煩
[00:05:27.120 --> 00:05:29.120]  但其實弟兄姊妹,我想告訴你
[00:05:29.120 --> 00:05:32.120]  真的不是這樣的
[00:05:32.120 --> 00:05:36.120]  其實事實絕對不是這樣的
[00:05:36.120 --> 00:05:38.120]  剛才經文告訴我們
[00:05:38.120 --> 00:05:40.120]  其實我們由始至終
[00:05:40.120 --> 00:05:45.120]  我們本來就是不配的弟兄姊妹
[00:05:45.120 --> 00:05:47.120]  我們由始至終
[00:05:47.120 --> 00:05:49.120]  其實我們就是只可以
[00:05:49.120 --> 00:05:52.120]  在很多未信的人面前的時候
[00:05:52.120 --> 00:05:56.120]  我們只可以去做一個
[00:05:56.120 --> 00:06:00.120]  人家有多抑鬱,我們就多抑鬱的人
[00:06:00.120 --> 00:06:03.120]  人家有多忙亂,我們就多忙亂
[00:06:03.120 --> 00:06:06.120]  人家有多沒有盼望,我們就多沒有盼望的人
[00:06:06.120 --> 00:06:10.120]  但是上帝卻是將他的恩典
[00:06:10.120 --> 00:06:13.120]  就只因著我們相信他
[00:06:13.120 --> 00:06:16.120]  我們就成為了義人
[00:06:16.120 --> 00:06:21.120]  就能夠得到今天這個得救的光景
[00:06:21.120 --> 00:06:26.120]  弟兄姊妹,我們是什麼都沒有做
[00:06:26.120 --> 00:06:30.120]  我們是白白的
[00:06:30.120 --> 00:06:34.120]  當我們今天白白的得到這個恩典的時候
[00:06:34.120 --> 00:06:36.120]  我就不明白
[00:06:36.120 --> 00:06:43.120]  我們為什麼還可以有這麼多我們的埋怨
[00:06:43.120 --> 00:06:46.120]  埋怨上帝,你是不是看不到?
[00:06:46.120 --> 00:06:49.120]  埋怨上帝,你是不是不知道?
[00:06:49.120 --> 00:06:54.120]  埋怨上帝,為什麼你容許這些事情發生給我們?
[00:06:54.120 --> 00:06:57.120]  但其實上帝一直都告訴我們
[00:06:57.120 --> 00:07:03.120]  我是從罪人的圈子裡將你們拯救出來的
[00:07:03.120 --> 00:07:07.120]  你們本身是沒有盼望的
[00:07:07.120 --> 00:07:10.120]  所以當我們得到這個救恩的時候
[00:07:10.120 --> 00:07:13.120]  這個救恩不單止對我們不是諸多要求
[00:07:13.120 --> 00:07:17.120]  而且他更加是送了一份很大的禮物給我們
