
[00:00:00.000 --> 00:00:03.480]  請姐妹主女們平安
[00:00:03.480 --> 00:00:06.080]  新年快樂
[00:00:06.080 --> 00:00:10.680]  更重要的是福杯滿日
[00:00:10.680 --> 00:00:14.600]  不過跟今天講的訊息
[00:00:14.600 --> 00:00:16.800]  這個福杯
[00:00:16.800 --> 00:00:22.400]  在神、在聖經、在耶穌真正看的福
[00:00:22.400 --> 00:00:24.880]  是什麼福杯呢?
[00:00:24.880 --> 00:00:28.280]  我們有沒有錯誤的理解
[00:00:28.280 --> 00:00:32.000]  表面地上的福是唯一的福呢?
[00:00:32.000 --> 00:00:35.520]  我們就要思想這個課題了
[00:00:35.520 --> 00:00:37.800]  跟大家有一個簡單禱告
[00:00:37.800 --> 00:00:39.400]  多謝主
[00:00:39.400 --> 00:00:41.280]  在新的一年
[00:00:41.280 --> 00:00:43.120]  1月1日
[00:00:43.120 --> 00:00:44.360]  主日
[00:00:44.360 --> 00:00:46.320]  我們可以朝見祢
[00:00:46.320 --> 00:00:47.760]  敬拜祢
[00:00:47.760 --> 00:00:50.880]  我們可以聆聽祢的教誨
[00:00:50.880 --> 00:00:54.840]  尤其是主耶穌講了一個門徒
[00:00:54.840 --> 00:00:57.440]  聽話、聽神的道
[00:00:57.440 --> 00:00:59.440]  聽耶穌的教導
[00:00:59.440 --> 00:01:02.120]  將來的結局
[00:01:02.120 --> 00:01:05.120]  以及不聽的後果
[00:01:05.120 --> 00:01:07.360]  是相當清楚、簡單
[00:01:07.360 --> 00:01:10.800]  但是要實踐起來的時候
[00:01:10.800 --> 00:01:14.120]  就需要一份毅力、決心
[00:01:14.120 --> 00:01:16.320]  求主幫助我們
[00:01:16.320 --> 00:01:18.720]  我們這樣仰望、禱告
[00:01:18.720 --> 00:01:21.240]  奉耶穌基督的名
[00:01:21.240 --> 00:01:22.360]  阿們
[00:01:22.360 --> 00:01:24.680]  43至49節
[00:01:24.680 --> 00:01:28.440]  也很清楚是兩個的比喻
[00:01:28.440 --> 00:01:33.360]  43節提到善的人
[00:01:33.360 --> 00:01:36.680]  和惡人的分別
[00:01:36.680 --> 00:01:38.760]  46節就講
[00:01:38.760 --> 00:01:42.400]  如何可以做一個善的人
[00:01:42.400 --> 00:01:44.760]  繼續地去內心
[00:01:44.760 --> 00:01:46.440]  積蓄那個善
[00:01:46.440 --> 00:01:48.520]  以致去到永恆
[00:01:48.520 --> 00:01:50.840]  你都不會動搖
[00:01:50.840 --> 00:01:55.160]  第二個比喻就是講到一個聰明的公頭
[00:01:55.160 --> 00:01:56.720]  他做
[00:01:56.720 --> 00:01:59.080]  不單只是做外表
[00:01:59.080 --> 00:02:01.800]  人見得到的那個房屋
[00:02:01.800 --> 00:02:05.160]  更重要是先打好那個根基
[00:02:05.160 --> 00:02:07.800]  在那個盆石上面
[00:02:07.800 --> 00:02:11.520]  因為重點是會發大水
[00:02:11.520 --> 00:02:14.440]  是會有雨林、水涌
[00:02:14.440 --> 00:02:17.840]  來衝擊那個房子
[00:02:17.840 --> 00:02:21.000]  那個房子如果不在根基上面
[00:02:21.000 --> 00:02:23.280]  就會倒塌了
[00:02:23.280 --> 00:02:27.040]  主耶穌緊張聽道的門徒
[00:02:27.040 --> 00:02:28.720]  你會最終
[00:02:28.720 --> 00:02:31.280]  你的生命會倒塌
[00:02:31.280 --> 00:02:34.400]  主耶穌是很清楚
[00:02:34.400 --> 00:02:36.880]  在這個講道裏面
[00:02:36.880 --> 00:02:39.360]  苦口婆心的
[00:02:39.360 --> 00:02:42.240]  來勉勵聽道的人
[00:02:42.240 --> 00:02:46.200]  整個段落其實是由第17節開始的
[00:02:46.200 --> 00:02:47.480]  17節就說
[00:02:47.480 --> 00:02:50.480]  耶穌和他們下了山
[00:02:50.480 --> 00:02:51.720]  這個他們
[00:02:51.720 --> 00:02:54.280]  就是當時他在晚上
[00:02:54.280 --> 00:02:55.960]  在山上
[00:02:55.960 --> 00:02:58.600]  在眾多的門徒當中
[00:02:58.600 --> 00:03:01.480]  揀選了十二使徒
[00:03:01.480 --> 00:03:02.960]  揀選完了
[00:03:02.960 --> 00:03:04.760]  就和他們一起下山
[00:03:04.760 --> 00:03:07.920]  但是一下山之後
[00:03:07.920 --> 00:03:09.520]  聖經告訴我們
[00:03:09.520 --> 00:03:12.400]  主耶穌站在一塊平地上
[00:03:12.400 --> 00:03:15.400]  同站的有許多的門徒
[00:03:15.400 --> 00:03:17.760]  又有許多的百姓
[00:03:17.760 --> 00:03:21.680]  從猶太傳遞和耶路撒冷
[00:03:21.680 --> 00:03:25.280]  並推羅西頓的海邊來到去
[00:03:25.280 --> 00:03:28.680]  要聽耶穌講道
[00:03:28.680 --> 00:03:32.040]  又指望可以醫治他們的病
[00:03:32.040 --> 00:03:35.400]  還有一些是被污鬼纏磨的
