
[00:00:00.000 --> 00:00:02.000]  我們一起同心禱告
[00:00:02.000 --> 00:00:04.000]  再一次感恩
[00:00:04.000 --> 00:00:06.000]  天父給我們晚上
[00:00:06.000 --> 00:00:08.000]  可以安靜的
[00:00:08.000 --> 00:00:10.000]  可以來到在線
[00:00:10.000 --> 00:00:12.000]  利用科技的方便
[00:00:12.000 --> 00:00:14.000]  我們可以來到同步
[00:00:14.000 --> 00:00:16.000]  去研讀神的話語
[00:00:16.000 --> 00:00:18.000]  羅馬書是一卷
[00:00:18.000 --> 00:00:20.000]  相當有結構
[00:00:20.000 --> 00:00:22.000]  相當重要將教義
[00:00:22.000 --> 00:00:24.000]  來到去詮釋的書卷
[00:00:24.000 --> 00:00:26.000]  幫助我們能夠
[00:00:26.000 --> 00:00:28.000]  進入保羅當時的
[00:00:28.000 --> 00:00:30.000]  世界的場景
[00:00:30.000 --> 00:00:32.000]  在羅馬帝國
[00:00:32.000 --> 00:00:34.000]  這個尼祿王
[00:00:34.000 --> 00:00:36.000]  作王的時代
[00:00:36.000 --> 00:00:38.000]  我們能夠掌握
[00:00:38.000 --> 00:00:40.000]  當時的背景
[00:00:40.000 --> 00:00:42.000]  他們的信仰
[00:00:42.000 --> 00:00:44.000]  在這個政治的
[00:00:44.000 --> 00:00:46.000]  氛圍帝國底下
[00:00:46.000 --> 00:00:48.000]  是怎樣來運作
[00:00:48.000 --> 00:00:50.000]  幫助我們能夠
[00:00:50.000 --> 00:00:52.000]  從保羅所
[00:00:52.000 --> 00:00:54.000]  帶給我們的視野
[00:00:54.000 --> 00:00:56.000]  對永恆的
[00:00:56.000 --> 00:00:58.000]  認識
[00:00:58.000 --> 00:01:00.000]  尤其是和神的關係
[00:01:00.000 --> 00:01:02.000]  建立的認識
[00:01:02.000 --> 00:01:04.000]  來掌握
[00:01:04.000 --> 00:01:06.000]  幫助我們這些永恆不變的
[00:01:06.000 --> 00:01:08.000]  能夠我們每一個
[00:01:08.000 --> 00:01:10.000]  的個人弟兄姊妹
[00:01:10.000 --> 00:01:12.000]  能夠蒙福
[00:01:12.000 --> 00:01:14.000]  能夠神的話語
[00:01:14.000 --> 00:01:16.000]  可以藉著不同的方式
[00:01:16.000 --> 00:01:18.000]  去傳揚開去
[00:01:18.000 --> 00:01:20.000]  使更加多人
[00:01:20.000 --> 00:01:22.000]  認識與神的關係
[00:01:22.000 --> 00:01:24.000]  今天晚上我們
[00:01:24.000 --> 00:01:26.000]  在你的面前
[00:01:26.000 --> 00:01:28.000]  我們這樣禱告
[00:01:28.000 --> 00:01:30.000]  奉耶穌基督的名
[00:01:30.000 --> 00:01:32.000]  阿們
[00:01:32.000 --> 00:01:34.000]  我們都差不多用了一堂多一點
[00:01:34.000 --> 00:01:36.000]  去講到第二章的
[00:01:36.000 --> 00:01:38.000]  羅馬書
[00:01:38.000 --> 00:01:40.000]  猶太人
[00:01:40.000 --> 00:01:42.000]  為什麼保羅要用一個特別的
[00:01:42.000 --> 00:01:44.000]  題目來講猶太人
[00:01:44.000 --> 00:01:46.000]  都需要救恩
[00:01:46.000 --> 00:01:48.000]  都需要
[00:01:48.000 --> 00:01:50.000]  不是靠律法
[00:01:50.000 --> 00:01:52.000]  而得救
[00:01:52.000 --> 00:01:54.000]  是靠律法
[00:01:54.000 --> 00:01:56.000]  他們已經是由阿巴拉罕
[00:01:56.000 --> 00:01:58.000]  祖宗的年代
[00:01:58.000 --> 00:02:00.000]  一直已經這樣來運作
[00:02:00.000 --> 00:02:02.000]  但是保羅現在要講的
[00:02:02.000 --> 00:02:04.000]  就是不是有另外一個救恩
[00:02:04.000 --> 00:02:06.000]  只是給外邦人
[00:02:06.000 --> 00:02:08.000]  而是一到第三章
[00:02:08.000 --> 00:02:10.000]  都是想告訴我們
[00:02:10.000 --> 00:02:12.000]  萬民都需要
[00:02:12.000 --> 00:02:14.000]  神的救恩
[00:02:14.000 --> 00:02:16.000]  萬民都需要恩順
[00:02:16.000 --> 00:02:18.000]  所以保羅先講了
[00:02:18.000 --> 00:02:20.000]  第一章
[00:02:20.000 --> 00:02:22.000]  外邦
[00:02:22.000 --> 00:02:24.000]  種種的藐視
[00:02:24.000 --> 00:02:26.000]  否認
[00:02:26.000 --> 00:02:28.000]  故意拒絕神的存在
[00:02:28.000 --> 00:02:30.000]  而帶來的
[00:02:30.000 --> 00:02:32.000]  種種的罪惡
[00:02:32.000 --> 00:02:34.000]  到第二章
[00:02:34.000 --> 00:02:36.000]  就來將一些
[00:02:36.000 --> 00:02:38.000]  可能表面很有教養
[00:02:38.000 --> 00:02:40.000]  修養道德
[00:02:40.000 --> 00:02:42.000]  或者有哲理哲學的人
[00:02:42.000 --> 00:02:44.000]  他們雖然
[00:02:44.000 --> 00:02:46.000]  不是像一些大奸大惡
[00:02:46.000 --> 00:02:48.000]  這樣的犯罪
[00:02:48.000 --> 00:02:50.000]  但他們的自義
[00:02:50.000 --> 00:02:52.000]  拒絕神
[00:02:52.000 --> 00:02:54.000]  都同樣在審判的行列
[00:02:54.000 --> 00:02:56.000]  去到第三類
[00:02:56.000 --> 00:02:58.000]  就是上個星期我們講的
[00:02:58.000 --> 00:03:00.000]  就是猶太人
[00:03:00.000 --> 00:03:02.000]  有他們的罪惡
[00:03:02.000 --> 00:03:04.000]  而且這個罪惡
[00:03:04.000 --> 00:03:06.000]  更容易被他們的
[00:03:06.000 --> 00:03:08.000]  宗教的外衣
