
[00:00:00.000 --> 00:00:02.000]  我們大家一起祈禱吧
[00:00:02.000 --> 00:00:04.000]  再一次我們多謝主
[00:00:04.000 --> 00:00:06.000]  讓我們在星期四晚
[00:00:06.000 --> 00:00:08.000]  大家一起來去
[00:00:08.000 --> 00:00:10.000]  研讀神理的話語
[00:00:10.000 --> 00:00:12.000]  雖然我們不能夠
[00:00:12.000 --> 00:00:14.000]  來到禮拜堂
[00:00:14.000 --> 00:00:16.000]  但是藉著科技
[00:00:16.000 --> 00:00:18.000]  線上網路
[00:00:18.000 --> 00:00:20.000]  我們可以來到去
[00:00:20.000 --> 00:00:22.000]  好像在現場一樣
[00:00:22.000 --> 00:00:24.000]  我們大家透過不同的裝置
[00:00:24.000 --> 00:00:26.000]  就可以來到去聆聽
[00:00:26.000 --> 00:00:28.000]  我們期待就是
[00:00:28.000 --> 00:00:30.000]  更多的思考
[00:00:30.000 --> 00:00:32.000]  對神的話語的一個整體的認識
[00:00:32.000 --> 00:00:34.000]  以致我們能夠
[00:00:34.000 --> 00:00:36.000]  透過經文
[00:00:36.000 --> 00:00:38.000]  雖然表面是遠古
[00:00:38.000 --> 00:00:40.000]  三千多年前的時代
[00:00:40.000 --> 00:00:42.000]  但是
[00:00:42.000 --> 00:00:44.000]  我們今天仍然可以
[00:00:44.000 --> 00:00:46.000]  透過聖靈的工作
[00:00:46.000 --> 00:00:48.000]  我們去明白神的旨意
[00:00:48.000 --> 00:00:50.000]  特別是神救贖的
[00:00:50.000 --> 00:00:52.000]  這個計劃
[00:00:52.000 --> 00:00:54.000]  神揀選的這個民族
[00:00:54.000 --> 00:00:56.000]  神要在這個民族
[00:00:56.000 --> 00:00:58.000]  興起救恩
[00:00:58.000 --> 00:01:00.000]  和尼塞亞
[00:01:00.000 --> 00:01:02.000]  的這個計劃
[00:01:02.000 --> 00:01:04.000]  就是讓我們今天新約的信徒
[00:01:04.000 --> 00:01:06.000]  可以來到去明白
[00:01:06.000 --> 00:01:08.000]  雖然我們不是猶太人
[00:01:08.000 --> 00:01:10.000]  但是我們都是
[00:01:10.000 --> 00:01:12.000]  屬神的兒女
[00:01:12.000 --> 00:01:14.000]  更加我們是阿伯拉罕
[00:01:14.000 --> 00:01:16.000]  屬靈的兒女
[00:01:16.000 --> 00:01:18.000]  願祢都帶領我們大家的心靈
[00:01:18.000 --> 00:01:20.000]  暫時讓我們放下工作之後
[00:01:20.000 --> 00:01:22.000]  我們有足夠的
[00:01:22.000 --> 00:01:24.000]  精神體力
[00:01:24.000 --> 00:01:26.000]  我們要思考的
[00:01:26.000 --> 00:01:28.000]  都讓我們能夠有一個敏銳的心靈
[00:01:28.000 --> 00:01:30.000]  我們這樣等候禱告
[00:01:30.000 --> 00:01:32.000]  奉耶穌基督的命
[00:01:32.000 --> 00:01:34.000]  阿們
[00:01:34.000 --> 00:01:36.000]  稍微溫習一下
[00:01:36.000 --> 00:01:38.000]  上個星期我們說
[00:01:38.000 --> 00:01:40.000]  上個星期特別
[00:01:40.000 --> 00:01:42.000]  在三十九章開始
[00:01:42.000 --> 00:01:44.000]  就突顯了
[00:01:44.000 --> 00:01:46.000]  很快就已經突顯
[00:01:46.000 --> 00:01:48.000]  虐失
[00:01:48.000 --> 00:01:50.000]  在手無寸鐵
[00:01:50.000 --> 00:01:52.000]  在不知就裡
[00:01:52.000 --> 00:01:56.000]  而且是含冤莫白的情況下
[00:01:56.000 --> 00:01:58.000]  被自己的親兄弟
[00:01:58.000 --> 00:02:02.000]  雖然是同父異母的兄弟
[00:02:02.000 --> 00:02:04.000]  大部分都是同父異母
[00:02:04.000 --> 00:02:06.000]  因為他的媽媽只生了他
[00:02:06.000 --> 00:02:08.000]  和最小的弟弟
[00:02:08.000 --> 00:02:10.000]  便雅文
[00:02:10.000 --> 00:02:12.000]  這樣來到他被害
[00:02:12.000 --> 00:02:14.000]  被出賣
[00:02:14.000 --> 00:02:16.000]  這樣來到他在這個
[00:02:16.000 --> 00:02:18.000]  波提佛
[00:02:18.000 --> 00:02:20.000]  這個護衛長
[00:02:20.000 --> 00:02:24.000]  稍後四十章又會有說
[00:02:24.000 --> 00:02:28.000]  就是在這個王的監獄裡
[00:02:28.000 --> 00:02:30.000]  就是說這個波提佛
[00:02:30.000 --> 00:02:32.000]  其實是相當大權的
[00:02:32.000 --> 00:02:36.000]  如果這麼有權的一個人
[00:02:36.000 --> 00:02:38.000]  你得罪了他
[00:02:38.000 --> 00:02:40.000]  甚至你玷污他最重要的
[00:02:40.000 --> 00:02:44.000]  在他們當時的世界
[00:02:44.000 --> 00:02:46.000]  一些太太
[00:02:46.000 --> 00:02:48.000]  妃嬪
[00:02:48.000 --> 00:02:51.000]  將來你會看到大衛
[00:02:51.000 --> 00:02:53.000]  有一個謀臣
[00:02:53.000 --> 00:02:56.000]  要求亞撒隆
[00:02:56.000 --> 00:02:58.000]  我們曾經說過
[00:02:58.000 --> 00:03:00.000]  要怎樣去讓那些民心
[00:03:00.000 --> 00:03:02.000]  可以歸附亞撒隆
[00:03:02.000 --> 00:03:06.000]  就是你要將大衛留下的妃嬪
[00:03:06.000 --> 00:03:08.000]  來公開地羞辱
[00:03:08.000 --> 00:03:10.000]  去玷污他
[00:03:10.000 --> 00:03:12.000]  和他同房
[00:03:12.000 --> 00:03:15.000]  這樣就會使得百姓知道
[00:03:15.000 --> 00:03:19.000]  亞撒隆決心要叛變
[00:03:19.000 --> 00:03:21.000]  所以你想一下
[00:03:21.000 --> 00:03:24.000]  約瑟是多麼的
[00:03:24.000 --> 00:03:28.000]  好像完全沒有任何的招架
[00:03:28.000 --> 00:03:30.000]  還擊的能力
[00:03:30.000 --> 00:03:32.000]  基本上是實死無生
[00:03:32.000 --> 00:03:34.000]  只不過等待發落
[00:03:34.000 --> 00:03:36.000]  將他下在監獄
[00:03:36.000 --> 00:03:38.000]  但是讓我們看到的就是
[00:03:38.000 --> 00:03:40.000]  作者很快
[00:03:40.000 --> 00:03:42.000]  三十九章開始已經說
[00:03:42.000 --> 00:03:46.000]  約瑟的品格靈性
[00:03:46.000 --> 00:03:50.000]  成為改變一些環境
[00:03:50.000 --> 00:03:54.000]  神使用他的地方
[00:03:54.000 --> 00:03:56.000]  相比以往的先祖
[00:03:56.000 --> 00:03:58.000]  阿伯拉罕
[00:03:58.000 --> 00:03:59.000]  以撒
[00:03:59.000 --> 00:04:00.000]  雅各
[00:04:00.000 --> 00:04:01.000]  我們也說過
[00:04:01.000 --> 00:04:03.000]  神的確揀選他們
[00:04:03.000 --> 00:04:06.000]  不過還有很多的熬煉
[00:04:06.000 --> 00:04:10.000]  很多他們生命裏的軟弱
[00:04:10.000 --> 00:04:12.000]  需要神來
[00:04:12.000 --> 00:04:15.000]  有時甚至乎很突然的
[00:04:15.000 --> 00:04:17.000]  要出手要插手
[00:04:17.000 --> 00:04:20.000]  才可以讓那個計劃
[00:04:20.000 --> 00:04:25.000]  不會被人的計謀影響
[00:04:25.000 --> 00:04:27.000]  但是對約瑟來說
[00:04:27.000 --> 00:04:29.000]  我們一路看下去
[00:04:29.000 --> 00:04:34.000]  都不覺得約瑟有任何的瑕疵
[00:04:34.000 --> 00:04:36.000]  甚至乎近乎完美
[00:04:36.000 --> 00:04:39.000]  說到他有聖神的靈
[00:04:39.000 --> 00:04:42.000]  說到他是一個極有智慧的人
[00:04:42.000 --> 00:04:44.000]  稍後四十一章
[00:04:44.000 --> 00:04:46.000]  說他怎樣來去
[00:04:46.000 --> 00:04:49.000]  運籌維握做宰相
[00:04:49.000 --> 00:04:51.000]  在七個的豐年
[00:04:51.000 --> 00:04:55.000]  怎樣去幫埃及
[00:04:55.000 --> 00:04:56.000]  法老
[00:04:56.000 --> 00:04:59.000]  來去囤積很多的糧食
[00:04:59.000 --> 00:05:02.000]  還有怎樣來去囤積一些地圖
[00:05:02.000 --> 00:05:05.000]  以致在七個的豐年的時候
[00:05:05.000 --> 00:05:09.000]  他就能夠解救當時的時代
[00:05:09.000 --> 00:05:11.000]  你會看到
[00:05:11.000 --> 00:05:14.000]  作者是很想帶出這個重點
[00:05:14.000 --> 00:05:16.000]  這裏又告訴我們
[00:05:16.000 --> 00:05:19.000]  往後的一些屬靈人
[00:05:19.000 --> 00:05:23.000]  都是從那個品格來開始
[00:05:23.000 --> 00:05:28.000]  很少是從一個極大的一種Charisma
[00:05:28.000 --> 00:05:30.000]  Charisma現在變成一個
[00:05:30.000 --> 00:05:32.000]  其實是一個希臘文
[00:05:32.000 --> 00:05:34.000]  變成一個英文
[00:05:34.000 --> 00:05:35.000]  變成一個
[00:05:35.000 --> 00:05:37.000]  就算一般的世人
[00:05:37.000 --> 00:05:39.000]  坊間的社會
[00:05:39.000 --> 00:05:42.000]  說一些很厲害的人
[00:05:42.000 --> 00:05:45.000]  就說他很有Charisma
[00:05:45.000 --> 00:05:47.000]  Charisma其實是一個恩賜的意思
[00:05:47.000 --> 00:05:50.000]  希臘文的原文就是恩賜
[00:05:50.000 --> 00:05:52.000]  在新約出現很多次
[00:05:52.000 --> 00:05:55.000]  特別保羅在哥林多前書十四章
[00:05:55.000 --> 00:05:57.000]  就說很多Charisma
[00:05:57.000 --> 00:06:00.000]  已經變成一個普通的英文字
[00:06:00.000 --> 00:06:03.000]  其實那個字是希臘文直譯過來的
[00:06:03.000 --> 00:06:07.000]  似乎由約瑟之後
[00:06:07.000 --> 00:06:12.000]  就不是太過崇尚一些有極大恩賜的人
[00:06:12.000 --> 00:06:16.000]  反而就是祈求他的品格
[00:06:16.000 --> 00:06:20.000]  是否近似摩西五經的律法書
[00:06:20.000 --> 00:06:22.000]  這裏我們會看回
[00:06:22.000 --> 00:06:25.000]  特別三十章的生命記
[00:06:25.000 --> 00:06:27.000]  都會有說
[00:06:27.000 --> 00:06:30.000]  這裏大概上個星期我們就說過
[00:06:30.000 --> 00:06:33.000]  所以我們都求主幫助
[00:06:33.000 --> 00:06:38.000]  在神安排的
[00:06:38.000 --> 00:06:41.000]  剛剛我星期日在佳音樓講道
[00:06:41.000 --> 00:06:45.000]  都講這個殺種的比喻
[00:06:45.000 --> 00:06:47.000]  其中那個好土
[00:06:47.000 --> 00:06:50.000]  要忍耐著結實
[00:06:50.000 --> 00:06:53.000]  才能夠結出那個修成
[00:06:53.000 --> 00:06:55.000]  你見到約瑟就是
[00:06:55.000 --> 00:06:59.000]  神好像沒有需要為他
[00:06:59.000 --> 00:07:03.000]  用一些很危急的拯救
[00:07:03.000 --> 00:07:06.000]  而是讓他的品格
[00:07:06.000 --> 00:07:09.000]  承受那些誤會
[00:07:09.000 --> 00:07:14.000]  逼迫 誣告 或者是陷害
[00:07:14.000 --> 00:07:18.000]  但約瑟都仍然是這樣等待神
[00:07:18.000 --> 00:07:21.000]  他轉了那個場景
[00:07:21.000 --> 00:07:23.000]  轉了那個老闆
[00:07:23.000 --> 00:07:26.000]  由爸爸的父家雅各
[00:07:26.000 --> 00:07:29.000]  被那些兄弟陷害
[00:07:29.000 --> 00:07:31.000]  賣豬仔去了埃及
[00:07:31.000 --> 00:07:34.000]  去到波提佛的家
[00:07:34.000 --> 00:07:37.000]  那個宮裏面來服侍
[00:07:37.000 --> 00:07:41.000]  很快就變成一個出人頭地
[00:07:41.000 --> 00:07:43.000]  波提佛都看到
[00:07:43.000 --> 00:07:47.000]  觀察到一個奴隸
[00:07:47.000 --> 00:07:50.000]  可以有這麼高的辦事能力
[00:07:50.000 --> 00:07:55.000]  還有這麼好的一種生命品格流露出來
[00:07:55.000 --> 00:07:57.000]  作者又一而再
[00:07:57.000 --> 00:07:59.000]  印了很多次
[00:07:59.000 --> 00:08:01.000]  耶和華與他同在
[00:08:01.000 --> 00:08:03.000]  是那個主題曲
[00:08:03.000 --> 00:08:08.000]  約瑟為人的原因
[00:08:08.000 --> 00:08:10.000]  為什麼呢
[00:08:10.000 --> 00:08:12.000]  是不是因為他名校
[00:08:12.000 --> 00:08:19.000]  那沙仔 華忍仔 港大 劍橋 牛津
[00:08:19.000 --> 00:08:21.000]  有時往往不是
[00:08:21.000 --> 00:08:25.000]  有時往往那些在外國留學的
[00:08:25.000 --> 00:08:28.000]  有時未必是那個智慧
[00:08:28.000 --> 00:08:30.000]  讀書的能力
[00:08:30.000 --> 00:08:33.000]  和他真正的品格相輔相成
[00:08:33.000 --> 00:08:36.000]  但我們見到約瑟就不是這樣
[00:08:36.000 --> 00:08:39.000]  約瑟就是在這些陷害裏面
[00:08:39.000 --> 00:08:41.000]  耶和華與他同在
[00:08:41.000 --> 00:08:45.000]  很快看看39章我們之前讀過的
[00:08:45.000 --> 00:08:47.000]  因為等下我們會看第40章
[00:08:47.000 --> 00:08:48.000]  比較重要的經文
[00:08:48.000 --> 00:08:51.000]  39章由第二節開始
[00:08:51.000 --> 00:08:53.000]  我們先溫習
[00:08:53.000 --> 00:08:55.000]  有少少鼻水不要介意
[00:08:55.000 --> 00:08:57.000]  因為今天的風大
[00:08:57.000 --> 00:08:58.000]  吹得很厲害
[00:08:58.000 --> 00:09:00.000]  所以鼻子有點敏感
[00:09:00.000 --> 00:09:01.000]  第二節
[00:09:01.000 --> 00:09:05.000]  約瑟住在他主人埃及人的家中
[00:09:05.000 --> 00:09:07.000]  耶和華與他同在
[00:09:07.000 --> 00:09:10.000]  他就百事順利
[00:09:10.000 --> 00:09:13.000]  他主人見耶和華與他同在
[00:09:13.000 --> 00:09:17.000]  又見耶和華使他手裏所辦的
[00:09:17.000 --> 00:09:19.000]  盡都順利
[00:09:19.000 --> 00:09:22.000]  在主人的眼前蒙恩
[00:09:22.000 --> 00:09:24.000]  侍候他的主人
[00:09:24.000 --> 00:09:27.000]  並且主人又派他管理家務
[00:09:27.000 --> 00:09:30.000]  這個模式又會不斷出現
[00:09:30.000 --> 00:09:38.000]  接著我們很快去到第23節
[00:09:38.000 --> 00:09:39.000]  23節
[00:09:39.000 --> 00:09:42.000]  凡是約瑟手下的事
[00:09:42.000 --> 00:09:48.000]  司獄(監獄處處長)
[00:09:48.000 --> 00:09:50.000]  司獄一概不察
[00:09:50.000 --> 00:09:53.000]  因為耶和華與約瑟同在
[00:09:53.000 --> 00:09:57.000]  耶和華使他所作的盡都順利
[00:09:57.000 --> 00:10:00.000]  一而再出現這些經文
[00:10:00.000 --> 00:10:02.000]  或者19節都有
[00:10:02.000 --> 00:10:05.000]  約瑟39章的19節
[00:10:05.000 --> 00:10:08.000]  約瑟的主人聽見他妻子
[00:10:08.000 --> 00:10:10.000]  對他所說的話說
[00:10:10.000 --> 00:10:12.000]  主人如此如此待我
[00:10:12.000 --> 00:10:13.000]  他就生氣
[00:10:13.000 --> 00:10:14.000]  就是波提弗
[00:10:14.000 --> 00:10:16.000]  把約瑟下在監獄
[00:10:16.000 --> 00:10:19.000]  就是他自己宮內的監獄
[00:10:19.000 --> 00:10:22.000]  就是黃的囚犯被囚的地方
[00:10:22.000 --> 00:10:26.000]  因為這個護衛長就是波提弗
[00:10:26.000 --> 00:10:29.000]  於是約瑟在那裏坐監
[00:10:29.000 --> 00:10:32.000]  但耶和華與約瑟同在
[00:10:32.000 --> 00:10:34.000]  向他施恩
[00:10:34.000 --> 00:10:37.000]  使他在司獄的眼前蒙恩
[00:10:37.000 --> 00:10:40.000]  司獄就把監獄裏所有的囚犯
[00:10:40.000 --> 00:10:42.000]  都交在約瑟的手下
[00:10:42.000 --> 00:10:44.000]  他們在那裏所辦的事
[00:10:44.000 --> 00:10:48.000]  都是經他的手來辦的
[00:10:48.000 --> 00:10:50.000]  你就看到第二個圖案
[00:10:50.000 --> 00:10:52.000]  轉了路板
[00:10:52.000 --> 00:10:56.000]  由爸爸雅各轉了去波提弗
[00:10:56.000 --> 00:10:59.000]  埃及很遠的
[00:10:59.000 --> 00:11:03.000]  在埃及跟隨波提弗
[00:11:03.000 --> 00:11:05.000]  又被陷害
[00:11:05.000 --> 00:11:06.000]  又去了坐監
[00:11:06.000 --> 00:11:08.000]  在監獄裏面
[00:11:08.000 --> 00:11:12.000]  那個掌管監獄的獄長
[00:11:12.000 --> 00:11:15.000]  又看到約瑟的辦事
[00:11:15.000 --> 00:11:17.000]  那個為人品格
[00:11:17.000 --> 00:11:19.000]  根本不像監犯
[00:11:19.000 --> 00:11:21.000]  監犯有時也有個樣子
[00:11:21.000 --> 00:11:22.000]  即是那些織犯
[00:11:22.000 --> 00:11:24.000]  我不知道你有沒有去探監
[00:11:24.000 --> 00:11:26.000]  做傳道我們有時會探監
[00:11:26.000 --> 00:11:29.000]  有時會報道在監獄裏面
[00:11:29.000 --> 00:11:30.000]  讀神學的時候
[00:11:30.000 --> 00:11:32.000]  會在神學院
[00:11:32.000 --> 00:11:35.000]  我們會有報道團去監獄
[00:11:35.000 --> 00:11:39.000]  我們會去壁屋去過一次
[00:11:39.000 --> 00:11:44.000]  多數是會去少年犯
[00:11:44.000 --> 00:11:47.000]  那些21歲以上成人監
[00:11:47.000 --> 00:11:48.000]  我們是不能去的
[00:11:48.000 --> 00:11:51.000]  監獄處不讓我們神學生去
[00:11:51.000 --> 00:11:53.000]  只讓我們21歲以下的
