
[00:00:00.000 --> 00:00:02.000]  頂智慧早晨
[00:00:02.000 --> 00:00:07.000]  每一次能夠站在這裏和大家一起敬拜
[00:00:07.000 --> 00:00:09.000]  其實都很希望告訴大家
[00:00:09.000 --> 00:00:12.000]  其實是真的很值得去感恩的一件事
[00:00:12.000 --> 00:00:16.000]  接下來可能又第四波
[00:00:16.000 --> 00:00:20.000]  有機會崇拜又要暫停
[00:00:20.000 --> 00:00:22.000]  所以當每一次回來的時候
[00:00:22.000 --> 00:00:24.000]  特別我們作傳道者的時候
[00:00:24.000 --> 00:00:25.000]  其實每個星期我們都要回來
[00:00:25.000 --> 00:00:27.000]  甚至乎我們每一堂都要在這裏
[00:00:28.000 --> 00:00:30.000]  我經常提醒自己
[00:00:30.000 --> 00:00:32.000]  我們每一次回來不是為了侍奉
[00:00:32.000 --> 00:00:34.000]  我們回來不是為了工作
[00:00:34.000 --> 00:00:37.000]  而是每一次上帝給機會
[00:00:37.000 --> 00:00:40.000]  我們能夠可以一起去敬拜上帝
[00:00:40.000 --> 00:00:42.000]  這個是值得我們要珍惜的
[00:00:42.000 --> 00:00:45.000]  所以和你身邊的弟兄姊妹
[00:00:45.000 --> 00:00:46.000]  看看他們
[00:00:46.000 --> 00:00:48.000]  這群是聖經裏面告訴你的
[00:00:48.000 --> 00:00:49.000]  他們是你的肢體
[00:00:49.000 --> 00:00:52.000]  是跟你一起的
[00:00:52.000 --> 00:00:57.000]  是值得你去一起的紀念守望的
[00:00:57.000 --> 00:00:59.000]  所以很盼望
[00:00:59.000 --> 00:01:01.000]  當我們今天有機會仍然回來當中
[00:01:01.000 --> 00:01:04.000]  希望大家能夠去珍惜這個機會
[00:01:04.000 --> 00:01:07.000]  亦都在網上的弟兄姊妹
[00:01:07.000 --> 00:01:10.000]  盼望當我們每一次去敬拜上帝的時候
[00:01:10.000 --> 00:01:13.000]  我不知道今天你穿著什麼衣服
[00:01:13.000 --> 00:01:16.000]  我不知道你是坐在一個什麼姿勢
[00:01:16.000 --> 00:01:19.000]  但求上帝讓我們能夠知道
[00:01:19.000 --> 00:01:20.000]  當我們每一次去敬拜上帝
[00:01:20.000 --> 00:01:22.000]  我們都預備好
[00:01:22.000 --> 00:01:24.000]  有一個最好的姿態
[00:01:24.000 --> 00:01:26.000]  我們去敬拜我們的神
[00:01:27.000 --> 00:01:30.000]  今天和大家分享這段經文的時候
[00:01:30.000 --> 00:01:33.000]  其實我要和大家分享的不是只是幾節經文
[00:01:33.000 --> 00:01:36.000]  某程度上我很想和大家說亞國書
[00:01:36.000 --> 00:01:39.000]  因為亞國書是一個很特別的背景
[00:01:39.000 --> 00:01:43.000]  亞國書其實全卷裏面的時候
[00:01:43.000 --> 00:01:48.000]  是當時的教會正在受很大的逼迫
[00:01:48.000 --> 00:01:50.000]  教會裏面的時候
[00:01:50.000 --> 00:01:54.000]  他們是會受著很多很多的衝擊
[00:01:54.000 --> 00:01:57.000]  以至於亞國就寫了這篇亞國書
[00:01:57.000 --> 00:02:01.000]  去到當中去教導他們
[00:02:01.000 --> 00:02:04.000]  在一個墮落和滿懷敵意的世界裏面
[00:02:04.000 --> 00:02:08.000]  怎樣以神聖的智慧去回應這個世界
[00:02:08.000 --> 00:02:10.000]  他的意思就是
[00:02:10.000 --> 00:02:14.000]  不要用人的價值觀去作回應
[00:02:14.000 --> 00:02:17.000]  而是以天國的價值觀去作回應
[00:02:17.000 --> 00:02:20.000]  為什麼我去邀請大家
[00:02:20.000 --> 00:02:22.000]  我們要珍惜每一次
[00:02:22.000 --> 00:02:24.000]  因為今天在世界的角落裏面
[00:02:24.000 --> 00:02:26.000]  有些地方
[00:02:26.000 --> 00:02:28.000]  他們今天並不是那麼自由
[00:02:28.000 --> 00:02:29.000]  就能夠聽耶穌
[00:02:29.000 --> 00:02:33.000]  他們並不是那麼輕鬆就可以去崇拜
[00:02:33.000 --> 00:02:37.000]  所以當今天上帝仍然給我們有這個機會的時候
[00:02:37.000 --> 00:02:38.000]  我們真的要珍惜
[00:02:38.000 --> 00:02:41.000]  和珍惜讓我們能夠在香港
[00:02:41.000 --> 00:02:45.000]  我們可以自由地將這個福音傳給我們身邊的人
[00:02:45.000 --> 00:02:51.000]  所以雖然我們現在香港不是當日這樣的環境
[00:02:51.000 --> 00:02:53.000]  但是裏面說到
[00:02:53.000 --> 00:02:57.000]  你要用你神聖的智慧去回應這個世界
[00:02:57.000 --> 00:03:01.000]  這是我們基督徒應該要有的態度
[00:03:01.000 --> 00:03:04.000]  我們是一群屬於上帝的人
[00:03:04.000 --> 00:03:08.000]  我們的價值觀是什麼
[00:03:08.000 --> 00:03:12.000]  我們不是去按這個世界任何人
[00:03:12.000 --> 00:03:15.000]  告訴你的價值觀去過生活
[00:03:15.000 --> 00:03:18.000]  而是我們應該回到聖經裏面
[00:03:18.000 --> 00:03:22.000]  去看看上帝教我們怎樣去過生活
[00:03:22.000 --> 00:03:24.000]  所以作為今天我是傳道者
[00:03:24.000 --> 00:03:27.000]  特別有機會我們站在講台上
[00:03:27.000 --> 00:03:29.000]  我們知道我們講話要很小心
[00:03:29.000 --> 00:03:32.000]  因為我們究竟
[00:03:32.000 --> 00:03:33.000]  我們每次講到
[00:03:33.000 --> 00:03:36.000]  是有些說話我想和你說
[00:03:36.000 --> 00:03:38.000]  然後我借著聖經去和你說
[00:03:38.000 --> 00:03:42.000]  還是聖經裏面上帝有些說話想和你說
[00:03:42.000 --> 00:03:46.000]  而我很忠實地將上帝的教導和大家分享
[00:03:46.000 --> 00:03:47.000]  其實這個是一線之差
[00:03:48.000 --> 00:03:51.000]  所以這是很需要上帝給我們這份智慧
[00:03:51.000 --> 00:03:53.000]  小心謹慎
[00:03:53.000 --> 00:03:56.000]  我們仍然按著上帝所講的神聖智慧
[00:03:56.000 --> 00:03:58.000]  我們去和大家分享
[00:03:58.000 --> 00:04:02.000]  是上帝告訴我們我們應該怎樣去回應
[00:04:02.000 --> 00:04:05.000]  雅各書的第一章裏面
[00:04:05.000 --> 00:04:08.000]  其實是以兩個信徒的生活範疇
[00:04:08.000 --> 00:04:11.000]  試煉進行和上帝的教導
[00:04:11.000 --> 00:04:14.000]  去解釋給大家聽什麼是神聖的智慧
[00:04:15.000 --> 00:04:17.000]  第二章裏面的時候
[00:04:17.000 --> 00:04:19.000]  他講到神聖的智慧的應用
[00:04:19.000 --> 00:04:22.000]  他用了謙卑、信心和行為
[00:04:22.000 --> 00:04:24.000]  去講到什麼叫神聖智慧
[00:04:24.000 --> 00:04:26.000]  所以裏面講到其中的一個
[00:04:26.000 --> 00:04:28.000]  大家很記得的
[00:04:28.000 --> 00:04:29.000]  就是你的舌頭
[00:04:29.000 --> 00:04:31.000]  要控制你的舌頭
[00:04:31.000 --> 00:04:33.000]  其實今天我們的舌頭
[00:04:33.000 --> 00:04:35.000]  聖經的雅各的意思就是
[00:04:35.000 --> 00:04:38.000]  這個舌頭是身體裏面最小的器官
[00:04:38.000 --> 00:04:41.000]  但是如果你能夠控制得好的話
[00:04:41.000 --> 00:04:43.000]  這個就是最重要
[00:04:43.000 --> 00:04:44.000]  也是最基本
[00:04:44.000 --> 00:04:46.000]  如果你能夠控制到你的舌頭的話
[00:04:46.000 --> 00:04:49.000]  你就能夠控制整個人
[00:04:49.000 --> 00:04:52.000]  這個很重要的
[00:04:52.000 --> 00:04:55.000]  我不知道大家會覺得怎樣評論
[00:04:55.000 --> 00:04:57.000]  究竟一個人
[00:04:57.000 --> 00:04:58.000]  真實的
[00:04:58.000 --> 00:05:00.000]  用我的肉體去攻擊你
[00:05:00.000 --> 00:05:01.000]  令你受傷
[00:05:01.000 --> 00:05:03.000]  這種暴力令到是比較嚴重
[00:05:03.000 --> 00:05:06.000]  還是你的舌頭裏面
[00:05:06.000 --> 00:05:09.000]  去令到其他人受傷是比較嚴重
[00:05:09.000 --> 00:05:12.000]  其實我想告訴大家聽
[00:05:12.000 --> 00:05:15.000]  兩者基本上是沒有分別的
[00:05:15.000 --> 00:05:18.000]  大家都聽過一句話叫
[00:05:18.000 --> 00:05:20.000]  人言可畏
[00:05:20.000 --> 00:05:23.000]  其實我們的說話裏面
