
[00:00:00.000 --> 00:00:03.040]  《路加福音》二章四十一至五十二節
[00:00:03.040 --> 00:00:07.040]  記載在我們教會的新約聖經第九十頁
[00:00:07.040 --> 00:00:13.840]  《路加福音》二章四十一至四十二節
[00:00:13.840 --> 00:00:16.000]  如果找到的時候
[00:00:16.000 --> 00:00:20.840]  你可以聽我讀出四十一至五十二節的經文
[00:00:20.840 --> 00:00:22.840]  每年如雨節
[00:00:22.840 --> 00:00:25.960]  他父母都上耶路撒冷去
[00:00:25.960 --> 00:00:27.760]  當他十二歲的時候
[00:00:27.760 --> 00:00:31.360]  他們按著過節的規矩上去
[00:00:31.360 --> 00:00:32.720]  守滿了節期
[00:00:32.720 --> 00:00:34.080]  他們回去
[00:00:34.080 --> 00:00:37.000]  系統耶穌營救在耶路撒冷
[00:00:37.000 --> 00:00:39.160]  他的父母並不知道
[00:00:39.160 --> 00:00:41.920]  以為他在同行的人中間
[00:00:41.920 --> 00:00:43.440]  走了一天的路程
[00:00:43.440 --> 00:00:47.160]  才在親屬和熟悉的人中找他
[00:00:47.160 --> 00:00:48.520]  既找不著
[00:00:48.520 --> 00:00:51.400]  就會耶路撒冷去找他
[00:00:51.400 --> 00:00:52.680]  過了三天
[00:00:52.680 --> 00:00:55.680]  他們發現他在聖殿裡
[00:00:55.680 --> 00:00:57.040]  坐在教師中間
[00:00:57.040 --> 00:00:58.760]  一面聽一面聞
[00:00:58.760 --> 00:01:00.760]  凡聽見他的人
[00:01:00.760 --> 00:01:05.040]  都對他的聰明和應對感到驚奇
[00:01:05.040 --> 00:01:08.040]  他父母看見就很驚奇
[00:01:08.040 --> 00:01:09.720]  他母親對他說
[00:01:09.720 --> 00:01:12.400]  「我兒啊,你為什麼這樣對我呢?」
[00:01:12.400 --> 00:01:17.200]  「看啊,你父親和我很著急,到處找你。」
[00:01:17.200 --> 00:01:18.640]  耶穌對他們說
[00:01:18.640 --> 00:01:20.120]  「為什麼找我呢?」
[00:01:20.120 --> 00:01:24.440]  「難道你們不知道我已經當在我的附加裡嗎?」
[00:01:24.440 --> 00:01:26.000]  他所說的話
[00:01:26.000 --> 00:01:27.800]  他們不明白
[00:01:27.800 --> 00:01:29.640]  他就和他們下去
[00:01:29.640 --> 00:01:30.920]  回到拿撒勒
[00:01:30.920 --> 00:01:32.560]  並順從他們
[00:01:32.560 --> 00:01:34.840]  他母親把這一切的事
[00:01:34.840 --> 00:01:36.840]  都存在心裡
[00:01:36.840 --> 00:01:38.760]  耶穌自慰和新娘
[00:01:38.760 --> 00:01:41.080]  並神和人喜愛他的心
[00:01:41.080 --> 00:01:42.720]  都一起增長
[00:01:42.720 --> 00:01:44.720]  張聖人教的國脈聲
[00:01:44.720 --> 00:01:52.600]  我們一起同心祈禱
[00:01:54.040 --> 00:01:55.320]  親愛的天父上帝
[00:01:55.320 --> 00:01:57.320]  我們在今天的主日
[00:01:57.320 --> 00:01:59.320]  首先來感謝祢
[00:01:59.320 --> 00:02:01.320]  因為祢是生命的主
[00:02:01.320 --> 00:02:06.680]  我們也為著有這個機會在世上生活感謝祢
[00:02:06.680 --> 00:02:09.200]  我們為著有我們的母親
[00:02:09.200 --> 00:02:10.840]  有我們的父親
[00:02:10.840 --> 00:02:12.240]  我們感謝祢
[00:02:12.240 --> 00:02:14.680]  或許我們今天是別人的母親
[00:02:14.680 --> 00:02:16.240]  或者是別人的父親
[00:02:16.240 --> 00:02:18.240]  我們同樣的來明白
[00:02:18.240 --> 00:02:21.240]  這是神給我們的一個使命
[00:02:21.240 --> 00:02:22.840]  是一個祝福
[00:02:22.840 --> 00:02:25.520]  趁著今天是一個母親節的日子
[00:02:25.520 --> 00:02:27.320]  在我們崇拜的當中
[00:02:27.320 --> 00:02:29.840]  求祢的靈與我們同在
[00:02:29.840 --> 00:02:31.840]  也讓我們思想
[00:02:31.840 --> 00:02:33.840]  如何從聖經的角度
[00:02:33.840 --> 00:02:35.240]  從神的眼光
[00:02:35.240 --> 00:02:38.440]  去看這些角色和這些責任
[00:02:38.440 --> 00:02:40.640]  我們求祢的靈
[00:02:40.640 --> 00:02:42.840]  開啟我們屬靈的眼睛
[00:02:42.840 --> 00:02:44.640]  幫助我們去看到
[00:02:44.640 --> 00:02:47.240]  我們每一天生活的狀態
[00:02:47.240 --> 00:02:49.840]  是祢自己來告訴我們
[00:02:49.840 --> 00:02:51.840]  我們的生活是怎樣
[00:02:51.840 --> 00:02:53.840]  是祢自己告訴我們
[00:02:53.840 --> 00:02:55.640]  我們應該如何調整
[00:02:55.640 --> 00:02:57.640]  是祢自己告訴我們
[00:02:57.640 --> 00:03:01.640]  我們如何可以在基督徒的人生中
[00:03:01.640 --> 00:03:04.440]  更加地走在祢的旨意中
[00:03:04.440 --> 00:03:06.240]  祈禱奉耶穌基督的名
[00:03:06.240 --> 00:03:07.240]  阿們
[00:03:07.240 --> 00:03:09.240]  多謝神的恩典
[00:03:09.240 --> 00:03:11.240]  也很感恩
[00:03:11.240 --> 00:03:13.240]  我寫了這篇講章
[00:03:13.240 --> 00:03:15.240]  有我們的同工幫我
[00:03:15.240 --> 00:03:18.240]  將它變成大家可以看到的powerpoint
[00:03:18.240 --> 00:03:20.240]  在祈禱的裡面
[00:03:20.240 --> 00:03:22.640]  我自己定了一個題目
[00:03:22.640 --> 00:03:24.640]  就是母親的屬靈使命
[00:03:24.640 --> 00:03:27.640]  因為母親節歌頌母親很多人都講
[00:03:27.640 --> 00:03:30.640]  但在教會我們似乎應該
[00:03:30.640 --> 00:03:32.640]  講多一點屬靈的事情
[00:03:32.640 --> 00:03:35.640]  母親有什麼屬靈的使命呢
[00:03:35.640 --> 00:03:38.640]  當然我講的事情不會跳出很多
[00:03:38.640 --> 00:03:40.640]  舊時人們講過的事情
[00:03:40.640 --> 00:03:43.640]  我只是將那些很重要的事情
[00:03:43.640 --> 00:03:45.640]  是重點的講一講
[00:03:45.640 --> 00:03:49.640]  經文我選了路加福音第二章41到52節
[00:03:49.640 --> 00:03:52.640]  講到的內容我這次分三部分
[00:03:52.640 --> 00:03:55.640]  第一就是講到母親的辛勞
[00:03:55.640 --> 00:03:58.640]  第二就是講到母親的屬靈保護
[00:03:58.640 --> 00:04:01.640]  第三就是講到母親的放手
[00:04:01.640 --> 00:04:03.640]  在預備講章的時候
[00:04:03.640 --> 00:04:07.640]  我就探討一些關於母親的角色研究
[00:04:07.640 --> 00:04:10.640]  原來發覺香港或者華語世界
[00:04:10.640 --> 00:04:12.640]  或者英語世界有很多這些討論的
[00:04:12.640 --> 00:04:15.640]  有些叫做sex and gender
[00:04:15.640 --> 00:04:17.640]  這些東西我都看了不少
[00:04:17.640 --> 00:04:20.640]  其中有些觀念很值得我們去想的
[00:04:20.640 --> 00:04:22.640]  就是屋和家
[00:04:22.640 --> 00:04:25.640]  你知道我們回家
[00:04:25.640 --> 00:04:27.640]  其實你回到你住的地方
[00:04:27.640 --> 00:04:29.640]  但你有沒有家的感覺呢
[00:04:29.640 --> 00:04:33.640]  因為屋和家是兩個不同的觀念
[00:04:33.640 --> 00:04:38.640]  另一方面就是婚姻和家庭
[00:04:38.640 --> 00:04:40.640]  我們很多時候
[00:04:40.640 --> 00:04:42.640]  不是很清楚它是什麼含義
[00:04:42.640 --> 00:04:45.640]  婚姻是一男一女一夫一妻的組合
[00:04:45.640 --> 00:04:47.640]  家庭是包括你有下一代
[00:04:47.640 --> 00:04:49.640]  即是有孩子
[00:04:49.640 --> 00:04:53.640]  所以有些人是沒有進入這個狀態
[00:04:53.640 --> 00:04:56.640]  但是我們都一定要去想
[00:04:56.640 --> 00:04:58.640]  我們現在這麼忙碌的生活裡面
[00:04:58.640 --> 00:05:03.640]  我是回家吃飯睡覺
[00:05:03.640 --> 00:05:05.640]  還是我真的有一個家呢
[00:05:05.640 --> 00:05:07.640]  我有沒有一個家的歸屬感
[00:05:07.640 --> 00:05:09.640]  家的感覺呢
[00:05:09.640 --> 00:05:13.640]  會不會在裡面感到得到支持鼓勵呢
[00:05:13.640 --> 00:05:14.640]  今天趁這個機會我們去想
[00:05:14.640 --> 00:05:19.640]  或者可以想想以前我們的父母給我們的保護和祝福
[00:05:19.640 --> 00:05:21.640]  在我看這些資料的時候
[00:05:21.640 --> 00:05:24.640]  我發覺現在的母親很大壓力
[00:05:24.640 --> 00:05:27.640]  因為我已經是不同的年代
[00:05:27.640 --> 00:05:30.640]  有一個觀念很特別叫產後抑鬱症
[00:05:30.640 --> 00:05:34.640]  我想倒數三四十年前
[00:05:34.640 --> 00:05:36.640]  我們不是很明白這個字眼
[00:05:36.640 --> 00:05:37.640]  這個是很重要的課題
[00:05:37.640 --> 00:05:39.640]  我看過很多材料
[00:05:39.640 --> 00:05:41.640]  我找一個比較可靠的材料
[00:05:41.640 --> 00:05:44.640]  是陳安醫院的網頁你們可以上去找
