
[00:00:00.000 --> 00:00:02.180]  再一次感謝天父
[00:00:02.180 --> 00:00:05.200]  我們可以真是有系統地去研讀
[00:00:05.200 --> 00:00:07.700]  《貼實羅尼加》的前後書
[00:00:07.700 --> 00:00:12.020]  一卷是頗重的木樣的書信
[00:00:12.020 --> 00:00:17.800]  試圖保羅對於初生的教會的關心
[00:00:17.800 --> 00:00:20.600]  他們在迫不還難裏面
[00:00:20.600 --> 00:00:23.040]  到底那個信心有沒有動搖?
[00:00:23.040 --> 00:00:26.840]  保羅怎樣來到去在信望外
[00:00:26.840 --> 00:00:31.640]  勉勵當時的弟兄姊妹去追求
[00:00:31.640 --> 00:00:34.780]  去捍衛這個信仰
[00:00:34.780 --> 00:00:38.440]  都是值得我們今日去效法的
[00:00:38.440 --> 00:00:40.360]  求主都幫助我們
[00:00:40.360 --> 00:00:44.140]  我們都有一兩堂講到關於主的再臨
[00:00:44.140 --> 00:00:48.520]  第四章提到的復活的次序
[00:00:48.520 --> 00:00:51.040]  都是值得我們去深思
[00:00:51.040 --> 00:00:54.580]  這個世界的人如果不信的
[00:00:54.580 --> 00:00:57.120]  他們是不會相信有復活
[00:00:57.120 --> 00:01:00.320]  也都不會在他們的意識裏面
[00:01:00.320 --> 00:01:04.920]  有想到將來身體、靈魂
[00:01:04.920 --> 00:01:07.440]  會有一個永恆的歸宿
[00:01:07.440 --> 00:01:10.320]  所以這個是一個真是石破天驚
[00:01:10.320 --> 00:01:12.880]  是基督教才有的真理
[00:01:12.880 --> 00:01:16.760]  我們很盼望神給我們不要掉以輕心
[00:01:16.760 --> 00:01:19.320]  我們真是很認真去看這件事
[00:01:19.320 --> 00:01:24.700]  以致真是影響著我們地上的有限人生
[00:01:24.700 --> 00:01:26.140]  真是幾十年
[00:01:26.140 --> 00:01:31.740]  我們需要在主的眼中去過我們的生活
[00:01:31.740 --> 00:01:33.220]  求主幫助
[00:01:33.220 --> 00:01:36.360]  我們今天晚上再一次等候在你的面前
[00:01:36.360 --> 00:01:38.120]  我們還有好幾段的經文
[00:01:38.120 --> 00:01:40.320]  關於主再來要看的
[00:01:40.320 --> 00:01:43.640]  都幫助我們能夠透過不同的使徒
[00:01:43.640 --> 00:01:47.740]  我們去梳理經文的當時的內容
[00:01:47.740 --> 00:01:49.280]  和那個勸勉
[00:01:49.280 --> 00:01:51.220]  我們這樣仰望禱告
[00:01:51.220 --> 00:01:53.620]  奉耶穌基督的名
[00:01:53.620 --> 00:01:54.920]  阿們
[00:01:54.920 --> 00:01:59.520]  稍微補充第四章
[00:01:59.520 --> 00:02:03.620]  如果我們真是對於那個復活的盼望
[00:02:03.620 --> 00:02:07.700]  其中保羅不是為了講復活而講的
[00:02:07.700 --> 00:02:10.180]  最大的那個關注
[00:02:10.180 --> 00:02:14.580]  就是因為當時有一些弟兄姊妹
[00:02:14.580 --> 00:02:18.300]  很擔心自己已經死了的家人
[00:02:18.300 --> 00:02:20.700]  他們到底現在身在何處
[00:02:20.700 --> 00:02:22.820]  和將來是怎樣呢?
[00:02:22.820 --> 00:02:25.660]  所以保羅基於這個模樣
[00:02:25.660 --> 00:02:28.140]  來跟他們去講
[00:02:28.140 --> 00:02:30.700]  所以這個整個主再來
[00:02:30.700 --> 00:02:32.580]  是在這一段經文
[00:02:32.580 --> 00:02:34.620]  不是特別要探討的
[00:02:34.620 --> 00:02:39.420]  而是講到那些真是離開了世界的人
[00:02:39.420 --> 00:02:42.860]  他們到底現在是怎樣的情況呢?
[00:02:42.860 --> 00:02:47.080]  和將來主耶穌回來的時候
[00:02:47.080 --> 00:02:49.080]  又會是怎樣呢?
[00:02:49.080 --> 00:02:51.220]  就一個非常之
[00:02:51.220 --> 00:02:53.620]  你可以說那個涵蓋的內容
[00:02:53.620 --> 00:02:58.740]  那個關心和那個層面
[00:02:58.740 --> 00:03:00.460]  是非常的廣闊
[00:03:00.460 --> 00:03:02.200]  只要在主裏面
[00:03:02.200 --> 00:03:05.600]  不論你是甚麼背景、甚麼階層
[00:03:05.600 --> 00:03:07.100]  只要你在主裏面
[00:03:07.100 --> 00:03:08.600]  在救恩裏面
