
[00:00:00.000 --> 00:00:03.520]  世界,只要心意更新而變化
[00:00:03.520 --> 00:00:10.800]  叫你們測驗何謂神的善良純全可喜悅的旨意
[00:00:10.800 --> 00:00:14.240]  我們現在將時間交給鄧泉去分享
[00:00:14.240 --> 00:00:17.840]  神的善良純全可喜悅的旨意
[00:00:27.680 --> 00:00:31.680]  鄧英姐妹早安
[00:00:31.680 --> 00:00:35.680]  和你身邊的人說一聲早安
[00:00:35.680 --> 00:00:41.680]  也說一聲主耶穌我是你
[00:00:41.680 --> 00:00:43.680]  又教大家第三招了
[00:00:43.680 --> 00:00:45.680]  平時我們見到人一定會說早安
[00:00:45.680 --> 00:00:46.680]  這是禮貌
[00:00:46.680 --> 00:00:49.680]  回來崇拜我們要和主耶穌說早安
[00:00:49.680 --> 00:00:51.680]  我們一起說主耶穌早安
[00:00:51.680 --> 00:00:52.680]  預備一二三
[00:00:52.680 --> 00:00:53.680]  主耶穌早安
[00:00:53.680 --> 00:00:54.680]  精神一點
[00:00:54.680 --> 00:00:56.680]  主耶穌早安
[00:00:56.680 --> 00:00:59.680]  記住我們每一天的裏面
[00:00:59.680 --> 00:01:02.680]  第一個要和祂說早安的不是你身邊的那個
[00:01:02.680 --> 00:01:03.680]  是主耶穌
[00:01:03.680 --> 00:01:07.680]  因為祂又賜了一天新的生命給大家
[00:01:07.680 --> 00:01:10.680]  今天和大家分享這段經文
[00:01:10.680 --> 00:01:12.680]  其實大家一點也不陌生
[00:01:12.680 --> 00:01:14.680]  甚至乎我相信有很多鄧英姐妹
[00:01:14.680 --> 00:01:15.680]  你應該懂得的金句
[00:01:15.680 --> 00:01:17.680]  你應該懂得背
[00:01:17.680 --> 00:01:19.680]  這段金句我們很鼓勵鄧英姐妹
[00:01:19.680 --> 00:01:21.680]  你真的要背了它
[00:01:21.680 --> 00:01:22.680]  所以弟兄們
[00:01:22.680 --> 00:01:24.680]  我以神的慈悲勸你們
[00:01:24.680 --> 00:01:27.680]  將身體獻上當作活祭
[00:01:27.680 --> 00:01:28.680]  是聖潔的
[00:01:28.680 --> 00:01:29.680]  是神所喜悅的
[00:01:29.680 --> 00:01:32.680]  你們如此侍奉乃是理所當然的
[00:01:32.680 --> 00:01:34.680]  不要效法這個世界
[00:01:34.680 --> 00:01:36.680]  只要心意根生而變化
[00:01:36.680 --> 00:01:39.680]  叫你們測驗何謂神的善良
[00:01:39.680 --> 00:01:41.680]  純全可喜悅的旨意
[00:01:41.680 --> 00:01:43.680]  為什麼這麼重要
[00:01:43.680 --> 00:01:47.680]  因為羅馬書是一本非常非常重要的書
[00:01:47.680 --> 00:01:50.680]  如果你想認識你的罪
[00:01:50.680 --> 00:01:54.680]  你想認識人的真實情況
[00:01:54.680 --> 00:01:56.680]  你必須看羅馬書
[00:01:56.680 --> 00:01:58.680]  裡面很清楚和你說了
[00:01:58.680 --> 00:02:00.680]  罪如何影響我們的生命
[00:02:00.680 --> 00:02:03.680]  其實羅馬書裡面第一章至第十一章的時候
[00:02:03.680 --> 00:02:05.680]  保羅是和我們說到很深層的
[00:02:05.680 --> 00:02:09.680]  關於罪帶來給人類的嚴重性
[00:02:09.680 --> 00:02:12.680]  也都說到猶太人和外邦人之間
[00:02:12.680 --> 00:02:15.680]  其實在這些信仰裡面
[00:02:15.680 --> 00:02:17.680]  在上帝的裡面我們的關係如何
[00:02:17.680 --> 00:02:18.680]  因為為什麼
[00:02:18.680 --> 00:02:20.680]  當日的猶太人很看不起外邦人
[00:02:20.680 --> 00:02:21.680]  總覺得你們不行
[00:02:21.680 --> 00:02:22.680]  但他想告訴他們
[00:02:22.680 --> 00:02:24.680]  在上帝的救恩裡面
[00:02:24.680 --> 00:02:26.680]  從來上帝都沒有這樣分過
[00:02:26.680 --> 00:02:29.680]  在罪裡面大家一樣
[00:02:29.680 --> 00:02:32.680]  沒有一個人比另外一個人聖潔
[00:02:32.680 --> 00:02:35.680]  沒有一個人比另外一個人高級
[00:02:35.680 --> 00:02:38.680]  這個在羅馬書裡面說得很清楚
[00:02:38.680 --> 00:02:40.680]  當我們去面對這個問題的時候
[00:02:40.680 --> 00:02:42.680]  其實保羅亦都很坦然的
[00:02:42.680 --> 00:02:47.680]  和大家分享他生命裡面的實況
[00:02:47.680 --> 00:02:50.680]  保羅並不是一個高賢大智
[00:02:50.680 --> 00:02:52.680]  之後就和你說
[00:02:52.680 --> 00:02:53.680]  你看我今天多厲害
[00:02:53.680 --> 00:02:55.680]  你看你們多差
[00:02:55.680 --> 00:02:57.680]  這些是律法師的人
[00:02:57.680 --> 00:02:58.680]  但他不是
[00:02:58.680 --> 00:03:01.680]  他反而和大家在羅馬書裡面
[00:03:01.680 --> 00:03:03.680]  他和你很實在
[00:03:03.680 --> 00:03:05.680]  躺開心去告訴你
[00:03:05.680 --> 00:03:08.680]  我生命裡面的真實面
[00:03:08.680 --> 00:03:10.680]  有一段經文是很經典的
[00:03:10.680 --> 00:03:13.680]  你真的猜不到竟然是保羅說的
[00:03:13.680 --> 00:03:15.680]  他曾經說
[00:03:15.680 --> 00:03:18.680]  因為立志為善由得我
[00:03:18.680 --> 00:03:21.680]  只是行出來由不得我
[00:03:21.680 --> 00:03:24.680]  故此我所願意的善
[00:03:24.680 --> 00:03:25.680]  我反不做
[00:03:25.680 --> 00:03:27.680]  我所不願意的惡
[00:03:27.680 --> 00:03:28.680]  我倒去做
[00:03:28.680 --> 00:03:31.680]  若我去做我所不願意做的
[00:03:31.680 --> 00:03:33.680]  就不是我做的
[00:03:33.680 --> 00:03:36.680]  乃是住在我裡頭的罪做的
[00:03:36.680 --> 00:03:37.680]  我覺得有個律
[00:03:37.680 --> 00:03:40.680]  就是我願意為善的時候
[00:03:40.680 --> 00:03:42.680]  便有惡與我同在
[00:03:42.680 --> 00:03:45.680]  因為按著我裡面的意思
[00:03:45.680 --> 00:03:47.680]  我是喜歡神的律
[00:03:47.680 --> 00:03:49.680]  但我覺得肢體中另有一個律
[00:03:49.680 --> 00:03:51.680]  和我心中的律交戰
[00:03:51.680 --> 00:03:53.680]  把我擄去
[00:03:53.680 --> 00:03:56.680]  叫我服從那肢體中犯罪的律
[00:03:56.680 --> 00:03:58.680]  我真是苦
[00:03:58.680 --> 00:04:02.680]  誰能救我脫離者取死的身體呢
[00:04:02.680 --> 00:04:04.680]  我很敢說
[00:04:04.680 --> 00:04:06.680]  這是每一個基督徒
[00:04:06.680 --> 00:04:09.680]  今天你信了耶穌之後的掙扎
[00:04:09.680 --> 00:04:11.680]  是不是
[00:04:11.680 --> 00:04:13.680]  如果你問我
[00:04:13.680 --> 00:04:15.680]  我們有沒有辦法在這一天裡
[00:04:15.680 --> 00:04:17.680]  完完全全過
[00:04:17.680 --> 00:04:20.680]  完完全全聖潔的生活
[00:04:20.680 --> 00:04:22.680]  你猜有沒有可能
[00:04:22.680 --> 00:04:24.680]  其實是沒有可能的
[00:04:24.680 --> 00:04:26.680]  你會發覺原來罪很有趣
[00:04:26.680 --> 00:04:27.680]  罪是怎樣
[00:04:27.680 --> 00:04:29.680]  小小的地方便能進來
[00:04:29.680 --> 00:04:31.680]  但我就是想告訴你
[00:04:31.680 --> 00:04:32.680]  頂姐妹
[00:04:32.680 --> 00:04:35.680]  這才是我們今天基督徒的實況
[00:04:35.680 --> 00:04:37.680]  我經常說
[00:04:37.680 --> 00:04:38.680]  不要因為我們基督徒
[00:04:38.680 --> 00:04:41.680]  要在頭上交個光環
[00:04:41.680 --> 00:04:43.680]  我們好像比外面的人
[00:04:43.680 --> 00:04:44.680]  好一點
[00:04:44.680 --> 00:04:45.680]  不是
[00:04:45.680 --> 00:04:47.680]  不是,我想弄清楚
[00:04:47.680 --> 00:04:49.680]  我們應該要好一點
[00:04:49.680 --> 00:04:50.680]  你明白我的意思嗎
[00:04:50.680 --> 00:04:52.680]  因為靠著上帝我們應該要好的
[00:04:52.680 --> 00:04:54.680]  但實際我們是不是好一點
[00:04:54.680 --> 00:04:57.680]  不一定
[00:04:57.680 --> 00:04:58.680]  我想說
[00:04:58.680 --> 00:05:00.680]  今天我們每一個人的生命裡
[00:05:00.680 --> 00:05:01.680]  本身就是這樣
[00:05:01.680 --> 00:05:02.680]  保羅也說
[00:05:02.680 --> 00:05:03.680]  連保羅
[00:05:03.680 --> 00:05:05.680]  我們看他和上帝這麼親近
[00:05:05.680 --> 00:05:07.680]  他也說我就是這樣
[00:05:07.680 --> 00:05:09.680]  我們就坦然去承認
[00:05:09.680 --> 00:05:10.680]  所以我經常說我們基督教裡面
[00:05:10.680 --> 00:05:12.680]  有一個很寶貴的地方是什麼
[00:05:12.680 --> 00:05:17.680]  我們是蒙恩的罪人
[00:05:17.680 --> 00:05:19.680]  我們是蒙恩的罪人
[00:05:19.680 --> 00:05:21.680]  我們今天能夠站出來
[00:05:21.680 --> 00:05:23.680]  是因為有主耶穌
[00:05:23.680 --> 00:05:24.680]  祂給的恩典
[00:05:24.680 --> 00:05:25.680]  祂十字架的補血
[00:05:25.680 --> 00:05:27.680]  洗淨了我們
[00:05:27.680 --> 00:05:30.680]  所以我們不需要再為罪的緣故
[00:05:30.680 --> 00:05:32.680]  我們經常不開心
[00:05:32.680 --> 00:05:34.680]  我們不需要再去責備自己
[00:05:34.680 --> 00:05:37.680]  因為上帝已經赦免我們
[00:05:37.680 --> 00:05:38.680]  頂子梅
[00:05:38.680 --> 00:05:39.680]  Hallelujah
[00:05:39.680 --> 00:05:42.680]  這才是上帝給我們的恩典
[00:05:42.680 --> 00:05:43.680]  所以你會發覺
[00:05:43.680 --> 00:05:45.680]  當保羅說這些的時候
[00:05:45.680 --> 00:05:48.680]  他要先和你從第一章到第十一章
[00:05:48.680 --> 00:05:52.680]  很清楚地說原來根本罪就是這樣釋放
