
[00:00:00.000 --> 00:00:01.800]  各位大人 節哀平安
[00:00:01.800 --> 00:00:04.280]  在我們看神的懷疑之前
[00:00:04.280 --> 00:00:06.600]  我們一起祈禱
[00:00:06.600 --> 00:00:11.240]  「沒有恩典 沒有慈愛的主
[00:00:11.240 --> 00:00:13.240]  當我們來到祢面前
[00:00:13.240 --> 00:00:14.760]  何等的歡喜快樂
[00:00:14.760 --> 00:00:16.640]  因為充滿了祢的恩典
[00:00:16.640 --> 00:00:20.760]  以至祢聖靈在當中感動我們
[00:00:20.760 --> 00:00:25.720]  若然我們有什麼是不蒙祢喜悅的
[00:00:25.720 --> 00:00:28.920]  求主去挪開 剔除
[00:00:28.920 --> 00:00:33.600]  以至我們可以轉身可以看到祢對我們說話
[00:00:33.600 --> 00:00:36.800]  如祢在當中給我們悟性
[00:00:36.800 --> 00:00:40.280]  我們可以明白祢的真道
[00:00:40.280 --> 00:00:42.240]  以至我們可以走出來
[00:00:42.240 --> 00:00:45.040]  我們這樣祈禱 教託 奉主耶穌基督的名求
[00:00:45.040 --> 00:00:46.040]  阿門
[00:00:46.040 --> 00:00:55.240]  任何的建築物都離不開根基
[00:00:55.240 --> 00:00:56.520]  根基很重要
[00:00:56.520 --> 00:00:59.840]  無論將來的建築物是怎樣
[00:00:59.840 --> 00:01:00.840]  多麼的宏偉
[00:01:00.840 --> 00:01:05.440]  或者是平時我們住的樓宇
[00:01:05.440 --> 00:01:09.000]  但是根基是不可以忽視的
[00:01:09.000 --> 00:01:12.360]  因為這個工程做得不好的話
[00:01:12.360 --> 00:01:15.720]  就會影響你
[00:01:15.720 --> 00:01:17.240]  颳颱風的時候
[00:01:17.240 --> 00:01:18.720]  或者是地震的時候
[00:01:18.720 --> 00:01:20.240]  更加很明顯
[00:01:20.240 --> 00:01:21.720]  一個很重要的考驗
[00:01:21.720 --> 00:01:24.920]  特別是看到有些地區
[00:01:24.920 --> 00:01:26.640]  曾經地震之後
[00:01:26.640 --> 00:01:32.600]  你發現原來裡面的水泥不是全部塞滿的
[00:01:32.600 --> 00:01:34.600]  原來裡面還有塞滿膠樽的
[00:01:34.600 --> 00:01:38.920]  很多其他不重要的東西也塞進去了
[00:01:38.920 --> 00:01:41.920]  你會看到偷工減料
[00:01:41.920 --> 00:01:44.400]  所以根基是很重要的
[00:01:44.400 --> 00:01:47.120]  我們看神的話語的時候
[00:01:47.120 --> 00:01:49.440]  同樣想到
[00:01:49.440 --> 00:01:51.600]  弟兄姊妹這個屬靈的生命
[00:01:51.600 --> 00:01:54.400]  都需要留意的
[00:01:54.400 --> 00:01:56.400]  是不可以輕忽的
[00:01:56.400 --> 00:02:00.400]  這個圖雖然很小
[00:02:00.400 --> 00:02:04.400]  但是你要留意那幾個黃色的部分
[00:02:04.400 --> 00:02:06.880]  你會看到今天我們說的
[00:02:06.880 --> 00:02:08.400]  哥羅西教會
[00:02:08.400 --> 00:02:13.160]  它在史瓦斯亞以弗所東邊的一個市鎮
[00:02:13.160 --> 00:02:16.160]  在左邊那裡
[00:02:16.160 --> 00:02:17.160]  就是以弗所
[00:02:17.160 --> 00:02:19.160]  在我右邊就是哥羅西
[00:02:19.160 --> 00:02:21.400]  然後上方就是一個老底家
[00:02:21.400 --> 00:02:22.840]  在這個老底家
[00:02:22.840 --> 00:02:27.280]  你會看到原來是當時重要的金融中心
[00:02:27.280 --> 00:02:32.600]  哥羅西和它距離只有19公里
[00:02:32.600 --> 00:02:33.600]  不是很遠
[00:02:33.600 --> 00:02:36.600]  當我們看保羅
[00:02:36.600 --> 00:02:38.600]  在一章29節的時候
[00:02:38.600 --> 00:02:40.600]  他就告訴我們
[00:02:40.600 --> 00:02:44.600]  他是很辛勞的去傳福音
[00:02:44.600 --> 00:02:46.600]  但我們又知道這個教會
[00:02:46.600 --> 00:02:48.600]  不是他去建立的
[00:02:49.360 --> 00:02:54.600]  但是他曾經在以弗所派了童工
[00:02:54.600 --> 00:02:56.600]  去到哥羅西的地方
[00:02:56.600 --> 00:02:59.600]  所以保羅他認為自己
[00:02:59.600 --> 00:03:03.600]  都應該對這個地區負上一些責任
[00:03:03.600 --> 00:03:04.600]  為什麼呢
[00:03:04.600 --> 00:03:06.600]  因為當童工去到當中的時候發現
[00:03:06.600 --> 00:03:08.600]  原來哥羅西的教會
[00:03:08.600 --> 00:03:11.600]  是出現了一些假教師
[00:03:11.600 --> 00:03:16.600]  假教師他堅持什麼呢
[00:03:16.600 --> 00:03:18.600]  你要認識上帝
[00:03:18.600 --> 00:03:21.600]  要完全的得救
[00:03:21.600 --> 00:03:23.600]  你必須要加一些東西
[00:03:23.600 --> 00:03:26.600]  去崇拜某些靈界的首領
[00:03:26.600 --> 00:03:27.600]  或者是權威
[00:03:27.600 --> 00:03:30.600]  人必須要守一些禮儀
[00:03:30.600 --> 00:03:33.600]  這些禮儀就很糟糕了
[00:03:33.600 --> 00:03:34.600]  這些禮儀
[00:03:34.600 --> 00:03:37.600]  猶太人他們有國禮
[00:03:37.600 --> 00:03:43.600]  甚至還要去嚴格的遵守一些有關食物
[00:03:43.600 --> 00:03:46.600]  或者是其他的規條
[00:03:46.600 --> 00:03:49.600]  你會看到原來這個教會裡面
[00:03:49.600 --> 00:03:54.600]  都出現了一些異端的教訓在裡面
[00:03:54.600 --> 00:03:57.600]  所以我們在屬靈的生命上
[00:03:57.600 --> 00:03:59.600]  我們要成長
[00:03:59.600 --> 00:04:03.600]  我們必須首先要懂得分辨
[00:04:03.600 --> 00:04:06.600]  去分辨真理
[00:04:06.600 --> 00:04:08.600]  異端很多時候就是
[00:04:08.600 --> 00:04:10.600]  讓你覺得
[00:04:10.600 --> 00:04:13.600]  他們有一些特別的智慧
[00:04:13.600 --> 00:04:15.600]  他們很注重這些
[00:04:15.600 --> 00:04:17.600]  令到人們很羨慕
[00:04:17.600 --> 00:04:19.600]  很想學他們的追求
[00:04:19.600 --> 00:04:21.600]  所以今天我們會將聖經裡面
[00:04:21.600 --> 00:04:23.600]  今天讀了很多經節
[00:04:23.600 --> 00:04:27.600]  我們今晚就會消化完它
[00:04:27.600 --> 00:04:29.600]  首先就是
[00:04:29.600 --> 00:04:32.600]  在開始的時候你會看到
[00:04:32.600 --> 00:04:34.600]  二章四字那裡說到
[00:04:34.600 --> 00:04:38.600]  免得有人用花言巧語迷惑你們
[00:04:38.600 --> 00:04:39.600]  花言巧語就是說
[00:04:39.600 --> 00:04:41.600]  有些人說話很厲害
[00:04:41.600 --> 00:04:44.600]  但是說到學術的時候
[00:04:44.600 --> 00:04:46.600]  他很動聽
[00:04:46.600 --> 00:04:48.600]  說著說著
[00:04:48.600 --> 00:04:50.600]  你都不知道誰是真誰是假
[00:04:50.600 --> 00:04:52.600]  可能你都跟著他
[00:04:52.600 --> 00:04:53.600]  那就糟糕了
[00:04:53.600 --> 00:04:55.600]  保羅提醒我們
[00:04:55.600 --> 00:04:57.600]  不要被他們迷惑了
[00:04:57.600 --> 00:05:00.600]  甚至去到
[00:05:00.600 --> 00:05:05.600]  第八節那裡
[00:05:05.600 --> 00:05:07.600]  就說到要謹慎
[00:05:07.600 --> 00:05:09.600]  那裡說到
[00:05:09.600 --> 00:05:11.600]  他們的哲學
[00:05:11.600 --> 00:05:13.600]  現在的和修本
[00:05:13.600 --> 00:05:15.600]  就是虛空的廢話
[00:05:15.600 --> 00:05:19.600]  以前我們看畫本的時候
[00:05:19.600 --> 00:05:21.600]  就看到理學和虛空的妄言
[00:05:21.600 --> 00:05:23.600]  總之一句話來說
[00:05:23.600 --> 00:05:26.600]  就是一些欺騙人的哲學
[00:05:26.600 --> 00:05:28.600]  是空虛的
[00:05:28.600 --> 00:05:30.600]  這些哲學
[00:05:30.600 --> 00:05:32.600]  一定不是照著耶穌基督的教訓
[00:05:32.600 --> 00:05:34.600]  去教人
[00:05:34.600 --> 00:05:37.600]  所以裡面夾著一些傳統
[00:05:37.600 --> 00:05:39.600]  是人的傳統
[00:05:39.600 --> 00:05:41.600]  是人的說話
[00:05:41.600 --> 00:05:43.600]  不是神的說話
[00:05:43.600 --> 00:05:46.600]  所以保羅就形容這些是
[00:05:46.600 --> 00:05:48.600]  世上的小學
[00:05:48.600 --> 00:05:50.600]  就是說很膚淺的
[00:05:50.600 --> 00:05:52.600]  同時
[00:05:52.600 --> 00:05:56.600]  在十六節那裡就說到
[00:05:56.600 --> 00:06:00.600]  當人們信了主之後
[00:06:00.600 --> 00:06:02.600]  猶太人以前有很多
[00:06:02.600 --> 00:06:05.600]  飲食上去留意的節期
[00:06:05.600 --> 00:06:09.600]  就好像現在我們中國人都有
[00:06:09.600 --> 00:06:11.600]  初一十五
[00:06:11.600 --> 00:06:13.600]  信了主之後
[00:06:13.600 --> 00:06:15.600]  有些人就懷疑
[00:06:15.600 --> 00:06:17.600]  我還要不要做以前的事呢
[00:06:17.600 --> 00:06:19.600]  好像很怕
[00:06:19.600 --> 00:06:22.600]  那些神靈會不會得罪了他呢
[00:06:22.600 --> 00:06:24.600]  保羅就提醒
[00:06:24.600 --> 00:06:26.600]  你不要因為你沒有做這些
[00:06:26.600 --> 00:06:30.600]  就覺得自己低於別人一等
[00:06:30.600 --> 00:06:32.600]  以致被別人評斷你
[00:06:32.600 --> 00:06:34.600]  或者審判你
[00:06:34.600 --> 00:06:37.600]  他說千萬不要有這樣的想法
[00:06:37.600 --> 00:06:40.600]  所以叫他們要很小心
[00:06:40.600 --> 00:06:42.600]  甚至是
[00:06:42.600 --> 00:06:44.600]  這個重罪
[00:06:44.600 --> 00:06:46.600]  十八節說到敬拜天使
[00:06:46.600 --> 00:06:50.600]  甚至教人要故作謙虛
[00:06:50.600 --> 00:06:52.600]  故作謙虛是什麼意思
[00:06:52.600 --> 00:06:54.600]  謙虛本來是一個美德
[00:06:54.600 --> 00:06:56.600]  但是故作的話就是假的
[00:06:56.600 --> 00:06:58.600]  不是真心的
[00:06:58.600 --> 00:07:00.600]  是一個謙虛的態度
[00:07:00.600 --> 00:07:02.600]  保羅就說
[00:07:02.600 --> 00:07:04.600]  你不要聽到他們這樣說
[00:07:04.600 --> 00:07:06.600]  以致
[00:07:06.600 --> 00:07:08.600]  拿不到神給你的獎賞
[00:07:08.600 --> 00:07:10.600]  將來我們都有一個
[00:07:10.600 --> 00:07:12.600]  生命的冠冕是給你的
[00:07:12.600 --> 00:07:14.600]  但是如果你跟著
[00:07:14.600 --> 00:07:16.600]  這班人去做的時候
[00:07:16.600 --> 00:07:18.600]  敬拜天使當然是
[00:07:18.600 --> 00:07:20.600]  更加不是合乎神的旨意
[00:07:20.600 --> 00:07:22.600]  只有我們的神
[00:07:22.600 --> 00:07:24.600]  我們可以敬拜
[00:07:24.600 --> 00:07:26.600]  除他以外
[00:07:26.600 --> 00:07:28.600]  其他都不是神
[00:07:28.600 --> 00:07:30.600]  所以
[00:07:30.600 --> 00:07:32.600]  這些教導一看
[00:07:32.600 --> 00:07:34.600]  就不是神在教導我們
[00:07:34.600 --> 00:07:36.600]  所以是很重要的
[00:07:36.600 --> 00:07:38.600]  還有
[00:07:38.600 --> 00:07:40.600]  二十一節
[00:07:40.600 --> 00:07:42.600]  那裡更加說到
[00:07:42.600 --> 00:07:44.600]  不可難、不可常、不可摸
[00:07:44.600 --> 00:07:46.600]  這類的規條
[00:07:46.600 --> 00:07:48.600]  更加是
[00:07:48.600 --> 00:07:50.600]  如果你一碰到
[00:07:50.600 --> 00:07:52.600]  跟著他走的時候
[00:07:52.600 --> 00:07:54.600]  原來是很危險的
[00:07:54.600 --> 00:07:56.600]  在當時
[00:07:56.600 --> 00:07:58.600]  他們很流行
[00:07:58.600 --> 00:08:00.600]  洛斯底主義
[00:08:00.600 --> 00:08:02.600]  洛斯底也是很注重知識的
[00:08:02.600 --> 00:08:04.600]  在第二、第三世紀的時候
[00:08:04.600 --> 00:08:06.600]  是很盛行的
[00:08:06.600 --> 00:08:08.600]  他覺得神並非
[00:08:08.600 --> 00:08:10.600]  掌控人命運的
[00:08:10.600 --> 00:08:12.600]  唯一
[00:08:12.600 --> 00:08:14.600]  而且基督只是一個受造物
[00:08:14.600 --> 00:08:16.600]  是最高等的
[00:08:16.600 --> 00:08:18.600]  他這樣看的
[00:08:18.600 --> 00:08:20.600]  他也覺得
[00:08:22.600 --> 00:08:24.600]  人還要去敬奉
[00:08:24.600 --> 00:08:26.600]  其他的諸靈
[00:08:26.600 --> 00:08:28.600]  星獸當中的諸神
[00:08:28.600 --> 00:08:30.600]  還要加一些東西
[00:08:30.600 --> 00:08:32.600]  才合乎標準
[00:08:32.600 --> 00:08:34.600]  所以保羅就在斥責他們
[00:08:34.600 --> 00:08:36.600]  這些全部是很膚淺的
[00:08:36.600 --> 00:08:38.600]  所謂的
[00:08:38.600 --> 00:08:40.600]  世上的小學
[00:08:40.600 --> 00:08:42.600]  人的傳統
[00:08:42.600 --> 00:08:44.600]  二端很喜歡用人的傳統
[00:08:44.600 --> 00:08:46.600]  去教導人
[00:08:46.600 --> 00:08:48.600]  其實人的傳統裡面
[00:08:48.600 --> 00:08:50.600]  如果沒有真理、沒有根基
[00:08:50.600 --> 00:08:52.600]  是沒有用的
[00:08:52.600 --> 00:08:54.600]  所以耶穌基督經常去責備
[00:08:54.600 --> 00:08:56.600]  法利賽人
[00:08:56.600 --> 00:08:58.600]  他說他們死守
[00:08:58.600 --> 00:09:00.600]  一些傳統
[00:09:00.600 --> 00:09:02.600]  但是
[00:09:02.600 --> 00:09:04.600]  他們違背了神的誡命
[00:09:04.600 --> 00:09:06.600]  離開了神的誡命
[00:09:06.600 --> 00:09:08.600]  所以耶穌去責備他們
[00:09:08.600 --> 00:09:10.600]  這裡還教你
[00:09:10.600 --> 00:09:12.600]  就已經不對了
[00:09:12.600 --> 00:09:14.600]  所以保羅要叫他們
[00:09:14.600 --> 00:09:16.600]  很謹慎、很小心
[00:09:16.600 --> 00:09:18.600]  他很恐怕
[00:09:18.600 --> 00:09:20.600]  信徒
[00:09:20.600 --> 00:09:22.600]  受了人
[00:09:22.600 --> 00:09:24.600]  這樣去教導的時候
[00:09:24.600 --> 00:09:26.600]  就離開了
[00:09:26.600 --> 00:09:28.600]  偏離了真道
[00:09:28.600 --> 00:09:30.600]  偏離了神的道
[00:09:30.600 --> 00:09:32.600]  以致將來
[00:09:32.600 --> 00:09:34.600]  不是屬神的
[00:09:34.600 --> 00:09:36.600]  本來神透過耶穌基督
[00:09:36.600 --> 00:09:38.600]  給我們這麼豐盛的恩典
[00:09:38.600 --> 00:09:40.600]  這麼豐盛的生命
[00:09:40.600 --> 00:09:42.600]  反而去隨從
[00:09:42.600 --> 00:09:44.600]  這些二端所教你的
[00:09:44.600 --> 00:09:46.600]  反而你失去神給你的
[00:09:46.600 --> 00:09:48.600]  冠冕、神給你的獎賞
[00:09:48.600 --> 00:09:50.600]  所以
[00:09:50.600 --> 00:09:52.600]  他說千萬不要
[00:09:52.600 --> 00:09:54.600]  去跟從這些
[00:09:54.600 --> 00:09:56.600]  第二方面
[00:09:56.600 --> 00:09:58.600]  他教我們要
[00:09:58.600 --> 00:10:00.600]  生根建造在哪裡
[00:10:00.600 --> 00:10:02.600]  原來建造在主的
[00:10:02.600 --> 00:10:04.600]  懷裡上
[00:10:04.600 --> 00:10:06.600]  大自然的植物
