
[00:00:00.000 --> 00:00:06.360]  今天早上很高興有吳克定牧師在我們中間正道
[00:00:06.360 --> 00:00:11.600]  吳牧師是加拿大多倫多華人基督教會的主任牧師
[00:00:11.600 --> 00:00:14.200]  不過剛剛榮休的主任牧師
[00:00:14.200 --> 00:00:19.760]  他路經香港又很用心在我們中間去正道
[00:00:19.760 --> 00:00:23.880]  其實他上個星期已經在嘉因樓來到港島
[00:00:23.880 --> 00:00:27.320]  這個星期他還沒回加拿大
[00:00:27.320 --> 00:00:32.000]  所以有空間讓吳牧師在我們當中正道
[00:00:32.000 --> 00:00:34.400]  先聽今天要講的經文
[00:00:34.400 --> 00:00:37.440]  記載在《創世記》第22章
[00:00:37.440 --> 00:00:45.520]  第22章 阿伯拉罕獻以撒
[00:00:45.520 --> 00:00:47.840]  一到第十四節
[00:00:47.840 --> 00:00:50.040]  這些事以後
[00:00:50.040 --> 00:00:54.080]  神考驗阿伯拉罕對他說
[00:00:54.080 --> 00:00:57.960]  阿伯拉罕他說:我在這裡
[00:00:57.960 --> 00:01:01.000]  神說:你要帶你的兒子
[00:01:01.000 --> 00:01:04.560]  就是你所愛的獨子以撒
[00:01:04.560 --> 00:01:06.680]  黃摩利亞地去
[00:01:06.680 --> 00:01:09.320]  在我指示你的一座山上
[00:01:09.320 --> 00:01:12.440]  把他獻為凡智
[00:01:12.440 --> 00:01:14.880]  阿伯拉罕清早起來
[00:01:14.880 --> 00:01:19.760]  預備了爐帶著跟他一起的兩個僕人
[00:01:19.760 --> 00:01:21.920]  和他兒子以撒
[00:01:21.920 --> 00:01:25.320]  踢好了凡智的柴就起身
[00:01:25.320 --> 00:01:28.520]  往神指示他的地方去了
[00:01:28.520 --> 00:01:30.280]  到了第三天
[00:01:30.280 --> 00:01:34.120]  阿伯拉罕舉目遙望那地方
[00:01:34.120 --> 00:01:36.720]  阿伯拉罕對他的僕人說
[00:01:36.720 --> 00:01:39.560]  你們和奴留在這裡
[00:01:39.560 --> 00:01:42.760]  我和孩子要去那裡敬拜
[00:01:42.760 --> 00:01:45.600]  然後回到你們這裡來
[00:01:45.600 --> 00:01:51.080]  阿伯拉罕把凡智的柴放在他兒子以撒身上
[00:01:51.080 --> 00:01:54.720]  自己手裡拿著火與刀
[00:01:54.720 --> 00:01:56.960]  於是二人同行
[00:01:56.960 --> 00:01:59.960]  以撒對他父親阿伯拉罕說
[00:01:59.960 --> 00:02:01.120]  我父啊
[00:02:01.120 --> 00:02:02.360]  阿伯拉罕說
[00:02:02.360 --> 00:02:04.560]  我兒我在這裡
[00:02:04.560 --> 00:02:05.600]  以撒說
[00:02:05.600 --> 00:02:06.400]  看啊
[00:02:06.400 --> 00:02:08.160]  火與柴都有了
[00:02:08.160 --> 00:02:11.080]  但凡智的羔羊在哪裡呢
[00:02:11.080 --> 00:02:12.520]  阿伯拉罕說
[00:02:12.520 --> 00:02:13.520]  我兒
[00:02:13.520 --> 00:02:16.800]  神必自己預備凡智的羔羊
[00:02:16.800 --> 00:02:18.600]  於是二人同行
[00:02:18.600 --> 00:02:21.520]  他們到了神指示他的地方
[00:02:21.520 --> 00:02:25.520]  阿伯拉罕在那裡竹炭把柴擺好
[00:02:25.520 --> 00:02:29.360]  綁了他兒子以撒放在炭的柴上
[00:02:29.360 --> 00:02:35.000]  阿伯拉罕就伸手拿刀要撒他的兒子
[00:02:35.000 --> 00:02:38.680]  耶和華的使者從天上呼喚他說
[00:02:38.680 --> 00:02:41.040]  阿伯拉罕
[00:02:41.040 --> 00:02:41.880]  他說
[00:02:41.880 --> 00:02:43.480]  我在這裡
[00:02:43.480 --> 00:02:44.560]  天使說
[00:02:44.560 --> 00:02:47.240]  不可在這孩子身上下手
[00:02:47.240 --> 00:02:49.720]  一點也不可傷害他
[00:02:49.720 --> 00:02:53.560]  現在我知道你是敬畏神的人了
[00:02:53.560 --> 00:02:56.040]  因為你沒有把你的兒子
[00:02:56.040 --> 00:02:57.320]  就是你的獨子
[00:02:57.320 --> 00:02:59.200]  留下不給我
[00:02:59.200 --> 00:03:01.360]  阿伯拉罕舉目觀看
[00:03:01.360 --> 00:03:02.200]  看啊
[00:03:02.200 --> 00:03:03.480]  一隻公綿羊
[00:03:03.480 --> 00:03:05.960]  兩角潛在灌木叢中
[00:03:05.960 --> 00:03:08.760]  阿伯拉罕就去牽了那只公綿羊
[00:03:08.760 --> 00:03:12.320]  獻為凡智代替他的兒子
[00:03:12.320 --> 00:03:13.680]  第十四節
[00:03:13.680 --> 00:03:15.360]  阿伯拉罕吸納地方
[00:03:15.360 --> 00:03:17.680]  起名叫耶和華以勒
[00:03:17.680 --> 00:03:19.000]  直到今日
[00:03:19.000 --> 00:03:20.240]  還有人說
[00:03:20.240 --> 00:03:22.240]  在耶和華的山上
[00:03:22.240 --> 00:03:23.760]  必有魚鼻
[00:03:23.760 --> 00:03:25.000]  今天的講題是
[00:03:25.000 --> 00:03:27.000]  時代門分同行
[00:03:27.000 --> 00:03:28.600]  福音三部曲
[00:03:28.600 --> 00:03:29.920]  將時間交給吳牧師
[00:03:29.920 --> 00:03:43.560]  各位
[00:03:43.560 --> 00:03:48.320]  在元朗宣道會感受堂的弟兄姊妹
[00:03:48.320 --> 00:03:50.040]  你們好
[00:03:50.040 --> 00:03:53.040]  我代表加拿大多倫多
[00:03:53.040 --> 00:03:57.760]  華人基督教會的會眾向大家問安
[00:03:57.760 --> 00:04:00.680]  我又很感謝曾牧師
[00:04:00.680 --> 00:04:02.320]  上個星期
[00:04:02.320 --> 00:04:04.360]  我雖然在你們嘉恩堂
[00:04:04.360 --> 00:04:05.360]  已經
[00:04:05.360 --> 00:04:06.440]  主日崇拜
[00:04:06.440 --> 00:04:09.080]  有一種另類的敬拜
[00:04:09.080 --> 00:04:11.520]  現在香港疫情的緣故
[00:04:11.520 --> 00:04:14.280]  到處都是用網上的崇拜
[00:04:14.280 --> 00:04:15.880]  但是他就
[00:04:15.880 --> 00:04:17.600]  很勝以權權的
[00:04:17.600 --> 00:04:19.120]  邀請我今天
[00:04:19.120 --> 00:04:20.160]  再回來
[00:04:20.160 --> 00:04:22.600]  在這裡和大家見面
[00:04:22.600 --> 00:04:23.760]  網上
[00:04:23.760 --> 00:04:25.880]  是敬拜
[00:04:25.880 --> 00:04:29.320]  他知道我因為
[00:04:29.320 --> 00:04:30.360]  著重
[00:04:30.360 --> 00:04:32.360]  門徒訓練的緣故
[00:04:32.360 --> 00:04:33.720]  所以我就
[00:04:33.720 --> 00:04:34.800]  選這個題目
[00:04:34.800 --> 00:04:37.400]  其實是大家都很熟悉的故事
[00:04:37.400 --> 00:04:40.880]  是阿伯拉罕獻以撒的故事
[00:04:40.880 --> 00:04:43.520]  讓我們再次被提醒
[00:04:43.520 --> 00:04:45.120]  在教會應該要有
[00:04:45.120 --> 00:04:48.560]  跨代同行的侍奉
[00:04:48.560 --> 00:04:55.000]  都是門徒訓練很重要的這一環
[00:04:55.000 --> 00:04:57.840]  在剛才所讀的經文
[00:04:57.840 --> 00:05:01.080]  大家已經熟悉這個故事
[00:05:01.080 --> 00:05:02.360]  我們
[00:05:02.360 --> 00:05:05.480]  首先要知道我們的信心
[00:05:05.480 --> 00:05:08.480]  是常常要經過考驗
[00:05:08.480 --> 00:05:10.160]  才是寶貴的
[00:05:10.160 --> 00:05:11.960]  聖經是這樣說的
[00:05:11.960 --> 00:05:13.440]  「這事以後
[00:05:13.440 --> 00:05:16.240]  臣要試驗阿伯拉罕
[00:05:16.240 --> 00:05:17.840]  就呼叫他說
[00:05:17.840 --> 00:05:19.280]  阿伯拉罕
[00:05:19.280 --> 00:05:20.080]  他說
[00:05:20.080 --> 00:05:21.800]  我在這裡」
[00:05:21.800 --> 00:05:23.160]  其實這個
[00:05:23.160 --> 00:05:27.800]  病毒的疫情
[00:05:27.800 --> 00:05:31.240]  現在蔓延全球
[00:05:31.240 --> 00:05:33.920]  對很多人來說人心惶惶
[00:05:33.920 --> 00:05:35.520]  其實對基督徒來說
[00:05:35.520 --> 00:05:39.320]  同樣是我們信心的一個考驗
[00:05:39.320 --> 00:05:41.320]  我們是否仍然忠心的
[00:05:41.320 --> 00:05:43.240]  雖然不能回到禮拜堂
[00:05:43.240 --> 00:05:45.560]  在家中有敬拜
[00:05:45.560 --> 00:05:47.080]  有親近神
[00:05:47.080 --> 00:05:49.040]  有帶領我們的兒女
[00:05:49.040 --> 00:05:50.560]  認識主呢
