
[00:00:00.000 --> 00:00:02.440]  各位朋友 各位親愛的兄弟姐妹
[00:00:02.440 --> 00:00:06.460]  非常難得在平安夜的晚上能夠見到大家
[00:00:06.460 --> 00:00:10.600]  今天有人跟我說 整個香港靜了
[00:00:10.600 --> 00:00:14.700]  很多食肆都有空位
[00:00:14.700 --> 00:00:17.640]  怎麼以為不是滿了
[00:00:17.640 --> 00:00:19.420]  原來有人說
[00:00:19.420 --> 00:00:23.360]  今天有44萬的香港人
[00:00:23.360 --> 00:00:25.060]  離開了香港
[00:00:25.060 --> 00:00:28.920]  去享受他們聖誕的快樂
[00:00:29.760 --> 00:00:33.900]  吃喝玩樂是人生的一個享受
[00:00:33.900 --> 00:00:37.040]  但是我很感謝天父
[00:00:37.040 --> 00:00:39.160]  今晚在座的每一位
[00:00:39.160 --> 00:00:40.920]  能夠放下
[00:00:40.920 --> 00:00:45.080]  很多吃喝玩樂的消遣
[00:00:45.080 --> 00:00:49.260]  來到這裡跟我們一起敬拜天父
[00:00:49.260 --> 00:00:52.040]  並且參加這個報道會
[00:00:52.040 --> 00:00:55.400]  有人說平安夜開報道會
[00:00:55.400 --> 00:00:57.840]  有沒有搞錯
[00:00:58.100 --> 00:01:00.740]  今晚應該要開心一點玩一下
[00:01:00.740 --> 00:01:03.520]  為什麼要坐在這裡聽別人說話呢
[00:01:03.520 --> 00:01:06.080]  但是我又覺得
[00:01:06.080 --> 00:01:07.860]  其實平安夜
[00:01:07.860 --> 00:01:10.900]  其實是一個很好的報道時間
[00:01:10.900 --> 00:01:12.220]  因為
[00:01:12.220 --> 00:01:16.500]  今天我們要見證一個人的誕生
[00:01:16.500 --> 00:01:19.420]  剛才Kathy說到
[00:01:19.420 --> 00:01:21.340]  他快要死了
[00:01:21.340 --> 00:01:22.460]  但是
[00:01:22.460 --> 00:01:26.920]  其實每個人都經歷過一個很特別的時刻
[00:01:26.920 --> 00:01:28.920]  我們都有出生的時候
[00:01:28.920 --> 00:01:31.020]  他來到這個世界
[00:01:31.020 --> 00:01:34.220]  但是這個人來到這個世界很特別
[00:01:34.220 --> 00:01:36.500]  他幫助無數的人
[00:01:36.500 --> 00:01:37.880]  直到現在
[00:01:37.880 --> 00:01:39.640]  都是做拯救的工作
[00:01:39.640 --> 00:01:40.780]  這個人是誰呢
[00:01:40.780 --> 00:01:42.280]  我相信大家都知道
[00:01:42.280 --> 00:01:45.200]  這個就是我所信的主耶穌
[00:01:45.200 --> 00:01:46.740]  今晚
[00:01:46.740 --> 00:01:49.600]  我特別很感謝周牧師
[00:01:49.600 --> 00:01:52.660]  讓我有機會來到這裡做見證
[00:01:52.660 --> 00:01:54.940]  周牧師打電話給我
[00:01:54.940 --> 00:01:56.820]  本來今晚
[00:01:56.820 --> 00:01:58.640]  我自己的教會
[00:01:58.640 --> 00:01:59.820]  有聚會的
[00:01:59.820 --> 00:02:01.820]  今晚有音樂晚會
[00:02:01.820 --> 00:02:03.420]  那麼
[00:02:03.420 --> 00:02:05.560]  我太太施母
[00:02:05.560 --> 00:02:07.080]  現在也在唱詩
[00:02:07.080 --> 00:02:08.680]  她不能夠來
[00:02:08.680 --> 00:02:11.680]  但是我覺得有機會
[00:02:11.680 --> 00:02:14.480]  在這個時間見證主
[00:02:14.480 --> 00:02:15.980]  和分享福音
[00:02:15.980 --> 00:02:17.380]  是一個福氣
[00:02:17.380 --> 00:02:20.260]  正如Kathy所說
[00:02:20.260 --> 00:02:23.080]  我們不知道日子有多少
[00:02:23.080 --> 00:02:24.880]  但是我們把握機會
[00:02:24.880 --> 00:02:27.480]  能夠見證一個很重要的訊息
[00:02:27.480 --> 00:02:30.480]  分享天父的恩典
[00:02:30.480 --> 00:02:31.680]  是很難得的
[00:02:31.680 --> 00:02:35.880]  大家知不知道人生有很多突發的事
[00:02:35.880 --> 00:02:37.880]  正如Kathy所說
[00:02:37.880 --> 00:02:40.180]  不知道為什麼有車會撞過來
[00:02:40.180 --> 00:02:41.680]  今晚
[00:02:41.680 --> 00:02:44.580]  可惜她介紹得太短
[00:02:44.580 --> 00:02:45.680]  就是
[00:02:45.680 --> 00:02:47.280]  有一位弟兄
[00:02:47.280 --> 00:02:50.180]  是在這貴堂的教友
[00:02:50.180 --> 00:02:52.680]  他今晚和我一起吃飯
[00:02:52.680 --> 00:02:55.680]  很難得的一個見證
[00:02:55.680 --> 00:03:00.480]  他真是所遭受的經歷
[00:03:00.480 --> 00:03:03.280]  好像約伯一樣
[00:03:03.280 --> 00:03:05.880]  但是現在他活潑的
[00:03:05.880 --> 00:03:08.280]  生活在我們當中
[00:03:08.280 --> 00:03:11.480]  而且是行動自如
[00:03:11.480 --> 00:03:14.680]  雖然他的家人離開了
[00:03:14.680 --> 00:03:16.680]  但是他沒有離開上帝
[00:03:16.680 --> 00:03:19.880]  稍後如果有機會見到他
[00:03:19.880 --> 00:03:22.880]  大家可以詳細問問他的經歷
[00:03:22.880 --> 00:03:26.680]  但是我不想代替了他說見證
[00:03:26.680 --> 00:03:30.680]  也不想加添Kathy的見證
[00:03:30.680 --> 00:03:32.680]  但是無論如何讓大家知道
[00:03:32.680 --> 00:03:34.680]  原來一件事的發生
[00:03:34.680 --> 00:03:36.480]  不是偶然的
[00:03:36.480 --> 00:03:40.680]  原來是有很多很多的教導給我們
[00:03:40.680 --> 00:03:44.880]  大家知不知道聖誕節有兩段經文
[00:03:44.880 --> 00:03:46.480]  是很不同的
[00:03:46.480 --> 00:03:48.080]  一段經文
[00:03:48.080 --> 00:03:50.080]  就是路加夫音大家很熟的
[00:03:50.080 --> 00:03:52.480]  在百里行的野地裡
[00:03:52.480 --> 00:03:53.880]  有牧羊的人
[00:03:53.880 --> 00:03:55.880]  按著羹字看守羊群
[00:03:55.880 --> 00:03:57.080]  大家都很清楚
[00:03:57.080 --> 00:04:00.080]  天使天君來到報喜
[00:04:00.080 --> 00:04:02.080]  不要懼怕
[00:04:02.080 --> 00:04:03.480]  今日在大衛的城裡
[00:04:03.480 --> 00:04:04.680]  為你生了救主
[00:04:04.680 --> 00:04:05.880]  就是主基督
[00:04:05.880 --> 00:04:08.080]  非常感人
[00:04:08.080 --> 00:04:09.480]  而且興奮
[00:04:09.480 --> 00:04:11.880]  歡樂的一個場面
[00:04:11.880 --> 00:04:14.880]  但是另外一段經文
[00:04:14.880 --> 00:04:16.880]  是完全相反的
[00:04:16.880 --> 00:04:18.280]  這段經文是什麼呢?
[00:04:18.280 --> 00:04:20.480]  是馬太夫音第二章
[00:04:20.480 --> 00:04:23.480]  第二章說到什麼呢?
[00:04:23.480 --> 00:04:25.880]  說到原來耶穌出生的時候
[00:04:25.880 --> 00:04:27.880]  三博士獻禮
[00:04:27.880 --> 00:04:32.480]  但是原來希律的心裡
[00:04:32.480 --> 00:04:35.280]  是有一些特別的計劃
[00:04:35.280 --> 00:04:37.080]  如果你找到這個救主
[00:04:37.080 --> 00:04:39.080]  告訴我
[00:04:39.080 --> 00:04:41.080]  幸好
[00:04:41.080 --> 00:04:44.080]  三個博士沒有聽他說
[00:04:44.080 --> 00:04:46.080]  找到之後
[00:04:46.080 --> 00:04:47.080]  獻禮之後
[00:04:47.080 --> 00:04:48.080]  走了
[00:04:48.080 --> 00:04:50.080]  但是你知不知道
[00:04:50.080 --> 00:04:52.080]  那一次的第一個聖誕節
[00:04:52.080 --> 00:04:54.080]  風聲鶴唳
[00:04:54.080 --> 00:04:57.080]  很多小朋友都被殺
[00:04:57.080 --> 00:05:00.080]  我覺得今晚
[00:05:00.080 --> 00:05:02.080]  我們都可以說是
[00:05:02.080 --> 00:05:05.080]  經歷一個這樣的場面
[00:05:05.080 --> 00:05:07.080]  我們今晚很舒服的
[00:05:07.080 --> 00:05:09.080]  坐這麼溫暖的
[00:05:09.080 --> 00:05:11.080]  一個這麼漂亮的禮拜堂
[00:05:11.080 --> 00:05:12.080]  剛才我來到的時候
[00:05:12.080 --> 00:05:13.080]  看見湖的時候
[00:05:13.080 --> 00:05:15.080]  我覺得你們真的有眼光
[00:05:15.080 --> 00:05:17.080]  找到這麼漂亮的地方
[00:05:17.080 --> 00:05:18.080]  來做禮拜堂
[00:05:18.080 --> 00:05:20.080]  這麼安靜的地方來做禮拜堂
[00:05:20.080 --> 00:05:22.080]  現在我們真的很舒服
[00:05:22.080 --> 00:05:24.080]  而且又聽到這麼動聽的詩歌
[00:05:24.080 --> 00:05:28.080]  而且我們有機會一起慶祝
[00:05:28.080 --> 00:05:30.080]  平安夜
[00:05:30.080 --> 00:05:32.080]  但是你知不知道
[00:05:32.080 --> 00:05:34.080]  現在在加沙的地方
[00:05:34.080 --> 00:05:38.080]  又是風聲鶴唳
[00:05:38.080 --> 00:05:40.080]  很多小朋友
[00:05:40.080 --> 00:05:42.080]  每十分鐘有一個死
[00:05:42.080 --> 00:05:45.080]  而且那個地方
[00:05:45.080 --> 00:05:48.080]  在這幾個月裡面
[00:05:48.080 --> 00:05:50.080]  死了二萬多人
[00:05:50.080 --> 00:05:52.080]  而且你看見這個世界
[00:05:52.080 --> 00:05:55.080]  充滿著憎恨
[00:05:55.080 --> 00:05:57.080]  充滿著仇殺
[00:05:57.080 --> 00:05:59.080]  充滿著各種的問題
[00:05:59.080 --> 00:06:02.080]  加上這麼冷的天氣
[00:06:02.080 --> 00:06:05.080]  甘肅突然間又地震
[00:06:05.080 --> 00:06:07.080]  你看一下
[00:06:07.080 --> 00:06:11.080]  好像哭哭流近兼逢夜雨
[00:06:11.080 --> 00:06:15.080]  真的樣樣不好的事情都出現
[00:06:15.080 --> 00:06:18.080]  真的令我們覺得很難過
[00:06:18.080 --> 00:06:22.080]  我們怎樣能夠高呼的
[00:06:22.080 --> 00:06:25.080]  普世歡鵬救主下降
[00:06:25.080 --> 00:06:27.080]  我們怎樣能夠歡呼的告訴別人
[00:06:27.080 --> 00:06:30.080]  恭祝你聖誕快樂
[00:06:30.080 --> 00:06:31.080]  是不是
[00:06:31.080 --> 00:06:32.080]  很難說
[00:06:32.080 --> 00:06:34.080]  在今年的裡面
[00:06:34.080 --> 00:06:36.080]  我們的心情是兩樣的
[00:06:36.080 --> 00:06:37.080]  好像聖經裡面一樣
[00:06:37.080 --> 00:06:38.080]  兩樣的
[00:06:38.080 --> 00:06:41.080]  這兩個場面是截然不同的
[00:06:41.080 --> 00:06:43.080]  第一幅圖畫
[00:06:43.080 --> 00:06:45.080]  是充滿著平安和盼望
[00:06:45.080 --> 00:06:48.080]  在黑暗當中行走的百姓
[00:06:48.080 --> 00:06:50.080]  可以見到大光
[00:06:50.080 --> 00:06:52.080]  第二幅圖畫
[00:06:52.080 --> 00:06:54.080]  就是兵荒馬亂
[00:06:54.080 --> 00:06:55.080]  有殺戮
[00:06:55.080 --> 00:06:56.080]  有逃亡
[00:06:56.080 --> 00:06:59.080]  雖然博士朝拜聖嬰
[00:06:59.080 --> 00:07:03.080]  但是他們不敢將信息
[00:07:03.080 --> 00:07:05.080]  帶起信告訴希律
[00:07:05.080 --> 00:07:08.080]  落荒而逃
[00:07:08.080 --> 00:07:10.080]  雖然有人說
[00:07:10.080 --> 00:07:12.080]  聖誕節的晚上
[00:07:12.080 --> 00:07:14.080]  如果你在太空上
[00:07:14.080 --> 00:07:16.080]  如果你是太空人的話
[00:07:16.080 --> 00:07:18.080]  你看回地球
[00:07:18.080 --> 00:07:21.080]  是全宇宙當中最美的星球
[00:07:21.080 --> 00:07:22.080]  信不信
[00:07:22.080 --> 00:07:24.080]  因為到處都開了燈
[00:07:24.080 --> 00:07:27.080]  到處都弄得這麼美的燈光
[00:07:27.080 --> 00:07:29.080]  地球真的很美
[00:07:29.080 --> 00:07:31.080]  但是
[00:07:31.080 --> 00:07:34.080]  第一個聖誕夜
[00:07:34.080 --> 00:07:36.080]  絕不是這樣
[00:07:36.080 --> 00:07:38.080]  地球的人
[00:07:38.080 --> 00:07:40.080]  雖然說慶祝聖誕
[00:07:40.080 --> 00:07:44.080]  但其實他只是慶祝一個節日
[00:07:44.080 --> 00:07:45.080]  一個節日
[00:07:45.080 --> 00:07:48.080]  不是慶祝救主的誕生
[00:07:48.080 --> 00:07:51.080]  我們互相慶祝聖誕快樂
[00:07:51.080 --> 00:07:53.080]  但是這種快樂
[00:07:53.080 --> 00:07:54.080]  只是表面的
[00:07:54.080 --> 00:07:55.080]  短暫的
[00:07:55.080 --> 00:07:57.080]  雖然聖誕節
[00:07:57.080 --> 00:08:01.080]  最早是慶祝一個人的誕生
[00:08:01.080 --> 00:08:04.080]  但是這個壽星宮
[00:08:04.080 --> 00:08:05.080]  直到現在
[00:08:05.080 --> 00:08:08.080]  仍然沒有人理會它
[00:08:08.080 --> 00:08:10.080]  好像你開派對
[00:08:10.080 --> 00:08:12.080]  那個壽星宮在
[00:08:12.080 --> 00:08:13.080]  但是你們只有歡樂
[00:08:13.080 --> 00:08:15.080]  只有交換禮物
[00:08:15.080 --> 00:08:16.080]  只有飲飲食食
[00:08:16.080 --> 00:08:19.080]  沒有人理會這個壽星宮
[00:08:19.080 --> 00:08:20.080]  這個壽星宮
[00:08:20.080 --> 00:08:21.080]  直到現在
[00:08:21.080 --> 00:08:23.080]  都是被忽略的
[00:08:23.080 --> 00:08:25.080]  大家都知道是誰
[00:08:25.080 --> 00:08:26.080]  各位
[00:08:26.080 --> 00:08:29.080]  它沒有禮物
[00:08:29.080 --> 00:08:32.080]  只有我們交換禮物
[00:08:32.080 --> 00:08:34.080]  它沒有生日的祝詞
[00:08:34.080 --> 00:08:37.080]  只有我們吃喝玩樂
[00:08:37.080 --> 00:08:39.080]  什麼都沒有去分
[00:08:39.080 --> 00:08:42.080]  難怪有些國家
[00:08:42.080 --> 00:08:45.080]  認為我們不應該去慶祝聖誕
[00:08:45.080 --> 00:08:47.080]  不應該叫做Merry Christmas
[00:08:47.080 --> 00:08:49.080]  應該改做什麼呢
[00:08:49.080 --> 00:08:51.080]  是Season's Greeting
[00:08:51.080 --> 00:08:52.080]  換句話來說
[00:08:52.080 --> 00:08:54.080]  今天我們過著一個
[00:08:54.080 --> 00:08:56.080]  沒有耶穌的聖誕
[00:08:56.080 --> 00:08:59.080]  一個沒有耶穌的聖誕
[00:08:59.080 --> 00:09:00.080]  不是真的聖誕
[00:09:00.080 --> 00:09:02.080]  是不是
[00:09:02.080 --> 00:09:03.080]  各位
[00:09:03.080 --> 00:09:05.080]  你心裡沒有耶穌呢
[00:09:05.080 --> 00:09:07.080]  如果你沒有耶穌的話
[00:09:07.080 --> 00:09:09.080]  你不是那個真的聖誕
[00:09:09.080 --> 00:09:11.080]  今天的聖誕
[00:09:11.080 --> 00:09:14.080]  更加不容易過的
[00:09:14.080 --> 00:09:15.080]  大家都知道
[00:09:15.080 --> 00:09:17.080]  因為世界各處都有
[00:09:17.080 --> 00:09:19.080]  不平安事件發生
[00:09:19.080 --> 00:09:20.080]  不是平安夜
[00:09:20.080 --> 00:09:23.080]  在世界另外一邊
[00:09:23.080 --> 00:09:25.080]  正是主戰爭
[00:09:25.080 --> 00:09:27.080]  百里行
[00:09:27.080 --> 00:09:29.080]  我去過很多次
[00:09:29.080 --> 00:09:31.080]  告訴大家
[00:09:31.080 --> 00:09:34.080]  我的經驗不是那麼理想
[00:09:34.080 --> 00:09:36.080]  我去百里行
[00:09:36.080 --> 00:09:39.080]  帶隊去百里行的時候
[00:09:39.080 --> 00:09:42.080]  我遇到三次炸彈
[00:09:42.080 --> 00:09:44.080]  而且進去的時候
[00:09:44.080 --> 00:09:46.080]  不能正當進去
[00:09:46.080 --> 00:09:48.080]  要在橫門那裡
[00:09:48.080 --> 00:09:50.080]  一條很小的門
[00:09:50.080 --> 00:09:52.080]  很小的路才進去
[00:09:52.080 --> 00:09:54.080]  帶多少個紀念品
[00:09:54.080 --> 00:09:56.080]  各位
[00:09:56.080 --> 00:09:58.080]  百里行
[00:09:58.080 --> 00:10:01.080]  今年宣佈什麼呢
[00:10:01.080 --> 00:10:04.080]  不舉行聖誕
[00:10:04.080 --> 00:10:09.080]  原來有一間主誕堂
[00:10:09.080 --> 00:10:13.080]  那個神父在那裡說
[00:10:13.080 --> 00:10:16.080]  今年我們取消聖誕
[00:10:16.080 --> 00:10:21.080]  因為我們的弟兄正在死亡
[00:10:21.080 --> 00:10:24.080]  他說一個沒有真正平安的聖誕
[00:10:24.080 --> 00:10:26.080]  是不是真的聖誕呢
[00:10:26.080 --> 00:10:30.080]  其實一個沒有真正喜樂的聖誕
[00:10:30.080 --> 00:10:32.080]  是不是真的聖誕呢
[00:10:32.080 --> 00:10:34.080]  各位
[00:10:34.080 --> 00:10:36.080]  我們只不過是想念我們自己
[00:10:36.080 --> 00:10:38.080]  忘記了這個世界
[00:10:38.080 --> 00:10:42.080]  是處在水深火熱的當中
