
[00:00:00.000 --> 00:00:05.420]  多謝主讓今天晚上我們再一次聚集
[00:00:05.420 --> 00:00:09.280]  去聆聽、查考神的話語
[00:00:09.280 --> 00:00:12.480]  幫助我們去明白聖經的真理
[00:00:12.480 --> 00:00:15.980]  和有一個反思的空間
[00:00:15.980 --> 00:00:22.200]  心靈裏面讓神的聖靈照著聖經的教導
[00:00:22.200 --> 00:00:25.540]  讓我們有我們自己在
[00:00:25.540 --> 00:00:30.220]  我們自己現在的時空、處境
[00:00:30.220 --> 00:00:33.860]  去思想聖經和我們的關係
[00:00:33.860 --> 00:00:37.480]  和讓上主藉著聖靈的愛
[00:00:37.480 --> 00:00:42.720]  在我們心裏引導、幫助和鼓勵
[00:00:42.720 --> 00:00:44.080]  求祢帶領我們
[00:00:44.080 --> 00:00:46.260]  我們一起在祢面前等候禱告
[00:00:46.260 --> 00:00:48.600]  奉耶穌基督的名
[00:00:48.600 --> 00:00:50.380]  阿們
[00:00:50.380 --> 00:00:56.200]  有個困難就是我開不了Facebook的直播
[00:00:56.200 --> 00:00:59.660]  所以如果用Facebook的就抱歉了
[00:00:59.660 --> 00:01:02.460]  因為可能我的帳號還沒轉
[00:01:02.460 --> 00:01:06.680]  我要明天問一問Yoyo才行
[00:01:06.680 --> 00:01:11.440]  剛才在群組也說了
[00:01:11.440 --> 00:01:14.060]  這次想抽起不說啟示錄
[00:01:14.060 --> 00:01:16.940]  因為也是很長的時間要說
[00:01:16.940 --> 00:01:25.660]  今天很想和大家分享一位聖經很重要的婦女
[00:01:25.660 --> 00:01:29.440]  大家其實可以對號入座
[00:01:29.440 --> 00:01:35.260]  因為這位婦女是相當寶貴的聖經人物
[00:01:35.260 --> 00:01:38.340]  如果你的處境正正是這樣的情況
[00:01:38.340 --> 00:01:43.600]  求主幫助你面對
[00:01:43.600 --> 00:01:51.980]  我想和大家看的是撒慕爾記上的25章
[00:01:51.980 --> 00:01:54.700]  我們要看完全章的
[00:01:54.700 --> 00:02:02.680]  第25章的撒慕爾記上
[00:02:02.680 --> 00:02:04.980]  無論舊約新約
[00:02:04.980 --> 00:02:11.940]  都不是一個婦女可以這麼多描述的一個經文的世界
[00:02:11.940 --> 00:02:14.760]  社會地位相對比較低
[00:02:14.760 --> 00:02:18.540]  社會保障也相對比較低
[00:02:18.540 --> 00:02:22.020]  甚至連新約的時代
[00:02:22.020 --> 00:02:25.200]  婦女的地位也不高
[00:02:25.200 --> 00:02:28.300]  所以這些處境
[00:02:28.300 --> 00:02:32.800]  將來我們有機會如果去整卷的
[00:02:32.800 --> 00:02:35.200]  保羅的書信去研讀
[00:02:35.200 --> 00:02:37.020]  是一個很大的課題
[00:02:37.020 --> 00:02:38.700]  新約的婦女
[00:02:38.700 --> 00:02:41.180]  新約的男尊女卑
[00:02:41.180 --> 00:02:43.660]  其實這些是大的神學課題
[00:02:43.660 --> 00:02:46.100]  我們要去研讀的
[00:02:46.100 --> 00:02:49.400]  不過我們當然不會說得這麼仔細
[00:02:49.400 --> 00:02:52.300]  否則就失去了今天的時間
[00:02:52.300 --> 00:02:55.600]  我們說這個婦女叫阿比蓋
[00:02:55.600 --> 00:02:59.300]  不知道大家有沒有機會聽過這位姐妹
[00:02:59.300 --> 00:03:01.800]  在崇拜有沒有機會聽過
[00:03:01.800 --> 00:03:05.760]  相對比較少在崇拜會說聖經人物
[00:03:05.760 --> 00:03:08.120]  說也是一個配角的角色
[00:03:08.120 --> 00:03:09.500]  很少是主角的
[00:03:09.500 --> 00:03:12.320]  今天就想說這個婦女
[00:03:12.320 --> 00:03:14.060]  和大家一起去研讀
[00:03:14.060 --> 00:03:17.560]  第25章的撒姆爾記上
[00:03:17.560 --> 00:03:19.640]  撒姆爾死了
[00:03:19.640 --> 00:03:21.920]  以色列眾人聚集
[00:03:21.920 --> 00:03:23.620]  為他哀哭
[00:03:23.620 --> 00:03:25.920]  將他葬在拉瑪
[00:03:25.920 --> 00:03:28.200]  他自己的墳墓裡
[00:03:28.200 --> 00:03:29.800]  大衛起身
[00:03:29.800 --> 00:03:32.440]  下到巴蘭的曠野
[00:03:32.440 --> 00:03:33.680]  在馬雲
[00:03:33.680 --> 00:03:34.880]  有一個人
[00:03:34.880 --> 00:03:37.720]  他的產業在加密
[00:03:37.720 --> 00:03:39.960]  離他家很遠
[00:03:39.960 --> 00:03:42.840]  就是說那個農場
[00:03:42.840 --> 00:03:44.560]  因為是養羊的
[00:03:44.560 --> 00:03:46.280]  相當大
[00:03:46.280 --> 00:03:48.200]  他的產業在加密
[00:03:48.200 --> 00:03:50.200]  是一個大的富戶
[00:03:50.200 --> 00:03:52.040]  有三千綿羊
[00:03:52.040 --> 00:03:53.600]  一千山羊
[00:03:53.600 --> 00:03:55.040]  他正在加密
[00:03:55.040 --> 00:03:56.000]  剪羊毛
[00:03:56.000 --> 00:03:57.840]  是一個收成的時間
[00:03:57.840 --> 00:04:01.480]  所以很自然你會想到
[00:04:01.480 --> 00:04:04.280]  一個延籍就快會舉行
[00:04:04.280 --> 00:04:06.280]  因為是豐收
[00:04:06.280 --> 00:04:07.560]  第三節
[00:04:07.560 --> 00:04:09.400]  那人名叫拿伯
[00:04:09.400 --> 00:04:11.200]  是加勒族的人
[00:04:11.200 --> 00:04:13.320]  他的妻名叫阿比蓋
[00:04:13.320 --> 00:04:16.360]  我們就說拿伯的太太阿比蓋
[00:04:16.360 --> 00:04:19.480]  是聰明俊美的婦人
[00:04:19.480 --> 00:04:21.480]  記住作者
[00:04:21.480 --> 00:04:23.720]  或者敘事的作者
[00:04:23.720 --> 00:04:27.480]  他對這個人的評價
[00:04:27.480 --> 00:04:29.480]  大家要記住
[00:04:29.480 --> 00:04:32.440]  因為作者自己的評價
[00:04:32.440 --> 00:04:34.600]  和那個故事裡面
[00:04:34.600 --> 00:04:37.960]  當然是真實的故事
[00:04:37.960 --> 00:04:41.640]  對這個婦女的描述
[00:04:41.640 --> 00:04:44.680]  大家要去做一個比較
[00:04:44.680 --> 00:04:47.160]  會有一種立體
[00:04:47.160 --> 00:04:49.480]  在讀經的過程
[00:04:49.480 --> 00:04:50.920]  可以知道
[00:04:50.920 --> 00:04:53.560]  作者很快就已經告訴我們
[00:04:53.560 --> 00:04:57.000]  阿比蓋是一個聰明俊美的婦人
[00:04:57.000 --> 00:04:59.240]  但是她的丈夫
[00:04:59.240 --> 00:05:01.720]  這個大富戶拿伯
[00:05:01.720 --> 00:05:04.440]  為人剛愎兇惡
[00:05:04.440 --> 00:05:06.440]  剛愎
[00:05:06.440 --> 00:05:08.440]  有他說沒人說
[00:05:08.440 --> 00:05:10.440]  很硬頸
[00:05:10.440 --> 00:05:13.880]  看事物一定要他對
[00:05:13.880 --> 00:05:15.880]  別人都錯
[00:05:15.880 --> 00:05:17.880]  性情又是很兇惡
[00:05:17.880 --> 00:05:21.480]  大家都要入座
[00:05:21.480 --> 00:05:23.480]  如果婦女的話
[00:05:23.480 --> 00:05:25.480]  假如你真的面對這樣的丈夫
[00:05:25.480 --> 00:05:28.440]  都很不容易
[00:05:28.440 --> 00:05:30.440]  第四節
[00:05:30.440 --> 00:05:32.440]  大衛在曠野
[00:05:32.440 --> 00:05:35.400]  聽見說拿伯展陽無
[00:05:35.400 --> 00:05:38.920]  大衛就打發十個僕人
[00:05:38.920 --> 00:05:40.920]  吩咐他們說
[00:05:40.920 --> 00:05:42.920]  你們上家密去
[00:05:42.920 --> 00:05:44.920]  見拿伯
[00:05:44.920 --> 00:05:46.920]  提我的名問他安
[00:05:46.920 --> 00:05:49.720]  要對那富戶如此說
[00:05:49.720 --> 00:05:51.720]  願你平安
[00:05:51.720 --> 00:05:53.720]  願你家平安
[00:05:53.720 --> 00:05:55.720]  願你一切所有的都平安
[00:05:55.720 --> 00:05:57.720]  現在我聽說
[00:05:57.720 --> 00:05:59.720]  有人為你展陽無
[00:05:59.720 --> 00:06:03.720]  你的僕人在家密的時候
[00:06:03.720 --> 00:06:05.720]  和我們在一處
[00:06:05.720 --> 00:06:07.720]  我們沒有欺負他們
[00:06:07.720 --> 00:06:09.720]  他們也未曾失落什麼
[00:06:09.720 --> 00:06:11.720]  可以問你的僕人
[00:06:11.720 --> 00:06:13.720]  他們必告訴你
[00:06:13.720 --> 00:06:15.720]  所以
[00:06:15.720 --> 00:06:17.720]  願我的僕人在你眼前蒙恩
[00:06:17.720 --> 00:06:21.720]  因為是在好日子來的
[00:06:21.720 --> 00:06:25.720]  求你隨手取點賜與僕人
[00:06:25.720 --> 00:06:27.720]  和你兒子大衛
[00:06:27.720 --> 00:06:29.720]  大衛的僕人到了
[00:06:29.720 --> 00:06:31.720]  張者說提大衛的名
[00:06:31.720 --> 00:06:33.720]  都告訴了拿伯
[00:06:33.720 --> 00:06:35.720]  就住了口
[00:06:35.720 --> 00:06:39.720]  一個很和洽的氣氛
[00:06:39.720 --> 00:06:41.720]  友善的氣氛
[00:06:41.720 --> 00:06:43.720]  大衛就很婉轉
[00:06:43.720 --> 00:06:45.720]  也都陳述他
[00:06:45.720 --> 00:06:51.720]  沒有傷害拿伯的那些僕人
[00:06:51.720 --> 00:06:55.720]  因為在很遠的家密的地方
[00:06:55.720 --> 00:06:59.720]  拿伯自己住的是馬雲的地方
[00:06:59.720 --> 00:07:03.720]  大衛因為靠近牧場
[00:07:03.720 --> 00:07:09.720]  大衛的僕人沒有傷害拿伯的僕人
[00:07:09.720 --> 00:07:11.720]  甚至乎再正面一點
[00:07:11.720 --> 00:07:13.720]  為什麼提出這樣的要求
[00:07:13.720 --> 00:07:15.720]  想拿一些食物
[00:07:15.720 --> 00:07:19.720]  或者一些生活上的需要
[00:07:19.720 --> 00:07:25.720]  大衛都看自己作他們的保護
[00:07:25.720 --> 00:07:27.720]  保護他們不受到驚嚇
[00:07:27.720 --> 00:07:29.720]  那些僕人
[00:07:29.720 --> 00:07:33.720]  現在就面對拿伯
[00:07:33.720 --> 00:07:35.720]  他怎樣理解大衛這件事
[00:07:35.720 --> 00:07:37.720]  留意第十節
[00:07:37.720 --> 00:07:41.720]  拿伯回答大衛的僕人說
[00:07:41.720 --> 00:07:43.720]  大衛是誰
[00:07:43.720 --> 00:07:45.720]  耶西的兒子是誰
[00:07:45.720 --> 00:07:47.720]  意味著他不是不認識大衛
[00:07:47.720 --> 00:07:49.720]  不是不聽過大衛
[00:07:49.720 --> 00:07:53.720]  是掃羅手下的一個猛將
[00:07:53.720 --> 00:07:57.720]  因為他會說大衛是耶西的兒子
[00:07:57.720 --> 00:07:59.720]  所以他是誰
[00:07:59.720 --> 00:08:01.720]  不是他真的不認識那種是誰
[00:08:01.720 --> 00:08:05.720]  而是他根本不會給你面子
[00:08:05.720 --> 00:08:07.720]  這裡說
[00:08:07.720 --> 00:08:11.720]  近來背譯主人奔逃的僕人甚多
[00:08:11.720 --> 00:08:13.720]  我真的沒有說錯
[00:08:13.720 --> 00:08:17.720]  大衛果然在拿伯的心裡
[00:08:17.720 --> 00:08:19.720]  是一個叛將
[00:08:19.720 --> 00:08:21.720]  現在是要落荒而逃
[00:08:21.720 --> 00:08:23.720]  逃難的一個叛將
[00:08:23.720 --> 00:08:25.720]  第十一節
[00:08:25.720 --> 00:08:27.720]  我豈可將飲食
[00:08:27.720 --> 00:08:31.720]  和為我展揚無人所宰的肉
[00:08:31.720 --> 00:08:35.720]  給我不知道從哪裡來的人
[00:08:35.720 --> 00:08:37.720]  大衛的僕人就轉身
[00:08:37.720 --> 00:08:39.720]  從原路回去
[00:08:39.720 --> 00:08:41.720]  照這話告訴大衛
[00:08:41.720 --> 00:08:43.720]  第二第十三節
[00:08:43.720 --> 00:08:45.720]  大衛向跟隨他的人說
[00:08:45.720 --> 00:08:49.720]  你們各人都要戴上刀
[00:08:49.720 --> 00:08:51.720]  眾人就都戴上刀
[00:08:51.720 --> 00:08:53.720]  大衛也戴上刀
[00:08:53.720 --> 00:08:55.720]  跟隨大衛上去的約四百人
[00:08:55.720 --> 00:08:59.720]  留下二百人看守器具
[00:08:59.720 --> 00:09:03.720]  原本都沒有想著做一個
[00:09:03.720 --> 00:09:09.720]  好像落荒而逃的一個山寨的寨主
[00:09:09.720 --> 00:09:11.720]  收保護費的陀地
[00:09:11.720 --> 00:09:13.720]  原本不是的
[00:09:13.720 --> 00:09:16.720]  很友善的氣氛
[00:09:16.720 --> 00:09:19.720]  來提出和拿伯
[00:09:19.720 --> 00:09:23.720]  這個大富戶作者一開始
[00:09:23.720 --> 00:09:25.720]  已經告訴我們
[00:09:25.720 --> 00:09:27.720]  要留意他這個人的品性
[00:09:27.720 --> 00:09:29.720]  是有事會發生的
[00:09:29.720 --> 00:09:33.720]  如果一直都相對沒事
[00:09:33.720 --> 00:09:35.720]  是沒有遇到一個對手
[00:09:35.720 --> 00:09:38.720]  現在遇到一個很強勁的對手
[00:09:38.720 --> 00:09:41.720]  就是這位大衛
[00:09:41.720 --> 00:09:46.720]  可能現在遭遇一個突然之間的殺生之禍
[00:09:46.720 --> 00:09:49.720]  連累全家整個家族
[00:09:49.720 --> 00:09:53.720]  大家讀撒姆爾記上
[00:09:53.720 --> 00:09:55.720]  又要留意
[00:09:55.720 --> 00:09:58.720]  由十五章神來引薦大衛
[00:09:58.720 --> 00:10:02.720]  透過撒姆爾去到他家
[00:10:02.720 --> 00:10:03.720]  耶西的家
[00:10:03.720 --> 00:10:05.720]  來告納他之後
[00:10:05.720 --> 00:10:08.720]  一直訓練他
[00:10:08.720 --> 00:10:12.720]  準備他成為將來以色列國的國王
[00:10:12.720 --> 00:10:17.720]  神一直來為大衛訓練鋪排
[00:10:17.720 --> 00:10:19.720]  試煉他
[00:10:19.720 --> 00:10:23.720]  所以我們往後有機會
[00:10:23.720 --> 00:10:24.720]  我們一定有機會
[00:10:24.720 --> 00:10:26.720]  往後我們說大衛的時候
[00:10:26.720 --> 00:10:28.720]  就會再由頭開始說
[00:10:28.720 --> 00:10:30.720]  不過我想插開今晚
[00:10:30.720 --> 00:10:32.720]  特別加插
