
[00:00:00.000 --> 00:00:02.000]  弟子們 早安
[00:00:02.000 --> 00:00:07.800]  很感恩 雖然今天大家讀剛才的經文都感受到
[00:00:07.800 --> 00:00:14.600]  外面的雨水或者那種翻騰都是一個大自然很大的力量
[00:00:14.600 --> 00:00:18.200]  但也感恩我們神的保守 我們都可以聚集
[00:00:18.200 --> 00:00:22.300]  更加感受到上帝我們一份敬畏對祂
[00:00:22.300 --> 00:00:24.100]  或者一種對祂的話
[00:00:24.100 --> 00:00:28.000]  可能我們都預備心靈去聆聽
[00:00:28.000 --> 00:00:31.600]  跟大家分享這段經文其實都想了很久
[00:00:31.600 --> 00:00:37.700]  基本上在想怎樣跟大家分享這段經文的訊息
[00:00:37.700 --> 00:00:40.500]  而跟大家分享這段經文的訊息的時候
[00:00:40.500 --> 00:00:44.100]  可能大家讀路加福音剛才的經文都會
[00:00:44.100 --> 00:00:45.800]  如果你熟悉負累福音
[00:00:45.800 --> 00:00:49.000]  即我們所說的馬太馬可路加福音
[00:00:49.000 --> 00:00:52.100]  三卷類似的福音書的時候
[00:00:52.100 --> 00:00:55.900]  都有類近的記載
[00:00:55.900 --> 00:01:02.700]  待會我主要會用新漢日本來跟大家分享
[00:01:02.700 --> 00:01:05.900]  這個記載裡面其實就有幾卷福音書
[00:01:05.900 --> 00:01:08.400]  所以在我的前言當中
[00:01:08.400 --> 00:01:11.400]  其實都很小心
[00:01:11.400 --> 00:01:15.200]  不想跟大家處理太多一些很技術性的問題
[00:01:15.200 --> 00:01:17.400]  也不是很想跟大家說
[00:01:17.400 --> 00:01:21.200]  其實我們要傳統我們有時候讀經的時候
[00:01:21.200 --> 00:01:23.700]  就會說參考其他的經文
[00:01:23.700 --> 00:01:26.500]  就會找回一個真實的情況
[00:01:26.500 --> 00:01:27.800]  其實我們不需要這樣去讀經
[00:01:27.800 --> 00:01:33.500]  主要是集中去看我們要讀的那段經文
[00:01:33.500 --> 00:01:35.500]  其實有什麼訊息要跟我們說
[00:01:35.500 --> 00:01:40.200]  當我們要無可避免地參考其他的經文的時候
[00:01:40.200 --> 00:01:44.000]  其實我們的心態都是希望幫助我們
[00:01:44.000 --> 00:01:47.500]  去了解我們今天讀路加福音這段經文裡面
[00:01:47.500 --> 00:01:50.700]  其實去比較之下想突出
[00:01:50.700 --> 00:01:54.000]  作者路加想突出一些什麼訊息
[00:01:54.000 --> 00:01:55.300]  給我們去認識
[00:01:55.300 --> 00:01:58.700]  在馬可、馬太都有相近的記載
[00:01:58.700 --> 00:02:03.000]  一般我們會認為馬可是最早寫成的書
[00:02:03.000 --> 00:02:05.300]  所以馬可的福音是比較短
[00:02:05.300 --> 00:02:08.700]  而通常我都會說馬太和路加
[00:02:08.700 --> 00:02:13.500]  是有參考馬可的說法來表達
[00:02:13.500 --> 00:02:16.000]  拍幕我們待會所分享的裡面
[00:02:16.000 --> 00:02:18.500]  都能夠更深刻
[00:02:18.500 --> 00:02:22.300]  當我們要比較一點點馬可和馬太的時候
[00:02:22.300 --> 00:02:26.500]  其實更深刻讓我們了解路加福音裡面所說的訊息
[00:02:26.500 --> 00:02:27.500]  我們一起去禱告
[00:02:27.500 --> 00:02:33.300]  然後我們都預備心靈去接收上主今天的讀
[00:02:33.300 --> 00:02:34.800]  天父多謝祢讓我們今天
[00:02:34.800 --> 00:02:36.300]  雖然外面風雨飄搖
[00:02:36.300 --> 00:02:39.300]  但祢也保守中頂姐妹
[00:02:39.300 --> 00:02:40.500]  來到祢的殿裡面
[00:02:40.500 --> 00:02:44.800]  我們感受到那種力量
[00:02:44.800 --> 00:02:47.000]  感受到祢那種威嚴
[00:02:47.000 --> 00:02:50.500]  也感受到祢的同在的寶貴
[00:02:50.500 --> 00:02:53.300]  盼望祢保守中頂姐妹的心靈
[00:02:53.300 --> 00:02:56.500]  讓我們整個崇拜當中
[00:02:56.500 --> 00:02:59.000]  由詩歌到聽道
[00:02:59.000 --> 00:03:01.500]  到我們向祢回應的時候
[00:03:01.500 --> 00:03:06.500]  都謙卑地開啟我們
[00:03:06.500 --> 00:03:08.500]  專注在祢的面前
[00:03:08.500 --> 00:03:11.000]  願祢保守我們以下聽道的時間
[00:03:11.000 --> 00:03:13.000]  同心禱告奉主名求
[00:03:13.000 --> 00:03:14.000]  阿們
[00:03:16.500 --> 00:03:19.000]  這段的記載裡面
[00:03:19.000 --> 00:03:22.500]  小孩子是一個重點
[00:03:22.500 --> 00:03:24.500]  我們說一個小子
[00:03:24.500 --> 00:03:26.500]  有時候聖經也有一個Little One
[00:03:26.500 --> 00:03:30.500]  一個不一定是年紀很小的小孩子也可以
[00:03:30.500 --> 00:03:33.500]  其實是一個很卑微的人物
[00:03:33.500 --> 00:03:34.500]  一個這樣的身份
[00:03:34.500 --> 00:03:40.500]  我先用《馬太》《馬可》裡面的背景
[00:03:40.500 --> 00:03:43.000]  和大家作一點點的引言
[00:03:43.000 --> 00:03:45.500]  就是他們也有說到關於
[00:03:45.500 --> 00:03:48.000]  好像一個小孩的教導
[00:03:48.000 --> 00:03:50.000]  大家應該也不會陌生
