
[00:00:00.000 --> 00:00:03.880]  我們一起禱告 感謝天父讓我們在過年
[00:00:03.880 --> 00:00:06.680]  我們都可以有家庭的相聚
[00:00:06.680 --> 00:00:10.580]  也都有身心靈的休息 我們很感謝主
[00:00:10.580 --> 00:00:14.400]  幫助我們能夠回來在晚上的茶聽班
[00:00:14.400 --> 00:00:19.600]  盼望神的話語成為我們大家很多的提醒和祝福
[00:00:19.600 --> 00:00:23.480]  也盼望已經完成了的這些錄音
[00:00:23.480 --> 00:00:25.760]  在網上發佈的時候
[00:00:25.760 --> 00:00:28.680]  可以讓不同的地方的弟兄姊妹
[00:00:28.680 --> 00:00:32.840]  都得到透過聆聽 得到彼此的建立
[00:00:32.840 --> 00:00:36.840]  大家都是在神的話語裏面認識神
[00:00:36.840 --> 00:00:41.200]  還有一份愛神 渴慕服侍的心
[00:00:41.200 --> 00:00:44.120]  我們今天晚上等候在你的面前
[00:00:44.120 --> 00:00:47.880]  禱告奉耶穌基督的名 阿們
[00:00:47.880 --> 00:00:52.480]  都是再一次看第二章的《馬拉基書》
[00:00:52.480 --> 00:00:55.820]  過去也都再講那個背景
[00:00:55.820 --> 00:01:02.620]  都是被歸類在秘魯歸回的歷史的那段期間
[00:01:02.620 --> 00:01:06.720]  大概是主前的460多年的時間
[00:01:06.720 --> 00:01:10.200]  很難確實一個確實的時間
[00:01:10.200 --> 00:01:14.800]  大部分猶太的學者都認為是460多年
[00:01:14.800 --> 00:01:18.520]  主前 也就是說還有大概400年
[00:01:18.520 --> 00:01:22.860]  主耶穌降生 去到這本書的第三章
[00:01:22.860 --> 00:01:28.460]  很快預言由這位尼塞亞的先鋒
[00:01:28.460 --> 00:01:32.340]  就是施洗約翰會來到這個世界
[00:01:32.340 --> 00:01:35.620]  成為主耶穌的準備
[00:01:35.620 --> 00:01:38.760]  是主耶穌自己確認了
[00:01:38.760 --> 00:01:42.060]  《馬拉基書》第三章講的那個使者
[00:01:42.060 --> 00:01:43.920]  就是講施洗約翰的
[00:01:43.920 --> 00:01:47.440]  我們可以去看第三章
[00:01:47.440 --> 00:01:49.560]  今天應該有機會去看第三章
[00:01:49.560 --> 00:01:51.800]  我們就會看這一位使者
[00:01:51.800 --> 00:01:56.160]  還有更重要的就是那一位尼塞亞降臨
[00:01:56.160 --> 00:01:58.240]  所以原來《十二小仙之》
[00:01:58.240 --> 00:02:01.560]  或者歸回的歷史書 特別是撒加利亞書
[00:02:01.560 --> 00:02:06.740]  講到將來的尼塞亞和將來的天國降臨
[00:02:06.740 --> 00:02:10.640]  就是第二次的降臨 是講得相當多的
[00:02:10.640 --> 00:02:12.560]  如果大家已經淡忘了
[00:02:12.560 --> 00:02:15.420]  有機會你就再去聽一下撒加利亞書
[00:02:15.420 --> 00:02:18.420]  是有很多的預言的
[00:02:18.420 --> 00:02:22.300]  第二章我們就回頭看
[00:02:22.300 --> 00:02:26.160]  是當時才知道馬拉基
[00:02:26.160 --> 00:02:28.740]  馬拉基的原文的意思就是
[00:02:28.740 --> 00:02:31.940]  使者 Messenger這樣的意思
[00:02:31.940 --> 00:02:34.560]  剛好是個名字
[00:02:34.560 --> 00:02:37.740]  可能未必是特別要改這個名字
[00:02:37.740 --> 00:02:40.440]  而是很想告訴我們
[00:02:40.440 --> 00:02:42.660]  他是有一個信息
[00:02:42.660 --> 00:02:47.380]  就是猶太人他們秘魯歸回了
[00:02:47.380 --> 00:02:49.780]  有聖殿了 有憲制了
[00:02:49.780 --> 00:02:52.580]  也都有尼西米的重建城牆了
[00:02:52.580 --> 00:02:55.940]  也都有他們的 回到一個規模
[00:02:55.940 --> 00:02:59.240]  就是大家都以自己是神的選民
[00:02:59.240 --> 00:03:02.240]  在耶路撒冷定居了
[00:03:02.240 --> 00:03:05.220]  也都有一個曾經的革新
[00:03:05.220 --> 00:03:07.420]  類似是一個復興
[00:03:07.420 --> 00:03:12.140]  但是慢慢的 當領袖一直淡去之後
[00:03:12.140 --> 00:03:16.220]  又再出現了百姓好像去到一個
[00:03:16.220 --> 00:03:19.580]  不知道有什麼可以去尋求的
[00:03:19.580 --> 00:03:23.500]  這樣的心情 或者這樣的狀態
[00:03:23.500 --> 00:03:27.720]  所以在那個敬拜裏面
[00:03:27.720 --> 00:03:30.580]  就開始出現了一種的停滯
[00:03:30.580 --> 00:03:34.140]  在敬拜侍奉的生活裏面
[00:03:34.140 --> 00:03:35.860]  又會出現了一種
[00:03:35.860 --> 00:03:38.980]  好像慢慢又變成了一種例行公事
[00:03:38.980 --> 00:03:44.100]  自然就會 大家都習以為常的時候
[00:03:44.100 --> 00:03:48.580]  就不會感覺到一種敬拜的神秘感
[00:03:48.580 --> 00:03:53.540]  對敬拜帶來的那個無論是雀躍
[00:03:53.540 --> 00:03:57.140]  期待 或者是滿足
[00:03:57.140 --> 00:03:59.140]  這樣來到回家
[00:03:59.140 --> 00:04:01.420]  所以就很自然地
[00:04:01.420 --> 00:04:06.100]  敬拜帶不起那個生活的
[00:04:06.100 --> 00:04:12.740]  遇見神帶來的那個自己的更新
[00:04:12.740 --> 00:04:14.680]  所以又會出現了
[00:04:14.680 --> 00:04:19.160]  似乎這裏有 這一章都有四次
[00:04:19.160 --> 00:04:21.400]  是一個很重要的詞
[00:04:21.400 --> 00:04:27.600]  就是鬼咋 民間 百姓 人和人
[00:04:27.600 --> 00:04:32.780]  再加上就是對自己的
[00:04:32.780 --> 00:04:37.980]  很小的時候結婚的妻子虐待
[00:04:37.980 --> 00:04:42.260]  導致好像妻離子散那樣
[00:04:42.260 --> 00:04:43.740]  剛過來的時候
[00:04:43.740 --> 00:04:46.740]  就無意中看到新聞 國際新聞
[00:04:46.740 --> 00:04:51.280]  就是加拿大的總理杜魯多
[00:04:51.280 --> 00:04:55.900]  和他青梅竹馬的太太
[00:04:55.900 --> 00:05:00.260]  結婚的太太就正式的離婚 分居
[00:05:00.260 --> 00:05:04.520]  很長篇的 那些照片
[00:05:04.520 --> 00:05:08.480]  從很小的時候 青梅竹馬的時候
[00:05:08.480 --> 00:05:11.100]  一直拍拖結婚
[00:05:11.100 --> 00:05:14.500]  是所有人眼中的美滿婚姻
[00:05:14.500 --> 00:05:18.280]  最終現在都要離婚收場
[00:05:18.280 --> 00:05:22.380]  他主要想說的就是那些狗仔隊記者
[00:05:22.380 --> 00:05:25.320]  追蹤到他的分居太太
[00:05:25.320 --> 00:05:28.820]  去找另外的男朋友
[00:05:28.820 --> 00:05:32.620]  都是很有興趣報這些東西
[00:05:32.620 --> 00:05:34.340]  所以我們看第二章
[00:05:34.340 --> 00:05:36.620]  我們這次是從第十節開始看
[00:05:36.620 --> 00:05:39.020]  上一次就是講到祭司
[00:05:39.020 --> 00:05:46.860]  對於神的那個效忠出了亂子
[00:05:46.860 --> 00:05:50.760]  祭司扮演不了這個角色
[00:05:50.760 --> 00:05:55.900]  就不能夠有效地將神的真理
[00:05:55.900 --> 00:05:59.340]  傳遞給自己的百姓
[00:05:59.340 --> 00:06:01.680]  很自然就導致到第十節
[00:06:01.680 --> 00:06:04.340]  去到這一章的結尾
[00:06:04.340 --> 00:06:11.700]  第十七節就好像要
[00:06:11.700 --> 00:06:13.720]  不經意的按錯了按鈕
[00:06:13.720 --> 00:06:16.200]  那些警報響
[00:06:16.200 --> 00:06:22.700]  就要觸發了一級警報、二級警報
[00:06:22.700 --> 00:06:25.140]  好像不經意的按錯了按鈕
[00:06:25.140 --> 00:06:28.660]  這裡就是在講神透過祭司
[00:06:28.660 --> 00:06:34.500]  來將真理、憲制、關於神性的事
[00:06:34.500 --> 00:06:36.860]  透過他們去傳遞
[00:06:36.860 --> 00:06:40.500]  每一代的百姓都可以來到根據
[00:06:40.500 --> 00:06:43.580]  你和神的關係 透過憲制
[00:06:43.580 --> 00:06:47.180]  來得到神給你的那個教導
[00:06:47.180 --> 00:06:50.300]  但是當這個機制失效之後
[00:06:50.300 --> 00:06:53.020]  失效的原因上個星期我們講過
[00:06:53.020 --> 00:06:55.560]  就是他們違約
[00:06:55.560 --> 00:07:00.300]  祭司違反了神和尼微所立的約
[00:07:00.300 --> 00:07:05.520]  所以他們本來是會在百姓當中得到尊榮
[00:07:05.520 --> 00:07:08.700]  神就說將你們憲制的那些
[00:07:08.700 --> 00:07:10.160]  那些祭神的那些墳
[00:07:10.160 --> 00:07:12.620]  就是那些大便
[00:07:12.620 --> 00:07:15.660]  要塗在你們的臉上
[00:07:15.660 --> 00:07:18.260]  你想一下是多麼羞恥
[00:07:18.260 --> 00:07:22.020]  多麼被人藐視的一種 看為下賤
[00:07:22.020 --> 00:07:23.580]  這個是第九節
[00:07:23.580 --> 00:07:27.860]  所以我使得你們被眾人藐視 看為下賤
[00:07:27.860 --> 00:07:30.980]  就是說原來越討好那些百姓
[00:07:30.980 --> 00:07:35.420]  憲制不要那麼講究
[00:07:35.420 --> 00:07:39.900]  病的、瘸腿的都可以憲制
[00:07:39.900 --> 00:07:41.780]  你都收貨
[00:07:41.780 --> 00:07:44.740]  百姓不喜歡聽的某些的教導
[00:07:44.740 --> 00:07:46.180]  你又不去講
[00:07:46.180 --> 00:07:47.620]  你以為討好
[00:07:47.620 --> 00:07:51.340]  原來你去七除八扣
[00:07:51.340 --> 00:07:54.540]  這樣來有意識地
[00:07:54.540 --> 00:07:59.740]  來減低神的道的要求
[00:07:59.740 --> 00:08:04.380]  比如昨晚我們上課神學的講座
[00:08:04.380 --> 00:08:07.220]  國民節目師都很坦白
[00:08:07.220 --> 00:08:11.180]  他說他神學院請教授
[00:08:11.180 --> 00:08:14.420]  請了五個都不對
[00:08:14.420 --> 00:08:17.980]  當然感恩他沒有說哪個名字
[00:08:17.980 --> 00:08:23.420]  不對的原因就不是那些學識、學歷不標稱
[00:08:23.420 --> 00:08:28.340]  是原來不再堅持聖經無誤
[00:08:28.340 --> 00:08:30.380]  那牧師就說在他任內
[00:08:30.380 --> 00:08:32.820]  他是不能夠讓這樣的事情發生的
[00:08:32.820 --> 00:08:37.780]  因為聖經無誤是一個神學院必須捍衛的
[00:08:37.780 --> 00:08:40.740]  你開放了這條線
[00:08:40.740 --> 00:08:42.540]  你就收不回了
[00:08:42.540 --> 00:08:45.180]  那要去到多大程度
[00:08:45.180 --> 00:08:46.580]  你才說他是錯呢?
[00:08:46.580 --> 00:08:49.460]  其實你打開了這道門
[00:08:49.460 --> 00:08:50.740]  其實是關不了的
[00:08:50.740 --> 00:08:52.580]  當然好像講遠了
[00:08:52.580 --> 00:08:56.660]  但其實祭司他們出現的
[00:08:56.660 --> 00:08:59.940]  這樣降低自己的教導
[00:08:59.940 --> 00:09:04.940]  就使百姓更加一直向下視那個底線
[00:09:04.940 --> 00:09:07.860]  更加對你不尊重
[00:09:07.860 --> 00:09:11.100]  更加藐視可有可無
[00:09:11.100 --> 00:09:12.780]  很簡單就是
[00:09:12.780 --> 00:09:15.500]  如果我們有聽過關於聖經無誤
[00:09:15.500 --> 00:09:18.100]  新派就已經沒有了這個底線
[00:09:18.100 --> 00:09:19.900]  什麼都是超自然的
[00:09:19.900 --> 00:09:23.300]  是會令到未信的人很反感的
[00:09:23.300 --> 00:09:26.820]  你說有神蹟、有天堂、有地獄、有審判
[00:09:26.820 --> 00:09:28.940]  有主耶穌的救贖
[00:09:28.940 --> 00:09:31.780]  是違反人性、違反一些理性的
[00:09:31.780 --> 00:09:35.100]  違反了人與人之間的博愛的
[00:09:35.100 --> 00:09:37.060]  那你說到這麼嚴肅
[00:09:37.060 --> 00:09:38.300]  人家是不會信的
[00:09:38.300 --> 00:09:40.780]  所以新派是沒有這些門檻的
[00:09:40.780 --> 00:09:44.340]  只是告訴你神愛你
[00:09:44.340 --> 00:09:46.340]  你做好就可以了
[00:09:46.340 --> 00:09:48.140]  是不會有超自然神蹟的
[00:09:48.140 --> 00:09:50.380]  因為超自然神蹟是不會有人信的
[00:09:50.380 --> 00:09:52.500]  這樣的宗教
[00:09:52.500 --> 00:09:53.660]  這樣的基督教
[00:09:53.660 --> 00:09:55.540]  是沒有殺傷力的基督教
[00:09:55.540 --> 00:09:57.860]  最終就是沒有人信
[00:09:57.860 --> 00:10:00.140]  因為既然你對我沒有要求
[00:10:00.140 --> 00:10:01.420]  我還怎麼去信呢?
[00:10:01.420 --> 00:10:03.580]  既然你都不相信有天堂地獄
[00:10:03.580 --> 00:10:05.420]  那我為什麼要信你呢?
[00:10:05.420 --> 00:10:09.260]  所以新派是不會再有市場的
[00:10:09.260 --> 00:10:12.620]  是不會改變到人心的
[00:10:12.620 --> 00:10:19.780]  所以什麼最導致那個導火線
[00:10:19.780 --> 00:10:21.460]  新派是沒落呢?
[00:10:21.460 --> 00:10:24.060]  是二次世界大戰
[00:10:24.060 --> 00:10:26.060]  是兩次的世界大戰
[00:10:26.060 --> 00:10:28.780]  原來人心是不可以透過教育
[00:10:28.780 --> 00:10:29.980]  可以改變的
[00:10:29.980 --> 00:10:33.180]  原來人與人之間都是會有仇恨
[00:10:33.180 --> 00:10:35.900]  國與國之間都會為了利益
[00:10:35.900 --> 00:10:37.700]  可以打生打死的
[00:10:37.700 --> 00:10:40.180]  所以如果沒有了一位真神
[00:10:40.180 --> 00:10:43.060]  他定立的標準和天堂地獄
[00:10:43.060 --> 00:10:47.140]  和有永恆的生命的存在
[00:10:47.140 --> 00:10:49.940]  其實是不會令到地上的人
[00:10:49.940 --> 00:10:51.940]  透過教育是會改變的
[00:10:51.940 --> 00:10:53.540]  那又好像說遠了
[00:10:53.540 --> 00:10:57.460]  關乎到聖經無誤的那個問題
[00:10:57.460 --> 00:11:00.500]  所以聖經無誤是不可以
[00:11:00.500 --> 00:11:03.300]  我聽梁院長講得很清楚很白的
[00:11:03.300 --> 00:11:06.220]  他說如果任何一個教授在他的任內
[00:11:06.220 --> 00:11:08.740]  一碰到聖經無誤
[00:11:08.740 --> 00:11:10.260]  就不需要談了
[00:11:10.260 --> 00:11:13.300]  就馬上要解僱了
[00:11:13.300 --> 00:11:15.060]  沒得談這個問題的
[00:11:15.060 --> 00:11:18.260]  因為這個是基要派 福音派
[00:11:18.260 --> 00:11:21.700]  賴以為福音派的基石來的
[00:11:21.700 --> 00:11:23.980]  你如果要和
[00:11:23.980 --> 00:11:25.700]  開始我們要討論一下
