
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹轉來 平安
[00:00:03.000 --> 00:00:08.000]  感謝上帝讓我可以在這裡和大家分享上帝的說話
[00:00:08.000 --> 00:00:10.000]  讓我們一心一齊禱告
[00:00:10.000 --> 00:00:12.000]  我們再次要多謝主耶穌
[00:00:12.000 --> 00:00:16.000]  因為我們能夠有永生
[00:00:16.000 --> 00:00:18.000]  一點都不簡單
[00:00:18.000 --> 00:00:21.000]  是祢願意擺上
[00:00:21.000 --> 00:00:23.000]  我們感謝祢
[00:00:23.000 --> 00:00:28.000]  求主幫助我們真的明白祢的心意如何
[00:00:28.000 --> 00:00:32.000]  帶領我們一會兒所說所聽
[00:00:32.000 --> 00:00:36.000]  求聖靈引導與我們同在
[00:00:36.000 --> 00:00:39.000]  多謝主聽禱告奉耶穌基督的聖名
[00:00:39.000 --> 00:00:40.000]  對
[00:00:40.000 --> 00:00:45.000]  也很感謝主席幫我們讀了一段相當長的經文
[00:00:45.000 --> 00:00:48.000]  一共有二十節
[00:00:48.000 --> 00:00:53.000]  今天的題目就是耶穌為你洗腳
[00:00:53.000 --> 00:00:57.000]  如果我說要將耶穌為你洗腳
[00:00:57.000 --> 00:01:00.000]  是一個上聯的話
[00:01:00.000 --> 00:01:04.000]  下聯你會怎樣對呢?
[00:01:04.000 --> 00:01:11.000]  我問我妹妹和媽媽
[00:01:11.000 --> 00:01:13.000]  如果這是上聯你會怎樣對呢?
[00:01:13.000 --> 00:01:15.000]  我媽媽很直接說
[00:01:15.000 --> 00:01:17.000]  耶穌為你洗腳
[00:01:17.000 --> 00:01:20.000]  我就看著腳
[00:01:20.000 --> 00:01:23.000]  我媽媽不是基督徒
[00:01:23.000 --> 00:01:25.000]  很直接了當
[00:01:25.000 --> 00:01:27.000]  我妹妹就說
[00:01:27.000 --> 00:01:29.000]  耶穌為你洗腳
[00:01:29.000 --> 00:01:33.000]  你為誰洗腳?
[00:01:33.000 --> 00:01:35.000]  又或者有人會想
[00:01:35.000 --> 00:01:38.000]  耶穌為你洗腳
[00:01:38.000 --> 00:01:41.000]  你為耶穌做甚麼?
[00:01:41.000 --> 00:01:44.000]  又或者耶穌為你洗腳
[00:01:44.000 --> 00:01:48.000]  你為別人洗腳
[00:01:48.000 --> 00:01:52.000]  無論怎樣我們再看下去的時候
[00:01:52.000 --> 00:01:57.000]  這些字對你來說可能很小
[00:01:57.000 --> 00:01:59.000]  如果你手上有聖經
[00:01:59.000 --> 00:02:05.000]  或者你有自己的電子版經文
[00:02:05.000 --> 00:02:08.000]  你可以再次看到
[00:02:08.000 --> 00:02:10.000]  其實這段經文
[00:02:10.000 --> 00:02:13.000]  記載洗腳的背景
[00:02:13.000 --> 00:02:15.000]  是臨近耶穌
[00:02:15.000 --> 00:02:20.000]  快要知道自己要升天離開
[00:02:20.000 --> 00:02:23.000]  即是世界回到父神那裏
[00:02:23.000 --> 00:02:26.000]  我讀給大家聽
[00:02:26.000 --> 00:02:28.000]  《約翰福音》十三章一節
[00:02:28.000 --> 00:02:31.000]  預預知以前耶穌知道
[00:02:31.000 --> 00:02:36.000]  自己離世歸附的時候到了
[00:02:36.000 --> 00:02:39.000]  即是祂知道時間差不多了
[00:02:39.000 --> 00:02:41.000]  通常臨走的時候
[00:02:41.000 --> 00:02:43.000]  我不知道你們有沒有試過
[00:02:43.000 --> 00:02:46.000]  要離開香港一段很長的時間
[00:02:46.000 --> 00:02:47.000]  臨走的時候
[00:02:47.000 --> 00:02:49.000]  你可能有很多東西要吩咐家人
[00:02:49.000 --> 00:02:51.000]  或者要跟家人說
[00:02:51.000 --> 00:02:53.000]  跟你的子女說
[00:02:53.000 --> 00:02:56.000]  那是一個很重要的時刻
[00:02:56.000 --> 00:02:57.000]  對於耶穌來說
[00:02:57.000 --> 00:02:58.000]  你會發現
[00:02:58.000 --> 00:03:00.000]  原來祂臨走之前
[00:03:00.000 --> 00:03:03.000]  祂最掛念的
[00:03:03.000 --> 00:03:04.000]  一起吃晚飯
[00:03:04.000 --> 00:03:06.000]  不是祂的家人
[00:03:06.000 --> 00:03:08.000]  不是祂的弟弟妹妹
[00:03:08.000 --> 00:03:10.000]  反而是十二個門徒
[00:03:10.000 --> 00:03:13.000]  而且一個都沒有少
[00:03:13.000 --> 00:03:15.000]  祂心裏面顯然最掛念的
[00:03:15.000 --> 00:03:17.000]  就是這班門徒
[00:03:17.000 --> 00:03:20.000]  也想跟他們有很多話要說
[00:03:20.000 --> 00:03:23.000]  所以《約翰福音》十三章
[00:03:23.000 --> 00:03:26.000]  十四、十五、十六
[00:03:26.000 --> 00:03:29.000]  這麼多章都是耶穌的講話
[00:03:29.000 --> 00:03:32.000]  如果你有回家可以再詳細看
[00:03:32.000 --> 00:03:33.000]  十三到十六章
[00:03:33.000 --> 00:03:36.000]  都是耶穌對門徒的講話
[00:03:36.000 --> 00:03:38.000]  接著到第十七章
[00:03:38.000 --> 00:03:40.000]  就是耶穌的祈禱
[00:03:40.000 --> 00:03:44.000]  裏面特別鄭重的是為門徒祈禱
[00:03:44.000 --> 00:03:47.000]  因為他們知道自己快要離開了
[00:03:47.000 --> 00:03:48.000]  離開之後
[00:03:48.000 --> 00:03:52.000]  可能門徒會發生很多事在他們身上
[00:03:52.000 --> 00:03:56.000]  所以特別要講很多安慰他們的話
[00:03:56.000 --> 00:03:58.000]  去到十六章最後一句
[00:03:58.000 --> 00:04:02.000]  就是「我留下平安給你們」
[00:04:02.000 --> 00:04:06.000]  臨走的叮囑
[00:04:06.000 --> 00:04:11.000]  之後就帶來一個洗腳的事件
[00:04:11.000 --> 00:04:16.000]  《約翰福音》的作者是耶穌的門徒約翰
[00:04:16.000 --> 00:04:18.000]  所以其實洗腳這個事件
[00:04:18.000 --> 00:04:20.000]  在四卷書裏面
[00:04:20.000 --> 00:04:23.000]  只有《約翰福音》有記載
[00:04:23.000 --> 00:04:26.000]  其他《馬太》、《馬可》、《路加》
[00:04:26.000 --> 00:04:28.000]  都沒有提及這件事
[00:04:28.000 --> 00:04:30.000]  那三卷書反而提及的
[00:04:30.000 --> 00:04:32.000]  就是在最後晚餐的時候
[00:04:32.000 --> 00:04:36.000]  耶穌設立聖餐
[00:04:36.000 --> 00:04:41.000]  但反而《約翰福音》沒有提及這件事
[00:04:41.000 --> 00:04:46.000]  只是提及了洗腳這個事件
[00:04:46.000 --> 00:04:48.000]  所以你可以說
[00:04:48.000 --> 00:04:51.000]  《約翰福音》是從他的角度
[00:04:51.000 --> 00:04:54.000]  去將耶穌洗腳的事件
[00:04:54.000 --> 00:04:57.000]  很仔細地記錄下來
[00:04:57.000 --> 00:04:59.000]  原因很簡單
[00:04:59.000 --> 00:05:01.000]  因為他當時就在場
[00:05:01.000 --> 00:05:05.000]  他也親腳被耶穌洗過
[00:05:05.000 --> 00:05:07.000]  這個親身的經歷
[00:05:07.000 --> 00:05:11.000]  令到他的印象極其深刻
[00:05:11.000 --> 00:05:14.000]  我記得我讀神學的時候
[00:05:14.000 --> 00:05:16.000]  去到最後的一年
[00:05:16.000 --> 00:05:18.000]  最後的一個月
[00:05:18.000 --> 00:05:21.000]  差不多可能是最後一個星期
[00:05:21.000 --> 00:05:26.000]  我們學院是有關心小組的團體
[00:05:26.000 --> 00:05:28.000]  通常六、七個學生
[00:05:28.000 --> 00:05:30.000]  就跟著一個老師
[00:05:30.000 --> 00:05:32.000]  我還很記得
[00:05:32.000 --> 00:05:34.000]  我們所跟的那個老師
[00:05:34.000 --> 00:05:38.000]  當時有一天他就約我們一起見面
[00:05:38.000 --> 00:05:40.000]  然後聊天聊到差不多的時候
[00:05:40.000 --> 00:05:43.000]  他就拿了一盆水出來
[00:05:43.000 --> 00:05:45.000]  拿了一條毛巾
[00:05:45.000 --> 00:05:47.000]  然後我們心裏立刻
[00:05:47.000 --> 00:05:49.000]  你眼望我眼
[00:05:49.000 --> 00:05:52.000]  猜到他想做什麼
[00:05:52.000 --> 00:05:54.000]  他就走過來
[00:05:54.000 --> 00:05:58.000]  就要幫我們逐個逐個洗腳
[00:05:58.000 --> 00:06:02.000]  這個行動就算到今時今日過了這麼多年
[00:06:02.000 --> 00:06:06.000]  我想他這輩子都不會忘記那一刻
[00:06:06.000 --> 00:06:09.000]  其實老師的目的
[00:06:09.000 --> 00:06:12.000]  就是很想我們親自去體驗
[00:06:12.000 --> 00:06:17.000]  耶穌當時這樣做的時候
[00:06:17.000 --> 00:06:21.000]  門徒的心情和他們的反應
[00:06:21.000 --> 00:06:23.000]  在這套約翰
[00:06:23.000 --> 00:06:27.000]  他就將這件事件的經過
[00:06:27.000 --> 00:06:32.000]  和耶穌和門徒的對話記錄下來
[00:06:32.000 --> 00:06:34.000]  剛才讀到第一節有提到
[00:06:34.000 --> 00:06:38.000]  這是在逾月節之前發生的
[00:06:38.000 --> 00:06:43.000]  也是十二門徒和耶穌一起用膳的時間
[00:06:43.000 --> 00:06:46.000]  大概他們已經吃了
[00:06:46.000 --> 00:06:47.000]  可能吃了一半
[00:06:47.000 --> 00:06:49.000]  或者吃了一些時間
[00:06:49.000 --> 00:06:52.000]  中途耶穌是站起來
[00:06:52.000 --> 00:06:53.000]  第四節說
[00:06:53.000 --> 00:06:57.000]  就離席站起來脫了衣服
[00:06:57.000 --> 00:06:59.000]  拿一條手巾搓腰
[00:06:59.000 --> 00:07:02.000]  隨後把水倒在盆裡
[00:07:02.000 --> 00:07:04.000]  開始洗門徒的腳
[00:07:04.000 --> 00:07:10.000]  並用搓腰的手巾擦乾
[00:07:10.000 --> 00:07:14.000]  你會說為什麼不吃完飯才做這件事呢
[00:07:14.000 --> 00:07:16.000]  有沒有想過
[00:07:16.000 --> 00:07:18.000]  又或者是吃飯
