
[00:00:00.000 --> 00:00:06.000]  多謝主再一次招聚我們在晚上有研習聖經的時間
[00:00:06.000 --> 00:00:10.500]  我們可以有系統的去研讀一卷的書
[00:00:10.500 --> 00:00:13.800]  福音書 特別是約翰福音
[00:00:13.800 --> 00:00:15.400]  我們很感謝神
[00:00:15.400 --> 00:00:20.400]  幫助我們既然現在有足夠的時間去裝備的時候
[00:00:20.400 --> 00:00:24.300]  就讓我們滿滿的得到神的恩典
[00:00:24.300 --> 00:00:26.800]  透過聖經的真理的解說
[00:00:26.800 --> 00:00:29.300]  我們能夠掌握明白
[00:00:29.300 --> 00:00:32.100]  以及我們的信心可以增加
[00:00:32.100 --> 00:00:34.700]  使我們能夠在生活
[00:00:34.700 --> 00:00:36.600]  在我們的侍奉
[00:00:36.600 --> 00:00:39.500]  能夠對準我們的主
[00:00:39.500 --> 00:00:40.900]  求祢帶領我們
[00:00:40.900 --> 00:00:43.500]  如果有些很重要的神學真理
[00:00:43.500 --> 00:00:47.900]  都讓我們能夠有充足的智慧去明白、去掌握
[00:00:47.900 --> 00:00:50.500]  我們一起在祢面前的等候禱告
[00:00:50.500 --> 00:00:53.000]  奉耶穌基督的名
[00:00:53.000 --> 00:00:54.300]  阿們
[00:00:54.300 --> 00:00:57.700]  上個星期我們停了在府人
[00:00:57.700 --> 00:01:00.600]  來探討
[00:01:00.600 --> 00:01:03.100]  到底是基尼心山
[00:01:03.100 --> 00:01:06.900]  撒瑪利亞城的這個聖山
[00:01:06.900 --> 00:01:09.800]  還是聖城的耶路撒冷
[00:01:09.800 --> 00:01:12.100]  就是說在耶穌的年代
[00:01:12.100 --> 00:01:16.100]  已經出現了這種分庭抗禮
[00:01:16.100 --> 00:01:17.500]  你又說
[00:01:17.500 --> 00:01:19.200]  我們信的耶和華
[00:01:19.200 --> 00:01:21.700]  摩西五經的神
[00:01:21.700 --> 00:01:23.200]  在基尼心山
[00:01:23.200 --> 00:01:25.400]  我們的祖宗雅各
[00:01:25.400 --> 00:01:28.400]  在那裡是事件的一帶
[00:01:28.400 --> 00:01:30.700]  來去敬拜神
[00:01:30.700 --> 00:01:32.300]  現在耶穌出現
[00:01:32.300 --> 00:01:35.500]  或者耶穌相屬的猶太人
[00:01:35.500 --> 00:01:37.100]  那個脈絡
[00:01:37.100 --> 00:01:39.100]  在耶路撒冷的聖殿
[00:01:39.100 --> 00:01:40.900]  所羅門的聖殿
[00:01:40.900 --> 00:01:42.000]  應該是說
[00:01:42.000 --> 00:01:46.000]  由這個大希律王
[00:01:46.000 --> 00:01:47.800]  用了46年
[00:01:47.800 --> 00:01:49.700]  來去重建的
[00:01:49.700 --> 00:01:51.600]  當然是翻修
[00:01:51.600 --> 00:01:54.000]  這樣來到去
[00:01:54.000 --> 00:01:57.100]  很明顯就是有兩個敬拜中心
[00:01:57.100 --> 00:01:58.900]  在耶穌的年代
[00:01:58.900 --> 00:02:01.700]  現在本來和他去談道
[00:02:01.700 --> 00:02:06.000]  邀請他得著永恆的活水
[00:02:06.000 --> 00:02:08.800]  那府人有一個好奇
[00:02:08.800 --> 00:02:10.000]  慢慢慢慢
[00:02:10.000 --> 00:02:13.200]  他被耶穌的可能是
[00:02:13.200 --> 00:02:15.600]  真誠去打動
[00:02:15.600 --> 00:02:18.200]  本來去到一些很關鍵的位
[00:02:18.200 --> 00:02:20.600]  他要逃避
[00:02:20.600 --> 00:02:23.200]  因為涉及個人的內心
[00:02:23.200 --> 00:02:24.400]  但是
[00:02:24.400 --> 00:02:26.600]  耶穌不是一種挖苦
[00:02:26.600 --> 00:02:28.900]  是一種勉勵
[00:02:28.900 --> 00:02:30.200]  邀請
[00:02:30.200 --> 00:02:32.100]  讓他感覺到有溫度
[00:02:32.100 --> 00:02:34.300]  有被接納
[00:02:34.300 --> 00:02:36.500]  也有一份安全感
[00:02:36.500 --> 00:02:39.100]  他開始開放自己多一點
[00:02:39.100 --> 00:02:40.500]  開放到一個地步
[00:02:40.500 --> 00:02:42.500]  終於發出這個問題
[00:02:42.500 --> 00:02:44.900]  因為他感覺到在他面前的
[00:02:44.900 --> 00:02:46.400]  是一位先知
[00:02:46.400 --> 00:02:48.800]  可能就是他們撒馬利亞人
[00:02:48.800 --> 00:02:51.300]  所等待的那個尼塞亞
[00:02:51.300 --> 00:02:53.400]  他們一樣等待尼塞亞
[00:02:53.400 --> 00:02:57.300]  所以到底哪個神才對呢?
[00:02:57.300 --> 00:02:59.300]  這些是很深的
[00:02:59.300 --> 00:03:02.200]  很難的神學問題
[00:03:02.200 --> 00:03:04.300]  偶然間我們也會有人問我們
[00:03:04.300 --> 00:03:07.100]  天主教比較對還是基督教比較對?
[00:03:07.100 --> 00:03:10.400]  有時候很難三言兩語就說完
[00:03:10.400 --> 00:03:13.200]  因為整個的救贖觀
[00:03:13.200 --> 00:03:15.800]  其實是要慢慢去解說的
[00:03:15.800 --> 00:03:18.100]  有時候整套的模特兒
[00:03:18.100 --> 00:03:21.000]  整套的他們的神學
[00:03:21.000 --> 00:03:23.500]  要逐樣逐樣去梳理的
[00:03:23.500 --> 00:03:25.800]  始終是500年的一些
[00:03:25.800 --> 00:03:27.400]  可以說是恩怨
[00:03:27.400 --> 00:03:30.900]  因為天主教叫我們做分離的弟兄
[00:03:30.900 --> 00:03:34.100]  我們真的要來用時間
[00:03:34.100 --> 00:03:36.900]  所以現在撒馬利亞婦人
[00:03:36.900 --> 00:03:39.200]  無名無姓的婦人
[00:03:39.200 --> 00:03:40.700]  提出這個問題
[00:03:40.700 --> 00:03:42.900]  所以我們上個星期停在這裡
[00:03:42.900 --> 00:03:45.500]  我們就要可能用一點時間
[00:03:45.500 --> 00:03:48.900]  再透過主耶穌所教導
[00:03:48.900 --> 00:03:50.800]  我們要捉得緊一點
[00:03:50.800 --> 00:03:53.200]  因為上個星期也說過了
[00:03:53.200 --> 00:03:55.100]  涉及的是敬拜
[00:03:55.100 --> 00:03:58.600]  什麼才是神月立的敬拜呢?
[00:03:58.600 --> 00:04:01.400]  這個我們先回到經文
[00:04:01.400 --> 00:04:04.400]  然後我再和大家做一些詮釋
[00:04:04.400 --> 00:04:07.600]  第21節耶穌說
[00:04:07.600 --> 00:04:08.800]  耶穌說
[00:04:08.800 --> 00:04:11.300]  「婦人,你當信我,
[00:04:11.300 --> 00:04:16.100]  事後將到你們拜父也不在這山上,
[00:04:16.100 --> 00:04:18.100]  也不在耶路撒冷。」
[00:04:18.100 --> 00:04:21.800]  耶穌也這樣稱呼這位造物主神
[00:04:21.800 --> 00:04:23.400]  我們說過很多次
[00:04:23.400 --> 00:04:25.300]  約翰福音是一而再
[00:04:25.300 --> 00:04:27.800]  耶穌稱神是他的父
[00:04:27.800 --> 00:04:29.000]  父神
[00:04:29.000 --> 00:04:31.500]  是很親暱的
[00:04:31.500 --> 00:04:33.000]  所以我們要小心
[00:04:33.000 --> 00:04:37.200]  千萬不要我們把我們自己廣東人的類比
[00:04:37.200 --> 00:04:41.800]  就來將這種親暱變成為唯一的
[00:04:41.800 --> 00:04:43.700]  這樣就會有些問題
[00:04:43.700 --> 00:04:47.000]  因為耶穌所理解的父神
[00:04:47.000 --> 00:04:50.200]  不是我們廣東人所理解的
[00:04:50.200 --> 00:04:55.200]  爹地、老豆等等
[00:04:55.200 --> 00:04:57.900]  那些是有它的局限性的
[00:04:57.900 --> 00:05:00.900]  不是說不可以類比這種親密
[00:05:00.900 --> 00:05:01.900]  親密是對的
[00:05:01.900 --> 00:05:05.500]  但是聖經所說的父和子的關係
[00:05:05.500 --> 00:05:07.400]  我們陸續看其他經文
[00:05:07.400 --> 00:05:10.200]  你就會知道有其他的含義
[00:05:10.200 --> 00:05:11.400]  我們要留意的
[00:05:11.400 --> 00:05:13.200]  不過先回到這裡
[00:05:13.200 --> 00:05:14.800]  耶穌在這裡說
[00:05:14.800 --> 00:05:16.300]  「事後將到」
[00:05:16.300 --> 00:05:17.200]  就是說
[00:05:17.200 --> 00:05:21.300]  由耶穌出現在這個舊屬的歷史的場景
[00:05:21.300 --> 00:05:25.400]  就是由祂降生成為人子
[00:05:25.400 --> 00:05:28.600]  真正的敬拜就開始了
[00:05:28.600 --> 00:05:31.900]  過去的有祂的歷史的局限性
[00:05:31.900 --> 00:05:33.300]  有祂的原因
[00:05:33.300 --> 00:05:34.200]  但是
[00:05:34.200 --> 00:05:37.100]  現在耶穌很清楚斷言的
[00:05:37.100 --> 00:05:38.500]  不借著祂
[00:05:38.500 --> 00:05:40.900]  沒有人可以去敬拜神
[00:05:40.900 --> 00:05:44.100]  去認識這位的真神
[00:05:44.100 --> 00:05:47.300]  彌哥底姆已經是一個很明顯的例子
[00:05:47.300 --> 00:05:51.000]  他從來都沒有真正的敬拜神
[00:05:51.000 --> 00:05:53.500]  也都不能夠見神的國
[00:05:53.500 --> 00:05:58.900]  如果他繼續活在猶太教的包袱底下
[00:05:58.900 --> 00:06:00.600]  或者任避底下
[00:06:00.600 --> 00:06:04.200]  彌哥底姆都是不可以去見到神的
[00:06:04.200 --> 00:06:06.000]  所以這裡告訴我們
[00:06:06.000 --> 00:06:09.000]  現在主耶穌就說得很斬釘截鐵
[00:06:09.000 --> 00:06:11.500]  你們所拜第22節
[00:06:11.500 --> 00:06:13.100]  你們不知道
[00:06:13.100 --> 00:06:14.600]  我們所拜
[00:06:14.600 --> 00:06:16.800]  可能包含了猶太人
[00:06:16.800 --> 00:06:18.300]  我們知道
[00:06:18.300 --> 00:06:21.800]  因為救恩是從猶太人出來的
[00:06:21.800 --> 00:06:22.900]  首先就是
[00:06:22.900 --> 00:06:26.700]  都某程度來說了撒瑪利亞人
[00:06:26.700 --> 00:06:28.100]  他們的欠缺
[00:06:28.100 --> 00:06:30.900]  他們只是信摩西五經
[00:06:30.900 --> 00:06:33.300]  其他的舊約一概不信
[00:06:33.300 --> 00:06:35.700]  這些就是歷史的包袱了
[00:06:35.700 --> 00:06:39.200]  所以耶穌來更正他
[00:06:39.200 --> 00:06:40.600]  告訴他
[00:06:40.600 --> 00:06:42.900]  救恩是從我們猶太人出來的
[00:06:42.900 --> 00:06:44.900]  就是說神的默示
[00:06:44.900 --> 00:06:46.000]  那個啟示
[00:06:46.000 --> 00:06:48.000]  是一直在進行的
[00:06:48.000 --> 00:06:51.500]  最終預言的尼塞亞出現
