
[00:00:00.000 --> 00:00:02.000]  靈姐妹 早安
[00:00:02.000 --> 00:00:05.200]  我們一起同心禱告
[00:00:05.200 --> 00:00:07.600]  感謝讚美主
[00:00:07.600 --> 00:00:10.440]  我們可以來到去朝見祢
[00:00:10.440 --> 00:00:12.200]  敬拜祢
[00:00:12.200 --> 00:00:14.440]  雖然我們戴著口罩
[00:00:14.440 --> 00:00:19.600]  雖然我們不能夠列隊來到台前領受聖餐
[00:00:19.600 --> 00:00:21.560]  這都是一個禮儀
[00:00:21.560 --> 00:00:26.240]  重要的是我們能夠親近這位造物的主
[00:00:26.240 --> 00:00:29.200]  來閱納我們的敬拜
[00:00:29.200 --> 00:00:32.800]  以及我們可以享受因祢的同在
[00:00:32.800 --> 00:00:35.200]  因祢的大能和榮耀
[00:00:35.200 --> 00:00:37.520]  特別是救恩的榮耀
[00:00:37.520 --> 00:00:40.440]  我們可以享受平安的福樂
[00:00:40.440 --> 00:00:44.120]  是心靈與祢和睦的平安福樂
[00:00:44.120 --> 00:00:46.280]  我們更加可以在人生
[00:00:46.280 --> 00:00:49.720]  侍奉這位造物的三一的真神
[00:00:49.720 --> 00:00:51.360]  我們感謝主
[00:00:51.360 --> 00:00:55.640]  今早我們再一次打開神的聖言
[00:00:55.640 --> 00:00:58.120]  聽聽小徒保羅
[00:00:58.120 --> 00:01:01.440]  如何將祂的侍奉生命延續
[00:01:01.440 --> 00:01:05.480]  盼望我們成為一個一起學習
[00:01:05.480 --> 00:01:07.560]  我們去聆聽
[00:01:07.560 --> 00:01:09.920]  以及將神的真道
[00:01:09.920 --> 00:01:12.280]  我們自己一起去學習
[00:01:12.280 --> 00:01:16.600]  更加我們成為一個傳承神的話語
[00:01:16.600 --> 00:01:21.640]  給下一代承接的人的信徒
[00:01:21.640 --> 00:01:22.960]  後來者
[00:01:22.960 --> 00:01:25.800]  以致他們能夠再一次
[00:01:25.800 --> 00:01:32.120]  將神的救恩棒交付給將來
[00:01:32.120 --> 00:01:35.080]  耶穌還沒回來之前的世代
[00:01:35.080 --> 00:01:36.800]  我們這樣祈禱
[00:01:36.800 --> 00:01:39.080]  奉耶穌基督的名
[00:01:39.080 --> 00:01:40.080]  阿們
[00:01:41.080 --> 00:01:44.080]  很簡單 兩節聖經
[00:01:44.080 --> 00:01:47.080]  兩次提「按手」
[00:01:47.080 --> 00:01:49.080]  二次「按手」
[00:01:49.080 --> 00:01:53.080]  新約只出三次關於「按手」
[00:01:53.080 --> 00:01:57.080]  另一次就是提摩太前書五章二十二節
[00:01:57.080 --> 00:01:59.080]  保羅就勸勉提摩太
[00:01:59.080 --> 00:02:01.080]  你給人行「按手」的禮
[00:02:01.080 --> 00:02:03.080]  不可以急促
[00:02:03.080 --> 00:02:06.080]  不要在別人的罪上有份
[00:02:06.080 --> 00:02:08.080]  要等到我來
[00:02:08.080 --> 00:02:12.080]  接著很重要的一節聖經
[00:02:12.080 --> 00:02:15.080]  有些人的罪是明顯的
[00:02:15.080 --> 00:02:17.080]  好像早就去到審判台前
[00:02:17.080 --> 00:02:20.080]  有些人的罪不明顯的
[00:02:20.080 --> 00:02:23.080]  即將來才要在神的面前
[00:02:23.080 --> 00:02:27.080]  神的榮耀 神的同在那裡顯明的
[00:02:27.080 --> 00:02:29.080]  即是說蓋得很實的
[00:02:29.080 --> 00:02:30.080]  實到沒有人知道的
[00:02:30.080 --> 00:02:32.080]  調查團都調查不到的
[00:02:32.080 --> 00:02:34.080]  因為是心靈的罪
[00:02:34.080 --> 00:02:36.080]  不過保羅勸勉提摩太
[00:02:36.080 --> 00:02:38.080]  不要只看負面
[00:02:38.080 --> 00:02:40.080]  看的要看正面的
[00:02:40.080 --> 00:02:44.080]  這樣善行都有明顯的
[00:02:44.080 --> 00:02:46.080]  那些不明顯的
[00:02:46.080 --> 00:02:48.080]  都不能夠隱藏的
[00:02:48.080 --> 00:02:51.080]  保羅看事物很平衡
[00:02:51.080 --> 00:02:53.080]  養一個傳道者
[00:02:53.080 --> 00:02:57.080]  他不會只是將焦點放在很負面的事
[00:02:57.080 --> 00:03:00.080]  二次的「按手」
[00:03:00.080 --> 00:03:03.080]  就是要提摩太
[00:03:03.080 --> 00:03:05.080]  不要看負面
[00:03:05.080 --> 00:03:10.080]  提摩太彷彿已經有一個暗色的天堂
[00:03:10.080 --> 00:03:12.080]  昏暗了
[00:03:12.080 --> 00:03:18.080]  提摩太彷彿已經是一種大壁伯類的懼怕
[00:03:18.080 --> 00:03:19.080]  膽怯
[00:03:19.080 --> 00:03:24.080]  好像覺得自己不能夠像保羅那個行列
[00:03:24.080 --> 00:03:28.080]  擠生在一個使徒的身份
[00:03:28.080 --> 00:03:33.080]  現在很流行的詞語叫做「躺平一族」
[00:03:33.080 --> 00:03:36.080]  即是說不要競爭
[00:03:36.080 --> 00:03:41.080]  不要和這些消費的高度的物價主義競爭
[00:03:41.080 --> 00:03:43.080]  足夠就算了
[00:03:43.080 --> 00:03:46.080]  甚至連心靈裏面那種火
[00:03:46.080 --> 00:03:49.080]  那點光都磨滅了
[00:03:49.080 --> 00:03:54.080]  點燃別人的內心的燭光
[00:03:54.080 --> 00:03:57.080]  不受限制的
[00:03:57.080 --> 00:04:00.080]  沒有人阻止到的
[00:04:00.080 --> 00:04:03.080]  問題就是我們服事主的弟兄姊妹
[00:04:03.080 --> 00:04:06.080]  祖堂就更加應該要這樣說
[00:04:06.080 --> 00:04:10.080]  我們都有一定的人生經歷
[00:04:10.080 --> 00:04:13.080]  所謂人生經歷就是有很多的成長
[00:04:13.080 --> 00:04:16.080]  很多人對我們有一個容錯的機制
[00:04:16.080 --> 00:04:19.080]  讓我們能夠跌跌碰碰的成長
[00:04:19.080 --> 00:04:25.080]  我們就更加應該要將我們所獲得的寶貴的人生經驗
[00:04:25.080 --> 00:04:30.080]  怎樣能夠讓這個傳承給到其他人
[00:04:30.080 --> 00:04:34.080]  最終我們的眼光容得下別人的錯誤
[00:04:34.080 --> 00:04:38.080]  讓他能夠學到功課成長
[00:04:38.080 --> 00:04:43.080]  四章十四節其實上文說什麼呢
[00:04:43.080 --> 00:04:47.080]  教會有異端有假弟兄
[00:04:47.080 --> 00:04:50.080]  四章第一節聖靈就明講了
[00:04:50.080 --> 00:04:55.080]  在末後的時期必定有人離棄信仰
[00:04:55.080 --> 00:04:59.080]  去聽信那些誘惑人的邪靈
[00:04:59.080 --> 00:05:01.080]  鬼魔的教訓
[00:05:01.080 --> 00:05:04.080]  這是出於撒芳者的假冒
[00:05:04.080 --> 00:05:07.080]  這些人是在說這些人
[00:05:07.080 --> 00:05:11.080]  教會裏面的假師父假弟兄
[00:05:11.080 --> 00:05:16.080]  提摩泰是整個爾弗所教會的領導人
[00:05:16.080 --> 00:05:19.080]  保羅說他去了馬其頓
[00:05:19.080 --> 00:05:23.080]  他現在就吩咐你留在爾弗所
[00:05:23.080 --> 00:05:25.080]  來去督責那幾個人
[00:05:25.080 --> 00:05:27.080]  不可以傳異道
[00:05:27.080 --> 00:05:29.080]  第六節
[00:05:29.080 --> 00:05:32.080]  現在就告訴我們聖靈明講的
[00:05:32.080 --> 00:05:35.080]  有異端在教會
[00:05:35.080 --> 00:05:40.080]  這些人的良心如同被熱鐵樂慣了一般
[00:05:40.080 --> 00:05:44.080]  良心沒有那種敏銳了
[00:05:44.080 --> 00:05:47.080]  被熱鐵樂慣
[00:05:47.080 --> 00:05:50.080]  即是那些打馬蹄
[00:05:50.080 --> 00:05:53.080]  燒熱了馬蹄
[00:05:53.080 --> 00:05:55.080]  打到馬上
[00:05:55.080 --> 00:05:59.080]  腳上的蹄
[00:05:59.080 --> 00:06:02.080]  你想想用這樣的比喻
[00:06:02.080 --> 00:06:05.080]  講到這些人像喪盡天良一樣
[00:06:05.080 --> 00:06:08.080]  提摩泰面對的對手就是這些人
[00:06:08.080 --> 00:06:11.080]  不怕就很難
[00:06:11.080 --> 00:06:15.080]  第三節就是他們的主張
[00:06:15.080 --> 00:06:18.080]  禁止嫁娶、禁戒食物
[00:06:18.080 --> 00:06:20.080]  即是不要吃肉
[00:06:20.080 --> 00:06:22.080]  「就使神所做
[00:06:22.080 --> 00:06:24.080]  讓信而明白真理的人
[00:06:24.080 --> 00:06:27.080]  傳感謝的心去領受」
[00:06:27.080 --> 00:06:29.080]  其實神所做之物
[00:06:29.080 --> 00:06:31.080]  樣樣都是好的
[00:06:31.080 --> 00:06:33.080]  如果傳感謝的心領受
[00:06:33.080 --> 00:06:35.080]  沒有一樣是不可以吃的
[00:06:35.080 --> 00:06:37.080]  都因為是神的說話
[00:06:37.080 --> 00:06:39.080]  和人的祈禱
[00:06:39.080 --> 00:06:41.080]  而成為聖潔
[00:06:41.080 --> 00:06:43.080]  記住是相輔相成的
[00:06:43.080 --> 00:06:45.080]  相輔相成的
[00:06:45.080 --> 00:06:47.080]  即是說你能夠講阿門的
[00:06:47.080 --> 00:06:49.080]  在你真理的判斷底下
[00:06:49.080 --> 00:06:51.080]  你能夠知道這件事
[00:06:51.080 --> 00:06:53.080]  你能夠過得了自己的良心
[00:06:53.080 --> 00:06:55.080]  能夠過得了神的
[00:06:55.080 --> 00:06:57.080]  那你就可以感謝著領受
[00:06:57.080 --> 00:06:59.080]  當時有些人就是
[00:06:59.080 --> 00:07:00.080]  他們一知貫解
[00:07:00.080 --> 00:07:01.080]  可能是律法主義
[00:07:01.080 --> 00:07:03.080]  可能是猶太教的主義
[00:07:03.080 --> 00:07:05.080]  甚至可能是一些異端
[00:07:05.080 --> 00:07:07.080]  當然當時未是洛斯底主義
[00:07:07.080 --> 00:07:09.080]  一些禁慾主義
[00:07:09.080 --> 00:07:12.080]  但已經在不同的哲學裏面
[00:07:12.080 --> 00:07:15.080]  有這樣的影子
[00:07:15.080 --> 00:07:18.080]  普羅就要面對這樣的情況
[00:07:18.080 --> 00:07:21.080]  第十一節
[00:07:21.080 --> 00:07:24.080]  中間那段不詳細看
[00:07:24.080 --> 00:07:28.080]  你要祝福和教導上面的事情
[00:07:28.080 --> 00:07:30.080]  就要操練敬虔
[00:07:30.080 --> 00:07:32.080]  十二節
[00:07:32.080 --> 00:07:34.080]  更加點出
[00:07:34.080 --> 00:07:36.080]  為何普羅說
[00:07:36.080 --> 00:07:41.080]  不要忘記眾長老在你身上的按手
[00:07:41.080 --> 00:07:44.080]  神給你的恩賜
[00:07:44.080 --> 00:07:46.080]  十二節
[00:07:46.080 --> 00:07:48.080]  是金句來的
[00:07:48.080 --> 00:07:50.080]  對提摩太來說
[00:07:50.080 --> 00:07:52.080]  普羅勸勉他
[00:07:52.080 --> 00:07:55.080]  不要理會別人怎麼說你
[00:07:55.080 --> 00:07:57.080]  別人看不起你
[00:07:57.080 --> 00:07:59.080]  認為你年輕
[00:07:59.080 --> 00:08:03.080]  不配好像和我一樣的水平
[00:08:03.080 --> 00:08:05.080]  不要理會別人怎麼說
[00:08:05.080 --> 00:08:08.080]  不可叫人小看你年輕
[00:08:08.080 --> 00:08:13.080]  即是意味著普羅都收到投訴
[00:08:13.080 --> 00:08:16.080]  提摩太被人小看
[00:08:16.080 --> 00:08:18.080]  被甚麼人小看呢
[00:08:18.080 --> 00:08:21.080]  一來就是存異端的人
[00:08:21.080 --> 00:08:23.080]  一來可能是在教會裏面
[00:08:23.080 --> 00:08:25.080]  對普羅很敬重的人
[00:08:25.080 --> 00:08:29.080]  就是他們在言語上去挑剔提摩太
[00:08:29.080 --> 00:08:34.080]  在行為、愛心、信心、清潔上
[00:08:34.080 --> 00:08:38.080]  都要作信徒的榜樣
[00:08:38.080 --> 00:08:42.080]  這裏背後就反映了普羅的內心
[00:08:42.080 --> 00:08:47.080]  讓這個年輕人有一個成長的空間
[00:08:47.080 --> 00:08:51.080]  知道提摩太很多東西未達標
[00:08:51.080 --> 00:08:53.080]  但仍然給他機會
[00:08:53.080 --> 00:08:55.080]  不要理會別人怎麼說
[00:08:55.080 --> 00:08:58.080]  就算是很無理的批評
[00:08:58.080 --> 00:09:01.080]  你都看為是善意的一個勸勉
[00:09:01.080 --> 00:09:03.080]  只要在你自己的生命裏面
[00:09:03.080 --> 00:09:05.080]  繼續的成長
[00:09:05.080 --> 00:09:07.080]  接著就引述第十四節
[00:09:07.080 --> 00:09:10.080]  不要輕忽所得的恩賜
[00:09:10.080 --> 00:09:11.080]  就是上文所說的
[00:09:11.080 --> 00:09:13.080]  宣讀聖經、勸勉教導
[00:09:13.080 --> 00:09:15.080]  即是作為一個傳道者
[00:09:15.080 --> 00:09:17.080]  將神的真道去傳
[00:09:17.080 --> 00:09:21.080]  十四節就是剛才主席讀的兩節聖經
[00:09:21.080 --> 00:09:23.080]  全個新約三次按手
[00:09:23.080 --> 00:09:26.080]  在提摩太前後書
[00:09:26.080 --> 00:09:29.080]  不要忽略你所得的恩賜
[00:09:29.080 --> 00:09:31.080]  就是從前藉著預言
