
[00:00:00.000 --> 00:00:05.000]  各位嘉欣樓弟兄姊妹 主內平安
[00:00:05.000 --> 00:00:07.000]  今天又能夠來到嘉欣樓
[00:00:07.000 --> 00:00:09.000]  跟大家分享神的話語
[00:00:09.000 --> 00:00:10.000]  很感謝神
[00:00:10.000 --> 00:00:12.000]  在開始講到之先
[00:00:12.000 --> 00:00:15.000]  我們大家同心祈禱
[00:00:15.000 --> 00:00:18.000]  愛我們的主 願祢的靈
[00:00:18.000 --> 00:00:20.000]  在我們當中充滿我們
[00:00:20.000 --> 00:00:23.000]  願聖靈賜我們屬靈的五性智慧
[00:00:23.000 --> 00:00:26.000]  明白你自己的話語更多
[00:00:26.000 --> 00:00:29.000]  願聖靈加能賜力幫助我們
[00:00:29.000 --> 00:00:31.000]  讓我們聽的 講的
[00:00:31.000 --> 00:00:33.000]  都有聖靈在
[00:00:33.000 --> 00:00:35.000]  多謝主聽我們的祈禱
[00:00:35.000 --> 00:00:38.000]  靠耶穌基督你得聖的名
[00:00:38.000 --> 00:00:39.000]  阿們
[00:00:39.000 --> 00:00:43.000]  這個漫長的疫情
[00:00:43.000 --> 00:00:48.000]  令到我們很多生活都有了改變
[00:00:48.000 --> 00:00:50.000]  很多新的東西出現了
[00:00:50.000 --> 00:00:54.000]  連關愛都出現了
[00:00:54.000 --> 00:00:56.000]  在疫情裡面
[00:00:56.000 --> 00:01:00.000]  就算你很至親的人都不能探病
[00:01:00.000 --> 00:01:04.000]  就算你住到很貴的私家醫院
[00:01:04.000 --> 00:01:06.000]  都要留名
[00:01:06.000 --> 00:01:08.000]  沒有你的名字就不能探病
[00:01:08.000 --> 00:01:11.000]  所以是很無奈
[00:01:11.000 --> 00:01:14.000]  所以漸漸視障探病
[00:01:14.000 --> 00:01:19.000]  就成為了疫情裡面關愛的新常態
[00:01:19.000 --> 00:01:22.000]  今天和大家分享的經文是
[00:01:22.000 --> 00:01:24.000]  《約翰福音》第十三章
[00:01:24.000 --> 00:01:26.000]  耶穌和他的門徒說
[00:01:26.000 --> 00:01:30.000]  「我賜給你們一條新命令
[00:01:30.000 --> 00:01:33.000]  乃是叫你們彼此相愛
[00:01:33.000 --> 00:01:34.000]  我怎樣愛你們
[00:01:34.000 --> 00:01:37.000]  你們也要怎樣相愛」
[00:01:37.000 --> 00:01:40.000]  耶穌究竟在什麼情況下
[00:01:40.000 --> 00:01:41.000]  和他的門徒說
[00:01:41.000 --> 00:01:43.000]  給了一條新的命令給他們呢
[00:01:43.000 --> 00:01:46.000]  當天是一個逾越節的晚上
[00:01:46.000 --> 00:01:49.000]  耶穌知道這一頓飯
[00:01:49.000 --> 00:01:52.000]  是祂和他的門徒吃最後一頓飯
[00:01:52.000 --> 00:01:55.000]  當時耶穌心裡很憂愁
[00:01:55.000 --> 00:01:57.000]  祂說「我實實在在告訴你們
[00:01:57.000 --> 00:02:01.000]  你們中間有一個人要賣我了」
[00:02:01.000 --> 00:02:04.000]  當一個人知道有人要出賣他
[00:02:04.000 --> 00:02:08.000]  很正常的反應就是很憤怒
[00:02:08.000 --> 00:02:11.000]  很自然的啟動了一個自我防衛的機制
[00:02:11.000 --> 00:02:13.000]  就說「豈有此理
[00:02:13.000 --> 00:02:15.000]  我一定要識穿你
[00:02:15.000 --> 00:02:16.000]  揭發你的陰謀
[00:02:16.000 --> 00:02:19.000]  讓你在眾人面前無地自容」
[00:02:19.000 --> 00:02:21.000]  是很人之常情的
[00:02:21.000 --> 00:02:24.000]  很正常的人性的反應
[00:02:24.000 --> 00:02:27.000]  但耶穌知道猶大一定會出賣他
[00:02:27.000 --> 00:02:31.000]  但祂在憂愁的情況下和門徒說
[00:02:31.000 --> 00:02:34.000]  「我賜給你們一條新命令
[00:02:34.000 --> 00:02:37.000]  乃是叫你們彼此相愛
[00:02:37.000 --> 00:02:38.000]  我怎樣愛你們
[00:02:38.000 --> 00:02:41.000]  你們也要怎樣相愛」
[00:02:41.000 --> 00:02:44.000]  我們再想想這個愛的命令
[00:02:44.000 --> 00:02:47.000]  其實以色列人從很小的時候
[00:02:47.000 --> 00:02:49.000]  小孩的時候就要讀律法書
[00:02:49.000 --> 00:02:52.000]  家庭的教育就是這樣
[00:02:52.000 --> 00:02:57.000]  你要盡心盡性盡力愛耶和華你的神
[00:02:57.000 --> 00:02:59.000]  所以對於猶太人來說
[00:02:59.000 --> 00:03:02.000]  愛的誡命不是一個新的誡命
[00:03:02.000 --> 00:03:04.000]  律法書是這樣說的
[00:03:04.000 --> 00:03:06.000]  「我不可報仇
[00:03:06.000 --> 00:03:09.000]  也不可埋怨你本國的子民
[00:03:09.000 --> 00:03:12.000]  卻要愛人如己」
[00:03:12.000 --> 00:03:14.000]  舊約裡面愛的誡命
[00:03:14.000 --> 00:03:18.000]  是對神一種完全的奉獻
[00:03:18.000 --> 00:03:20.000]  盡就是盡
[00:03:20.000 --> 00:03:23.000]  可以去到多盡就去到多盡
[00:03:23.000 --> 00:03:25.000]  耶穌面對即將被出賣
[00:03:25.000 --> 00:03:27.000]  但對門徒說
[00:03:27.000 --> 00:03:30.000]  「我賜給你們一條新命令
[00:03:30.000 --> 00:03:33.000]  乃是叫你們彼此相愛
[00:03:33.000 --> 00:03:35.000]  我怎樣愛你們
[00:03:35.000 --> 00:03:38.000]  你們也要怎樣相愛」
[00:03:38.000 --> 00:03:40.000]  這個新的愛的命令
[00:03:40.000 --> 00:03:43.000]  就是你們要彼此相愛
[00:03:43.000 --> 00:03:45.000]  所以整件事不同了
[00:03:45.000 --> 00:03:47.000]  不單單是由自己出發
[00:03:47.000 --> 00:03:49.000]  是要與人配合
[00:03:49.000 --> 00:03:53.000]  是要互動才能產生出一種果效
[00:03:53.000 --> 00:03:56.000]  單方面是做不到的
[00:03:56.000 --> 00:03:58.000]  最少也有兩個人
[00:03:58.000 --> 00:03:59.000]  彼此
[00:03:59.000 --> 00:04:00.000]  我和你
[00:04:00.000 --> 00:04:04.000]  重點就是彼此要願意付出
[00:04:04.000 --> 00:04:06.000]  和願意接受
[00:04:06.000 --> 00:04:08.000]  真的是一件不容易的事
[00:04:08.000 --> 00:04:11.000]  所以當一對情侶結婚的時候
[00:04:11.000 --> 00:04:13.000]  「噹噹噹噹」
[00:04:13.000 --> 00:04:15.000]  真的很值得恭喜
[00:04:15.000 --> 00:04:17.000]  結婚週年紀念
[00:04:17.000 --> 00:04:20.000]  就更加值得慶祝
[00:04:20.000 --> 00:04:23.000]  因為當中經歷了很多很多
[00:04:23.000 --> 00:04:25.000]  每一天的相處
[00:04:25.000 --> 00:04:26.000]  每一天的磨練
[00:04:26.000 --> 00:04:31.000]  生活裏的點點滴滴的包容和接納
[00:04:31.000 --> 00:04:33.000]  不是一天
[00:04:33.000 --> 00:04:34.000]  不是一年
[00:04:34.000 --> 00:04:35.000]  甚至十年
[00:04:35.000 --> 00:04:37.000]  二十年之後
[00:04:37.000 --> 00:04:40.000]  仍然是一個新的挑戰
[00:04:40.000 --> 00:04:43.000]  兩個人已經是很不容易了
[00:04:43.000 --> 00:04:46.000]  現在耶穌和祂的十二個門徒說
[00:04:46.000 --> 00:04:48.000]  你們要彼此相愛
[00:04:48.000 --> 00:04:50.000]  對他們來說
[00:04:50.000 --> 00:04:52.000]  這不是愛的更新版
[00:04:52.000 --> 00:04:54.000]  是加強版
[00:04:54.000 --> 00:04:57.000]  整件事複雜了很多
[00:04:57.000 --> 00:05:00.000]  我們信主的基督徒
[00:05:00.000 --> 00:05:03.000]  我們對耶穌自己是很個人的
[00:05:03.000 --> 00:05:06.000]  很個人對耶穌愛的回應
[00:05:06.000 --> 00:05:08.000]  我們可以祈禱
[00:05:08.000 --> 00:05:09.000]  可以信服神
[00:05:09.000 --> 00:05:10.000]  可以侍奉主
[00:05:10.000 --> 00:05:14.000]  我們已經盡了愛主的力量
[00:05:14.000 --> 00:05:17.000]  但是耶穌在「盡」這個誡命裏面
[00:05:17.000 --> 00:05:19.000]  加上了「彼此」
[00:05:19.000 --> 00:05:21.000]  彼此相愛
[00:05:21.000 --> 00:05:26.000]  這個不單單只是自己和神的關係和奉獻
[00:05:26.000 --> 00:05:30.000]  而是盡心盡性盡力愛神
[00:05:30.000 --> 00:05:32.000]  還要彼此相愛
[00:05:32.000 --> 00:05:34.000]  因為我們要一起去見證
[00:05:34.000 --> 00:05:37.000]  我們耶穌基督的門徒
[00:05:37.000 --> 00:05:41.000]  所以在一個加強版的愛的命令裏面
[00:05:41.000 --> 00:05:45.000]  有兩件事我們需要從頭重新整理
[00:05:45.000 --> 00:05:48.000]  我要整個programme 要讀
[00:05:48.000 --> 00:05:51.000]  在約翰福音最後一章
[00:05:51.000 --> 00:05:53.000]  第21章
[00:05:53.000 --> 00:05:58.000]  約翰記下了彼得和耶穌的一段對話
[00:05:58.000 --> 00:06:01.000]  彼得當時看著約翰
[00:06:01.000 --> 00:06:03.000]  跟耶穌說
[00:06:03.000 --> 00:06:04.000]  指著約翰
[00:06:04.000 --> 00:06:06.000]  他說「彼得看見他」
[00:06:06.000 --> 00:06:08.000]  約翰就問耶穌
[00:06:08.000 --> 00:06:11.000]  「主啊,這人將來如何?」
[00:06:11.000 --> 00:06:13.000]  耶穌對他說
[00:06:13.000 --> 00:06:17.000]  「我若要他等到我來的時候,與你何干?」
[00:06:17.000 --> 00:06:20.000]  「你跟從我吧!」
[00:06:20.000 --> 00:06:22.000]  在人際關係裏面
[00:06:22.000 --> 00:06:26.000]  被認同、被肯定是一個很基本的需要
[00:06:26.000 --> 00:06:30.000]  而比較也是很人性的自然反應
[00:06:30.000 --> 00:06:34.000]  重點在於我們如何看待與人的關係
[00:06:34.000 --> 00:06:38.000]  如果我們經常以縮迪的態度
[00:06:38.000 --> 00:06:39.000]  是一個競爭者來的
[00:06:39.000 --> 00:06:41.000]  看我們的同伴
[00:06:41.000 --> 00:06:45.000]  在我們家裏面的兄弟姐妹就一定會爭重
[00:06:45.000 --> 00:06:47.000]  在學校裏面
[00:06:47.000 --> 00:06:49.000]  我們的同學
[00:06:49.000 --> 00:06:54.000]  我們一定在成績、課外活動的表現各方面
[00:06:54.000 --> 00:07:01.000]  我們經常都覺得自己要成為課室裏面的明亮神聖
[00:07:01.000 --> 00:07:03.000]  在工作裏面
[00:07:03.000 --> 00:07:04.000]  因為涉及利益
[00:07:04.000 --> 00:07:06.000]  升職加薪
[00:07:06.000 --> 00:07:09.000]  我們經常都這樣想
[00:07:09.000 --> 00:07:11.000]  覺得這是我們人生裏面
[00:07:11.000 --> 00:07:15.000]  擺脫不了的競爭對手
[00:07:15.000 --> 00:07:21.000]  我們就不能夠實踐這個愛
[00:07:21.000 --> 00:07:24.000]  其實彼得在耶穌對他說
[00:07:24.000 --> 00:07:27.000]  說了他將來之後會怎樣
[00:07:27.000 --> 00:07:29.000]  然後他問耶穌
[00:07:29.000 --> 00:07:30.000]  約翰怎樣?
[00:07:30.000 --> 00:07:32.000]  我這樣約翰怎樣?
[00:07:32.000 --> 00:07:37.000]  究竟彼得會怎樣呢?
[00:07:37.000 --> 00:07:42.000]  在約翰福音第21章第17至19節
[00:07:42.000 --> 00:07:44.000]  約翰是自己寫下的
[00:07:44.000 --> 00:07:48.000]  他說:耶穌說:你餵養我的羊
[00:07:48.000 --> 00:07:51.000]  我實實在在地告訴你
[00:07:51.000 --> 00:07:54.000]  你年輕的時候自己戳上大指
[00:07:54.000 --> 00:07:56.000]  隨意往來
[00:07:56.000 --> 00:07:58.000]  但年老的時候
[00:07:58.000 --> 00:08:00.000]  你要伸出手來
[00:08:00.000 --> 00:08:02.000]  別人把你戳上
[00:08:02.000 --> 00:08:05.000]  帶你到不願意去的地方
[00:08:05.000 --> 00:08:10.000]  耶穌說:是指彼得會怎樣死來榮耀神
[00:08:10.000 --> 00:08:15.000]  說了者說:耶穌對他說:來,跟從我吧
[00:08:15.000 --> 00:08:17.000]  耶穌告訴彼得
[00:08:17.000 --> 00:08:20.000]  彼得是一個很自由的人
[00:08:20.000 --> 00:08:22.000]  他年輕喜歡去哪裡就去哪裡
[00:08:22.000 --> 00:08:24.000]  他喜歡去哪裡
[00:08:24.000 --> 00:08:26.000]  他喜歡做什麼都可以
[00:08:26.000 --> 00:08:27.000]  沒問題的
[00:08:27.000 --> 00:08:29.000]  但你年紀大了
[00:08:29.000 --> 00:08:31.000]  你年老的時候
[00:08:31.000 --> 00:08:34.000]  你整個生活和你年輕時的生活
[00:08:34.000 --> 00:08:36.000]  是成為一個強烈的對比
[00:08:36.000 --> 00:08:38.000]  他不是膝頭疼痛
[00:08:38.000 --> 00:08:42.000]  而是你要你的獨立的性格
[00:08:42.000 --> 00:08:45.000]  將會因著
[00:08:45.000 --> 00:08:49.000]  侍奉跟從耶穌的緣故而被剝奪
[00:08:49.000 --> 00:08:51.000]  你是被迫
[00:08:51.000 --> 00:08:53.000]  你被迫伸開雙手
[00:08:53.000 --> 00:08:55.000]  被人戳上
[00:08:55.000 --> 00:08:57.000]  帶到他不想去的地方
[00:08:57.000 --> 00:08:59.000]  意思就是
[00:08:59.000 --> 00:09:01.000]  他要伸開雙手
[00:09:01.000 --> 00:09:03.000]  彼得指的是他將來
[00:09:03.000 --> 00:09:05.000]  他就是要伸開雙手
[00:09:05.000 --> 00:09:08.000]  和那些被釘十字架的人一樣
[00:09:08.000 --> 00:09:10.000]  伸開雙手
[00:09:10.000 --> 00:09:12.000]  帶著十字架
[00:09:12.000 --> 00:09:14.000]  走去被行刑的地方
[00:09:14.000 --> 00:09:16.000]  彼得將來就是這樣
[00:09:16.000 --> 00:09:18.000]  殉道榮耀神
[00:09:18.000 --> 00:09:20.000]  彼得聽到自己將來的結局
[00:09:20.000 --> 00:09:22.000]  他不害怕
[00:09:22.000 --> 00:09:23.000]  他沒有說主啊
[00:09:23.000 --> 00:09:25.000]  你拿開我這個虎杯
[00:09:25.000 --> 00:09:26.000]  他很奇怪
[00:09:26.000 --> 00:09:27.000]  他指著約翰
[00:09:27.000 --> 00:09:28.000]  那他怎麼辦
[00:09:28.000 --> 00:09:29.000]  耶穌說
[00:09:29.000 --> 00:09:32.000]  「這與你何干?你跟從我吧」
[00:09:32.000 --> 00:09:36.000]  所以彼得不是因為好奇心才這樣問
[00:09:36.000 --> 00:09:39.000]  而是他內心有一種很大的比較
[00:09:39.000 --> 00:09:40.000]  跟從約翰
[00:09:40.000 --> 00:09:43.000]  究竟約翰和我將來的日子是怎樣的呢?
[00:09:43.000 --> 00:09:46.000]  約翰的結局是怎樣的呢?
[00:09:46.000 --> 00:09:49.000]  在跟隨主的人生裏
[00:09:49.000 --> 00:09:52.000]  每一個人都有不同的經歷
[00:09:52.000 --> 00:09:55.000]  真的出乎意料
[00:09:55.000 --> 00:09:58.000]  剛才令喻說「猜不到」
[00:09:58.000 --> 00:09:59.000]  耶穌做的事
[00:09:59.000 --> 00:10:01.000]  是你猜不到的
[00:10:01.000 --> 00:10:03.000]  耶穌的吩咐是
[00:10:03.000 --> 00:10:05.000]  「你來跟從我」
[00:10:05.000 --> 00:10:07.000]  你不需要比較
[00:10:07.000 --> 00:10:09.000]  你只需要跟從神
[00:10:09.000 --> 00:10:11.000]  根據聖經的記載
[00:10:11.000 --> 00:10:15.000]  彼得成為耶路撒冷教會的領袖
[00:10:15.000 --> 00:10:17.000]  在五旬節降臨的時候
[00:10:17.000 --> 00:10:20.000]  宣講耶穌是基督是救主
[00:10:20.000 --> 00:10:22.000]  是世人的救主
[00:10:22.000 --> 00:10:25.000]  當日有三千人信主
[00:10:25.000 --> 00:10:29.000]  耶路撒冷的教會就這樣誕生了
[00:10:29.000 --> 00:10:31.000]  後來因為逼迫
[00:10:31.000 --> 00:10:33.000]  他就被逼離開耶路撒冷
[00:10:33.000 --> 00:10:36.000]  他不想說有三千人
[00:10:36.000 --> 00:10:38.000]  就像一個大眾的教會
[00:10:38.000 --> 00:10:40.000]  在這裡開會
[00:10:40.000 --> 00:10:45.000]  地位又好又低又受人尊敬
[00:10:45.000 --> 00:10:46.000]  不是的
[00:10:46.000 --> 00:10:50.000]  耶穌沒有為他擺這條道路
[00:10:50.000 --> 00:10:54.000]  耶穌讓他在一個逼迫的情況下
[00:10:54.000 --> 00:10:56.000]  他離開了耶路撒冷
[00:10:56.000 --> 00:10:59.000]  去到羅馬傳福音
[00:10:59.000 --> 00:11:01.000]  而使徒約翰是怎樣的呢?
[00:11:01.000 --> 00:11:02.000]  使徒約翰
[00:11:02.000 --> 00:11:05.000]  神啟迪他的心靈
[00:11:05.000 --> 00:11:07.000]  寫下約翰一二三書
[00:11:07.000 --> 00:11:10.000]  他能夠勉勵信徒
[00:11:10.000 --> 00:11:13.000]  怎樣來表現出彼此相愛
[00:11:13.000 --> 00:11:15.000]  過聖潔生活
[00:11:15.000 --> 00:11:16.000]  在信仰上
[00:11:16.000 --> 00:11:19.000]  更加鼓勵他們要勝過異端
[00:11:19.000 --> 00:11:23.000]  和要勝過異端的破壞
[00:11:23.000 --> 00:11:25.000]  要警醒
[00:11:25.000 --> 00:11:28.000]  後來他被放逐到白魔島
[00:11:28.000 --> 00:11:32.000]  耶穌竟然將世界末後的事
[00:11:32.000 --> 00:11:35.000]  啟示給約翰
[00:11:35.000 --> 00:11:37.000]  他就寫成了啟示錄
[00:11:37.000 --> 00:11:39.000]  實際上真是這樣
[00:11:39.000 --> 00:11:41.000]  約翰是十二個門徒裡
[00:11:41.000 --> 00:11:43.000]  最長命的那個
[00:11:43.000 --> 00:11:45.000]  學者的研究
[00:11:45.000 --> 00:11:49.000]  他可能真的長命一百歲
[00:11:49.000 --> 00:11:51.000]  但他不是殉道
[00:11:51.000 --> 00:11:53.000]  他是自然離開
[00:11:53.000 --> 00:11:56.000]  所以耶穌對彼得說
[00:11:56.000 --> 00:11:57.000]  你不要管
[00:11:57.000 --> 00:11:58.000]  這些不關你的事
[00:11:58.000 --> 00:12:00.000]  你跟從我吧
[00:12:00.000 --> 00:12:04.000]  當耶穌自己要走上十字架的晚上
[00:12:04.000 --> 00:12:06.000]  克西瑪利元禱告
[00:12:06.000 --> 00:12:08.000]  他帶著哪幾個人呢
[00:12:08.000 --> 00:12:10.000]  他就帶著彼得、雅各和約翰
[00:12:10.000 --> 00:12:11.000]  他吩咐他們
[00:12:11.000 --> 00:12:16.000]  你們要跟我一起警醒禱告
[00:12:16.000 --> 00:12:18.000]  彼得和約翰
[00:12:18.000 --> 00:12:20.000]  都是耶穌面對十字架掙扎時
[00:12:20.000 --> 00:12:22.000]  陪伴他的門徒
[00:12:22.000 --> 00:12:24.000]  他們有不同的恩賜
[00:12:24.000 --> 00:12:26.000]  但他們有共同為神國
[00:12:26.000 --> 00:12:30.000]  附上自己人生的心志
[00:12:30.000 --> 00:12:35.000]  他們同樣都是主所愛的門徒
[00:12:35.000 --> 00:12:37.000]  所以在愛的新命令裡
[00:12:37.000 --> 00:12:39.000]  有第二件事
[00:12:39.000 --> 00:12:41.000]  我們需要重整
[00:12:41.000 --> 00:12:42.000]  我們需要重整
[00:12:42.000 --> 00:12:45.000]  我們侍奉的目標
[00:12:45.000 --> 00:12:47.000]  在約翰福音33:35
[00:12:47.000 --> 00:12:49.000]  耶穌這樣說
[00:12:49.000 --> 00:12:51.000]  我怎樣愛你們
[00:12:51.000 --> 00:12:54.000]  你們也要怎樣彼此相愛
[00:12:54.000 --> 00:12:59.000]  這樣眾人就認出你們是我的門徒了
[00:12:59.000 --> 00:13:03.000]  耶穌基督十字架犧牲的愛
[00:13:03.000 --> 00:13:08.000]  收復了神和人的破裂關係
[00:13:08.000 --> 00:13:10.000]  這是神和人的一個新的約
[00:13:10.000 --> 00:13:13.000]  這是一個恩典之約
[00:13:13.000 --> 00:13:17.000]  原本應該要死在過犯罪惡之中的罪人我們
[00:13:17.000 --> 00:13:20.000]  因為耶穌基督十字架犧牲的救贖
[00:13:20.000 --> 00:13:22.000]  我們罪得赦免
[00:13:22.000 --> 00:13:24.000]  我們成為了神的兒女
[00:13:24.000 --> 00:13:27.000]  恢復回神的兒女身份
[00:13:27.000 --> 00:13:30.000]  耶穌對門徒說彼此相愛
[00:13:30.000 --> 00:13:32.000]  這是一個嶄新的命令
[00:13:32.000 --> 00:13:34.000]  你們要彼此相愛
[00:13:34.000 --> 00:13:36.000]  我怎樣愛你們
[00:13:36.000 --> 00:13:38.000]  你們也要怎樣相愛
[00:13:38.000 --> 00:13:39.000]  意思是什麼呢
[00:13:39.000 --> 00:13:43.000]  在新約裡的愛這個字是阿加丕
[00:13:43.000 --> 00:13:47.000]  就是說你們要以犧牲的愛彼此相愛
[00:13:47.000 --> 00:13:50.000]  我怎樣以犧牲的愛愛你們呢
[00:13:50.000 --> 00:13:54.000]  你們也要以犧牲的愛彼此相愛
[00:13:54.000 --> 00:13:58.000]  這是人際關係裡的更新加強版
[00:13:58.000 --> 00:14:01.000]  將愛的力量推到最高
[00:14:01.000 --> 00:14:03.000]  發揮一個最大的力量
[00:14:03.000 --> 00:14:07.000]  彼此以犧牲的愛來實踐愛
[00:14:07.000 --> 00:14:13.000]  這個加強版超越了一般人際關係上的互動
[00:14:13.000 --> 00:14:15.000]  保羅這樣說
[00:14:15.000 --> 00:14:18.000]  他說因為我們還軟弱的時候
[00:14:18.000 --> 00:14:22.000]  基督就按所定的日期為罪人死
[00:14:22.000 --> 00:14:25.000]  為人死是少有的
[00:14:25.000 --> 00:14:28.000]  為人人死或有感作的
[00:14:28.000 --> 00:14:33.000]  唯有基督在我們還作罪人的時候為我們死
[00:14:33.000 --> 00:14:37.000]  神的愛就在此向我們顯明
[00:14:37.000 --> 00:14:39.000]  這就是犧牲的愛
[00:14:39.000 --> 00:14:42.000]  當我們還是罪人的時候
[00:14:42.000 --> 00:14:46.000]  神的愛就在此向我們顯明
[00:14:46.000 --> 00:14:50.000]  律法說你要盡心盡性盡力盡意
[00:14:50.000 --> 00:14:52.000]  愛主利益神
[00:14:52.000 --> 00:14:54.000]  在新約聖經的路加上去
[00:14:54.000 --> 00:14:58.000]  又說要愛倫赦如同自己
[00:14:58.000 --> 00:15:01.000]  去到盡愛神
[00:15:01.000 --> 00:15:07.000]  放上自己的時間、財鋼、能力、心思、金錢
[00:15:07.000 --> 00:15:09.000]  有愛人了
[00:15:09.000 --> 00:15:11.000]  愛倫赦我們周濟貧窮
[00:15:11.000 --> 00:15:13.000]  很不錯的
[00:15:13.000 --> 00:15:15.000]  表示關心、扶持
[00:15:15.000 --> 00:15:16.000]  也不錯
[00:15:16.000 --> 00:15:19.000]  但犧牲的愛被愛人逾期
[00:15:19.000 --> 00:15:24.000]  在層次上不是更上一層樓那麼簡單
[00:15:24.000 --> 00:15:27.000]  耶穌對門徒說這是一個新的命令
[00:15:27.000 --> 00:15:30.000]  命令的意思是要做的
[00:15:30.000 --> 00:15:31.000]  要實踐出來
[00:15:31.000 --> 00:15:34.000]  不是聽了就算了
[00:15:34.000 --> 00:15:39.000]  唯有這樣才達到眾人認出你們是我的門徒
[00:15:39.000 --> 00:15:41.000]  這是一個愛的目標
[00:15:41.000 --> 00:15:43.000]  為主作見證
[00:15:43.000 --> 00:15:47.000]  見證我們是世界上被分別出來的一個群體
[00:15:47.000 --> 00:15:49.000]  是跟隨耶穌基督的門徒
[00:15:49.000 --> 00:15:51.000]  很難找到
[00:15:51.000 --> 00:15:53.000]  在一個不信的世界裏面
[00:15:53.000 --> 00:15:57.000]  我們就要成為一個被分別出來的一群
[00:15:57.000 --> 00:16:02.000]  讓人認出我們是跟從耶穌基督的門徒
[00:16:02.000 --> 00:16:04.000]  怎樣搞好呢?
[00:16:04.000 --> 00:16:05.000]  怎樣實踐呢?
[00:16:05.000 --> 00:16:07.000]  我們看看耶穌怎樣做
[00:16:07.000 --> 00:16:10.000]  在之前耶穌是怎樣服侍的呢?
[00:16:10.000 --> 00:16:13.000]  在宣告這個新的命令之先
[00:16:13.000 --> 00:16:15.000]  那天是如月節的晚餐
[00:16:15.000 --> 00:16:18.000]  通常有客人到訪
[00:16:18.000 --> 00:16:23.000]  家裏會有些婢女
[00:16:23.000 --> 00:16:25.000]  現在說是工人姐姐
[00:16:25.000 --> 00:16:27.000]  來到他們走了一天
[00:16:27.000 --> 00:16:29.000]  要他們洗洗腳
[00:16:29.000 --> 00:16:30.000]  讓他們舒服一點
[00:16:30.000 --> 00:16:31.000]  直接進屋
[00:16:31.000 --> 00:16:33.000]  讓他們可以享用晚餐
[00:16:33.000 --> 00:16:36.000]  但那天沒有婢女
[00:16:36.000 --> 00:16:38.000]  我們看聖經就知道
[00:16:38.000 --> 00:16:40.000]  是一個流浮空的身體
[00:16:40.000 --> 00:16:44.000]  耶穌就在那裏跟門徒吃了一個如月節的晚餐
[00:16:44.000 --> 00:16:49.000]  那天12個門徒沒有人願意做這件事
[00:16:49.000 --> 00:16:51.000]  為什麼呢?
[00:16:51.000 --> 00:16:53.000]  因為跟人洗腳這件事
[00:16:53.000 --> 00:16:56.000]  是承認了自己是門徒裏面最卑微的一個
[00:16:56.000 --> 00:16:58.000]  沒有人想考第12
[00:16:58.000 --> 00:17:00.000]  每個人都想考第一
[00:17:00.000 --> 00:17:02.000]  考不到第一考第二
[00:17:02.000 --> 00:17:04.000]  我不想成為第12的那個
[00:17:04.000 --> 00:17:06.000]  所以沒有人做
[00:17:06.000 --> 00:17:07.000]  沒有人做那怎麼辦呢?
[00:17:07.000 --> 00:17:08.000]  耶穌就自己做
[00:17:08.000 --> 00:17:09.000]  做一個典法
[00:17:09.000 --> 00:17:11.000]  耶穌為門徒洗腳
[00:17:11.000 --> 00:17:13.000]  以身作則
[00:17:13.000 --> 00:17:15.000]  去教導謙卑的服事
[00:17:15.000 --> 00:17:17.000]  所以保羅是這樣說的
