
[00:00:00.000 --> 00:00:03.520]  其實今日我們有本行顧問牧師陳德華
[00:00:03.520 --> 00:00:05.520]  牧師在我們當中正道
[00:00:05.520 --> 00:00:09.120]  講題是建構喜樂人生
[00:00:09.120 --> 00:00:13.760]  經文記載在肥勒比書四章一至四節
[00:00:13.760 --> 00:00:18.240]  新約聖經第304到305頁
[00:00:18.240 --> 00:00:22.080]  肥勒比書四章一至四節
[00:00:22.080 --> 00:00:29.200]  我所親愛所想念的弟兄們
[00:00:29.200 --> 00:00:31.200]  你們就是我的喜樂
[00:00:31.200 --> 00:00:32.640]  我的冠冕
[00:00:32.640 --> 00:00:34.000]  我親愛的
[00:00:34.000 --> 00:00:36.880]  你們應當靠主站立得穩
[00:00:36.880 --> 00:00:42.480]  我勸友阿諜和秦都基要在主裡同心
[00:00:42.480 --> 00:00:46.080]  我也求你們這真實同父一家的
[00:00:46.080 --> 00:00:48.080]  要幫助這兩個女人
[00:00:48.080 --> 00:00:51.200]  因為她們在福音上曾與我
[00:00:51.200 --> 00:00:55.600]  格利敏和我其餘的同工一同勞苦
[00:00:55.600 --> 00:00:58.880]  她們的名字都在生命冊上
[00:00:58.880 --> 00:01:01.440]  你們要靠主常常喜樂
[00:01:01.440 --> 00:01:04.240]  我再說你們要喜樂
[00:01:04.240 --> 00:01:06.240]  恭應將時間交給陳牧師
[00:01:06.240 --> 00:01:13.760]  (陳牧師)
[00:01:13.760 --> 00:01:16.240]  (陳志全)
[00:01:16.240 --> 00:01:19.280]  很開心今早見到大家
[00:01:19.280 --> 00:01:21.920]  也和大家一齊來到去敬拜
[00:01:21.920 --> 00:01:23.920]  外面是不是很冷
[00:01:23.920 --> 00:01:26.880]  雖然外面天寒地凍
[00:01:26.880 --> 00:01:30.240]  但是回到教會溫不溫暖
[00:01:30.240 --> 00:01:31.200]  很溫暖
[00:01:31.200 --> 00:01:33.600]  尤其是我剛才聽到大家唱
[00:01:33.600 --> 00:01:36.160]  那首《奇異的愛》的時候
[00:01:36.160 --> 00:01:38.880]  聽到大家唱得很澎湃
[00:01:38.880 --> 00:01:44.480]  大家那份享受主耶穌給我們的豐盛的大愛
[00:01:44.480 --> 00:01:46.480]  心裡很感恩
[00:01:46.480 --> 00:01:49.040]  主的愛真的溫暖了我們很多
[00:01:49.040 --> 00:01:51.040]  每個人的內心當中
[00:01:51.040 --> 00:01:54.880]  所以今天早上雖然天氣冷
[00:01:54.880 --> 00:01:56.880]  但是我仍然懷著感恩的心
[00:01:56.880 --> 00:01:59.600]  來去敬拜我們的天父
[00:01:59.600 --> 00:02:02.400]  今早和大家去思想的題目
[00:02:02.400 --> 00:02:05.600]  就是一個建構喜樂的人生
[00:02:05.600 --> 00:02:08.160]  什麼是一個喜樂的人生
[00:02:08.160 --> 00:02:10.160]  是怎樣得到的呢
[00:02:10.160 --> 00:02:13.600]  我相信今天在這個《肥納比書》當中
[00:02:13.600 --> 00:02:17.120]  我們都會找到答案在當中
[00:02:17.120 --> 00:02:20.640]  在開始之前我們有一個祈禱
[00:02:20.640 --> 00:02:27.120]  天父,願祢僕人口裡的說話
[00:02:27.120 --> 00:02:28.880]  心裡的意念
[00:02:28.880 --> 00:02:30.160]  都在祢的面前
[00:02:30.160 --> 00:02:31.760]  蒙祢的月立
[00:02:31.760 --> 00:02:33.600]  奉主名求
[00:02:33.600 --> 00:02:35.600]  阿門
[00:02:35.600 --> 00:02:40.560]  喜樂的人生這個題目
[00:02:40.560 --> 00:02:42.560]  我相信很多人都很喜歡
[00:02:42.560 --> 00:02:44.560]  也都很想得到
[00:02:44.560 --> 00:02:47.920]  但是怎樣真的擁有一個喜樂的人生呢
[00:02:47.920 --> 00:02:49.920]  開始的時候
[00:02:49.920 --> 00:02:53.120]  我首先要做一些澄清
[00:02:53.120 --> 00:02:56.400]  有些人的見解觀念當中
[00:02:56.400 --> 00:02:59.360]  以為喜樂的人生是隨手可得的
[00:02:59.360 --> 00:03:01.360]  其實未必的
[00:03:01.360 --> 00:03:04.160]  第一樣我想澄清的就是
[00:03:04.160 --> 00:03:09.760]  喜樂的人生並非與生俱來的
[00:03:09.760 --> 00:03:11.280]  大家都知道
[00:03:11.280 --> 00:03:14.480]  自從我們人沒有聽上帝的說話
[00:03:14.480 --> 00:03:15.840]  自把自為
[00:03:15.840 --> 00:03:17.280]  走自己的路
[00:03:17.280 --> 00:03:18.800]  離棄了神之後
[00:03:18.800 --> 00:03:23.600]  其實我們人已經失落了那份喜樂的人生
[00:03:23.600 --> 00:03:25.440]  所以大家都見到
[00:03:25.440 --> 00:03:29.840]  BB出生來到世界上面的時候
[00:03:29.840 --> 00:03:31.840]  你發覺他一來到世界上
[00:03:31.840 --> 00:03:33.440]  人們是怎樣的
[00:03:33.440 --> 00:03:34.720]  就哭了
[00:03:34.720 --> 00:03:36.400]  很少會笑
[00:03:36.400 --> 00:03:39.440]  雖然他有生理上的需要
[00:03:39.440 --> 00:03:42.480]  但是我相信也都寓意到
[00:03:42.480 --> 00:03:46.240]  原來我們人真的失去了一個喜樂的人生
[00:03:46.240 --> 00:03:48.240]  所以我們要努力的
[00:03:48.240 --> 00:03:50.240]  來追求
[00:03:50.240 --> 00:03:52.960]  去爭取這個喜樂的人生
[00:03:52.960 --> 00:03:56.400]  所以這是第一樣我想澄清的
[00:03:56.400 --> 00:03:58.560]  第二我想澄清的
[00:03:58.560 --> 00:04:03.200]  喜樂的人生並非與我們的財富有關
[00:04:03.200 --> 00:04:04.560]  大家都要記得
[00:04:04.560 --> 00:04:07.440]  並非說錢多些的人
[00:04:07.440 --> 00:04:08.720]  就喜樂多些
[00:04:08.720 --> 00:04:10.560]  不一定是這個比例的
[00:04:10.560 --> 00:04:12.080]  大家認不認同
[00:04:12.080 --> 00:04:14.960]  相反有時錢太多的時候
[00:04:14.960 --> 00:04:18.720]  煩惱也特別多
[00:04:18.720 --> 00:04:20.960]  你看見有些有錢人出街
[00:04:20.960 --> 00:04:22.240]  也不禁一個人出
[00:04:22.240 --> 00:04:25.920]  也要幾個保鑣保住他才能出街
[00:04:25.920 --> 00:04:29.200]  想下車也要很多人看著才能下車
[00:04:29.200 --> 00:04:31.520]  所以有時很有錢
[00:04:31.520 --> 00:04:33.200]  不一定是很有喜樂
[00:04:33.200 --> 00:04:34.800]  當然另一方面
[00:04:34.800 --> 00:04:39.040]  有錢的人也都可能上帝都給他有喜樂
[00:04:39.040 --> 00:04:42.640]  但是有時一些人過著很樸素的生活
[00:04:42.640 --> 00:04:49.120]  或者是很一般的基層的人士
[00:04:49.120 --> 00:04:51.920]  但是如果他能夠有一種知足的心
[00:04:51.920 --> 00:04:54.160]  他的生活都可以過得很快樂
[00:04:54.160 --> 00:04:55.600]  都可以很喜樂
[00:04:55.600 --> 00:04:58.480]  所以我們就發現到
[00:04:58.480 --> 00:05:03.280]  喜樂的人生不一定與我們的財富有關
[00:05:03.280 --> 00:05:07.120]  這個大家都有這樣的看法
[00:05:07.120 --> 00:05:10.640]  第三方面我也想去澄清
[00:05:10.640 --> 00:05:17.360]  喜樂的人生也不等於與我們的學識有關
[00:05:17.360 --> 00:05:18.960]  不知道大家認不認同
[00:05:18.960 --> 00:05:22.160]  即是說一個人如果他懂很多東西
[00:05:22.160 --> 00:05:23.040]  讀很多書
[00:05:23.040 --> 00:05:24.000]  很多學位
[00:05:24.000 --> 00:05:25.200]  學術很高
[00:05:25.200 --> 00:05:27.200]  不等於他一定擁有甚麼
[00:05:27.200 --> 00:05:29.040]  喜樂的人生
[00:05:29.040 --> 00:05:32.080]  因為當一個人懂很多東西的時候
[00:05:32.080 --> 00:05:36.000]  反過來可能他的擔心會多一點
[00:05:36.000 --> 00:05:38.080]  或者他的憂慮會多一點
[00:05:38.080 --> 00:05:40.880]  甚至他的焦慮會多一點
[00:05:40.880 --> 00:05:43.600]  為甚麼呢?可能他懂得太多東西了
[00:05:43.600 --> 00:05:47.200]  或者可能他想的東西的方式
[00:05:47.200 --> 00:05:49.280]  是複雜化了很多也不一定
[00:05:49.280 --> 00:05:52.400]  比我們一般可能學識不是很高的人
[00:05:52.400 --> 00:05:57.520]  可能會多了一些煩惱也不一定
[00:05:57.520 --> 00:06:01.760]  又很可能有些未讀過書
[00:06:01.760 --> 00:06:03.360]  目不識丁的人
[00:06:03.360 --> 00:06:09.840]  或者可能他過著一些很規律的生活
[00:06:09.840 --> 00:06:10.800]  很平凡的生活
[00:06:10.800 --> 00:06:14.800]  但你會發覺他都可能會覺得很開心
[00:06:14.800 --> 00:06:16.880]  很喜樂也不一定
[00:06:16.880 --> 00:06:19.360]  大家不知道有沒有記得
[00:06:19.360 --> 00:06:22.960]  有一位姐妹
[00:06:22.960 --> 00:06:24.960]  她曾經講過一個見證
[00:06:24.960 --> 00:06:27.120]  後來又錄了一個DVD
[00:06:27.120 --> 00:06:31.440]  那個名字叫做《木頭車的故事》
[00:06:31.440 --> 00:06:35.840]  大家有沒有見過這一張DVD
[00:06:35.840 --> 00:06:37.200]  沒有甚麼反應
[00:06:37.200 --> 00:06:39.520]  即是沒有見過
[00:06:39.520 --> 00:06:43.280]  這個《木頭車的故事》的主角就是霞姐
[00:06:43.280 --> 00:06:46.640]  我們曾經教會請她來講見證
[00:06:46.640 --> 00:06:48.000]  有沒有印象?
[00:06:48.000 --> 00:06:53.120]  還有她唱粵曲唱到很高音
[00:06:53.120 --> 00:06:55.040]  大家都很猜疑她這麼厲害
[00:06:55.040 --> 00:06:58.080]  年紀這麼大都唱到這麼高音的粵曲
[00:06:58.080 --> 00:06:59.600]  有沒有印象?
[00:06:59.600 --> 00:07:02.560]  這位霞姐她寫《木頭車的故事》
[00:07:02.560 --> 00:07:04.960]  她說自從信了耶穌之後
[00:07:04.960 --> 00:07:06.720]  跟以前生活一樣
[00:07:06.720 --> 00:07:08.480]  每天上班
[00:07:08.480 --> 00:07:12.000]  每天出去的時候都推著木頭車
[00:07:12.000 --> 00:07:17.280]  去上街、去學校買一些食物
[00:07:17.280 --> 00:07:19.520]  但她自從信了主之後
[00:07:19.520 --> 00:07:22.400]  她發覺她自己的生命改變了
[00:07:22.400 --> 00:07:24.720]  看事情的角度不同了
[00:07:24.720 --> 00:07:27.600]  當她推著以前的那架木頭車
[00:07:27.600 --> 00:07:29.040]  不過心情是甚麼?
[00:07:29.040 --> 00:07:31.920]  就輕散了、喜樂了
[00:07:31.920 --> 00:07:38.080]  她開始留意那條路上的斜路、路邊的花草樹木
[00:07:38.080 --> 00:07:41.440]  會跟他們打招呼
[00:07:41.440 --> 00:07:42.960]  她以前沒有留意
[00:07:42.960 --> 00:07:44.480]  現在她留意到了
[00:07:44.480 --> 00:07:46.160]  她留意到那些小鳥
[00:07:46.160 --> 00:07:47.360]  在她走過的時候
[00:07:47.360 --> 00:07:49.200]  來唱歌「吱吱喳喳吱吱喳」
[00:07:49.200 --> 00:07:52.400]  她覺得那些小鳥在歡迎她的感覺
[00:07:52.400 --> 00:07:55.120]  所以她推著木頭車雖然很重
[00:07:55.120 --> 00:07:58.800]  但內心是有那份喜悅在當中
[00:07:58.800 --> 00:08:02.560]  當我看到這個故事的時候
[00:08:02.560 --> 00:08:04.960]  為這個老人家感謝上帝
[00:08:04.960 --> 00:08:07.760]  原來我們喜樂的人生
[00:08:07.760 --> 00:08:10.160]  不一定要跟我們的學水準
[00:08:10.160 --> 00:08:12.960]  或者跟我們的教育來掛鉤
[00:08:12.960 --> 00:08:14.640]  因為上帝都是公平的
[00:08:14.640 --> 00:08:16.320]  你懂事也好
[00:08:16.320 --> 00:08:17.760]  你不懂事也好
[00:08:17.760 --> 00:08:20.960]  只要祢有主給你的生命的時候
[00:08:20.960 --> 00:08:24.480]  你發覺你的觀點角度不同了的時候
[00:08:24.480 --> 00:08:26.160]  心境不同了的時候
[00:08:26.160 --> 00:08:28.240]  周圍的事物可能沒有改變
[00:08:28.240 --> 00:08:30.160]  但你喜樂的心
[00:08:30.160 --> 00:08:31.600]  相反是甚麼?
[00:08:31.600 --> 00:08:33.200]  是多了的
[00:08:33.200 --> 00:08:34.320]  是踴躍了的
[00:08:34.320 --> 00:08:38.480]  這個是第三方面跟大家去澄清
[00:08:38.480 --> 00:08:40.720]  第四點我想澄清的就是
[00:08:40.720 --> 00:08:46.640]  喜樂的人生也不一定跟我們的年紀掛鉤
[00:08:46.640 --> 00:08:48.400]  大家認不認同?
[00:08:48.400 --> 00:08:52.720]  不是說某一個特別年齡的組群
[00:08:52.720 --> 00:08:53.760]  那些人是甚麼?
[00:08:53.760 --> 00:08:55.280]  特別開心的
[00:08:55.280 --> 00:08:58.720]  不知道大家是否相信
[00:08:58.720 --> 00:08:59.680]  如果你不相信的話
[00:08:59.680 --> 00:09:01.760]  你可不可以去做調查
[00:09:01.760 --> 00:09:04.880]  有沒有哪一組年齡的人是甚麼呢?
[00:09:04.880 --> 00:09:08.640]  其實我們發覺到不同年齡組群的人
[00:09:08.640 --> 00:09:13.600]  老中青幼可以生活得很開心、很快樂
[00:09:13.600 --> 00:09:16.720]  但同樣也可以是不同組群的人
[00:09:16.720 --> 00:09:21.600]  老中青幼也可以生活得很悲傷、很不開心
[00:09:21.600 --> 00:09:23.600]  沒有了那份喜樂
[00:09:23.600 --> 00:09:26.160]  因為這個喜樂的人生
[00:09:26.160 --> 00:09:30.480]  不一定要跟我們的年紀掛鉤
[00:09:30.480 --> 00:09:34.160]  所以今天早上各位弟兄姊妹、各位朋友
[00:09:34.160 --> 00:09:36.320]  我想跟你們去思想這個題目
