
[00:00:00.000 --> 00:00:03.200]  好 我們開始一起祈禱
[00:00:03.200 --> 00:00:07.160]  再一次多謝主 讓我們可以在星期四晚
[00:00:07.160 --> 00:00:11.780]  我們有一次聚集 來研讀神的聖經的說話
[00:00:11.780 --> 00:00:13.880]  我們會看啟示錄
[00:00:13.880 --> 00:00:18.560]  特別我們看七個教會的別加摩教會
[00:00:18.560 --> 00:00:22.480]  願祢都幫助我們 雖然在歷史裏面
[00:00:22.480 --> 00:00:27.800]  我們不能夠去到實地 看到那個教會的情況
[00:00:27.800 --> 00:00:31.760]  但是透過聖經留下給我們的記錄
[00:00:31.760 --> 00:00:36.040]  我們知道耶穌基督你對教會的期望
[00:00:36.040 --> 00:00:40.040]  和得勝者會得到什麼賞賜
[00:00:40.040 --> 00:00:43.800]  願祢幫助我們明白其中的經文
[00:00:43.800 --> 00:00:46.240]  我們一起在你面前等候禱告
[00:00:46.240 --> 00:00:50.040]  奉耶穌基督的名 阿們
[00:00:50.040 --> 00:00:53.400]  好 我們接著聖經
[00:00:53.400 --> 00:00:55.720]  講完一些聖經人物
[00:00:55.720 --> 00:01:00.320]  我們可以交替講一下這個啟示錄
[00:01:00.320 --> 00:01:04.720]  我們講了兩間教會 已忽所教會
[00:01:04.720 --> 00:01:11.200]  最重要就是他們要找回對耶穌的愛的初心
[00:01:11.200 --> 00:01:16.280]  就是對耶穌這個十大救恩
[00:01:16.280 --> 00:01:18.840]  他們所領略了的
[00:01:18.840 --> 00:01:24.440]  以作為他們人生的追求
[00:01:24.440 --> 00:01:27.120]  和侍奉的動力
[00:01:27.120 --> 00:01:32.800]  會得到神樂園生命樹的果子 可以吃
[00:01:32.800 --> 00:01:35.520]  不是一定要去到將來
[00:01:35.520 --> 00:01:42.000]  而是他們就會有不斷的經歷到那種生命的
[00:01:42.000 --> 00:01:44.600]  在他們裏面的不斷的更新
[00:01:44.600 --> 00:01:47.200]  不斷的有一種的豐富
[00:01:47.200 --> 00:01:52.360]  本來在伊甸園已經可以吃的
[00:01:52.360 --> 00:01:55.840]  但是現在已忽所教會
[00:01:55.840 --> 00:01:59.640]  他們由那個墜落起回來之後
[00:01:59.640 --> 00:02:01.360]  成為了得勝者
[00:02:01.360 --> 00:02:06.160]  他們就可以吃樂園裏面的生命樹的果子
[00:02:06.160 --> 00:02:11.600]  當然22章將來遍處遍地都是生命
[00:02:11.600 --> 00:02:15.400]  因為神的同在 每一樣東西都是生命
[00:02:15.400 --> 00:02:21.040]  將來永恆裏面我們都會享用神這個永生的生命
[00:02:21.040 --> 00:02:23.040]  就是不斷不斷的有更新
[00:02:23.040 --> 00:02:26.280]  不斷不斷的發現可以有更新
[00:02:26.280 --> 00:02:30.120]  但是已忽所教會的得勝者
[00:02:30.120 --> 00:02:35.120]  他們就可以首先嘗到這種生命的更新
[00:02:35.120 --> 00:02:42.640]  這個一定是對一個由墜落再回來的那份愛
[00:02:42.640 --> 00:02:45.280]  好像重拾這份愛
[00:02:45.280 --> 00:02:48.960]  他們會經驗到的這種生命的更新
[00:02:48.960 --> 00:02:52.320]  是美娜教會沒有責備
[00:02:52.320 --> 00:02:56.440]  是美娜和這個菲拉鐵非教會
[00:02:56.440 --> 00:02:59.840]  七個教會裏面唯有這兩間教會
[00:02:59.840 --> 00:03:01.840]  耶穌基督沒有責備
[00:03:01.840 --> 00:03:07.480]  唯一的要求就是繼續的無要致死忠心
[00:03:07.480 --> 00:03:11.120]  就是說那個壁壩已經是很實在
[00:03:11.120 --> 00:03:15.640]  臨到當時的亞西亞的教會
[00:03:15.640 --> 00:03:17.240]  羅馬的教會
[00:03:17.240 --> 00:03:23.120]  因為當時是以羅馬帝國做那個領導的單位
[00:03:23.120 --> 00:03:24.640]  不好意思 因為我只顧著講
[00:03:24.640 --> 00:03:26.640]  又忘記了按鍵
[00:03:26.640 --> 00:03:31.120]  可能我遲些要解決那個聯席的問題
[00:03:31.120 --> 00:03:33.880]  所以就可以有弟兄姊妹進來的時間
[00:03:33.880 --> 00:03:41.360]  也都有姐妹們可以幫忙來開放給他們進來
[00:03:45.240 --> 00:03:49.120]  繼續我們講回別加摩教會
[00:03:49.120 --> 00:03:51.920]  或者我們講回善美娜
[00:03:51.920 --> 00:03:56.080]  致死忠心就和那個生命的冠冕
[00:03:56.080 --> 00:03:59.600]  他們能夠有一個
[00:03:59.600 --> 00:04:08.240]  這個是二章的第十節和第十一節
[00:04:08.240 --> 00:04:13.760]  他們要受試煉十天
[00:04:13.760 --> 00:04:16.040]  這個患難都不是小的
[00:04:16.040 --> 00:04:18.040]  為什麼一定是十天
[00:04:18.040 --> 00:04:20.040]  似乎是一個象徵
[00:04:20.040 --> 00:04:24.320]  因為是不是真的這麼字面的十天呢
[00:04:24.320 --> 00:04:27.840]  可能是 但是又似乎下面講的又不是
[00:04:27.840 --> 00:04:32.520]  好像一定要根據那個上下文的那個字面
[00:04:32.520 --> 00:04:36.680]  可能是一個很長的時間
[00:04:36.680 --> 00:04:40.520]  他們要承受那個很大的試煉
[00:04:40.520 --> 00:04:45.600]  還有這個大的患難 還要下在監獄裡
[00:04:45.600 --> 00:04:49.240]  不過那個唯一的要求就是
[00:04:49.240 --> 00:04:52.120]  仍然的無要致死忠心
[00:04:52.120 --> 00:04:58.840]  就是說要逼令你否認耶穌 否認信仰
[00:04:58.840 --> 00:05:03.320]  這個大前提 要致死忠心
[00:05:03.320 --> 00:05:08.360]  不能妥協 不能有轉彎的餘地
[00:05:08.360 --> 00:05:11.280]  這個是基督徒最後的底線
[00:05:11.280 --> 00:05:15.560]  一離開了那個底線 就不會再有信仰了
[00:05:15.560 --> 00:05:17.560]  所以這個致死忠心
[00:05:17.560 --> 00:05:23.040]  就是給這些的得勝者有生命的冠冕
[00:05:23.040 --> 00:05:27.680]  就是說更加戴在這些人的頭上
[00:05:27.680 --> 00:05:31.800]  感覺到那個匹配
[00:05:31.800 --> 00:05:35.040]  你想一下 他們受盡了患難
[00:05:35.040 --> 00:05:40.360]  經歷了為耶穌來去承認耶穌
[00:05:40.360 --> 00:05:45.880]  而招致的可能是肉身的迫伐 心靈的侮辱
[00:05:45.880 --> 00:05:49.160]  但是他們能夠持定他們的信仰
[00:05:49.160 --> 00:05:50.920]  所以那個生命冠冕
[00:05:50.920 --> 00:05:54.440]  戴在他們頭上的加冕的禮儀
[00:05:54.440 --> 00:05:59.120]  可以想像得到是多麼的名副其實
[00:05:59.120 --> 00:06:02.360]  這個就是你可以想像得到
[00:06:02.360 --> 00:06:04.720]  就是說如果一個 比如世界盃
[00:06:04.720 --> 00:06:07.640]  你喜歡的可能是排球 可能是足球
[00:06:07.640 --> 00:06:12.160]  或者可能是籃球的最高的就是NBA等等
[00:06:12.160 --> 00:06:15.640]  你想到的任何一個要加冕的
[00:06:15.640 --> 00:06:17.320]  那你可以想像得到
[00:06:17.320 --> 00:06:20.640]  如果他們真是很有資格的贏的
[00:06:20.640 --> 00:06:26.840]  不是慘勝 更加不是出一些超技術的手段
[00:06:26.840 --> 00:06:29.800]  這樣來得到那個勝利
[00:06:29.800 --> 00:06:32.920]  經過了很多很多的汗水、很多的努力
[00:06:32.920 --> 00:06:36.640]  而換取回來的那個冠冕、那個獎杯
[00:06:36.640 --> 00:06:38.240]  就是名副其實了
[00:06:38.240 --> 00:06:41.360]  眾人都會來拍掌、稱讚
[00:06:41.360 --> 00:06:46.080]  何況這裡說的是為主耶穌的救恩
[00:06:46.080 --> 00:06:49.200]  這個真道來作見證
[00:06:49.200 --> 00:06:51.080]  所以整個啟示錄
[00:06:51.080 --> 00:06:55.080]  都是說我們要為耶穌這個福音作見證
[00:06:55.080 --> 00:06:58.520]  在地上 因為將來離開這個世界
[00:06:58.520 --> 00:07:00.400]  就不需要再作見證的
[00:07:00.400 --> 00:07:02.880]  一定是在我們有生之年
[00:07:02.880 --> 00:07:06.920]  在我們那個場景 在我們任何一個時代
[00:07:06.920 --> 00:07:09.760]  我們要為耶穌作見證的
[00:07:09.760 --> 00:07:13.680]  所以得到這個勝利的得勝者
[00:07:13.680 --> 00:07:16.440]  就會得到這個生命的冠冕
[00:07:16.440 --> 00:07:19.680]  就不是一般人可以得到的
[00:07:19.680 --> 00:07:25.360]  接著我們第三個的教會
[00:07:25.360 --> 00:07:28.880]  其實就沒有刻意說根據那個次序的
[00:07:28.880 --> 00:07:33.440]  作者約翰可能就是選取了
[00:07:33.440 --> 00:07:37.520]  當然不是他選取 是耶穌透過他去寫信
[00:07:37.520 --> 00:07:41.040]  第二第三章都是說給七個教會
[00:07:41.040 --> 00:07:44.880]  就是這個亞西亞 就是土耳其的亞洲小島
[00:07:44.880 --> 00:08:02.880]  由北向南 西面的地方的一些沿海的城鎮的教會
[00:08:02.880 --> 00:08:09.120]  這個比加摩教會就是七個教會裏面最北的一個
[00:08:09.120 --> 00:08:12.080]  它就坐落在一個河谷裏面
[00:08:12.080 --> 00:08:17.840]  這個教會或者這個城 比加摩城裏面的教會
[00:08:17.840 --> 00:08:23.000]  又是和羅馬帝國有相當大的淵源
[00:08:23.000 --> 00:08:27.640]  又是將他們 因為你是一個城邦
[00:08:27.640 --> 00:08:31.800]  你只能夠去 要麼就是依附羅馬帝國
[00:08:31.800 --> 00:08:34.280]  要麼就是你要去反抗
[00:08:34.280 --> 00:08:39.040]  那個下場當然是你就要給羅馬的軍隊
[00:08:39.040 --> 00:08:42.560]  來去踐踏 來去滅城
[00:08:42.560 --> 00:08:48.920]  所以通常一般都會來去和羅馬的帝王
[00:08:48.920 --> 00:08:52.080]  帝國來去有一個依附的
[00:08:52.080 --> 00:08:55.680]  所以比加摩教會的歷史給我們看到
[00:08:55.680 --> 00:09:02.280]  他們是完全將自己來去完全附和整個帝國
[00:09:02.280 --> 00:09:06.280]  整個的政權的 所以下面就告訴我們
[00:09:06.280 --> 00:09:10.440]  有撒旦的座位在這個地方
[00:09:10.440 --> 00:09:15.040]  所以固然在那個城
[00:09:15.040 --> 00:09:20.640]  有該撒阿古斯都的那個座位
[00:09:20.640 --> 00:09:24.240]  那個雕像就更加不用說了
[00:09:24.240 --> 00:09:29.760]  更加他們和政權的那個完全的融合
[00:09:29.760 --> 00:09:34.840]  令到他們得到很多由帝國給的待遇
[00:09:34.840 --> 00:09:40.520]  但是換取的當然就是你要拜該撒
[00:09:40.520 --> 00:09:44.760]  你要來去做很多他們的儀式
[00:09:44.760 --> 00:09:49.320]  那些的假神 特別這個宙斯
[00:09:49.320 --> 00:09:52.600]  就是這些羅馬的神祇等等
[00:09:52.600 --> 00:09:57.720]  你就要換取那個物質上的
[00:09:57.720 --> 00:10:01.680]  無論是軍事上的任備 那個太平
[00:10:01.680 --> 00:10:05.160]  換取他們給的各種的待遇
[00:10:05.160 --> 00:10:06.960]  是帝國所給你的
[00:10:06.960 --> 00:10:11.920]  但是你想一下自身在這樣的城邦的教會
[00:10:11.920 --> 00:10:17.080]  跟隨一位的神敬拜耶穌基督
[00:10:17.080 --> 00:10:21.920]  很自然那個逼迫是很明顯和嚴重的
[00:10:21.920 --> 00:10:24.320]  先讀了這一段經文
[00:10:24.320 --> 00:10:29.680]  你要寫信給別加摩教會的使者說
[00:10:29.680 --> 00:10:32.720]  那有兩人利劍的說
[00:10:32.720 --> 00:10:35.080]  當然就是耶穌的描述
[00:10:35.080 --> 00:10:39.480]  上文就是約翰所見到耶穌基督的威榮
[00:10:39.480 --> 00:10:41.560]  一章那裡所說
[00:10:41.560 --> 00:10:46.760]  口裡邊有一把兩人的利劍 一章十六節
[00:10:46.760 --> 00:10:50.360]  所以現在在這個別加摩教會
[00:10:50.360 --> 00:10:52.440]  一描述耶穌的時候
[00:10:52.440 --> 00:10:56.480]  就說到祂有兩人利劍的這一位的主
[00:10:56.480 --> 00:11:00.680]  這樣來說 就是說我知道你的居所
[00:11:00.680 --> 00:11:03.760]  這裡就說他們教會裡面
[00:11:03.760 --> 00:11:06.480]  就是有撒旦座位之處
[00:11:06.480 --> 00:11:09.680]  當我忠心的見證人安提柏
[00:11:09.680 --> 00:11:15.480]  在你們中間撒旦所住的地方被殺之時
[00:11:15.480 --> 00:11:18.600]  就是說這個忠心的見證人安提柏
[00:11:18.600 --> 00:11:21.760]  就是來到去被殺殉道的
[00:11:21.760 --> 00:11:27.000]  那個時候教會仍然是堅守我的名
[00:11:27.000 --> 00:11:30.360]  沒有棄絕我的道 神的名
[00:11:30.360 --> 00:11:32.160]  所以後面的賞賜
[00:11:32.160 --> 00:11:36.600]  又是和那個一塊白石和新的名字
[00:11:36.600 --> 00:11:39.920]  這個新的名字是沒有人能夠認識的
[00:11:39.920 --> 00:11:42.880]  這裡說 堅守耶穌的名
[00:11:42.880 --> 00:11:45.760]  沒有棄絕耶穌的真道
[00:11:45.760 --> 00:11:48.440]  就是說這個救恩的真道
[00:11:48.440 --> 00:11:52.440]  或者承認這個世界只有一位真神的真道
[00:11:52.440 --> 00:11:57.640]  第十四節 然而有幾件事我要責備你
[00:11:57.640 --> 00:12:02.440]  因為在你那裡 有人服從了巴蘭的教訓
[00:12:02.440 --> 00:12:07.240]  這巴蘭 作者去解釋什麼是巴蘭的教訓
[00:12:07.240 --> 00:12:10.440]  會不會被我們勾起一些舊約呢?
[00:12:10.440 --> 00:12:15.160]  這個就是啟示錄我們要有這種聯想
[00:12:15.160 --> 00:12:19.200]  還有作者要將舊約的一些典故
[00:12:19.200 --> 00:12:22.960]  出現過的一些故事、一些歷史
[00:12:22.960 --> 00:12:26.240]  來作為他們寫作的藍本
[00:12:26.240 --> 00:12:29.160]  當然就是耶穌基督透過約翰社
[00:12:29.160 --> 00:12:31.680]  告訴我們巴蘭的教訓
[00:12:31.680 --> 00:12:35.000]  叫你不需要想什麼是巴蘭、哪個是巴蘭
[00:12:35.000 --> 00:12:36.480]  他馬上就解釋了
[00:12:36.480 --> 00:12:40.080]  解釋就是說 巴蘭曾教導巴蘭
[00:12:40.080 --> 00:12:43.880]  將絆腳石放在以色列人面前
[00:12:43.880 --> 00:12:48.160]  原來巴蘭先知在啟示錄告訴我們
[00:12:48.160 --> 00:12:52.560]  就是將絆腳石放在以色列人面前
[00:12:52.560 --> 00:12:56.360]  就是說要以色列整個民族跌倒
[00:12:56.360 --> 00:12:58.920]  絆腳嘛 跌倒什麼跌倒呢?
[00:12:58.920 --> 00:13:02.040]  靈性的跌倒 信仰的跌倒
[00:13:02.040 --> 00:13:03.720]  向誰跌倒呢?
[00:13:03.720 --> 00:13:07.520]  一定是向神耶和華跌倒
[00:13:07.520 --> 00:13:12.240]  他們就不再去得到神的祝福
[00:13:12.240 --> 00:13:14.720]  只會得到神的就座
[00:13:14.720 --> 00:13:16.360]  什麼這麼快
[00:13:16.360 --> 00:13:19.600]  什麼一件事可以馬上使到神
[00:13:19.600 --> 00:13:22.240]  要來本來祝福這個民族
[00:13:22.240 --> 00:13:24.760]  變成就座這個民族呢?
[00:13:24.760 --> 00:13:29.640]  巴蘭的教訓有什麼精妙之處呢?
[00:13:29.640 --> 00:13:32.080]  這裡待會讀完之後
[00:13:32.080 --> 00:13:34.400]  就要和大家比較詳細去解釋
[00:13:34.400 --> 00:13:37.760]  我們曾經講過巴蘭這個先知
[00:13:37.760 --> 00:13:41.120]  都不知道講了一堂還是兩堂還是三堂
