
[00:00:00.000 --> 00:00:03.000]  各位姐妹,早安
[00:00:03.000 --> 00:00:07.000]  今天這篇講道,大家覺得很奇怪
[00:00:07.000 --> 00:00:11.000]  讀完這篇也不太能猜到今天想說什麼
[00:00:11.000 --> 00:00:15.000]  敬拜隊預備詩歌的時候也問了
[00:00:15.000 --> 00:00:16.000]  究竟這篇道想說什麼呢?
[00:00:16.000 --> 00:00:20.000]  敬敏這個題目,慢慢會說
[00:00:20.000 --> 00:00:24.000]  不過也說一點,今天這篇訊息
[00:00:24.000 --> 00:00:27.000]  開頭那一半部分,有一些技術性的
[00:00:27.000 --> 00:00:32.000]  有一些聖經研究的東西要跟大家知道
[00:00:32.000 --> 00:00:37.000]  希望大家也知道一些基本的聖經底子
[00:00:37.000 --> 00:00:39.000]  阿不拉罕是誰
[00:00:39.000 --> 00:00:43.000]  這篇經文在《少林傳》第七章
[00:00:43.000 --> 00:00:48.000]  一段有關涉及反對,一篇很長的講論部分
[00:00:48.000 --> 00:00:51.000]  如果看《聖經》的時候
[00:00:51.000 --> 00:00:55.000]  《少林傳》第六章開始就在說涉及反對
[00:00:55.000 --> 00:00:58.000]  從教會選擇執事開始說起
[00:00:58.000 --> 00:01:01.000]  然後開始就說到
[00:01:01.000 --> 00:01:05.000]  史提反在會堂裡跟一群猶太人
[00:01:05.000 --> 00:01:08.000]  在會堂裡辯論
[00:01:08.000 --> 00:01:12.000]  《聖經》說史提反以智慧和聖靈說話
[00:01:12.000 --> 00:01:13.000]  眾人都敵黨不主
[00:01:13.000 --> 00:01:16.000]  是一個攻擊性的言論
[00:01:16.000 --> 00:01:19.000]  史提反在會堂裡跟一群猶太人
[00:01:19.000 --> 00:01:23.000]  去爭論一些耶穌基督的問題
[00:01:23.000 --> 00:01:28.000]  事實上當時一些長老文士覺得
[00:01:28.000 --> 00:01:30.000]  史提反所說的東西
[00:01:30.000 --> 00:01:36.000]  涉及了他們所認知的摩西猶太教的一些事情
[00:01:36.000 --> 00:01:38.000]  就捉拿他
[00:01:38.000 --> 00:01:40.000]  就帶他去會堂裡
[00:01:40.000 --> 00:01:45.000]  這篇經文其實就是史提反很長的講道
[00:01:45.000 --> 00:01:50.000]  在會堂、公會裡跟一群猶太人
[00:01:50.000 --> 00:01:55.000]  去傳福音一篇訊息的開頭部分
[00:01:55.000 --> 00:01:57.000]  所以一篇很長
[00:01:57.000 --> 00:02:02.000]  很少可以看到53節這麼長的一篇經文
[00:02:02.000 --> 00:02:05.000]  史提反從阿伯拉罕開始說起
[00:02:05.000 --> 00:02:07.000]  說到約瑟被賣
[00:02:07.000 --> 00:02:08.000]  摩西出世
[00:02:08.000 --> 00:02:09.000]  出埃及
[00:02:09.000 --> 00:02:10.000]  40年的抗疫
[00:02:10.000 --> 00:02:11.000]  金牛毒事件
[00:02:11.000 --> 00:02:12.000]  大衛所聞論
[00:02:12.000 --> 00:02:15.000]  說了一千年的時間
[00:02:15.000 --> 00:02:21.000]  從一個很歷史宏觀的角度來說述耶穌基督
[00:02:21.000 --> 00:02:26.000]  今天我們簡短的經文就是一篇很長篇大論的開頭部分
[00:02:26.000 --> 00:02:28.000]  有關阿伯拉罕的部分
[00:02:28.000 --> 00:02:30.000]  聽我讀一次
[00:02:30.000 --> 00:02:32.000]  聖經第七章第二節
[00:02:32.000 --> 00:02:33.000]  十分說
[00:02:33.000 --> 00:02:35.000]  諸位父兄請聽
[00:02:35.000 --> 00:02:37.000]  當日我們的祖宗阿伯拉罕
[00:02:37.000 --> 00:02:41.000]  在美索不達米亞還未住哈蘭的時候
[00:02:41.000 --> 00:02:43.000]  榮耀的上帝向他顯現
[00:02:43.000 --> 00:02:46.000]  對他說你要離開本地和親族
[00:02:46.000 --> 00:02:49.000]  往我所要指示你的地方去
[00:02:49.000 --> 00:02:51.000]  他就離開迦勒底之地
[00:02:51.000 --> 00:02:52.000]  住在哈蘭
[00:02:52.000 --> 00:02:53.000]  他父親死了以後
[00:02:53.000 --> 00:02:57.000]  上帝使他從那裡搬到你們現在所住的地方
[00:02:57.000 --> 00:03:00.000]  在這地方上帝並沒有給他產業
[00:03:00.000 --> 00:03:03.000]  連蠟燭之地也沒有給他
[00:03:03.000 --> 00:03:06.000]  但應許將要這地涉及他和他的後裔為業
[00:03:06.000 --> 00:03:09.000]  那時他還沒有如此
[00:03:09.000 --> 00:03:15.000]  這段經文其實是一段新約引用舊約經文
[00:03:15.000 --> 00:03:18.000]  我們稱之為OT in NT
[00:03:18.000 --> 00:03:23.000]  一段新約但用舊約經文來放在聖經裏面
[00:03:23.000 --> 00:03:25.000]  可能對你來說也沒有什麼特別
[00:03:25.000 --> 00:03:28.000]  都是說回以前的故事
[00:03:28.000 --> 00:03:31.000]  不過如果你細心留意這段經文
[00:03:31.000 --> 00:03:33.000]  和你比較熟悉聖經的話
[00:03:33.000 --> 00:03:37.000]  你會發現當中有些比較tricky的地方
[00:03:37.000 --> 00:03:39.000]  有些什麼特別呢
[00:03:39.000 --> 00:03:41.000]  如果你留心留意
[00:03:41.000 --> 00:03:45.000]  你會發現史提反所引用阿伯拉罕的故事
[00:03:45.000 --> 00:03:49.000]  其實和創世紀那段的故事
[00:03:49.000 --> 00:03:53.000]  是有少少經文上的差異
[00:03:53.000 --> 00:03:55.000]  這就是一些technical部分
[00:03:55.000 --> 00:03:57.000]  不過你可以的
[00:03:57.000 --> 00:03:58.000]  繼續聽下去
[00:03:58.000 --> 00:04:00.000]  如果你細心留意的話
[00:04:00.000 --> 00:04:03.000]  經文說當日我們的祖宗阿伯拉罕
[00:04:03.000 --> 00:04:06.000]  在還未住哈蘭的時候
[00:04:06.000 --> 00:04:08.000]  上帝就向他顯現
[00:04:08.000 --> 00:04:11.000]  就叫他離開本族故家
[00:04:11.000 --> 00:04:14.000]  大家都唱歌都唱
[00:04:14.000 --> 00:04:18.000]  我們就說彭遜他離別了哪裡
[00:04:18.000 --> 00:04:20.000]  離別了梧爾
[00:04:20.000 --> 00:04:22.000]  這個我們從小就聽到
[00:04:22.000 --> 00:04:24.000]  阿伯拉罕就離開梧爾
[00:04:24.000 --> 00:04:28.000]  被上帝呼召去一個未知的地方
[00:04:28.000 --> 00:04:31.000]  這段經文其實都是說這件事
[00:04:31.000 --> 00:04:33.000]  其實是這樣說的
[00:04:33.000 --> 00:04:38.000]  阿伯拉罕從小就在梧爾出生
[00:04:38.000 --> 00:04:42.000]  他父親他拉搬到梧爾
[00:04:42.000 --> 00:04:47.000]  所以阿伯拉罕是一個梧爾長大人
[00:04:47.000 --> 00:04:50.000]  就像我和你都在元朗長大一樣
[00:04:50.000 --> 00:04:57.000]  後來他就跟隨父親離開梧爾
[00:04:57.000 --> 00:05:00.000]  去到哈蘭這個地方
[00:05:00.000 --> 00:05:04.000]  如果你去看創世紀的話
[00:05:04.000 --> 00:05:07.000]  創世紀第十一章裡面這樣描述
[00:05:07.000 --> 00:05:11.000]  他拉就是阿伯拉罕的父親
[00:05:11.000 --> 00:05:15.000]  就帶著他的兒子阿伯拉罕等等
[00:05:15.000 --> 00:05:19.000]  就出了梧爾往迦南地區
[00:05:19.000 --> 00:05:22.000]  他們去到哈蘭之後就住在那裡
[00:05:22.000 --> 00:05:25.000]  他拉就是父親就活了205歲
[00:05:25.000 --> 00:05:27.000]  就死在哈蘭
[00:05:27.000 --> 00:05:30.000]  這是第十一章裡面所說的情景
[00:05:30.000 --> 00:05:32.000]  如果我們再翻多一章的時候
[00:05:32.000 --> 00:05:35.000]  在創世紀第十二章第一節
[00:05:35.000 --> 00:05:40.000]  就先出現上帝呼召阿伯拉罕的那段經文
[00:05:40.000 --> 00:05:42.000]  那是什麼意思
[00:05:42.000 --> 00:05:46.000]  其實阿伯拉罕已經離開梧爾
[00:05:46.000 --> 00:05:52.000]  就在哈蘭那裡先是聽到上帝呼召
[00:05:52.000 --> 00:05:56.000]  叫他離開本族父家的那個經文
[00:05:56.000 --> 00:05:57.000]  大家明不明白
[00:05:57.000 --> 00:06:03.000]  創世紀的故事其實呼召的地方不是在梧爾
[00:06:03.000 --> 00:06:08.000]  而是在他長大後在哈蘭那裡
[00:06:08.000 --> 00:06:11.000]  而看回事實傳
[00:06:11.000 --> 00:06:14.000]  或者其實有很多其他的經文
[00:06:14.000 --> 00:06:17.000]  在尼希米記裡面或者創世紀後來裡面
[00:06:17.000 --> 00:06:23.000]  都很強調阿伯拉罕在梧爾裡面被上帝呼召
[00:06:23.000 --> 00:06:26.000]  今天就處理一個比較技術性的問題
[00:06:26.000 --> 00:06:31.000]  究竟阿伯拉罕是在梧爾被呼召
[00:06:31.000 --> 00:06:33.000]  還是在哈蘭被呼召
[00:06:33.000 --> 00:06:35.000]  有一點不同
[00:06:35.000 --> 00:06:40.000]  究竟是在小時候出生的地方被呼召
[00:06:40.000 --> 00:06:43.000]  還是在另一個地方
[00:06:43.000 --> 00:06:45.000]  哈蘭不算很遠
[00:06:45.000 --> 00:06:48.000]  但是有點像你去澳門
[00:06:48.000 --> 00:06:52.000]  就不是在原本自己的地方裡面
[00:06:52.000 --> 00:06:56.000]  究竟阿伯拉罕是在梧爾被呼召
[00:06:56.000 --> 00:06:58.000]  還是在哈蘭那裡被呼召呢
[00:06:58.000 --> 00:07:02.000]  平時我們唱開「貧遜他離別了梧爾」
[00:07:02.000 --> 00:07:05.000]  這句歌詞究竟對不對呢
[00:07:05.000 --> 00:07:09.000]  當然牽涉很多聖經學者考古學的問題
[00:07:09.000 --> 00:07:13.000]  人們就研究究竟哈蘭這個地方在哪裡
[00:07:13.000 --> 00:07:16.000]  或者梧爾這個地方在哪裡
[00:07:16.000 --> 00:07:18.000]  無論如何這個太技術性了
[00:07:18.000 --> 00:07:19.000]  今天就不說了
[00:07:19.000 --> 00:07:22.000]  有些人就認為斯蒂法是否用了一個
[00:07:22.000 --> 00:07:24.000]  薩瑪利亞版本的摩西悟經
[00:07:24.000 --> 00:07:27.000]  或者有另外一些版本的不同的講述
[00:07:27.000 --> 00:07:30.000]  這些今天都不詳細說了
[00:07:30.000 --> 00:07:36.000]  不過從一個比較神學的角度去看
[00:07:36.000 --> 00:07:38.000]  其實你發現
[00:07:38.000 --> 00:07:40.000]  我們是這樣看的
[00:07:40.000 --> 00:07:43.000]  其實斯蒂法人傳這張經文
[00:07:43.000 --> 00:07:44.000]  斯蒂法人的孫講
[00:07:44.000 --> 00:07:47.000]  其實是一個很特別的題材
[00:07:47.000 --> 00:07:49.000]  我們叫做Biblical Retelling
[00:07:49.000 --> 00:07:53.000]  就是一個經文裡面的重唇
[00:07:53.000 --> 00:07:56.000]  裡面講的不單止是一個OT/NT
[00:07:56.000 --> 00:07:58.000]  就是舊約在新約裡面
[00:07:58.000 --> 00:08:03.000]  更加是一個新約人物去講一個舊約人物
[00:08:03.000 --> 00:08:10.000]  當中是很多舊約的經文加在一起
[00:08:10.000 --> 00:08:13.000]  事實上整個斯蒂法人的講道
[00:08:13.000 --> 00:08:18.000]  是用一個第三身的未來人的角度
[00:08:18.000 --> 00:08:22.000]  來回望阿伯拉罕的故事
[00:08:22.000 --> 00:08:24.000]  其實很有趣的
[00:08:24.000 --> 00:08:31.000]  阿伯拉罕和斯蒂法人是相差了2000年的人
[00:08:31.000 --> 00:08:36.000]  阿伯拉罕是在公元大概4000年前的人
[00:08:36.000 --> 00:08:38.000]  2000年之後
[00:08:38.000 --> 00:08:40.000]  斯蒂法人就講述他的故事
[00:08:40.000 --> 00:08:43.000]  今天我們又過了2000年之後
[00:08:43.000 --> 00:08:48.000]  再回望斯蒂法人回望阿伯拉罕的故事
[00:08:48.000 --> 00:08:50.000]  2000年又2000年
[00:08:50.000 --> 00:08:53.000]  總共加起來是4000年的時間
[00:08:53.000 --> 00:08:55.000]  所以你會發現
[00:08:55.000 --> 00:08:57.000]  如果你深看的時候
[00:08:57.000 --> 00:09:00.000]  整段斯蒂法人的講述
[00:09:00.000 --> 00:09:04.000]  其實是用一個上帝的視野
[00:09:04.000 --> 00:09:07.000]  或者說一個未來人的視野
[00:09:07.000 --> 00:09:10.000]  去回望阿伯拉罕的生平
[00:09:10.000 --> 00:09:12.000]  所以你會看到很多上帝的字
[00:09:12.000 --> 00:09:15.000]  你會發現當我們去回望的時候
