
[00:00:00.000 --> 00:00:02.520]  各位電影姊妹平安
[00:00:02.520 --> 00:00:04.760]  不知道大家近來如何
[00:00:04.760 --> 00:00:07.720]  很久都沒有見各位電影姊妹
[00:00:07.720 --> 00:00:09.720]  不知道大家生活得好不好
[00:00:09.720 --> 00:00:13.240]  我相信這段時間很多香港人
[00:00:13.240 --> 00:00:17.800]  其實都是生活在一個苦澀的生活當中
[00:00:17.800 --> 00:00:20.440]  生意不是很好
[00:00:20.440 --> 00:00:22.040]  沒有工作
[00:00:22.040 --> 00:00:23.440]  沒有街去
[00:00:23.440 --> 00:00:24.840]  沒有堂食
[00:00:24.840 --> 00:00:28.440]  我看到晚上七點多的店舖就關了
[00:00:28.440 --> 00:00:32.000]  八點多就好像晚上十一、二點那樣
[00:00:32.000 --> 00:00:35.080]  或者是有很多人
[00:00:35.080 --> 00:00:41.360]  他們生活本來就已經是非常之貧窮
[00:00:41.360 --> 00:00:43.360]  現在還手停口停
[00:00:43.360 --> 00:00:45.360]  可能飯都沒得開
[00:00:45.360 --> 00:00:47.920]  醫院塞到爆了
[00:00:47.920 --> 00:00:50.440]  有很多人要睡在露天的地方
[00:00:50.440 --> 00:00:54.880]  又或者根本就不適合去到留醫的位置
[00:00:54.880 --> 00:00:57.320]  整個制度好像崩潰那樣
[00:00:57.840 --> 00:01:00.720]  我相信很多人都生活得很苦澀
[00:01:00.720 --> 00:01:03.120]  就算你自身沒病沒痛
[00:01:03.120 --> 00:01:05.120]  你的工作沒受影響
[00:01:05.120 --> 00:01:09.000]  無端端都要去超級市場跟人搶罐頭
[00:01:09.000 --> 00:01:10.160]  搶糧食
[00:01:10.160 --> 00:01:15.000]  我想可以說沒甚麼人不苦在這段時間裏面
[00:01:15.000 --> 00:01:19.360]  其實我們基督教甚至其他的宗教
[00:01:19.360 --> 00:01:22.760]  我們經常都圍繞著一個課題
[00:01:22.760 --> 00:01:23.960]  就是苦難
[00:01:23.960 --> 00:01:26.840]  到底我們要怎樣去面對苦難
[00:01:26.840 --> 00:01:29.360]  我們怎樣去脫離這個苦難
[00:01:29.360 --> 00:01:31.840]  面對苦難
[00:01:31.840 --> 00:01:33.920]  其實很多時候我們會問一個問題
[00:01:33.920 --> 00:01:34.920]  就是為甚麼
[00:01:34.920 --> 00:01:37.920]  為甚麼會有這樣的病
[00:01:37.920 --> 00:01:39.920]  或者發生意外的時候
[00:01:39.920 --> 00:01:42.200]  會問為甚麼會有這樣的意外
[00:01:42.200 --> 00:01:44.800]  我的生意做得好好的
[00:01:44.800 --> 00:01:47.520]  為甚麼突然之間遇到這樣的疫情
[00:01:47.520 --> 00:01:49.520]  接著就一落千丈
[00:01:49.520 --> 00:01:51.400]  我沒做錯事
[00:01:51.400 --> 00:01:55.160]  為甚麼結果就會被人裁員
[00:01:55.600 --> 00:01:57.960]  甚至我拍拖拍得好好的
[00:01:57.960 --> 00:02:00.280]  為甚麼女朋友會跟我說分手
[00:02:00.280 --> 00:02:02.600]  有時候事情就是這樣
[00:02:02.600 --> 00:02:05.080]  苦難是無端端會出現
[00:02:05.080 --> 00:02:07.560]  並且我們會尋求一個解釋
[00:02:07.560 --> 00:02:09.080]  我們會問為甚麼
[00:02:09.080 --> 00:02:10.360]  為甚麼呢
[00:02:10.360 --> 00:02:13.160]  這個可以說是人的本能
[00:02:13.160 --> 00:02:14.080]  是本能
[00:02:14.080 --> 00:02:18.960]  因為我們做人是需要一個動力向前去看的
[00:02:18.960 --> 00:02:21.040]  當我們面對苦難的時候
