
[00:00:00.000 --> 00:00:02.680]  各位電影姐妹早安
[00:00:02.680 --> 00:00:08.320]  今天可以跟大家一起用上帝的話語彼此勉勵
[00:00:08.320 --> 00:00:12.240]  多謝佩琪讀完一段很長的經文
[00:00:12.240 --> 00:00:14.640]  讀完之後有沒有內容?
[00:00:14.640 --> 00:00:17.360]  原來裡面沒有內容
[00:00:17.360 --> 00:00:21.920]  讀完之後都不知道讀了些什麼
[00:00:21.920 --> 00:00:23.960]  我都掙扎過要不要讀呢?
[00:00:23.960 --> 00:00:26.920]  但是都要讀 因為是上帝的話語
[00:00:26.920 --> 00:00:30.160]  其實這個《羅馬書》是第十六章
[00:00:30.160 --> 00:00:33.440]  是《羅馬書》最後的一卷書
[00:00:33.440 --> 00:00:38.160]  裡面寫了二十七個人名
[00:00:38.160 --> 00:00:40.560]  讀起來很沉悶
[00:00:40.560 --> 00:00:43.080]  但是當我們去了解到
[00:00:43.080 --> 00:00:47.680]  保羅和這些人名裡面的關係的時候
[00:00:47.680 --> 00:00:53.560]  我們發覺到原來在這裡充滿了很多的人情味
[00:00:53.560 --> 00:00:58.640]  《羅馬書》其實是一卷很理論、很教義性的書卷
[00:00:58.640 --> 00:01:01.440]  但是在這裡最後的裡面
[00:01:01.440 --> 00:01:05.520]  它是充滿了很多很多的保羅
[00:01:05.520 --> 00:01:09.920]  和一些童宮的一些文案
[00:01:09.920 --> 00:01:13.080]  我們一起去彼此的學習
[00:01:13.080 --> 00:01:17.760]  在第一節和第二節裡面
[00:01:17.760 --> 00:01:25.400]  它就先說了有一位姐妹叫菲比 就是這個菲比
[00:01:25.400 --> 00:01:29.360]  它就推薦了一個菲比姐妹
[00:01:29.360 --> 00:01:31.920]  她是堅革理教會裡面的執事
[00:01:31.920 --> 00:01:36.080]  她在主裡面就叫這幫羅馬信徒
[00:01:36.080 --> 00:01:41.520]  就在主裡面去招呼這位姐妹
[00:01:41.520 --> 00:01:45.040]  她說這位姐妹來到羅馬教會的時候
[00:01:45.040 --> 00:01:49.880]  無論她需要什麼幫助你都要給她幫助
[00:01:49.880 --> 00:01:55.280]  因為這位姐妹曾經幫助過很多人
[00:01:55.280 --> 00:01:59.080]  特別保羅在這個傳方的事情裡面
[00:01:59.080 --> 00:02:04.200]  這位姐妹幫過她很多
[00:02:04.200 --> 00:02:08.720]  這位姐妹她做什麼的呢?
[00:02:08.720 --> 00:02:12.360]  為什麼保羅一開始就這麼欣賞
[00:02:12.360 --> 00:02:16.160]  和這麼多謝這位姐妹呢?
[00:02:16.160 --> 00:02:20.440]  原來當時保羅寫這個羅馬書的時候
[00:02:20.440 --> 00:02:24.120]  就在哥林多裡面出發的
[00:02:24.120 --> 00:02:32.280]  就派這個菲比將這封信帶到哥林多
[00:02:32.280 --> 00:02:36.720]  在哥林多教會裡面保羅和這個菲比姐妹
[00:02:36.720 --> 00:02:38.560]  在那裡相處的時候
[00:02:38.560 --> 00:02:43.680]  她發覺到這個姐妹的特質就是很喜歡幫助人的
[00:02:43.680 --> 00:02:45.840]  也在哥林多教會裡面
[00:02:45.840 --> 00:02:48.320]  這位姐妹也開放了她的家庭
[00:02:48.320 --> 00:02:51.280]  她就接待了很多的人
[00:02:51.280 --> 00:02:57.320]  我們知道在耶穌時代那些的客店很害怕的
[00:02:57.320 --> 00:03:00.240]  隨時進了這些客店就被人打劫
[00:03:00.240 --> 00:03:01.920]  連命都沒有的
[00:03:01.920 --> 00:03:06.440]  所以當時是流行開放自己的家庭
[00:03:06.440 --> 00:03:11.360]  接待一些其他的同道的客人
[00:03:11.360 --> 00:03:13.160]  保羅經歷了
[00:03:13.160 --> 00:03:18.160]  也看到她照顧了很多傳喚的使者
[00:03:18.160 --> 00:03:21.720]  又出錢、又出力、又出時間
[00:03:21.720 --> 00:03:26.600]  所以這次就差派這個菲比去到羅馬
[00:03:26.600 --> 00:03:28.520]  菲比去到羅馬的時候
[00:03:28.520 --> 00:03:31.320]  到她是人生路不熟了
[00:03:31.320 --> 00:03:34.920]  所以就去吩咐這個羅馬教會
[00:03:34.920 --> 00:03:39.200]  好好地接待這位姐妹
