
[00:00:00.000 --> 00:00:02.800]  弟兄姊妹晚安
[00:00:02.800 --> 00:00:05.480]  時間真的過得很快
[00:00:05.480 --> 00:00:08.340]  眨眼間我們今晚已經是
[00:00:08.340 --> 00:00:14.240]  2023年的最後一個晚堂的崇拜了
[00:00:14.240 --> 00:00:17.440]  所以我相信大家來之前
[00:00:17.440 --> 00:00:21.700]  都很珍惜今晚的晚堂的崇拜
[00:00:21.700 --> 00:00:23.880]  我們很感謝天父
[00:00:23.880 --> 00:00:27.000]  正如剛才主席祈禱的時候說到
[00:00:27.000 --> 00:00:30.200]  上帝從歲守到年終
[00:00:30.200 --> 00:00:32.440]  祂都是看顧我們
[00:00:32.440 --> 00:00:35.680]  所以正如領唱的姐妹
[00:00:35.680 --> 00:00:37.640]  一唱那首詩歌
[00:00:37.640 --> 00:00:40.120]  應該是第三首
[00:00:40.120 --> 00:00:42.880]  叫做《數算主因》
[00:00:42.880 --> 00:00:45.720]  我就立刻擔高頭
[00:00:45.720 --> 00:00:47.080]  看一看大家
[00:00:47.080 --> 00:00:50.080]  看看有多少人懂得唱這首詩歌
[00:00:50.080 --> 00:00:54.480]  因為這首歌是古老的歌
[00:00:54.480 --> 00:00:57.640]  是很久很久之前
[00:00:57.640 --> 00:01:04.840]  特別那時候宣導出版社出的《青年聖歌》
[00:01:04.840 --> 00:01:07.080]  裡面的其中一首詩歌
[00:01:07.080 --> 00:01:08.160]  很古老的
[00:01:08.160 --> 00:01:14.200]  近年都多了唱一些其他的短的詩歌
[00:01:14.200 --> 00:01:18.280]  我想有沒有人懂得唱這首《數算主因》呢?
[00:01:18.280 --> 00:01:19.680]  我看一看大家的時候
[00:01:19.680 --> 00:01:23.200]  發覺形勢非常好
[00:01:23.200 --> 00:01:25.320]  不是不妙
[00:01:25.320 --> 00:01:27.720]  原來很多人都懂得唱這首詩歌
[00:01:27.720 --> 00:01:29.000]  很投入
[00:01:29.000 --> 00:01:30.440]  朗朗上口
[00:01:30.440 --> 00:01:32.160]  換句話來說
[00:01:32.160 --> 00:01:34.600]  這首詩歌提醒我們
[00:01:34.600 --> 00:01:39.160]  《數算主因》是非常重要的
[00:01:39.160 --> 00:01:41.720]  特別我們來到年尾的時候
[00:01:41.720 --> 00:01:44.720]  我們更加回頭看一看
[00:01:44.720 --> 00:01:47.320]  上帝給我們的恩典
[00:01:47.320 --> 00:01:49.360]  給我們的保守祝福
[00:01:49.360 --> 00:01:54.560]  真的有很多時候超出我們所求所想的
[00:01:54.560 --> 00:01:56.240]  特別過去一年
[00:01:56.240 --> 00:01:57.920]  你有很多的活動
[00:01:57.920 --> 00:01:59.400]  不論在香港
[00:01:59.400 --> 00:02:00.560]  不論在外地
[00:02:00.560 --> 00:02:02.280]  不論在任何的地方
[00:02:02.280 --> 00:02:04.920]  你發覺來到年尾的時候
[00:02:04.920 --> 00:02:08.160]  還是很感謝上帝
[00:02:08.160 --> 00:02:10.920]  人都很健在
[00:02:10.920 --> 00:02:14.600]  人都夢神的保守
[00:02:14.600 --> 00:02:17.480]  一切其實都是上帝的恩典
[00:02:17.480 --> 00:02:19.480]  上帝的祝福
[00:02:19.480 --> 00:02:22.760]  因為來到年尾
[00:02:22.760 --> 00:02:24.000]  我想一想
[00:02:24.000 --> 00:02:26.000]  很快就是年初了
[00:02:26.000 --> 00:02:29.120]  過兩天就是新一年開始了
[00:02:29.120 --> 00:02:30.200]  我就想一想
[00:02:30.200 --> 00:02:32.040]  哪個題目會好一點呢?
[00:02:32.040 --> 00:02:33.960]  我就想起今晚這個題目
[00:02:33.960 --> 00:02:37.640]  就是「為主奔跑」
[00:02:37.640 --> 00:02:40.120]  剛才讀的那段經文
[00:02:40.120 --> 00:02:42.360]  就比較冷門一點
[00:02:42.360 --> 00:02:44.160]  不是我們那麼熟悉
[00:02:44.160 --> 00:02:47.480]  不過經卷大家都很熟悉
[00:02:47.480 --> 00:02:49.080]  林多前書
[00:02:49.080 --> 00:02:53.160]  但是那幾節聖經就比較陌生一點
[00:02:53.160 --> 00:02:58.000]  保羅其實在這一章第九章
[00:02:58.000 --> 00:02:59.480]  一開始
[00:02:59.480 --> 00:03:02.400]  由第一節到二十三節
[00:03:02.400 --> 00:03:06.360]  其實它的主題只有一個
[00:03:06.360 --> 00:03:11.880]  就是講到保羅的全福音的心志
[00:03:11.880 --> 00:03:17.000]  和他的行動是非常清晰的
[00:03:17.000 --> 00:03:24.320]  他在這二十幾節的經文當中
[00:03:24.320 --> 00:03:26.800]  其實弟兄姊妹你都很熟悉
[00:03:26.800 --> 00:03:30.440]  因為有些經文你很有印象
[00:03:30.440 --> 00:03:34.080]  你可能靈修、查經或者聽道都聽過
[00:03:34.080 --> 00:03:36.920]  保羅怎樣講他自己全福音的心志呢?
[00:03:36.920 --> 00:03:41.800]  他說我全福音是怎樣的?
[00:03:41.800 --> 00:03:44.000]  保羅說是不得已的
[00:03:44.000 --> 00:03:45.000]  記不記得?
[00:03:45.000 --> 00:03:50.240]  若不全福音我就有禍了
[00:03:50.240 --> 00:03:52.720]  保羅亦都告訴我們
[00:03:52.720 --> 00:03:56.240]  如果我甘心做這件事情
[00:03:56.240 --> 00:03:58.080]  就得賞賜
[00:03:58.080 --> 00:03:59.960]  如果我不甘心去做
[00:03:59.960 --> 00:04:04.520]  責任就託付在我身上了
[00:04:04.520 --> 00:04:08.880]  所以保羅亦都在這一章裏面講到
[00:04:08.880 --> 00:04:12.080]  他說我向著猶太人
[00:04:12.080 --> 00:04:14.200]  我就做猶太人
[00:04:14.200 --> 00:04:16.400]  說要得猶太人
[00:04:16.400 --> 00:04:18.720]  大家有沒有印象?
[00:04:18.720 --> 00:04:21.960]  好像沒有什麼反應
[00:04:21.960 --> 00:04:24.120]  他說我向著律法以下的人
[00:04:24.120 --> 00:04:26.000]  我就做律法以下的人
[00:04:26.000 --> 00:04:27.160]  向著沒有律法的人
[00:04:27.160 --> 00:04:28.400]  我就做沒有律法的人
[00:04:28.400 --> 00:04:29.480]  說要得著什麼?
[00:04:29.480 --> 00:04:31.480]  沒有律法的人
[00:04:31.480 --> 00:04:33.280]  保羅說我向著軟弱的人
[00:04:33.280 --> 00:04:34.360]  我就做什麼?
[00:04:34.360 --> 00:04:36.440]  軟弱的人
[00:04:36.440 --> 00:04:41.360]  無論如何總要救赦人
[00:04:41.360 --> 00:04:43.960]  大家聽我這樣讀這幾經文
