
[00:00:00.000 --> 00:00:01.780]  各位姐妹晚安
[00:00:01.780 --> 00:00:05.840]  我們又可以恢復今晚的《茶經班》
[00:00:05.840 --> 00:00:08.360]  跟大家先有一個禱告
[00:00:08.360 --> 00:00:11.800]  再一次多謝主讓我們今天晚上
[00:00:11.800 --> 00:00:15.740]  又能夠恢復在《出埃及記》的研讀
[00:00:15.740 --> 00:00:20.040]  大家一起來思想在經文的世界
[00:00:20.040 --> 00:00:23.240]  特別是當時摩西五經的作者
[00:00:23.240 --> 00:00:26.340]  要告訴我們的這個救贖
[00:00:26.340 --> 00:00:31.360]  曾經這些被擄的子民
[00:00:31.360 --> 00:00:37.200]  在埃及在奴隸的狀況底下
[00:00:37.200 --> 00:00:40.740]  能夠得到一個很清楚的救贖
[00:00:40.740 --> 00:00:43.660]  離開遺奴之家的埃及
[00:00:43.660 --> 00:00:46.620]  進到神應許的迦南美地
[00:00:46.620 --> 00:00:48.940]  我們看到這個過程
[00:00:48.940 --> 00:00:51.980]  神是怎樣用你的大能的手
[00:00:51.980 --> 00:00:53.940]  伸出來的磅壁
[00:00:53.940 --> 00:00:57.440]  特別在《先知書》是一而再
[00:00:57.440 --> 00:01:00.360]  這樣去提這個概念
[00:01:00.360 --> 00:01:02.500]  使我們能夠認識
[00:01:02.500 --> 00:01:05.880]  天父我們今天在現代
[00:01:05.880 --> 00:01:09.940]  我們面對其實每一天都是很多事情
[00:01:09.940 --> 00:01:13.140]  我們不知道怎樣發生
[00:01:13.140 --> 00:01:17.440]  還有一些我們根本招架不了的特大的事情
[00:01:17.440 --> 00:01:19.000]  我們很需要求神
[00:01:19.000 --> 00:01:24.040]  讓我們能夠回想這一位創天造地的主
[00:01:24.040 --> 00:01:26.640]  是怎樣去帶領歷史
[00:01:26.640 --> 00:01:28.260]  帶領你的子民
[00:01:28.260 --> 00:01:31.500]  使我們能夠在今天認識
[00:01:31.500 --> 00:01:33.920]  冥冥當中有一個掌舵
[00:01:33.920 --> 00:01:35.800]  有一個掌管世界
[00:01:35.800 --> 00:01:37.820]  掌管人生命的主
[00:01:37.820 --> 00:01:40.320]  是我們來去信靠
[00:01:40.320 --> 00:01:42.800]  是我們需要來去仰望的
[00:01:42.800 --> 00:01:45.840]  我們今天晚上都仰望在主的手中
[00:01:45.840 --> 00:01:47.280]  求祢帶領我們
[00:01:47.280 --> 00:01:51.060]  我們這樣祈求奉耶穌基督的名
[00:01:51.060 --> 00:01:52.800]  阿門
