
[00:00:00.000 --> 00:00:02.000]  洗禮之後
[00:00:02.000 --> 00:00:05.600]  今日有我們本堂傳道人張超志傳道
[00:00:05.600 --> 00:00:10.600]  訓練的經文是彼得後書第三章第十八節
[00:00:10.600 --> 00:00:17.400]  你們禱要在我們的主和救主耶穌基督的恩典和知識上有獎盡
[00:00:17.400 --> 00:00:21.600]  願榮耀歸給他從今直到永遠之人
[00:00:21.600 --> 00:00:22.600]  阿們
[00:00:22.600 --> 00:00:24.600]  好,將時間交給張傳道
[00:00:24.600 --> 00:00:26.600]  好,我們謝謝
[00:00:26.600 --> 00:00:29.200]  我們的主席為我們讀出這個經文
[00:00:29.200 --> 00:00:31.200]  大家覺不覺得主席今天很風趣
[00:00:31.200 --> 00:00:34.200]  有少少,我也覺得是
[00:00:34.200 --> 00:00:39.200]  今天是一個很開心的日子
[00:00:39.200 --> 00:00:40.200]  因為我們見到一班
[00:00:40.200 --> 00:00:42.200]  跟往常的崇拜有些不同
[00:00:42.200 --> 00:00:44.200]  我們今日別似是一些慶祝會
[00:00:44.200 --> 00:00:46.200]  是因為我們見到一班弟兄姊妹
[00:00:46.200 --> 00:00:48.200]  今日做了一個很重要的決定
[00:00:48.200 --> 00:00:50.200]  是什麼決定我稍後再說
[00:00:50.200 --> 00:00:52.200]  不過在說之前
[00:00:52.200 --> 00:00:56.200]  我一定要歡迎今天首次來到我們教會當中的朋友
[00:00:56.200 --> 00:00:57.200]  我想先歡迎你
[00:00:57.200 --> 00:01:01.200]  有沒有哪一位是第一次來到我們教會的
[00:01:01.200 --> 00:01:02.200]  你可不可以揮一揮手
[00:01:02.200 --> 00:01:03.200]  不要害羞,揮一揮手
[00:01:03.200 --> 00:01:04.200]  看一看而已
[00:01:04.200 --> 00:01:05.200]  因為我會
[00:01:05.200 --> 00:01:06.200]  歡迎你們
[00:01:06.200 --> 00:01:08.200]  (掌聲)
[00:01:08.200 --> 00:01:11.200]  Any newcomer from our Filipino sister group
[00:01:11.200 --> 00:01:13.200]  Any newcomer
[00:01:13.200 --> 00:01:14.200]  好
[00:01:14.200 --> 00:01:16.200]  我的聽得明
[00:01:16.200 --> 00:01:19.200]  (笑)
[00:01:19.200 --> 00:01:21.200]  有沒有哪一些呢
[00:01:21.200 --> 00:01:22.200]  你是第一次來到我們教會
[00:01:22.200 --> 00:01:24.200]  但你是我們主內的志提
[00:01:24.200 --> 00:01:25.200]  你可不可以舉舉手
[00:01:25.200 --> 00:01:27.200]  我們一次歡迎你
[00:01:27.200 --> 00:01:30.200]  (掌聲)
[00:01:30.200 --> 00:01:32.200]  即是說我們當中有些是第一次來
[00:01:32.200 --> 00:01:35.200]  亦都未必是我們主內的志提
[00:01:35.200 --> 00:01:36.200]  我非常之感恩
[00:01:36.200 --> 00:01:38.200]  因為你願意來到見證
[00:01:38.200 --> 00:01:40.200]  今日一個非常之重要的事
[00:01:40.200 --> 00:01:41.200]  因為可能你的朋友
[00:01:41.200 --> 00:01:42.200]  或者你的同事
[00:01:42.200 --> 00:01:43.200]  或者你的親友
[00:01:43.200 --> 00:01:45.200]  在今天再上帝面前
[00:01:45.200 --> 00:01:47.200]  在人面前
[00:01:47.200 --> 00:01:49.200]  做了一個很重要的決定
[00:01:49.200 --> 00:01:50.200]  所以我歡迎你
[00:01:50.200 --> 00:01:52.200]  稍後一路
[00:01:52.200 --> 00:01:53.200]  整個過程裏面
[00:01:53.200 --> 00:01:54.200]  一路享受
[00:01:54.200 --> 00:01:55.200]  不單止上帝的話語
[00:01:55.200 --> 00:01:57.200]  亦都稍後聆聽
[00:01:57.200 --> 00:01:59.200]  你的親友或者朋友
[00:01:59.200 --> 00:02:00.200]  在眾人面前
[00:02:00.200 --> 00:02:04.200]  所述說他們的見證
[00:02:04.200 --> 00:02:11.200]  (英文)
[00:02:11.200 --> 00:02:13.200]  聽得明我說話嗎
[00:02:13.200 --> 00:02:15.200]  (笑)
[00:02:15.200 --> 00:02:18.200]  好,我們現在真是對象
[00:02:18.200 --> 00:02:19.200]  真是各位大英姐妹
[00:02:19.200 --> 00:02:21.200]  我今日真是要恭喜你們
[00:02:21.200 --> 00:02:23.200]  因為你們在人生裏面
[00:02:23.200 --> 00:02:25.200]  終於水完了受證課程
[00:02:25.200 --> 00:02:27.200]  終於去決定了
[00:02:27.200 --> 00:02:30.200]  你人生一個很重要的場景
[00:02:30.200 --> 00:02:31.200]  就是甚麼
[00:02:31.200 --> 00:02:33.200]  就是決定去洗禮
[00:02:33.200 --> 00:02:34.200]  甚麼叫洗禮呢
[00:02:34.200 --> 00:02:35.200]  我不再多說
[00:02:35.200 --> 00:02:37.200]  因為你上了十二、三堂
[00:02:37.200 --> 00:02:38.200]  應該很詳細
[00:02:38.200 --> 00:02:40.200]  不過很重要的一件事
[00:02:40.200 --> 00:02:42.200]  你肯定是清楚知道的
[00:02:42.200 --> 00:02:44.200]  我估你一定是清楚知道
[00:02:44.200 --> 00:02:46.200]  今天在上帝面前
[00:02:46.200 --> 00:02:50.200]  今天在空中的掌權者面前
[00:02:50.200 --> 00:02:52.200]  甚至乎在我們眾弟兄姊妹
[00:02:52.200 --> 00:02:53.200]  親友的面前
[00:02:53.200 --> 00:02:56.200]  你會向大家表明你的心跡
[00:02:56.200 --> 00:02:58.200]  從今以後
[00:02:58.200 --> 00:03:01.200]  你將會以基督的生命
[00:03:01.200 --> 00:03:02.200]  榜樣
[00:03:02.200 --> 00:03:03.200]  行兆為形的作風
[00:03:03.200 --> 00:03:05.200]  成為你們的生活
[00:03:05.200 --> 00:03:07.200]  行兆為形的模式
[00:03:07.200 --> 00:03:08.200]  這個正確嗎
[00:03:08.200 --> 00:03:09.200]  正確
[00:03:09.200 --> 00:03:10.200]  所以因此
[00:03:10.200 --> 00:03:12.200]  你們待會會將你們在基督裏面
[00:03:12.200 --> 00:03:13.200]  所經歷的見證
[00:03:13.200 --> 00:03:15.200]  和我們去分享
[00:03:15.200 --> 00:03:16.200]  去看到上帝
[00:03:16.200 --> 00:03:18.200]  怎樣在生命裏面
[00:03:18.200 --> 00:03:20.200]  有個很大很大的轉變
