
[00:00:00.000 --> 00:00:02.000]  敢宣家的弟兄姊妹平安
[00:00:02.000 --> 00:00:05.000]  很開心有機會來到大家當中
[00:00:05.000 --> 00:00:07.000]  跟大家一起敬拜
[00:00:07.000 --> 00:00:09.000]  以及思想神的說話
[00:00:09.000 --> 00:00:13.000]  我看到你們的連題是
[00:00:13.000 --> 00:00:15.000]  生命更新 傳揚福音
[00:00:15.000 --> 00:00:17.000]  大家今年一起努力
[00:00:17.000 --> 00:00:22.000]  生命更新 個人和集體都一起更新
[00:00:22.000 --> 00:00:24.000]  然後我們傳揚神的愛
[00:00:24.000 --> 00:00:29.000]  生命更新其實最基本就是我們和神的關係
[00:00:29.000 --> 00:00:32.000]  我們傳的福音不是一套理論
[00:00:32.000 --> 00:00:35.000]  不是一套道理 而是一個活的救主
[00:00:35.000 --> 00:00:39.000]  在我們生活上 我們相信他之後經歷到的
[00:00:39.000 --> 00:00:41.000]  一位復活的主
[00:00:41.000 --> 00:00:45.000]  所以今天跟大家聊聊大家的靈修生活
[00:00:45.000 --> 00:00:48.000]  靈修生活這個課題都很敏感
[00:00:48.000 --> 00:00:50.000]  我不知道大家有沒有弟兄姊妹之間
[00:00:50.000 --> 00:00:53.000]  有時候會彼此關心的時候 關心這部分
[00:00:53.000 --> 00:00:55.000]  但是這是一個很敏感的話題
[00:00:55.000 --> 00:00:57.000]  你最近有沒有靈修
[00:00:57.000 --> 00:00:59.000]  你會不會跟弟兄姊妹這樣說
[00:00:59.000 --> 00:01:02.000]  但我知道這是一個很關鍵的問題
[00:01:02.000 --> 00:01:06.000]  所以如果很簡單 問問你
[00:01:06.000 --> 00:01:08.000]  你滿意自己的靈修生活嗎
[00:01:08.000 --> 00:01:10.000]  不用大家舉手
[00:01:10.000 --> 00:01:12.000]  或者再進一步說
[00:01:12.000 --> 00:01:15.000]  你滿意你現在和神的關係嗎
[00:01:15.000 --> 00:01:18.000]  如果問弟兄姊妹這樣的問題
[00:01:18.000 --> 00:01:20.000]  關心她的時候
[00:01:20.000 --> 00:01:23.000]  通常弟兄姊妹會覺得很抽象
[00:01:23.000 --> 00:01:25.000]  我和神的關係好不好
[00:01:25.000 --> 00:01:27.000]  不好呢 怎樣會知道不好呢
[00:01:27.000 --> 00:01:29.000]  我不知道你會怎樣回應
[00:01:29.000 --> 00:01:31.000]  你現在和神的關係好不好
[00:01:31.000 --> 00:01:33.000]  你心裏面會給一個甚麼答案呢
[00:01:33.000 --> 00:01:36.000]  我沒有犯大罪
[00:01:36.000 --> 00:01:38.000]  但又沒有甚麼進步
[00:01:38.000 --> 00:01:40.000]  是好還是不好呢
[00:01:40.000 --> 00:01:42.000]  這樣就不太清楚
[00:01:42.000 --> 00:01:44.000]  我每天都有靈修
[00:01:44.000 --> 00:01:46.000]  但又好像不覺得自己很有動力
[00:01:46.000 --> 00:01:48.000]  如果沒有靈修
[00:01:48.000 --> 00:01:51.000]  就覺得這樣都不太好
[00:01:51.000 --> 00:01:54.000]  不知道你自己怎樣看
[00:01:54.000 --> 00:01:56.000]  今天和大家思想這個課題
[00:01:56.000 --> 00:02:00.000]  怎樣能夠在靈修的生活裏面
[00:02:00.000 --> 00:02:02.000]  和在生活當中
[00:02:02.000 --> 00:02:03.000]  不單止靈修
[00:02:03.000 --> 00:02:04.000]  其實我要說的是
[00:02:04.000 --> 00:02:07.000]  靈修是為了我們生活當中可以經歷到神
[00:02:07.000 --> 00:02:09.000]  你靈修的時候
[00:02:09.000 --> 00:02:11.000]  怎樣靈修才能夠經歷到神呢
[00:02:11.000 --> 00:02:13.000]  今天和大家思想這個很基本的課題
[00:02:13.000 --> 00:02:15.000]  但又很重要
[00:02:15.000 --> 00:02:17.000]  復活的主
[00:02:17.000 --> 00:02:19.000]  所以我們基督教的教會裏面
[00:02:19.000 --> 00:02:21.000]  通常都有十字架
[00:02:21.000 --> 00:02:23.000]  十字架是空的
[00:02:23.000 --> 00:02:25.000]  天主教是很不同的
[00:02:25.000 --> 00:02:27.000]  空的不是沒有耶穌基督
[00:02:27.000 --> 00:02:29.000]  而是因為他已經復活了
[00:02:29.000 --> 00:02:31.000]  所以他現在是活在我們裏面
[00:02:31.000 --> 00:02:33.000]  不是在十字架裏面
[00:02:33.000 --> 00:02:35.000]  最怕的是我們心裏面都不知道
[00:02:35.000 --> 00:02:37.000]  耶穌是不是真的活在我們裏面
[00:02:37.000 --> 00:02:39.000]  我們經歷不到他的時候
[00:02:39.000 --> 00:02:41.000]  那十字架就真的空了
[00:02:41.000 --> 00:02:42.000]  希望不是
[00:02:42.000 --> 00:02:44.000]  我們是真的有耶穌基督在裏面
[00:02:44.000 --> 00:02:46.000]  不單止活在這個世界上
[00:02:46.000 --> 00:02:48.000]  掌管這個世界
[00:02:48.000 --> 00:02:50.000]  他也掌管和引領著我每天的生活
[00:02:50.000 --> 00:02:52.000]  希望和大家思想這個課題
[00:02:52.000 --> 00:02:54.000]  今天用的經文
[00:02:54.000 --> 00:02:56.000]  就是大家讀了一次
[00:02:56.000 --> 00:02:57.000]  詩篇139篇
[00:02:57.000 --> 00:02:59.000]  我選了一些經文出來
[00:02:59.000 --> 00:03:01.000]  有些回教會很久的弟兄姊妹
[00:03:01.000 --> 00:03:03.000]  都挺多人喜歡詩篇139篇的
[00:03:03.000 --> 00:03:05.000]  我不知道大家當中是不是
[00:03:05.000 --> 00:03:07.000]  他講到神和我們
[00:03:07.000 --> 00:03:09.000]  是一個很親密的關係
[00:03:09.000 --> 00:03:11.000]  你首先就留意到
[00:03:11.000 --> 00:03:13.000]  這個經文
[00:03:13.000 --> 00:03:15.000]  就是講我和你
[00:03:15.000 --> 00:03:17.000]  你就是耶和華
[00:03:17.000 --> 00:03:19.000]  然後私人自己就講
[00:03:19.000 --> 00:03:21.000]  是我
[00:03:21.000 --> 00:03:23.000]  然後講我們
[00:03:23.000 --> 00:03:25.000]  你知道詩篇有些是講我們
[00:03:25.000 --> 00:03:27.000]  是集體敬拜神
[00:03:27.000 --> 00:03:29.000]  我們一起去讚美耶和華
[00:03:29.000 --> 00:03:31.000]  那就是我們
[00:03:31.000 --> 00:03:33.000]  我們有集體的時候
[00:03:33.000 --> 00:03:35.000]  我們崇拜都一起集體
[00:03:35.000 --> 00:03:37.000]  但也有個人的時候
[00:03:37.000 --> 00:03:39.000]  原來這個詩篇裏面是強調神和我們個人的關係
[00:03:39.000 --> 00:03:41.000]  第一件事和大家思想
[00:03:41.000 --> 00:03:43.000]  就是為什麼要靈修
[00:03:43.000 --> 00:03:45.000]  其實我和大家講三件事
[00:03:45.000 --> 00:03:47.000]  為什麼要靈修
[00:03:47.000 --> 00:03:49.000]  什麼叫靈修
[00:03:49.000 --> 00:03:51.000]  為什麼要做一個好的靈修
[00:03:51.000 --> 00:03:53.000]  今天講三件事
[00:03:53.000 --> 00:03:55.000]  為什麼要靈修
[00:03:55.000 --> 00:03:57.000]  最基本先
[00:03:57.000 --> 00:03:59.000]  因為神和我們有一個很個人性的關係
[00:03:59.000 --> 00:04:01.000]  神不單止關心你旁邊的弟兄姊妹
[00:04:01.000 --> 00:04:03.000]  或者不單止關心
[00:04:03.000 --> 00:04:05.000]  葛培里或者戴德生
[00:04:05.000 --> 00:04:07.000]  或者是誰做得很大事工的人物
[00:04:07.000 --> 00:04:09.000]  每個教徒
[00:04:09.000 --> 00:04:11.000]  都在眼中很寶貴
[00:04:11.000 --> 00:04:13.000]  不可以被另一個教徒代替
[00:04:13.000 --> 00:04:15.000]  所以他不單止
[00:04:15.000 --> 00:04:17.000]  只想你旁邊的弟兄姊妹有靈修
[00:04:17.000 --> 00:04:19.000]  有祈禱
[00:04:19.000 --> 00:04:21.000]  他想聽你有沒有將你的生活
[00:04:21.000 --> 00:04:23.000]  拖去祈禱
[00:04:23.000 --> 00:04:25.000]  和上帝交代
[00:04:25.000 --> 00:04:27.000]  或者和他去依靠他
[00:04:27.000 --> 00:04:29.000]  他關心你
[00:04:29.000 --> 00:04:31.000]  詩篇裏面講到
[00:04:31.000 --> 00:04:33.000]  你已經鑒察我
[00:04:33.000 --> 00:04:35.000]  認識我
[00:04:35.000 --> 00:04:37.000]  大家讀完之後有沒有留意到
[00:04:37.000 --> 00:04:39.000]  第一節的經文和最後兩節
[00:04:39.000 --> 00:04:41.000]  是一樣的
[00:04:41.000 --> 00:04:43.000]  都是講神鑒察和認識我
[00:04:43.000 --> 00:04:45.000]  這個個人
[00:04:45.000 --> 00:04:47.000]  最後兩節
[00:04:47.000 --> 00:04:49.000]  你記得
[00:04:49.000 --> 00:04:51.000]  23、24節最後的祈禱是甚麼
[00:04:51.000 --> 00:04:53.000]  整篇詩篇講完之後
[00:04:53.000 --> 00:04:55.000]  上帝求你鑒察我
[00:04:55.000 --> 00:04:57.000]  知道我的心思
[00:04:57.000 --> 00:04:59.000]  試煉我 知道我的意念
[00:04:59.000 --> 00:05:01.000]  然後就在
[00:05:01.000 --> 00:05:03.000]  看看我裏面有甚麼惡行
[00:05:03.000 --> 00:05:05.000]  引導我走永生的路
[00:05:05.000 --> 00:05:07.000]  你見到兩個經文
[00:05:07.000 --> 00:05:09.000]  有甚麼不同呢
[00:05:09.000 --> 00:05:11.000]  第一節經文說耶和
[00:05:11.000 --> 00:05:13.000]  根本就已經鑒察我
[00:05:13.000 --> 00:05:15.000]  和認識了我
[00:05:15.000 --> 00:05:17.000]  他根本你不求
[00:05:17.000 --> 00:05:19.000]  他都認識我 鑒察我
[00:05:19.000 --> 00:05:21.000]  為何詩人最後又再求
[00:05:21.000 --> 00:05:23.000]  神啊 你真的要鑒察我 認識我
[00:05:23.000 --> 00:05:25.000]  其實主要原因就是
[00:05:25.000 --> 00:05:27.000]  神就
[00:05:27.000 --> 00:05:29.000]  你求不求他都看著你
[00:05:29.000 --> 00:05:31.000]  不過你想不想
[00:05:31.000 --> 00:05:33.000]  知道上帝眼中的你
[00:05:33.000 --> 00:05:35.000]  今天的光景
[00:05:35.000 --> 00:05:37.000]  你想不想去引導你
[00:05:37.000 --> 00:05:39.000]  你想不想知道他怎樣看你
[00:05:39.000 --> 00:05:41.000]  他想
[00:05:41.000 --> 00:05:43.000]  詩人說我想你
[00:05:43.000 --> 00:05:45.000]  真的讓我知道
[00:05:45.000 --> 00:05:47.000]  我眼中 我靈命上你有甚麼喜悅的地方
[00:05:47.000 --> 00:05:49.000]  我還有甚麼缺陷的地方
[00:05:49.000 --> 00:05:51.000]  你讓我知道
[00:05:51.000 --> 00:05:53.000]  然後你引導我
[00:05:53.000 --> 00:05:55.000]  不要讓我走歪路
[00:05:55.000 --> 00:05:57.000]  做錯事都不知道
[00:05:57.000 --> 00:05:59.000]  我想知道你怎樣看我
[00:05:59.000 --> 00:06:01.000]  其實這個詩篇就是想講這件事
[00:06:01.000 --> 00:06:05.000]  他講這件事的時候
[00:06:05.000 --> 00:06:07.000]  他就用了中間
[00:06:07.000 --> 00:06:09.000]  十八節經文
[00:06:09.000 --> 00:06:11.000]  每六節是一個單元
[00:06:11.000 --> 00:06:13.000]  如果你熟悉詩篇一百三十九篇
[00:06:13.000 --> 00:06:15.000]  就知道了
[00:06:15.000 --> 00:06:17.000]  頭六節 一至六節
[00:06:17.000 --> 00:06:19.000]  就講到耶和華的無所不知
[00:06:19.000 --> 00:06:21.000]  他說你前後環繞我
[00:06:21.000 --> 00:06:23.000]  我一句說話未講出口
[00:06:23.000 --> 00:06:25.000]  你已經知道我想講甚麼
[00:06:25.000 --> 00:06:29.000]  然後他說我坐下
[00:06:29.000 --> 00:06:31.000]  我起來你都曉得
[00:06:31.000 --> 00:06:33.000]  如果你記得頭六節經文
[00:06:33.000 --> 00:06:35.000]  就是說神
[00:06:35.000 --> 00:06:37.000]  當然他自己是無所不知
[00:06:37.000 --> 00:06:39.000]  但他知道我們每日的生活
[00:06:39.000 --> 00:06:41.000]  很留意看著我們每日的生活
[00:06:41.000 --> 00:06:45.000]  我不知道你喜不喜歡被神看著你的生活
[00:06:45.000 --> 00:06:49.000]  你知不知道留不留意
[00:06:49.000 --> 00:06:51.000]  神都在留意你
[00:06:51.000 --> 00:06:53.000]  當然如果你很愛主
[00:06:53.000 --> 00:06:55.000]  很熱心侍奉 原來上帝很開心
[00:06:55.000 --> 00:06:57.000]  知道我這麼熱心
[00:06:57.000 --> 00:06:59.000]  但如果你說我的生活
[00:06:59.000 --> 00:07:01.000]  原來離開了教會
[00:07:01.000 --> 00:07:03.000]  就不是一隻羊 是一隻狼
[00:07:03.000 --> 00:07:05.000]  回到辦公室就變成另一個樣子
[00:07:05.000 --> 00:07:07.000]  沒有人知道我是基督徒
[00:07:07.000 --> 00:07:09.000]  你都幾害怕 原來神都看著我
[00:07:09.000 --> 00:07:11.000]  怎樣生活 我家和老婆吵架
[00:07:11.000 --> 00:07:13.000]  原來上帝知道
[00:07:13.000 --> 00:07:15.000]  看著我 怎樣罵
[00:07:15.000 --> 00:07:17.000]  他說他看著我們
[00:07:17.000 --> 00:07:19.000]  那你就想想
[00:07:19.000 --> 00:07:21.000]  神為何這麼留心我
[00:07:21.000 --> 00:07:23.000]  全世界這麼多人
[00:07:23.000 --> 00:07:25.000]  現在七十多億人
[00:07:25.000 --> 00:07:27.000]  古往今來這麼多人
[00:07:27.000 --> 00:07:29.000]  他怎樣留意著我 看著我
[00:07:29.000 --> 00:07:31.000]  我坐下 我起來 他看著我
[00:07:31.000 --> 00:07:33.000]  就是說
[00:07:33.000 --> 00:07:35.000]  我整天的生活
[00:07:35.000 --> 00:07:37.000]  大小事他都很留意你
[00:07:37.000 --> 00:07:39.000]  神為何這麼留意我們 因為神愛我們
[00:07:39.000 --> 00:07:41.000]  下面會告訴你為什麼
[00:07:41.000 --> 00:07:43.000]  其實這個就是我們靈修的基礎
[00:07:43.000 --> 00:07:45.000]  希望大家去找回最基本的東西
[00:07:45.000 --> 00:07:47.000]  然後七至十二節
[00:07:47.000 --> 00:07:49.000]  就是無所不在
[00:07:49.000 --> 00:07:51.000]  大家記不記得
[00:07:51.000 --> 00:07:53.000]  有些人點頭 但有些好像不太熟
[00:07:53.000 --> 00:07:55.000]  可能有些人未看過CV139
[00:07:55.000 --> 00:07:57.000]  七至十二節
[00:07:57.000 --> 00:07:59.000]  是講無所不在
[00:07:59.000 --> 00:08:01.000]  我無論去到
[00:08:01.000 --> 00:08:03.000]  去到哪裡都可以逃避
[00:08:03.000 --> 00:08:05.000]  躲避你的面
[00:08:05.000 --> 00:08:07.000]  我就算去到海極居住
[00:08:07.000 --> 00:08:09.000]  你都原來在那裡
[00:08:09.000 --> 00:08:11.000]  我去到天南地北
[00:08:11.000 --> 00:08:13.000]  原來上帝一早就在那裡等我
[00:08:13.000 --> 00:08:15.000]  我沒有地方可以逃避上帝
[00:08:15.000 --> 00:08:17.000]  其實逃避是一個跨式的方法
[00:08:17.000 --> 00:08:19.000]  根本沒有人想逃避上帝
[00:08:19.000 --> 00:08:21.000]  其實斯人很想和上帝親密
[00:08:21.000 --> 00:08:23.000]  但他反過來說
[00:08:23.000 --> 00:08:25.000]  我想逃避你 其實逃避不到
[00:08:25.000 --> 00:08:27.000]  我去到海極 天南地北
[00:08:27.000 --> 00:08:29.000]  沒有人去的地方 原來上帝都在那裡
[00:08:29.000 --> 00:08:31.000]  然後上帝就說
[00:08:31.000 --> 00:08:33.000]  其實你無論去到哪裡 我都會引導你
[00:08:33.000 --> 00:08:35.000]  我是無所不在的上帝
[00:08:35.000 --> 00:08:37.000]  和你同在的上帝
[00:08:37.000 --> 00:08:39.000]  接著六節就講了
[00:08:39.000 --> 00:08:41.000]  上帝不單止留意我們 上帝和我們同在
[00:08:41.000 --> 00:08:43.000]  正如新約聖經裡
[00:08:43.000 --> 00:08:45.000]  我們每一個重生的基督徒
[00:08:45.000 --> 00:08:47.000]  聖靈都住在我們裡
